character_skill_level_to_effects_junctions_tables	1
character_skill_key	effect_key	effect_scope	level	value
aalegendaryskill8	ads_immortalonly_upkeep	general_to_force_own	1	-30.0
aalegendaryskill8	ads_immortalonly_morale	general_to_force_own	1	20.0
aalegendaryskill8	wh_main_effect_force_all_campaign_replenishment_rate	general_to_force_own	1	10.0
aalegendaryskill9	ads_slave_upkeep	general_to_force_own	1	-25.0
aalegendaryskill9	ads_slave_recruit	general_to_force_own	1	-25.0
aalegendaryskill9	ads_hobgob_upkeep	general_to_force_own	1	-15.0
aalegendaryskill9	ads_hobgobranged_upkeep	general_to_force_own	1	-15.0
aalegendaryskill9	ads_hobgob_exp	general_to_force_own	1	3.0
aalegendaryskill9	ads_slave_exp	general_to_force_own	1	3.0
aalegendaryskill1	wh_main_effect_enable_item_ll1	character_to_character_own	1	1.0
aalegendaryskill2	wh_main_effect_enable_item_ll2	character_to_character_own	1	1.0
aalegendaryskill3	wh_main_effect_enable_item_ll3	character_to_character_own	1	1.0
aalegendaryskill4	wh_main_effect_enable_item_ll4	character_to_character_own	1	1.0
aalegendaryskill5	wh_main_effect_enable_item_ll5	character_to_character_own	1	1.0
aalegendaryskill6	wh_main_effect_enable_item_ll6	character_to_character_own	1	1.0
aadrazspecial1	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	1	8.0
aadrazspecial1	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	1	16.0
aadrazspecial2	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	1	5.0
aadrazspecial2	wh_main_effect_force_unit_stat_morale	general_to_force_own	1	3.0
aadrazspecial2	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	2	10.0
aadrazspecial2	wh_main_effect_force_unit_stat_morale	general_to_force_own	2	6.0
aadrazspecial2	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	3	20.0
aadrazspecial2	wh_main_effect_force_unit_stat_morale	general_to_force_own	3	10.0
aadrazspecial3	ads_cdmonsters_upkeep	general_to_force_own	1	-10.0
aadrazspecial3	ads_cdmonsters_physres	general_to_force_own	1	5.0
aadrazspecial3	wh_main_effect_force_all_campaign_razing_income	character_to_character_own	1	15.0
aadrazspecial3	ads_cdmonsters_upkeep	general_to_force_own	2	-20.0
aadrazspecial3	ads_cdmonsters_physres	general_to_force_own	2	10.0
aadrazspecial3	wh_main_effect_force_all_campaign_razing_income	character_to_character_own	2	30.0
aadrazspecial4	ads_bullcent_upkeep	general_to_force_own	1	-10.0
aadrazspecial4	ads_bullcent_damage	general_to_force_own	1	10.0
aadrazspecial4	ads_bullcent_exp	general_to_force_own	1	2.0
aadrazspecial4	ads_bullcent_upkeep	general_to_force_own	2	-20.0
aadrazspecial4	ads_bullcent_exp	general_to_force_own	2	4.0
aadrazspecial4	ads_bullcent_damage	general_to_force_own	2	20.0
aadrazspecial5	ads_chaosdwarf_reload_ranged	general_to_force_own	1	5.0
aadrazspecial5	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	1	10.0
aadrazspecial5	ads_chaosdwarf_reload_ranged	general_to_force_own	2	10.0
aadrazspecial5	ads_chaosdwarf_reload_ranged	general_to_force_own	3	15.0
aadrazspecial5	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	2	20.0
aadrazspecial5	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	3	30.0
aadrazspecial5	ads_cdartillery_reload	general_to_force_own	1	5.0
aadrazspecial5	ads_cdartillery_reload	general_to_force_own	2	10.0
aadrazspecial5	ads_cdartillery_reload	general_to_force_own	3	15.0
aadrazspecial6	wh_main_effect_character_stat_mod_ward_save_missile	general_to_force_own	1	5.0
aadrazspecial6	wh2_dlc14_effect_magic_stealth_enable_veil_of_shadows	character_to_character_own	1	1.0
aadrazspecial6	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	1	15.0
aarykspecial1	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	1	15.0
aarykspecial1	wh_main_effect_military_force_winds_of_magic_depletion_mod_character_enemy	general_to_force_enemy_regionwide	1	-15.0
aarykspecial1	wh_main_effect_force_all_campaign_replenishment_rate	general_to_force_own	1	6.0
aarykspecial2	wh_main_effect_character_stat_mod_ward_save_magic	general_to_force_own	1	5.0
aarykspecial2	wh_main_effect_force_unit_stat_morale	general_to_force_own	1	2.0
aarykspecial2	wh_main_effect_character_stat_mod_ward_save_magic	general_to_force_own	2	10.0
aarykspecial2	wh_main_effect_force_unit_stat_morale	general_to_force_own	2	4.0
aarykspecial2	wh_main_effect_character_stat_mod_ward_save_magic	general_to_force_own	3	15.0
aarykspecial2	wh_main_effect_force_unit_stat_morale	general_to_force_own	3	6.0
aarykspecial3	ads_chaosdwarf_exp	general_to_force_own	1	2.0
aarykspecial3	ads_chaosdwarf_defence	general_to_force_own	1	4.0
aarykspecial3	ads_chaosdwarf_exp	general_to_force_own	2	4.0
aarykspecial3	ads_chaosdwarf_defence	general_to_force_own	2	8.0
aarykspecial4	wh_main_effect_force_unit_stat_armour	general_to_force_own	1	5.0
aarykspecial4	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	1	5.0
aarykspecial4	wh_main_effect_force_unit_stat_armour	general_to_force_own	2	10.0
aarykspecial4	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	2	10.0
aarykspecial5	ads_cdwarmachine_upkeep	general_to_force_own	1	-5.0
aarykspecial5	ads_cdwarmachine_attack	general_to_force_own	1	3.0
aarykspecial5	ads_cdwarmachine_upkeep	general_to_force_own	2	-10.0
aarykspecial5	ads_cdwarmachine_attack	general_to_force_own	2	6.0
aarykspecial5	ads_cdwarmachine_upkeep	general_to_force_own	3	-15.0
aarykspecial5	ads_cdwarmachine_attack	general_to_force_own	3	9.0
aarykspecial6	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	1	15.0
aarykspecial6	wh_main_effect_unit_enable_attribute_immune_to_psychology	general_to_force_own	1	1.0
aarykspecial6	wh_main_effect_ability_enable_hold_the_line	character_to_character_own	1	1.0
aazhatspecial1	ads_slave_upkeep	general_to_force_own	1	-10.0
aazhatspecial1	ads_slave_morale	general_to_force_own	1	5.0
aazhatspecial1	wh_main_effect_province_tax_rate	character_to_province_own	1	20.0
aazhatspecial2	wh2_main_effect_agent_action_passive_increase_slave_income_effect	character_to_province_own	1	6.0
aazhatspecial2	wh2_main_effect_slave_decline_modifier	character_to_province_own	1	-10.0
aazhatspecial2	wh2_main_effect_agent_action_passive_increase_slave_income_effect	character_to_province_own	2	12.0
aazhatspecial2	wh2_main_effect_slave_decline_modifier	character_to_province_own	2	-20.0
aazhatspecial2	wh2_main_effect_agent_action_passive_increase_slave_income_effect	character_to_province_own	3	20.0
aazhatspecial2	wh2_main_effect_slave_decline_modifier	character_to_province_own	3	-30.0
aazhatspecial3	ads_slave_attack	general_to_force_own	1	3.0
aazhatspecial3	wh2_main_effect_building_construction_time_mod_all	character_to_region_own_provincewide	1	-10.0
aazhatspecial3	ads_slave_attack	general_to_force_own	2	6.0
aazhatspecial3	wh2_main_effect_building_construction_time_mod_all	character_to_region_own_provincewide	2	-25.0
aazhatspecial3	ads_slave_charge	general_to_force_own	1	6.0
aazhatspecial3	ads_slave_charge	general_to_force_own	2	12.0
aazhatspecial3	ads_slave_recruit	general_to_force_own	1	-10.0
aazhatspecial3	ads_slave_recruit	general_to_force_own	2	-20.0
aazhatspecial4	ads_hobgob_defence	general_to_force_own	1	3.0
aazhatspecial4	ads_hobgob_defence	general_to_force_own	2	6.0
aazhatspecial4	ads_cdallies_defence	general_to_force_own	1	3.0
aazhatspecial4	ads_cdallies_defence	general_to_force_own	2	6.0
aazhatspecial4	ads_hobgob_morale	general_to_force_own	1	4.0
aazhatspecial4	ads_hobgob_morale	general_to_force_own	2	8.0
aazhatspecial4	ads_cdallies_morale	general_to_force_own	1	4.0
aazhatspecial4	ads_cdallies_morale	general_to_force_own	2	8.0
aazhatspecial4	ads_cdallies_upkeep	general_to_force_own	1	-5.0
aazhatspecial4	ads_cdallies_upkeep	general_to_force_own	2	-15.0
aazhatspecial4	ads_hobgob_upkeep	general_to_force_own	1	-5.0
aazhatspecial4	ads_hobgob_upkeep	general_to_force_own	2	-15.0
aazhatspecial5	wh_main_effect_public_order_characters_negative	character_to_enemy_province	1	-3.0
aazhatspecial5	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	1	10.0
aazhatspecial5	wh_main_effect_public_order_characters_negative	character_to_enemy_province	2	-6.0
aazhatspecial5	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	2	20.0
aazhatspecial5	wh_main_effect_public_order_characters_negative	character_to_enemy_province	3	-9.0
aazhatspecial5	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	3	30.0
aazhatspecial6	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	1	10.0
aazhatspecial6	wh_main_effect_unit_enable_attribute_fear	general_to_force_own	1	1.0
aazhatspecial6	wh_main_effect_unit_enable_attribute_terror	character_to_character_own	1	1.0
aazhatspecial6	ads_cdartillery_rangedmg	general_to_force_own	1	10.0
aazhatspecial6	ads_cdartillery_ammo	general_to_force_own	1	10.0
