technologies_tables	5
key	building_level	position_index	icon_name	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	mp_available_early	mp_available_late	info_pic	unique_index	is_civil	is_engineering	is_military
tech_chs_branch_5_1	wh_main_chs_port	1	wh_main_chs_engines_of_mass_destruction	0	0	0	0	false	false	"placeholder.tga"	6271	false	false	true
tech_chs_branch_5_2	wh_main_chs_port	1	wh_main_chs_daemonic_armour	0	0	0	0	false	false	"placeholder.tga"	6275	false	false	true
tech_chs_branch_5_3	wh_main_chs_port	1	wh_main_chs_favour_of_the_dark_gods	0	0	0	0	false	false	"placeholder.tga"	6285	false	false	true
tech_chs_branch_5_4	wh_main_chs_port	1	wh_main_chs_ensorcelled_weapons	0	0	0	0	false	false	"placeholder.tga"	6293	false	false	true
tech_chs_branch_5_5	wh_main_chs_port	1	wh_main_chs_herald_of_doom	0	0	0	0	false	false	"placeholder.tga"	6294	false	false	true
tech_chs_main_1	wh_main_chs_port	1	wh_main_chs_the_path_to_ruination	0	0	0	0	false	false	"placeholder.tga"	6135	false	false	true
tech_chs_main_2	wh_main_chs_port	1	wh_main_chs_lure_of_dark_promises	0	0	0	0	false	false	"placeholder.tga"	6145	false	false	true
tech_chs_main_3	wh_main_chs_port	1	wh_main_chs_unholy_communion	0	0	0	0	false	false	"placeholder.tga"	6149	false	false	true
tech_chs_main_4	wh_main_chs_port	1	wh_main_chs_pledges_to_the_dark_gods	0	0	0	0	false	false	"placeholder.tga"	6152	false	false	true
tech_chs_main_5	wh_main_chs_port	1	wh_main_chs_daemonic_pact	0	0	0	0	false	false	"placeholder.tga"	6156	false	false	true
