character_skill_level_to_effects_junctions_tables	1
character_skill_key	effect_key	effect_scope	level	value
aabullcentuniqskill9	ads_bullcent_upkeep	general_to_force_own	1	-15.0
aabullcentuniqskill91	wh_main_effect_character_stat_mod_ward_save_physical	general_to_force_own	1	10.0
aabullcentuniqskill91	wh_main_effect_force_army_campaign_attrition_all_resistance	general_to_force_own	1	-75.0
aabullcentuniqskill91	wh_main_effect_force_all_campaign_replenishment_rate_horde	character_to_character_own_armytext	1	10.0
aacdlordrunepre	wh_main_effect_character_stat_mod_armour	character_to_character_own	1	25.0
aacdlordrunepre	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	1	10.0
aacdlordrune1	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1	1.0
aacdlordrune1	wh_main_effect_force_all_campaign_razing_income	character_to_character_own	1	35.0
aacdlordrune1	ads_cdartillery_rangedmg	general_to_force_own	1	10.0
aacdlordrune2	wh_main_effect_unit_enable_attribute_unbreakable	character_to_character_own	1	1.0
aacdlordrune2	wh_dlc08_effect_ability_enable_rage	character_to_character_own	1	1.0
aacdlordrune2	wh_main_effect_force_unit_stat_melee_attack	general_to_force_own	1	5.0
aacdlordrune3	wh_main_effect_unit_enable_attribute_stalk	character_to_character_own	1	1.0
aacdlordrune3	wh2_main_effect_character_stat_enable_discourage_attacks	character_to_character_own	1	1.0
aacdlordrune3	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	1	10.0
aacdlordrune4	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	1	15.0
aacdlordrune4	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	1	20.0
aacdlordrune4	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	1	12.0
aacdrangedskill1	wh_main_effect_character_stat_mod_missile_attack_rate	character_to_character_own	1	3.0
aacdrangedskill1	wh_main_effect_character_stat_mod_missile_attack_rate	character_to_character_own	2	8.0
aacdrangedskill1	wh_main_effect_character_stat_mod_missile_attack_rate	character_to_character_own	3	15.0
aacdrangedskill2	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	1	3.0
aacdrangedskill2	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	2	8.0
aacdrangedskill2	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	3	15.0
aacdrangedskill3	wh_main_effect_character_stat_mod_ammunition	character_to_character_own	1	5.0
aacdrangedskill3	wh_main_effect_character_stat_mod_ammunition	character_to_character_own	2	15.0
aacdrangedskill3	wh_main_effect_character_stat_mod_ammunition	character_to_character_own	3	30.0
aaslaveandcdskill	ads_chaosdwarf_attack	general_to_force_own	1	4.0
aaslaveandcdskill	ads_slave_attack	general_to_force_own	1	4.0
aaslaveandcdskill	ads_chaosdwarf_attack	general_to_force_own	2	6.0
aaslaveandcdskill	ads_slave_attack	general_to_force_own	2	6.0
aaslaveandcdskill	ads_chaosdwarf_attack	general_to_force_own	3	8.0
aaslaveandcdskill	ads_slave_attack	general_to_force_own	3	8.0
aaslaveandcdskill	ads_chaosdwarf_damage	general_to_force_own	2	6.0
aaslaveandcdskill	ads_chaosdwarf_damage	general_to_force_own	3	12.0
aaslaveandcdskill	ads_hobgob_damage	general_to_force_own	3	12.0
aaslaveandcdskill	ads_hobgob_damage	general_to_force_own	2	6.0
aaslaveandcdskill	ads_slave_speed	general_to_force_own	2	5.0
aaslaveandcdskill	ads_slave_speed	general_to_force_own	3	10.0
aaalliesattackskill	ads_hobgob_attack	general_to_force_own	1	4.0
aaalliesattackskill	ads_hobgob_attack	general_to_force_own	3	8.0
aaalliesattackskill	ads_hobgob_speed	general_to_force_own	3	12.0
aaalliesattackskill	ads_cdallies_attack	general_to_force_own	3	8.0
aaalliesattackskill	ads_cdallies_damage	general_to_force_own	2	6.0
aaalliesattackskill	ads_cdallies_damage	general_to_force_own	3	12.0
aaartillplusskill	ads_cdartillery_reload	general_to_force_own	1	6.0
aaartillplusskill	ads_cdartillery_reload	general_to_force_own	2	9.0
aaartillplusskill	ads_cdartillery_reload	general_to_force_own	3	12.0
aaartillplusskill	ads_cdartillery_speed	general_to_force_own	2	8.0
aaartillplusskill	ads_cdartillery_speed	general_to_force_own	3	16.0
aaartillplusskill	ads_chaosdwarf_reload_ranged	general_to_force_own	1	6.0
aaartillplusskill	ads_chaosdwarf_reload_ranged	general_to_force_own	2	9.0
aaartillplusskill	ads_chaosdwarf_reload_ranged	general_to_force_own	3	12.0
aaartillplusskill	ads_chaosdwarf_speed_ranged	general_to_force_own	2	6.0
aaartillplusskill	ads_chaosdwarf_speed_ranged	general_to_force_own	3	12.0
aaslavhobgobskill	ads_hobgob_charge	general_to_force_own	1	6.0
aaslavhobgobskill	ads_hobgob_charge	general_to_force_own	2	9.0
aaslavhobgobskill	ads_hobgob_charge	general_to_force_own	3	12.0
aaslavhobgobskill	ads_hobgob_morale	general_to_force_own	2	4.0
aaslavhobgobskill	ads_hobgob_morale	general_to_force_own	3	8.0
aaslavhobgobskill	ads_slave_charge	general_to_force_own	1	6.0
aaslavhobgobskill	ads_slave_charge	general_to_force_own	2	9.0
aaslavhobgobskill	ads_slave_charge	general_to_force_own	3	12.0
aaslavhobgobskill	ads_hobgob_morale	general_to_force_own	2	4.0
aaslavhobgobskill	ads_hobgob_morale	general_to_force_own	3	8.0
aaslavhobgobskill	ads_slave_morale	general_to_force_own	2	4.0
aaslavhobgobskill	ads_slave_morale	general_to_force_own	3	8.0
aaslavhobgobskill	ads_cdallies_charge	general_to_force_own	1	6.0
aaslavhobgobskill	ads_cdallies_charge	general_to_force_own	2	9.0
aaslavhobgobskill	ads_cdallies_charge	general_to_force_own	3	12.0
aadwarfhobgobskill	ads_hobgobranged_range	general_to_force_own	1	6.0
aadwarfhobgobskill	ads_hobgobranged_range	general_to_force_own	3	12.0
aadwarfhobgobskill	ads_hobgobranged_speed	general_to_force_own	2	6.0
aadwarfhobgobskill	ads_hobgobranged_speed	general_to_force_own	3	12.0
aadwarfhobgobskill	ads_hobgobranged_range	general_to_force_own	2	9.0
aaalliesattackskill	ads_cdallies_attack	general_to_force_own	2	6.0
aaalliesattackskill	ads_cdallies_attack	general_to_force_own	1	4.0
aaalliesattackskill	ads_hobgob_speed	general_to_force_own	2	6.0
aaalliesattackskill	ads_hobgob_attack	general_to_force_own	2	6.0
aahobgobbcentskill	ads_bullcent_defence	general_to_force_own	1	4.0
aahobgobbcentskill	ads_bullcent_defence	general_to_force_own	2	6.0
aahobgobbcentskill	ads_bullcent_defence	general_to_force_own	3	8.0
aahobgobbcentskill	ads_bullcent_speed	general_to_force_own	2	5.0
aahobgobbcentskill	ads_bullcent_speed	general_to_force_own	3	10.0
aahobgobbcentskill	ads_chaosdwarf_defence	general_to_force_own	1	4.0
aahobgobbcentskill	ads_chaosdwarf_defence	general_to_force_own	2	6.0
aahobgobbcentskill	ads_chaosdwarf_defence	general_to_force_own	3	8.0
aahobgobbcentskill	ads_chaosdwarf_speed	general_to_force_own	2	5.0
aahobgobbcentskill	ads_chaosdwarf_speed	general_to_force_own	3	10.0
aahobgobbcentskill	ads_hobgob_defence	general_to_force_own	2	4.0
aahobgobbcentskill	ads_hobgob_defence	general_to_force_own	3	6.0
aakdaimachinesskill	ads_fireborn_attack	general_to_force_own	2	6.0
aakdaimachinesskill	ads_fireborn_charge	general_to_force_own	2	8.0
aakdaimachinesskill	ads_fireborn_attack	general_to_force_own	3	8.0
aakdaimachinesskill	ads_fireborn_charge	general_to_force_own	3	12.0
aakdaimachinesskill	ads_cdwarmachine_attack	general_to_force_own	1	4.0
aakdaimachinesskill	ads_cdwarmachine_charge	general_to_force_own	2	8.0
aakdaimachinesskill	ads_cdwarmachine_attack	general_to_force_own	2	6.0
aakdaimachinesskill	ads_cdwarmachine_charge	general_to_force_own	3	12.0
aakdaimachinesskill	ads_cdwarmachine_attack	general_to_force_own	3	8.0
aakdaimachinesskill	ads_fireborn_attack	general_to_force_own	1	4.0
aahashutwrathskill	ads_hashutdamage_rank7	general_to_force_own	1	12.0
aahashutwrathskill	ads_hashutattack_rank7	general_to_force_own	1	6.0
aahashutwrathskill	ads_hashutphysres_rank7	general_to_force_own	1	10.0
aadwarfhobgobskill	ads_chaosdwarf_range_ranged	general_to_force_own	1	6.0
aadwarfhobgobskill	ads_chaosdwarf_rangedmg_ranged	general_to_force_own	2	6.0
aadwarfhobgobskill	ads_chaosdwarf_range_ranged	general_to_force_own	2	9.0
aadwarfhobgobskill	ads_chaosdwarf_rangedmg_ranged	general_to_force_own	3	12.0
aadwarfhobgobskill	ads_chaosdwarf_range_ranged	general_to_force_own	3	12.0
wh2_dlc11_skill_chs_army_buff_doomfire	ads_cdartillery_ammo	general_to_force_own	1	5.0
wh2_dlc11_skill_chs_army_buff_doomfire	wh2_dlc11_effect_skill_ammo_increase_chs_hellcannon	general_to_force_own	3	8.0
wh2_dlc11_skill_chs_army_buff_doomfire	wh2_dlc11_effect_skill_missile_damage_increase_chs_hellcannon	general_to_force_own	2	4.0
wh2_dlc11_skill_chs_army_buff_doomfire	wh2_dlc11_effect_skill_missile_damage_increase_chs_hellcannon	general_to_force_own	3	8.0
wh2_dlc11_skill_chs_army_buff_doomfire	wh2_dlc11_effect_skill_ammo_increase_chs_hellcannon	general_to_force_own	2	6.0
wh2_dlc11_skill_chs_army_buff_doomfire	wh2_dlc11_effect_skill_ammo_increase_chs_hellcannon	general_to_force_own	1	4.0
wh2_dlc11_skill_chs_army_buff_doomfire	ads_cdartillery_rangedmg	general_to_force_own	2	6.0
wh2_dlc11_skill_chs_army_buff_doomfire	ads_cdartillery_ammo	general_to_force_own	2	10.0
wh2_dlc11_skill_chs_army_buff_doomfire	ads_cdartillery_rangedmg	general_to_force_own	3	12.0
wh2_dlc11_skill_chs_army_buff_doomfire	ads_cdartillery_ammo	general_to_force_own	3	15.0
aadarkcraftskill7	ads_hashutrange_rank7	general_to_force_own	1	10.0
aadarkcraftskill7	ads_hashutammo_rank7	general_to_force_own	1	10.0
aadarkcraftskill7	ads_darkcraftdamage_rank7	general_to_force_own	1	15.0
aadarkcraftskill7	ads_chorfdefense_rank7	general_to_force_own	1	5.0
aarelentlessskill7	ads_hashutspeed_rank7	general_to_force_own	1	10.0
aarelentlessskill7	ads_hashutreload_rank7	general_to_force_own	1	10.0
aarelentlessskill7	ads_relentlessmissres_rank7	general_to_force_own	1	10.0
aamercenaryskill7	ads_mercenarymagicres_rank7	general_to_force_own	1	15.0
aamercenaryskill7	ads_mercenaryattack_rank7	general_to_force_own	1	6.0
aamercenaryskill7	ads_mercenaryspeed_rank7	general_to_force_own	1	10.0
aahobgoblineliteskill0	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
aahobgoblineliteskill0	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
aahobgoblineliteskill0	wh_main_effect_unit_enable_attribute_guerrilla_deployment	character_to_character_own	1	1.0
aahobgoblineliteskill0	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	1	10.0
aahobgoblineliteskill1	wh_main_effect_unit_enable_attribute_stalk	character_to_character_own	1	1.0
aahobgoblineliteskill1	wh_dlc03_effect_ability_enable_foe-seeker	character_to_character_own	1	1.0
aahobgoblineliteskill2	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1	1.0
aahobgoblineliteskill2	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	1	25.0
aahobgoblineliteskill2	ads_cdmonsters_upkeep	character_to_force_own	1	-2.0
aahobgoblineliteskill3	ads_hobgob_morale	character_to_force_own	1	3.0
aahobgoblineliteskill3	ads_hobgobranged_morale	character_to_force_own	1	3.0
aahobgoblineliteskill3	ads_hobgob_exp	character_to_force_own	1	1.0
aahobgoblineliteskill3	ads_hobgobranged_exp	character_to_force_own	1	1.0
aahobgoblineliteskill3	wh2_dlc10_effect_character_stat_sundering_attacks	character_to_character_own	1	1.0
aahobgoblineliteskill4	ads_slave_morale	character_to_force_own	1	3.0
aahobgoblineliteskill4	ads_slave_defence	character_to_force_own	1	2.0
aahobgoblineliteskill4	wh_dlc08_effect_ability_enable_rage	character_to_character_own	1	1.0
