key	accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	animal	num_animals	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	can_brace
albion_stonethrower	10	wh2_main_leather_15	2100	artillery	5	art_fld	2	10	wh_main_unit_long_text_brt_field_trebuchet	hu1_empire_hammer	wh_main_infantry_standard_blood_dismembers	10	6	40	45			0	0	wh_main_brt_hammer		5	none	albion_stonethrower	wh_main_artillery	placeholder	true	trained	albion_stonethrower		wm_stonethrower_albion	true	40.0	1500.0	0.0	wh_cantRun	60	80	10	false	vo_sel_bretonnian_field_trebuchet	vo_sel_artillery	vo_sel_culture	1.0	10.0	small	0	22	0	0	4	0	0	0	ranged_indirect_arty	false	false	false	false
albion_huntresses	10	wh2_main_leather_15	2100	inf_ranged	7	inf_mis	12	50	wh2_main_unit_long_text_hef_inf_archers_0	hu1b_huntress_sword_and_bow	huntress_entity	20	24	60	63			0	0	albion_hunting_knife	albion_hunting_bow	4	none	albion_huntresses	wh2_main_inf_chaotic_formation_loose	placeholder	false	trained	albion_huntresses			true	40.0	1500.0	0.0	hideForest_guerilla_stalk_ignore_trees_mountedfire	60	80	10	false	vo_sel_hef_Sisters_of_Averlorn	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	24	0	0	0	0	0	0	ranged_harasser	true	false	false	true
albion_riders	10	wh2_main_body_10	2100	cavalry	40	cav_shk	20	33	wh2_main_unit_long_text_def_cav_dark_riders_1	hu1c_chaos_hr1_warhorse_sword_and_shield	wh_main_cavalry_rider_standard_blood	22	24	55	80	albion_warhorse		0	60	albion_riders_sword		3	wh_missile_block_35_wood	albion_riders	wh_main_cavalry_very_chaotic	placeholder	false	trained	albion_riders			true	40.0	1500.0	0.0	wh_guerrilla_hideForest	60	80	10	false	vo_sel_bretonnian_mounted_yeoman	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false
albion_riders_javelins	10	wh2_main_body_10	2100	cavalry	26	cav_mis	20	33	wh_main_unit_long_text_chs_marauder_horsemen	hu1c_chaos_hr1_warhorse_spear_and_javelins	wh_main_cavalry_rider_standard_blood	16	20	50	80	albion_warhorse		0	60	albion_riders_spear	albion_riders_javelins	3	none	albion_riders	wh_main_cavalry_very_chaotic	placeholder	false	trained	albion_riders_javelins			true	40.0	1500.0	0.0	wh_guerrilla_hideForest_mountedFireMove	60	80	10	false	vo_sel_bretonnian_mounted_yeoman_archers	vo_sel_missile	vo_sel_culture	1.0	8.0	large	0	16	0	0	0	0	0	0	ranged_harasser_flanker	true	false	false	false
albion_hearthguard	10	wh2_main_chainmail_80	2100	inf_melee	26	inf_mel	20	33	wh_dlc08_unit_long_text_nor_marauder_champions	hu1c_chaos_axe_and_shield_shieldwall	wh_dlc08_infantry_champion_large_blood_dismembers	34	42	75	90			0	0	hearthguard_sword		7	wh_missile_block_35_wood	albion_hearthguard	cr_shieldwall	placeholder	false	trained	albion_hearthguard			true	40.0	1500.0	0.0	wh_hideForest_immuneToPsych	60	80	0	false	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
albion_hearthguard_halberd	10	wh2_main_chainmail_80	2100	inf_melee	14	inf_mel	20	33	wh_main_unit_long_text_chs_chaos_warriors	hu1c_chaos_halberd	wh_dlc08_infantry_champion_large_blood_dismembers	22	48	75	90			0	0	hearthguard_halberd		7	none	albion_hearthguard	wh_main_infantry_large	placeholder	false	trained	albion_hearthguard_halberd			true	40.0	1500.0	0.0	wh_hideForest_immPsy_chargeReflectorVsL	60	80	0	false	vo_sel_bretonnian_men_at_arms_poleman	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
albion_hearthguard_2h	10	wh2_main_chainmail_80	2100	inf_melee	30	inf_mel	20	33	wh_dlc08_unit_long_text_nor_marauder_champions	hu1_empire_2handed_sword	wh_dlc08_infantry_champion_large_blood_dismembers	36	22	70	80			0	0	highlander_2h_sword		7	none	albion_highlanders	wh_main_infantry_chaos_warriors	placeholder	false	trained	albion_hearthguard_2h			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
albion_swordmaiden	10	wh2_main_leather_15	2100	inf_melee	28	inf_mel	9	60	wh2_main_unit_long_text_def_inf_witch_elves_0	hu1b_vampire_sword	wh2_main_def_infantry_witch_elves_blood_dismembers	38	30	75	65			0	0	albion_swordmaiden_sword		3	none	wh2_main_nor_Albion_swordmaiden	wh_main_vmp_crypt_ghouls	placeholder	false	trained	albion_swordmaiden			false	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	small	0	0	0	0	0	25	0	0	melee_highvalue	false	false	false	true
albion_chariot	10	wh2_main_body_100	2100	war_machine	68	chariot	20	33	wh_main_unit_long_text_chs_chaos_chariot	hu1c_chaos_wm_chariot_halberd	wh_main_cavalry_rider_standard_blood	26	22	70	1000	albion_warhorse_chariot		0	2	albion_chariot_scythe		1	none	albion_chariot	wh_main_chariot	placeholder	false	trained	albion_chariot_officer	wh_main_chs_chariot_horse	wh_main_grn_chariot_boar	true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	8.0	large	0	0	0	0	4	0	0	0	melee_cav_shock	false	false	false	false
albion_truthsayer_beast	10	wh2_main_body_5	2100	inf_melee	15	com	9	50	wh_dlc05_unit_long_text_emp_jade_wizard	hu1_empire_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	35	65	4125			0	0	truthsayer_sword		1	none	albion_truthsayer	wh_main_infantry	placeholder	false	trained	albion_truthsayer_beast			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	25	15	0	mage_highvalue	false	false	false	true
albion_truthsayer_beast_horse	10	wh2_main_leather_15	2100	cavalry	40	com	9	50	wh_dlc05_unit_long_text_emp_jade_wizard	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	35	65	4625	albion_warhorse		0	1	truthsayer_sword		1	none	albion_truthsayer	wh_main_monstrous_cavalry	placeholder	false	trained	albion_truthsayer_beast_horse			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	large	0	0	0	0	0	25	15	0	mage_highvalue	false	false	false	false
albion_truthsayer_life	10	wh2_main_body_5	2100	inf_melee	15	com	9	50	wh_dlc05_unit_long_text_emp_jade_wizard	hu1_empire_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	35	65	4125			0	0	truthsayer_sword		1	none	albion_truthsayer	wh_main_infantry	placeholder	false	trained	albion_truthsayer_life			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	25	15	0	mage_highvalue	false	false	false	true
albion_truthsayer_life_horse	10	wh2_main_leather_15	2100	cavalry	40	com	9	50	wh_dlc05_unit_long_text_emp_jade_wizard	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	35	65	4625	albion_warhorse		0	1	truthsayer_sword		1	none	albion_truthsayer	wh_main_monstrous_cavalry	placeholder	false	trained	albion_truthsayer_life_horse			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	large	0	0	0	0	0	25	15	0	mage_highvalue	false	false	false	false
albion_truthsayer_light	10	wh2_main_body_5	2100	inf_melee	15	com	9	50	wh_dlc05_unit_long_text_emp_jade_wizard	hu1_empire_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	35	65	4125			0	0	truthsayer_sword		1	none	albion_truthsayer	wh_main_infantry	placeholder	false	trained	albion_truthsayer_light			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	25	15	0	mage_highvalue	false	false	false	true
albion_truthsayer_light_horse	10	wh2_main_leather_15	2100	cavalry	40	com	9	50	wh_dlc05_unit_long_text_emp_jade_wizard	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	35	65	4625	albion_warhorse		0	1	truthsayer_sword		1	none	albion_truthsayer	wh_main_monstrous_cavalry	placeholder	false	trained	albion_truthsayer_light_horse			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	large	0	0	0	0	0	25	15	0	mage_highvalue	false	false	false	false
albion_truthsayer_truth	10	wh2_main_body_5	2100	inf_melee	15	com	9	50	wh_dlc05_unit_long_text_emp_jade_wizard	hu1_empire_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	35	65	4125			0	0	truthsayer_sword		1	none	albion_truthsayer	wh_main_infantry	placeholder	false	trained	albion_truthsayer_truth			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	25	15	0	mage_highvalue	false	false	false	true
albion_truthsayer_truth_horse	10	wh2_main_leather_15	2100	cavalry	40	com	9	50	wh_dlc05_unit_long_text_emp_jade_wizard	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	35	65	4625	albion_warhorse		0	1	truthsayer_sword		1	none	albion_truthsayer	wh_main_monstrous_cavalry	placeholder	false	trained	albion_truthsayer_truth_horse			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	large	0	0	0	0	0	25	15	0	mage_highvalue	false	false	false	false
albion_centaurs	10	wh2_main_plate_30	2100	inf_melee	42	inf_mel	20	33	wh_dlc03_unit_long_text_bst_centigors_great_weapons	ce1_centigor_2handed_glaive	wh_dlc03_bst_cav_centigor_blood	30	30	60	90			0	0	centaur_great_axe		6	none	albion_centaurs	wh_dlc03_bst_centigors_rabble	placeholder	false	trained	albion_centaurs			true	40.0	1500.0	0.0	wh_fear_hideForest	60	80	0	false	vo_sel_beastmen_centigors	vo_sel_default	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	25	0	0	melee_flanker_shock	false	false	false	false
albion_fenhulk	10	wh2_main_body_60	2100	inf_melee	24	inf_mel	50	80	wh2_dlc09_tmb_mon_heirotitan	hc2_cst_hulks	albion_fenhulk	44	58	60	14612			0	0	fenhulk_claw		1	none	albion_fenhulk	wh_main_monster	placeholder	false	trained	albion_fenhulk			true	40.0	1500.0	0.0	construct_fear_terror_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	25	0	0	0	0	melee_gatecrusher	false	false	false	true
albion_warleader	10	wh2_main_plate_70	2100	inf_melee	46	com	20	33	wh_main_unit_long_text_chs_marauder_chieftain	hu1c_chaos_sword_and_shield	wh_main_infantry_standard_large_hero_blood_dismembers	52	44	70	4570			0	0	warleader_sword		1	wh_missile_block_55_wood	albion_warleader	wh_main_hero	placeholder	false	trained	albion_warleader			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	true
albion_warleader_horse	10	wh2_main_plate_70	2100	cavalry	56	com	20	33	wh_main_unit_long_text_chs_marauder_chieftain	hu1c_chaos_hr1_warhorse_axe_and_shield	wh_main_infantry_standard_hero_blood	52	44	70	4970	albion_warhorse		0	1	warleader_sword		1	wh_missile_block_55_wood	albion_warleader	wh_main_cavalry_chaotic	placeholder	false	trained	albion_warleader_horse			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	false
albion_warleader_chariot	10	wh2_main_body_100	2100	war_machine	78	com	20	33	wh_main_unit_long_text_chs_marauder_chieftain	hu1c_chaos_wm_chariot_axe_and_shield	wh_main_infantry_standard_hero_blood	32	22	70	5120	albion_warhorse_chariot		0	2	warleader_chariot		1	wh_missile_block_55_wood	albion_warleader	wh_main_chariot	placeholder	false	trained	albion_chariot_officer_lord	wh_main_chs_chariot_horse	wh_main_grn_chariot_boar	true	40.0	1500.0	0.0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	0	1	0	15	0	melee_cav_shock_highvalue	false	false	false	false
albion_chief	10	wh2_main_chainmail_50	2100	inf_melee	26	com	13	71	wh_main_unit_long_text_emp_general_captain_empire	hu1c_chaos_halberd	wh_main_infantry_standard_hero_blood	36	55	65	4050			0	0	chief_halberd		1	none	albion_chief	wh_main_infantry	placeholder	false	trained	albion_chief			true	40.0	1500.0	0.0	wh_chargeReflectorVsL_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	true
albion_chief_horse	10	wh2_main_chainmail_50	2100	cavalry	44	com	13	71	wh_main_unit_long_text_emp_general_captain_empire	hu1c_chaos_hr1_warhorse_lance_sword_and_shield	wh2_main_cavalry_rider_standard_hero	36	55	65	4450	albion_warhorse		0	1	chief_halberd		1	none	albion_chief	wh_main_cavalry_chaotic	placeholder	false	trained	albion_chief_horse			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	large	0	0	0	0	0	0	15	0	melee_flanker_shock_highvalue	false	false	false	false
albion_chief_chariot	10	wh2_main_body_100	2100	war_machine	62	com	20	33	wh_main_unit_long_text_chs_marauder_chieftain	hu1c_chaos_wm_chariot_halberd	wh_main_infantry_standard_hero_blood	30	22	65	4650	albion_warhorse_chariot		0	2	chief_halberd_chariot		1	none	albion_chief	wh_main_chariot	placeholder	false	trained	albion_chariot_officer_chief	wh_main_chs_chariot_horse	wh_main_grn_chariot_boar	true	40.0	1500.0	0.0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	0	1	0	15	0	melee_cav_shock_highvalue	false	false	false	false
albion_morrigan	10	wh2_main_leather_15	2100	inf_melee	42	com	13	71	wh2_main_unit_long_text_def_cha_morathi_0	hu1b_elf_staff_and_sword	wh2_main_def_infantry_hero_fast_blood	40	48	75	4050			0	0	morrigan_scythe		1	none	albion_morrigan	wh_main_infantry	placeholder	false	trained	albion_morrigan			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	10	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	15	20	mage_highvalue	false	false	false	true
albion_morrigan_bird	10	wh2_main_body_30	2100	war_beast	66	com	20	33	wh_dlc05_unit_long_text_wef_spellsinger	hu1b_elf_bi1_eagle_wb_sword	wh_dlc05_wef_spellsinger_blood	52	44	75	4850	morrigan_midnight		0	1	morrigan_midnight		1	none	albion_morrigan	wh_main_monster	placeholder	false	trained	albion_morrigan_bird_officer			true	40.0	1500.0	0.0	wh_encourage_fear	60	80	10	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large_bst	0	0	0	0	0	0	15	20	mage_highvalue	false	false	false	false
albion_half_giants	10	wh2_main_leather_15	2100	inf_melee	32	inf_mel	20	33	wh_main_unit_long_text_vmp_crypt_horrors	hu1c_chaos_2handed_axe	albion_half_giant	32	28	70	625			0	0	half_giant_club		2	none	albion_half_giants	wh_main_monstrous_trolls	placeholder	false	trained	albion_half_giants			true	40.0	1500.0	0.0	wh_fear_hideForest	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
