ancillary_to_effects_tables	0
ancillary	effect	effect_scope	value
anc_albion_ogham_shard	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	2.0
anc_albion_hound_statue	wh_main_effect_unit_enable_attribute_stalk	character_to_character_own	1.0
anc_albion_hound_statue	wh_main_effect_unit_enable_attribute_guerrilla_deployment	character_to_character_own	1.0
anc_albion_hound_statue	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	10.0
anc_albion_skull_trophies	wh2_main_skill_ability_skv_trophy_heads_assassin	character_to_character_own	1.0
elo_staff_of_dural_durak	elo_staff_of_dural_durak	character_to_character_own	1.0
elo_staff_of_dural_durak	wh_main_effect_military_force_winds_of_magic_starting_mod	character_to_force_own_unseen	15.0
elo_staff_of_dural_durak	wh_main_effect_military_force_winds_of_magic_starting_mod_enemy	general_to_force_enemy_regionwide	-10.0
elo_staff_of_dural_durak	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	10.0
elo_amulet_old_ones	elo_amulet_old_ones	character_to_character_own	1.0
elo_amulet_old_ones	wh_main_effect_character_stat_mod_unit_health	character_to_character_own	10.0
elo_amulet_old_ones	wh2_main_effect_physical_resistance_increase	character_to_character_own	10.0
elo_amulet_old_ones	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5.0
