unit_set_to_unit_junctions_tables	0
exclude	unit_caste	unit_category	unit_class	unit_record	unit_set
false				ovn_corsairs	emp_melee_infantry_tier_1
false				ovn_corsairs	wh2_dlc11_emp_spearmen_swordsmen_flagellants_halberdiers
false				ovn_corsairs	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights
false				OtF_khemri_knights	cavalry_and_monsters_knights
false				OtF_khemri_knights	emp_lances
false				OtF_khemri_knights	emp_melee_infantry_tier_2
false				OtF_khemri_knights	emp_reiksguard
false				OtF_khemri_knights	wh2_dlc11_emp_empire_knights_reiksguard_knights_of_the_blazing_sun
false				OtF_khemri_knights	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights_ror
false				OtF_khemri_knights	wh2_main_emp_basic_empire_knight
false				ovn_scor	cavalry_and_monsters_knights
false				ovn_scor	wh2_dlc11_emp_greatswords_demigryph_knights
false				ovn_scor	wh2_dlc11_emp_vets_greatswords_halberds_reiksguard_knights_of_the_blazing_sun_demigryph_knights
false				ovn_elephant_ror	cavalry_and_monsters_knights
false				ovn_elephant_ror	wh2_main_ror_units_all
false				ovn_elephant_ror	wh2_dlc11_emp_greatswords_demigryph_knights
false				ovn_elephant_ror	wh2_dlc11_emp_vets_greatswords_halberds_reiksguard_knights_of_the_blazing_sun_demigryph_knights
false				ovn_knights_ror	cavalry_and_monsters_knights
false				ovn_knights_ror	wh2_main_ror_units_all
false				ovn_knights_ror	emp_lances
false				ovn_knights_ror	emp_melee_infantry_tier_2
false				ovn_knights_ror	emp_reiksguard
false				ovn_knights_ror	wh2_dlc11_emp_empire_knights_reiksguard_knights_of_the_blazing_sun
false				ovn_knights_ror	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights_ror
false				ovn_knights_ror	wh2_main_emp_basic_empire_knight
false				ovn_cat_knights	cavalry_and_monsters_knights
false				ovn_cat_knights	emp_lances
false				ovn_cat_knights	emp_melee_infantry_tier_2
false				ovn_cat_knights	emp_reiksguard
false				ovn_cat_knights	wh2_dlc11_emp_empire_knights_reiksguard_knights_of_the_blazing_sun
false				ovn_cat_knights	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights_ror
false				ovn_cat_knights	wh2_main_emp_basic_empire_knight
false				ovn_cat_knights_ror	cavalry_and_monsters_knights
false				ovn_cat_knights_ror	wh2_main_ror_units_all
false				ovn_cat_knights_ror	emp_lances
false				ovn_cat_knights_ror	emp_melee_infantry_tier_2
false				ovn_cat_knights_ror	emp_reiksguard
false				ovn_cat_knights_ror	wh2_dlc11_emp_empire_knights_reiksguard_knights_of_the_blazing_sun
false				ovn_cat_knights_ror	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights_ror
false				ovn_cat_knights_ror	wh2_main_emp_basic_empire_knight
false				ovn_jag	emp_infantry
false				ovn_jag	emp_state_troops
false				ovn_jag	wh2_dlc11_emp_vets_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders_ror
false				ovn_jag_ror	emp_infantry
false				ovn_jag_ror	wh2_main_ror_units_all
false				ovn_jag_ror	emp_state_troops
false				ovn_jag_ror	wh2_dlc11_emp_vets_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders_ror
false				ovn_jez	emp_handgunners
false				ovn_jez	emp_infantry
false				ovn_jez	emp_state_troops
false				ovn_jez	wh2_dlc11_emp_vets_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders
false				ovn_jez_ror	emp_handgunners
false				ovn_jez_ror	wh2_main_ror_units_all
false				ovn_jez_ror	emp_infantry
false				ovn_jez_ror	emp_state_troops
false				ovn_jez_ror	wh2_dlc11_emp_vets_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders
false				ovn_bom_ror	emp_artillery
false				ovn_bom_ror	wh2_main_ror_units_all
false				sr_ogre_arb	wh2_dlc11_emp_greatswords_demigryph_knights
false				sr_ogre_arb	emp_infantry
false				sr_ogre_arb	cavalry_and_monsters_knights
false				sr_ogre_arb	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights_ror
false				sr_ogre_arb	ovn_halfling_ogre_r7
false				sr_ogre_arb	infantry_units
false				sr_ogre_arb	infantry_units_melee
false				ovn_bom_ror	mp_cap_ranged_units
false				OtF_khemri_elite_guard	arb_OtF_khemri_elite_guard
false				wh_main_arb_mon_elephant	arb_ovn_elephant
false				wh_main_arb_mon_war_elephant	arb_ovn_elephant
false				ovn_elephant_ror	arb_ovn_elephant
false				ovn_arb_mon_war_elephant_ror	arb_ovn_elephant
false				ovn_arb_cav_jezzail_camel	ovn_araby_tech_camel
false				ovn_arb_cav_archer_camel	ovn_araby_tech_camel
false				ovn_arb_cav_lancer_camel	ovn_araby_tech_camel
false				ovn_arb_cav_jezzail_camel	ovn_araby_tech_gunpowder
false				ovn_arb_art_grand_bombard	ovn_araby_tech_gunpowder
false				ovn_jez	ovn_araby_tech_gunpowder
false				ovn_jez_ror	ovn_araby_tech_gunpowder
false				ovn_bom_ror	ovn_araby_tech_gunpowder
false				ovn_arb_art_trebuchet	ovn_araby_tech_gunpowder
false				akp_brt_ballista	ovn_araby_tech_gunpowder
false				ovn_arb_mon_war_elephant_ror	ovn_araby_tech_gunpowder
false				OtF_khemri_archers	ovn_araby_tech_state_inf
false				OtF_khemri_elite_guard	ovn_araby_tech_state_inf
false				OtF_khemri_spearmen	ovn_araby_tech_state_inf
false				OtF_khemri_swordsmen	ovn_araby_tech_state_inf
false				ovn_arb_cav_archer_camel	ovn_araby_tech_bow_units
false				OtF_khemri_archers	ovn_araby_tech_bow_units
false				OtF_khemri_rangers	ovn_araby_tech_bow_units
false				OtF_khemri_rangers	ovn_araby_tech_nomad_units
false				ovn_jag	ovn_araby_tech_nomad_units
false				ovn_jag_ror	ovn_araby_tech_nomad_units
false				ovn_southlander	ovn_araby_tech_nomad_units
false				ovn_yeoman	ovn_araby_tech_nomad_units
false				ovn_yeomanarchers	ovn_araby_tech_nomad_units
false				sr_ogre_arb	ovn_araby_tech_nomad_units
false				wh_main_grn_mon_giant	ovn_araby_tech_nomad_units
false				ovn_arb_cav_lancer_camel	ovn_araby_tech_nomad_units
false				ovn_arb_cav_archer_camel	ovn_araby_tech_nomad_units
false				ovn_arb_cav_jezzail_camel	ovn_araby_tech_nomad_units
false				OtF_khemri_knights	ovn_araby_tech_state_inf
false				ovn_cat_knights	ovn_araby_tech_state_inf
false				ovn_cat_knights_ror	ovn_araby_tech_state_inf
false				OtF_khemri_rangers	ovn_araby_nomads_r7
false				ovn_jag	ovn_araby_nomads_r7
false				ovn_jag_ror	ovn_araby_nomads_r7
false				ovn_southlander	ovn_araby_nomads_r7
false				ovn_yeoman	ovn_araby_nomads_r7
false				ovn_yeomanarchers	ovn_araby_nomads_r7
false				sr_ogre_arb	ovn_araby_nomads_r7
false				wh_main_grn_mon_giant	ovn_araby_nomads_r7
false				ovn_arb_cav_lancer_camel	ovn_araby_nomads_r7
false				ovn_arb_cav_archer_camel	ovn_araby_nomads_r7
false				ovn_arb_cav_jezzail_camel	ovn_araby_nomads_r7
false				OtF_khemri_archers	ovn_araby_state_inf_r7
false				OtF_khemri_elite_guard	ovn_araby_state_inf_r7
false				OtF_khemri_spearmen	ovn_araby_state_inf_r7
false				OtF_khemri_swordsmen	ovn_araby_state_inf_r7
false				OtF_khemri_knights	ovn_araby_state_inf_r7
false				ovn_cat_knights	ovn_araby_state_inf_r7
false				ovn_cat_knights_ror	ovn_araby_state_inf_r7
false				wh_main_arb_mon_elephant	ovn_araby_beasts_r7
false				wh_main_arb_mon_war_elephant	ovn_araby_beasts_r7
false				ovn_scor	ovn_araby_beasts_r7
false				ovn_arb_cav_scorpion	ovn_araby_beasts_r7
false				ovn_prometheans	ovn_araby_beasts_r7
false				ovn_elephant_ror	ovn_araby_beasts_r7
false				wh_main_grn_mon_giant	ovn_araby_beasts_r7
false				wh_main_arb_cav_magic_carpet_0	ovn_araby_magic_r7
false				ovn_ifreet	ovn_araby_magic_r7
false				OtF_khemri_kepra_guard	ovn_araby_magic_r7
false				ovn_prometheans	ovn_araby_tech_corasir_units
false				ovn_corsairs	ovn_araby_tech_corasir_units
false				ovn_slave	ovn_araby_tech_slaves_units
false				ovn_glad	ovn_araby_tech_slaves_units
false				ovn_arb_mon_genie	ovn_araby_magic_r7
false				ovn_arb_mon_war_elephant_ror	cavalry_and_monsters_knights
false				ovn_arb_mon_war_elephant_ror	wh2_main_ror_units_all
false				ovn_arb_mon_war_elephant_ror	wh2_dlc11_emp_greatswords_demigryph_knights
false				ovn_arb_mon_war_elephant_ror	wh2_dlc11_emp_vets_greatswords_halberds_reiksguard_knights_of_the_blazing_sun_demigryph_knights
false				ovn_arb_mon_war_elephant_ror	ovn_araby_beasts_r7
false				ovn_knights_ror	ovn_araby_tech_state_inf
false				ovn_glad	ovn_araby_tech_state_inf
false				ovn_slave	ovn_araby_tech_state_inf
false				ovn_corsairs	ovn_araby_tech_state_inf
false				ovn_knights_ror	ovn_araby_state_inf_r7
false				wh2_dlc09_tmb_veh_skeleton_chariot_0	scythan_tomb_king_units
false				wh2_dlc09_tmb_cav_necropolis_knights_0	scythan_tomb_king_units
false				wh2_dlc09_tmb_mon_ushabti_0	scythan_tomb_king_units
false				wh2_dlc09_tmb_inf_nehekhara_warriors_0	scythan_tomb_king_units
false				wh2_dlc09_tmb_inf_tomb_guard_1	scythan_tomb_king_units
false				ovn_elephant	ovn_araby_elephant_scor_mor
false				ovn_elephant_ror	ovn_araby_elephant_scor_mor
false				wh_main_arb_mon_elephant	ovn_araby_elephant_scor_mor
false				wh_main_arb_mon_war_elephant	ovn_araby_elephant_scor_mor
false				ovn_arb_mon_war_elephant_ror	ovn_araby_elephant_scor_mor
false				ovn_scor	ovn_araby_elephant_scor_mor
false				ovn_arb_cav_scorpion	ovn_araby_elephant_scor_mor
false				wh_main_arb_cav_magic_carpet_0	ovn_araby_magic_prom
false				ovn_ifreet	ovn_araby_magic_prom
false				OtF_khemri_kepra_guard	ovn_araby_magic_prom
false				ovn_arb_mon_genie	ovn_araby_magic_prom
false				ovn_prometheans	ovn_araby_magic_prom
false				ovn_corsairs	ovn_buff_araby_vamp_coast
false				ovn_prometheans	ovn_buff_araby_vamp_coast
false				wh2_dlc11_cst_mon_bloated_corpse_0	ovn_buff_araby_vamp_coast
false				wh2_dlc11_cst_mon_animated_hulks_0	ovn_buff_araby_vamp_coast
false				hous_nec	ovn_buff_araby_vamp_coast
false				hous_nec	mp_cap_ranged_units
false				hous_nec	mp_set_cst_mon_necrofex_colossus
false				hous_nec	wh2_dlc11_cst_all_large_units
false				hous_nec	wh2_dlc11_cst_all_monsters
false				hous_nec	wh2_dlc11_cst_all_single_monster
false				hous_nec	wh2_dlc11_cst_army_chain_giant_monster
false				hous_nec	wh2_dlc11_cst_mon_necrofex_colossus_0
false				hous_nec	wh2_dlc11_cst_necrofex_colossus
false				hous_nec	wh2_dlc11_cst_prometheans_leviathon_colossus
false				hous_nec	wh2_dlc11_cst_rite_vanguard_monsters
false				hous_nec	wh2_mp_single_entity_monsters
false				ovn_arb_art_grand_bombard	ovn_arb_art_grand_bombard
false				ovn_bom_ror	ovn_arb_art_grand_bombard
false				ovn_elephant	ovn_arb_iron_resource_res_cost
false				ovn_prometheans	ovn_arb_iron_resource_res_cost
false				ovn_southlander	ovn_arb_iron_resource_res_cost
false				OtF_khemri_knights	ovn_arb_iron_resource_res_cost
false				ovn_scor	ovn_arb_iron_resource_res_cost
false				ovn_elephant_ror	ovn_arb_iron_resource_res_cost
false				ovn_knights_ror	ovn_arb_iron_resource_res_cost
false				ovn_cat_knights	ovn_arb_iron_resource_res_cost
false				ovn_cat_knights_ror	ovn_arb_iron_resource_res_cost
false				ovn_arb_mon_war_elephant_ror	ovn_arb_iron_resource_res_cost
false				ovn_jag_ror	ovn_arb_iron_resource_res_cost
false				ovn_jag	ovn_arb_iron_resource_res_cost
false				OtF_khemri_elite_guard	ovn_arb_iron_resource_res_cost
