character_skill_nodes_tables	5
campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	key	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
	wh_dlc08_skill_nor_lords_battle_fight_or_die	wh_dlc08_skill_node_set_nor_throgg		4.0	wh2_dlc11_skill_node_nor_throgg_battle_14	12.0		0	1	true
	wh_main_skill_all_lord_campaign_route_marcher	wh_dlc08_skill_node_set_nor_throgg		5.0	wh_dlc08_skill_node_nor_throgg_campaign_01	0.0		0	0	true
	wh_dlc08_skill_nor_lord_campaign_despoilers	wh_dlc08_skill_node_set_nor_throgg		5.0	wh_dlc08_skill_node_nor_throgg_campaign_02	1.0		0	0	true
	wh_main_skill_chs_lord_campaign_serve_or_die	wh_dlc08_skill_node_set_nor_throgg		5.0	wh_dlc08_skill_node_nor_throgg_campaign_03	2.0		0	0	true
	wh_dlc08_skill_nor_lords_campaign_norse_resilience	wh_dlc08_skill_node_set_nor_throgg		5.0	wh_dlc08_skill_node_nor_throgg_campaign_04	3.0		0	0	true
	wh_dlc08_skill_nor_lords_campaign_swelling_of_doom	wh_dlc08_skill_node_set_nor_throgg		5.0	wh_dlc08_skill_node_nor_throgg_campaign_05	4.0		0	4	true
	wh_dlc08_skill_nor_throgg_campaign_masters_of_the_fen	wh_dlc08_skill_node_set_nor_throgg		5.0	wh_dlc08_skill_node_nor_throgg_campaign_06	5.0		0	4	true
	wh_main_skill_all_lord_campaign_lightning_strike	wh_dlc08_skill_node_set_nor_throgg		5.0	wh_dlc08_skill_node_nor_throgg_campaign_07	6.0		0	0	true
	wh_dlc08_skill_nor_lords_campaign_savage_skills	wh_dlc08_skill_node_set_nor_throgg		5.0	wh_dlc08_skill_node_nor_throgg_campaign_08	7.0		0	0	true
	wh_dlc08_skill_nor_lords_campaign_unnatural_healing	wh_dlc08_skill_node_set_nor_throgg		5.0	wh_dlc08_skill_node_nor_throgg_campaign_09	8.0		0	0	true
	wh_dlc08_skill_nor_lords_campaign_fuelled_by_war	wh_dlc08_skill_node_set_nor_throgg		5.0	wh_dlc08_skill_node_nor_throgg_campaign_10	9.0		0	0	true
	wh_dlc08_skill_nor_lords_campaign_spawn_of_chaos	wh_dlc08_skill_node_set_nor_throgg		5.0	wh_dlc08_skill_node_nor_throgg_campaign_11	10.0		0	4	true
	wh_dlc08_skill_nor_throgg_self_copious_vomit	wh_dlc08_skill_node_set_nor_throgg		1.0	wh_dlc08_skill_node_nor_throgg_self_01	0.0		1	0	true
	wh2_dlc11_skill_all_lord_self_devastating_charge	wh_dlc08_skill_node_set_nor_throgg		1.0	wh_dlc08_skill_node_nor_throgg_self_02	1.0		0	0	true
	wh2_dlc11_skill_all_lord_self_thick-skinned	wh_dlc08_skill_node_set_nor_throgg		1.0	wh_dlc08_skill_node_nor_throgg_self_03	2.0		0	0	true
	wh2_dlc11_skill_all_lord_self_hard_to_hit	wh_dlc08_skill_node_set_nor_throgg		1.0	wh_dlc08_skill_node_nor_throgg_self_04	3.0		0	0	true
	wh2_dlc11_skill_all_lord_self_deadly_blade	wh_dlc08_skill_node_set_nor_throgg		1.0	wh_dlc08_skill_node_nor_throgg_self_05	4.0		0	0	true
	wh_main_skill_all_all_self_foe-seeker	wh_dlc08_skill_node_set_nor_throgg		1.0	wh_dlc08_skill_node_nor_throgg_self_06	5.0		0	4	true
	wh2_dlc11_skill_all_lord_self_wound-maker	wh_dlc08_skill_node_set_nor_throgg		1.0	wh_dlc08_skill_node_nor_throgg_self_07	6.0		0	0	true
	wh2_dlc11_skill_all_lord_self_scarred_veteran	wh_dlc08_skill_node_set_nor_throgg		1.0	wh_dlc08_skill_node_nor_throgg_self_08	7.0		0	0	true
	wh2_dlc11_skill_all_lord_self_self_indomitable	wh_dlc08_skill_node_set_nor_throgg		1.0	wh_dlc08_skill_node_nor_throgg_self_09	8.0		0	0	true
	wh2_dlc11_skill_nor_lords_self_quicksilver	wh_dlc08_skill_node_set_nor_throgg		1.0	wh_dlc08_skill_node_nor_throgg_self_10	9.0		0	0	true
	wh_main_skill_all_all_self_deadly_onslaught	wh_dlc08_skill_node_set_nor_throgg		1.0	wh_dlc08_skill_node_nor_throgg_self_11	10.0		0	4	true
	wh_dlc08_skill_nor_throgg_unique_wintertooth_crown	wh_dlc08_skill_node_set_nor_throgg		0.0	wh_dlc08_skill_node_nor_throgg_unique_01	0.0		0	0	true
	wh_dlc08_skill_nor_lords_unique_eye_of_the_gods	wh_dlc08_skill_node_set_nor_throgg		0.0	wh_dlc08_skill_node_nor_throgg_unique_02	1.0		0	0	true
	wh_dlc08_skill_nor_lords_unique_aura_of_chaos	wh_dlc08_skill_node_set_nor_throgg		0.0	wh_dlc08_skill_node_nor_throgg_unique_03	2.0		0	0	true
	reworked_mutant_regeneration	wh_dlc08_skill_node_set_nor_throgg	wh_dlc08_nor_wintertooth	0.0	wh_dlc08_skill_node_nor_throgg_unique_04	3.0		0	0	true
	reworked_king_of_trolls	wh_dlc08_skill_node_set_nor_throgg	wh_dlc08_nor_wintertooth	0.0	wh_dlc08_skill_node_nor_throgg_unique_05	5.0		0	0	true
	elo_skill_throgg_herold	wh_dlc08_skill_node_set_nor_throgg		2.0	elo_skill_throgg_herold	0.0		0	0	true
	elo_skill_throgg_tactican	wh_dlc08_skill_node_set_nor_throgg		2.0	elo_skill_throgg_tactican	1.0		0	0	true
	elo_skill_throgg_eat	wh_dlc08_skill_node_set_nor_throgg		2.0	elo_skill_throgg_eat	2.0		0	0	true
	elo_skill_throgg_veterans	wh_dlc08_skill_node_set_nor_throgg		2.0	elo_skill_throgg_veterans	3.0		0	0	true
	elo_skill_throgg_looter	wh_dlc08_skill_node_set_nor_throgg		2.0	elo_skill_throgg_looter	4.0		0	0	true
	elo_skill_throgg_monsterlord	wh_dlc08_skill_node_set_nor_throgg		2.0	elo_skill_throgg_monsterlord	5.0		0	4	true
	elo_skill_throgg_march	wh_dlc08_skill_node_set_nor_throgg		0.0	elo_skill_throgg_march	7.0		0	0	true
	reworked_cyclopean_fiends	wh_dlc08_skill_node_set_nor_throgg	wh_dlc08_nor_wintertooth	0.0	wh_dlc08_skill_node_nor_throgg_unique_07	4.0		0	0	true
