key	accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	animal	num_animals	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	can_brace
galed_elf_archers	33	wh2_main_body_15	2100	inf_ranged	7	inf_mis	12	50	wh_dlc05_unit_long_text_wef_deepwood_scouts	hu1d_welf_sword_and_bow	wh_dlc05_wef_inf_deepwood_shard_blood_dismembers	18	22	82	58			0	0	wh_dlc05_wef_sword_archer_scout	wh_dlc05_wef_scout_bow	4	none	galed_elf_archers	wh_dlc05_wef_infantry_ranged	placeholder	false	trained	galed_elf_archers			true	40.0	1500.0	0.0	wh2_dlc15_vanguard_stalk_mountedFireMove_ignore_trees	60	80	10	false	vo_sel_wood_elves_missile_archers	vo_sel_wood_elves_missile_archers	vo_sel_wood_elves_missile_generic	1.0	10.0	elves_wef	0	22	0	0	0	0	0	0	ranged_stalkers_harasser	true	false	false	true
elrod_wood_elf_glade_guards	10	wh2_main_chainmail_40	2100	inf_melee	10	inf_mel	12	50	wh_dlc05_unit_long_text_wef_eternal_guard	hu1d_elf_2handed_spear	wh_dlc05_wef_inf_eternal_guard_blood_dismembers	26	36	80	64			0	0	wh_dlc05_wef_asrai_2hspear		8	none	elrod_wood_elf_glade_guards	wh_dlc05_wef_infantry_spear	placeholder	false	trained	elrod_wood_elf_glade_guards			true	40.0	1500.0	0.0	wh2_dlc15_hideForest_chargeReflectorVsL_ignore_trees	60	80	0	false	vo_sel_wood_elves_eternal_guard	vo_sel_default	vo_sel_generic_short	1.0	10.0	elves_wef	0	0	0	0	0	0	0	0	melee	false	false	false	true
black_avangers	10	wh2_main_leather_30	2100	inf_melee	24	inf_mel	1	1	wh_dlc04_unit_long_text_emp_flagellants	hu1_empire_helstorm_crew	wh_main_infantry_standard_blood_dismembers	38	16	74	68			0	0	black_avangers_sword		8	none	black_avangers	wh_main_infantry_rabble	placeholder	false	trained	black_avangers_officer			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_empire_tattersouls	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
carlsson_cavalry	10	wh2_main_chainmail_100	2100	cavalry	41	cav_mel	13	71	wh_dlc07_unit_long_text_brt_questing_knights	hu1_empire_hr1_warhorse_sword_and_shield	wh_main_cavalry_rider_standard_blood	40	36	75	112	wh_main_emp_mnt_warhorse_outriders		0	70	wh_dlc07_brt_sword_great_questing		5	wh_missile_block_30_metal	carlsson_cavalry	wh_main_cavalry_ordered	placeholder	false	trained	carlsson_cavalry_officer			true	40.0	1500.0	0.0	wh_hideForest_immPsy	60	80	0	false	vo_sel_bretonnian_questing_knights	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	0	0	0	0	0	melee_cav	false	false	false	false
carlsson_guard	10	wh2_main_chainmail_100	2100	inf_melee	22	inf_mel	13	71	wh_dlc07_unit_long_text_brt_foot_squires	hu1_empire_sword_and_shield	wh_main_infantry_slow_blood_dismembers	25	20	70	61			0	0	carlsson_guard_sword		7	wh_missile_block_35_wood	carlsson_guard	wh_main_infantry	placeholder	false	trained	carlsson_guard			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
countess_guard	10	wh2_main_plate_80	2100	inf_melee	18	inf_mel	13	71	wh_main_unit_long_text_emp_great_swords	hu1_empire_spear	wh_main_infantry_slow_blood_dismembers	32	52	74	76			0	0	countess_guard_halberd		7	none	countess_guard	wh_main_infantry	placeholder	false	trained	countess_guard_officer			true	40.0	1500.0	0.0	wh_chargeReflectorVsL_hideForest	60	80	0	false	vo_sel_halberdiers	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
vannheim_75th	10	wh2_main_plate_100	2100	cavalry	78	cav_mel	11	61	wh_main_emp_cav_empire_knights	hu1_empire_hr1_warhorse_sword_and_shield	wh_main_cavalry_rider_standard_blood	40	24	72	112	wh_main_van_mnt_warhorse_barded		0	50	vannheim_75th_sword		5	wh_missile_block_30_metal	vannheim_75th	wh_main_cavalry_ordered	placeholder	false	trained	vannheim_75th_officer			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_cavalry	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	25	0	0	0	0	melee_cav	false	false	false	false
treeman_gnarl_fist	0	wh2_main_body_100	2100	inf_melee	30	inf_mel	13	71	wh_dlc05_unit_long_text_wef_treemen	hu21_treeman	wh_dlc05_wef_inf_treeman	45	56	90	9320			0	0	wh_dlc05_wef_treeman_claws		1	none	treeman_gnarl_fist	wh_main_monster	placeholder	false	trained	treeman_gnarl_fist			true	40.0	1500.0	0.0	wh2_dlc15_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	0.5	10.0	large_bst	0	0	-25	0	0	20	15	0	melee_gatecrusher	false	false	false	true
ragnar_wolves	10	wh2_main_chainmail_80	2100	cavalry	44	cav_mel	20	33	eric_ragnar	hu1c_chaos_hr1_warhorse_sword_and_shield	wh_main_infantry_standard_large_blood	44	50	76	242	wh_main_rag_mnt_warhorse_barded		0	50	wh_main_chs_sword_chaos_knight		4	none	eric_ragnar	wh_main_cavalry_chaotic	placeholder	false	trained	wh_main_emp_officer_eric_ragnar			true	40.0	1500.0	0.0	wh_fear_hideForest	60	80	0	false	vo_sel_chaos_knights	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false
ceridan	10	wh2_main_plate_80	2100	inf_melee	22	inf_mel	20	33	ceridan	hu1d_hef_lord_sword	wh2_main_hef_infantry_hero_prince_blood	47	53	79	4220			0	0	wh2_main_skv_cha_queek_headtaker		1	none	ceridan	wh_main_infantry	placeholder	false	trained	ceridan			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	10	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	20	15	0	melee_highvalue	false	false	false	true
morgan_bernhardt	10	wh2_main_plate_80	2100	cavalry	56	cav_shk	13	71	morgan_bernhardt	hu1_empire_hr1_warhorse_sword_and_shield	ovn_morgan_bernhardt_riders	26	26	74	0	wh_main_gru_mnt_warhorse_outriders		0	60	grudgebringer_cavalry_sword		4	wh_missile_block_35_wood	morgan_bernhardt	wh_main_cavalry_ordered	placeholder	false	trained	wh_main_emp_officer_morgan_bernhardt			true	40.0	1500.0	0.0	wh_hideForest_immPsy	60	80	0	false	vo_sel_cavalry	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false
vladimir_stormbringer	10	wh2_main_leather_20	2100	inf_ranged	15	com	9	50	vladimir_stormbringer	hu1_empire_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	35	30	70	3500			0	0	wh_main_emp_sword_caster		1	none	vladimir_stormbringer	wh_main_infantry	placeholder	false	trained	vladimir_stormbringer			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	0	15	10	mage_highvalue	false	false	false	true
