technology_effects_junction_tables	0
technology	effect	effect_scope	value
tech_ovn_troll_7	wh_main_effect_force_all_campaign_raid_income	faction_to_character_own	20.0
tech_ovn_troll_8	elo_all_trolls_mis_res	faction_to_force_own_unseen	5.0
tech_ovn_troll_9	elo_all_trolls_moral	faction_to_force_own_unseen	12.0
araby_tech_neu_2	wh2_main_effect_building_recruitment_cost_reduction_arb_ovn_elephant	faction_to_province_own	15.0
araby_tech_neu_2	wh2_main_effect_building_upkeep_reduction_arb_ovn_elephant	faction_to_force_own	10.0
araby_tech_neu_2	wh2_main_effect_tech_unit_xp_levels_arb_ovn_elephant	faction_to_province_own	3.0
araby_tech_neu_2	wh2_dlc09_effect_melee_attack_arb_ovn_elephant	faction_to_force_own	6.0
araby_tech_neu_2	wh2_dlc09_effect_melee_defence_arb_ovn_elephant	faction_to_force_own	6.0
araby_tech_bad_1	wh_main_effect_public_order_penalty_other_religions	faction_to_province_own	-15.0
araby_tech_bad_4	wh_main_effect_agent_recruitment_xp_wizard_vampire_counts	faction_to_province_own	4.0
araby_tech_bad_4	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	5.0
araby_tech_bad_7	wh_main_effect_public_order_penalty_other_religions	faction_to_province_own	-15.0
araby_tech_bad_7	wh2_dlc11_culture_diplomacy_choas	faction_to_faction_own_unseen	40.0
araby_tech_bad_7	wh_main_faction_diplomacy_bonus_order_factions_technology	faction_to_faction_own_unseen	-35.0
araby_tech_bad_7	wh_main_effect_tech_recruitment_cost_reduction_chaos_warriors	faction_to_province_own	-10.0
araby_tech_bad_8	wh_main_effect_public_order_penalty_other_religions	faction_to_province_own	-15.0
araby_tech_bad_8	wh_main_faction_diplomacy_bonus_order_factions_technology	faction_to_faction_own_unseen	-35.0
araby_tech_bad_8	wh_main_faction_diplomacy_penalty_vampire_counts	faction_to_faction_own_unseen	40.0
araby_tech_bad_8	wh_main_effect_agent_recruitment_xp_wizard_vampire_counts	faction_to_province_own	6.0
araby_tech_bad_9	wh_main_effect_agent_action_success_chance_enemy	faction_to_character_own	-15.0
araby_tech_bad_9	roy_effect_agent_recruitment_xp_arb_nomad	faction_to_province_own	1.0
araby_tech_bad_9	wh_main_effect_agent_action_success_chance	faction_to_character_own_unseen	6.0
araby_tech_bad_6	wh2_dlc11_effect_attrition_immunity_chaos	faction_to_force_own	1.0
araby_tech_bad_6	wh_main_effect_tech_unit_xp_levels_chaos_warriors	faction_to_province_own	4.0
araby_tech_bad_6	wh_main_effect_tech_recruitment_cost_reduction_chaos_warriors	faction_to_province_own	-30.0
araby_tech_bad_6	wh_main_effect_public_order_penalty_other_religions	faction_to_province_own	-25.0
araby_tech_bad_3	wh_main_effect_tech_melee_defence_increase_chaos_warriors_knights	faction_to_force_own_unseen	6.0
araby_tech_bad_3	wh_main_effect_tech_melee_attack_increase_chaos_spawns	faction_to_force_own_unseen	5.0
araby_tech_bad_2	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	5.0
araby_tech_good_6	wh_main_effect_recruitment_cost_reduction_giants	faction_to_province_own	-40.0
araby_tech_good_6	wh_main_effect_tech_melee_attack_increase_giants	faction_to_force_own	6.0
araby_tech_good_6	wh_main_effect_tech_hitpoints_increase_giants	faction_to_force_own	10.0
araby_tech_good_1	wh_main_effect_public_order_tech	faction_to_province_own_unseen	1.0
araby_tech_good_1	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	5.0
araby_tech_good_2	wh_main_effect_force_unit_stat_morale	faction_to_force_own_unseen	3.0
araby_tech_good_7	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	15.0
araby_tech_good_7	wh_main_effect_building_construction_time_mod_settlement	faction_to_region_own_unseen	-2.0
araby_tech_good_7	wh_main_effect_building_construction_cost_mod	faction_to_region_own_unseen	-10.0
araby_tech_good_8	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own_unseen	10.0
araby_tech_good_8	wh_main_effect_economy_gdp_mod_trade_sea	faction_to_region_own_unseen	10.0
araby_tech_good_8	wh_main_effect_building_construction_cost_mod	faction_to_region_own_unseen	-5.0
araby_tech_good_8	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	10.0
araby_tech_good_9	roy_effect_agent_cap_increase_arb_champion	faction_to_faction_own_unseen	2.0
araby_tech_good_9	roy_effect_agent_recruitment_xp_arb_champion	faction_to_province_own	3.0
araby_tech_good_9	roy_effect_agent_action_success_chance_arb_champion	faction_to_character_own_unseen	10.0
araby_tech_good_3	wh2_main_effect_slave_income_modifier	faction_to_province_own_unseen	-75.0
araby_tech_good_3	wh2_main_effect_slave_decline_modifier	faction_to_province_own_unseen	75.0
araby_tech_good_3	wh2_main_effect_slave_public_order_modifier	faction_to_province_own_unseen	35.0
araby_tech_good_3	wh_main_effect_public_order_tech	faction_to_province_own_unseen	3.0
araby_tech_good_3	wh_main_effect_force_unit_stat_morale	faction_to_force_own_unseen	5.0
araby_tech_good_4	wh_main_effect_province_growth_tech	faction_to_province_own_unseen	15.0
araby_tech_good_4	wh_main_effect_unit_recruitment_points	faction_to_province_own	1.0
araby_tech_good_4	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own_unseen	-25.0
araby_tech_good_4	wh_main_effect_public_order_tech	faction_to_province_own_unseen	-1.0
araby_tech_good_5	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	3.0
araby_tech_neu_eco_6	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0
araby_tech_neu_eco_5	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	15.0
araby_tech_neu_eco_5	wh_main_effect_force_army_campaign_ambush_attack_success_chance	faction_to_force_own_unseen	20.0
araby_tech_neu_eco_5	wh_main_effect_force_army_campaign_ambush_defence_success_chance	force_to_force_own	20.0
araby_tech_neu_eco_2	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own_unseen	10.0
araby_tech_neu_eco_2	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own_unseen	-5.0
araby_tech_neu_eco_1	wh2_dlc09_effect_force_unit_stat_morale_versus_tomb_kings	faction_to_force_own	10.0
araby_tech_neu_eco_1	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	10.0
araby_tech_neu_eco_0	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	6.0
araby_tech_neu_eco_0	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own_unseen	6.0
araby_tech_neu_0	ovn_araby_tech_camel_armour	faction_to_force_own	20.0
araby_tech_neu_1	wh_main_effect_military_force_winds_of_magic_starting_mod	faction_to_force_own	8.0
araby_tech_neu_1	wh2_dlc12_effect_magic_cooldown_all_lores	faction_to_force_own	-15.0
araby_tech_bad_5	ovn_araby_tech_gunpowder_missle_dam	faction_to_force_own	8.0
araby_tech_bad_5	ovn_araby_tech_gunpowder_rel	faction_to_force_own	8.0
araby_tech_neu_5	ovn_araby_tech_gunpowder_missle_dam	faction_to_force_own	10.0
araby_tech_neu_5	ovn_araby_tech_gunpowder_rel	faction_to_force_own	10.0
araby_tech_neu_4	ovn_araby_tech_state_inf_md	faction_to_force_own	6.0
araby_tech_neu_4	ovn_araby_tech_state_inf_arm	faction_to_force_own	10.0
araby_tech_neu_3	ovn_araby_tech_nomad_units_ma	faction_to_force_own	6.0
araby_tech_neu_3	ovn_araby_tech_nomad_units_sp	faction_to_force_own	10.0
araby_tech_neu_6	ovn_araby_tech_bow_units	faction_to_force_own	8.0
araby_tech_neu_eco_3	roy_effect_agent_recruitment_xp_arb_nomad	faction_to_province_own	3.0
araby_tech_neu_eco_3	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	faction_to_character_own_agents	10.0
araby_tech_neu_eco_3	wh_main_effect_agent_action_cost_mod	faction_to_character_own_unseen	-15.0
araby_tech_neu_eco_4	roy_effect_agent_cap_increase_arb_nomad	faction_to_faction_own_unseen	2.0
araby_tech_neu_eco_4	roy_effect_agent_action_success_chance_arb_nomad	faction_to_character_own_unseen	15.0
araby_tech_neu_eco_4	roy_effect_agent_action_cost_mod_arb_nomad	faction_to_character_own_unseen	-10.0
grudge_tech_1	wh_dlc07_effect_attrition_immunity_badlands	faction_to_force_own	1.0
grudge_tech_2	wh_dlc07_effect_attrition_immunity_snow	faction_to_force_own	1.0
grudge_tech_3	wh_dlc05_effect_force_army_campaign_attrition_mountain_immunity	faction_to_force_own	1.0
grudge_tech_4	wh_main_effect_hordebuilding_growth_tech	faction_to_force_own_unseen	2.0
scythan_tech_neu_7	wh2_dlc09_effect_unit_cap_tmb_cav_necropolis_knights_0	faction_to_faction_own_unseen	1.0
scythan_tech_neu_7	wh2_dlc09_effect_unit_cap_tmb_inf_nehekhara_warriors_0	faction_to_faction_own_unseen	2.0
scythan_tech_neu_7	wh2_dlc09_effect_unit_cap_tmb_inf_tomb_guard_1	faction_to_faction_own_unseen	1.0
scythan_tech_neu_7	ovn_scythan_tk_ma	faction_to_faction_own_unseen	6.0
scythan_tech_neu_7	ovn_scythan_tk_md	faction_to_faction_own_unseen	6.0
scythan_tech_neu_8	wh2_dlc09_faction_diplomacy_bonus_tombkings	faction_to_faction_own_unseen	5.0
scythan_tech_neu_8	ovn_scythan_tk_arm	faction_to_force_own	10.0
scythan_tech_neu_8	ovn_scythan_numas_diplo	faction_to_faction_own_unseen	20.0
scythan_tech_neu_8	wh2_dlc09_effect_unit_cap_tmb_mon_ushabti_0	faction_to_faction_own_unseen	1.0
scythan_tech_neu_8	wh2_dlc09_effect_unit_cap_tmb_veh_skeleton_chariot_0	faction_to_faction_own_unseen	1.0
scimitar_tech_neu_7	ovn_scimitar_coast_md	faction_to_faction_own_unseen	6.0
scimitar_tech_neu_7	ovn_scimitar_coast_ma	faction_to_faction_own_unseen	6.0
scimitar_tech_neu_8	ovn_scimitar_coast_armour	faction_to_faction_own_unseen	10.0
scimitar_tech_neu_7	wh2_main_effect_force_navy_morale	faction_to_force_own	10.0
scimitar_tech_neu_8	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own_unseen	20.0
