bullet_point	unit_key
armour_piercing_melee	ovn_com_cha_giblit_the_dwarf_0
deathblow	ovn_com_cha_giblit_the_dwarf_0
fast_dwarf	ovn_com_cha_giblit_the_dwarf_0
spellcaster	ovn_rbt_ch_blightstormer
missile_weakness	ovn_rbt_ch_blightstormer
ethereal	ovn_arb_mon_genie
armour_piercing	ovn_arb_mon_genie
ethereal	ovn_arb_mon_sea_nymph
armour_piercing	ovn_arb_mon_sea_nymph
ethereal	ovn_arb_mon_desert_spirit
armour_piercing	ovn_arb_mon_desert_spirit
ethereal	ovn_arb_mon_fire_efreet
armour_piercing	ovn_arb_mon_fire_efreet
ethereal	ovn_arb_mon_tempest_djinn
armour_piercing	ovn_arb_mon_tempest_djinn
spellcaster	ovn_arb_cha_magician_life_0
spellcaster	ovn_arb_cha_magician_desert_0
spellcaster	ovn_arb_cha_magician_fire_0
spellcaster	ovn_arb_cha_magician_heavens_0
spellcaster	ovn_arb_cha_magician_life_1
spellcaster	ovn_arb_cha_magician_desert_1
spellcaster	ovn_arb_cha_magician_fire_1
spellcaster	ovn_arb_cha_magician_heavens_1
spellcaster	ovn_arb_cha_magician_life_2
spellcaster	ovn_arb_cha_magician_desert_2
spellcaster	ovn_arb_cha_magician_fire_2
spellcaster	ovn_arb_cha_magician_heavens_2
very_fast	ovn_arb_cha_magician_life_2
very_fast	ovn_arb_cha_magician_desert_2
very_fast	ovn_arb_cha_magician_fire_2
very_fast	ovn_arb_cha_magician_heavens_2
meat_shield	ovn_khemri_spearmen_summoned_0
meat_shield	ovn_khemri_spearmen_summoned_1
anti_large	ovn_arb_art_grand_bombard
armour_piercing_ranged	ovn_arb_art_grand_bombard
good_range	ovn_arb_art_grand_bombard
low_rate_of_fire	ovn_arb_art_grand_bombard
soup_cannon	wh_main_mtl_veh_soupcart
unbreakable	wh_main_mtl_veh_soupcart
armoured	wh_main_mtl_veh_soupcart
poor_ranged_damage	wh_main_mtl_veh_soupcart
anti_infantry	ovn_mtl_art_hotpot
armour_piercing_ranged	ovn_mtl_art_hotpot
anti_infantry	ovn_mtl_art_hotpot_ror
armour_piercing_ranged	ovn_mtl_art_hotpot_ror
decent_melee	ovn_fim_mon_javelin_0
anti_infantry	wh_main_arb_mon_elephant
terror	wh_main_arb_mon_elephant
anti_infantry	wh_main_arb_mon_war_elephant
armour_piercing	wh_main_arb_mon_war_elephant
armoured	wh_main_arb_mon_war_elephant
terror	wh_main_arb_mon_war_elephant
anti_infantry	wh_main_arb_cha_sheikh_2
armour_piercing	wh_main_arb_cha_sheikh_2
armoured	wh_main_arb_cha_sheikh_2
terror	wh_main_arb_cha_sheikh_2
anti_infantry	ovn_fim_mon_caster_0
weak_anti_armour	ovn_fim_mon_caster_0
decent_melee	ovn_fim_mon_caster_0
anti_infantry	ovn_arb_cav_scorpion
armour_piercing	ovn_arb_cav_scorpion
armoured	ovn_arb_cav_scorpion
terror	ovn_arb_cav_scorpion
terror	ovn_dkl_mon_skeleton_giant
necromantic_anchor	ovn_dkl_mon_skeleton_giant
armour_piercing	ovn_dkl_mon_skeleton_giant
terror	ovn_vmp_mon_skeleton_giant
necromantic_anchor	ovn_vmp_mon_skeleton_giant
armour_piercing	ovn_vmp_mon_skeleton_giant
elo_only_bones	ovn_dkl_mon_skeleton_giant
elo_only_bones	ovn_vmp_mon_skeleton_giant
anti_infantry	ovn_mtl_cav_swine_riders_0
shielded	ovn_mtl_cav_swine_riders_0
armour_piercing_ranged	ovn_alb_inf_stone_throw_giant
terror	ovn_alb_inf_stone_throw_giant
anti_infantry	ovn_alb_inf_stone_throw_giant
armour_piercing_ranged	ovn_arb_art_trebuchet
ovn_rot_plague_spreader	ovn_rbt_ch_blightstormer
anti_infantry	ovn_mtl_art_hotpot_emp
armour_piercing_ranged	ovn_mtl_art_hotpot_emp
