key	interruptable	cast_time	completion_payload	cooldown_time	category	slave_cost	global_cooldown_time	start_payload	icon	failure_cooldown_time	hostile	required_resources	expanded_resources	target	delay_payload_application	on_trigger_vo_event
ovn_arb_crafting_enchanted_items_09	false	0	ovn_arb_crafting_enchanted_items_09	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_enchanted_items_unique		false	
ovn_arb_crafting_enchanted_items_10	false	0	ovn_arb_crafting_enchanted_items_10	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_enchanted_items_unique		false	
ovn_arb_crafting_enchanted_items_11	false	0	ovn_arb_crafting_enchanted_items_11	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_enchanted_items_unique		false	
ovn_arb_crafting_enchanted_items_12	false	0	ovn_arb_crafting_enchanted_items_12	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_enchanted_items_unique		false	
ovn_arb_crafting_talismans_01	false	0	ovn_arb_crafting_talismans_01	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_cheap		false	
ovn_arb_crafting_talismans_02	false	0	ovn_arb_crafting_talismans_02	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_talismans_common		false	
ovn_arb_crafting_talismans_03	false	0	ovn_arb_crafting_talismans_03	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_talismans_uncommon		false	
ovn_arb_crafting_talismans_04	false	0	ovn_arb_crafting_talismans_04	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_talismans_common		false	
ovn_arb_crafting_talismans_05	false	0	ovn_arb_crafting_talismans_05	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_talismans_common		false	
ovn_arb_crafting_talismans_06	false	0	ovn_arb_crafting_talismans_06	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_talismans_rare		false	
ovn_arb_crafting_talismans_07	false	0	ovn_arb_crafting_talismans_07	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_talismans_rare		false	
ovn_arb_crafting_talismans_08	false	0	ovn_arb_crafting_talismans_08	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_talismans_unique		false	
ovn_arb_crafting_talismans_09	false	0	ovn_arb_crafting_talismans_09	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_talismans_unique		false	
ovn_arb_crafting_talismans_10	false	0	ovn_arb_crafting_talismans_10	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_talismans_crafted		false	
ovn_arb_crafting_talismans_11	false	0	ovn_arb_crafting_talismans_11	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_talismans_crafted		false	
ovn_arb_crafting_talismans_12	false	0	ovn_arb_crafting_talismans_12	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_talismans_crafted		false	
ovn_arb_crafting_arcane_items_01	false	0	ovn_arb_crafting_arcane_items_01	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_arcane_items_uncommon		false	
ovn_arb_crafting_arcane_items_02	false	0	ovn_arb_crafting_arcane_items_02	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_arcane_items_common		false	
ovn_arb_crafting_arcane_items_03	false	0	ovn_arb_crafting_arcane_items_03	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_arcane_items_uncommon		false	
ovn_arb_crafting_arcane_items_04	false	0	ovn_arb_crafting_arcane_items_04	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_nomad		false	
ovn_arb_crafting_arcane_items_05	false	0	ovn_arb_crafting_arcane_items_05	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_arcane_items_rare		false	
ovn_arb_crafting_arcane_items_06	false	0	ovn_arb_crafting_arcane_items_06	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_arcane_items_rare		false	
ovn_arb_crafting_arcane_items_07	false	0	ovn_arb_crafting_arcane_items_07	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_nomad		false	
ovn_arb_crafting_arcane_items_08	false	0	ovn_arb_crafting_arcane_items_08	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_arcane_items_crafted		false	
ovn_arb_crafting_arcane_items_09	false	0	ovn_arb_crafting_arcane_items_09	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_arcane_items_crafted		false	
ovn_arb_crafting_arcane_items_10	false	0	ovn_arb_crafting_arcane_items_10	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_arcane_items_monkey_king		false	
ovn_arb_crafting_arcane_items_11	false	0	ovn_arb_crafting_arcane_items_11	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_arcane_items_unique		false	
ovn_arb_crafting_arcane_items_12	false	0	ovn_arb_crafting_arcane_items_12	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_arcane_items_unique		false	
