key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	immortal	provided_bodyguard_unit	provided_banner	uniqueness_score	turns_before_swap_allowed	subcategory	randomly_dropped	can_be_stolen	can_be_destroyed
ovn_arb_baz_wep_02_hidden_blade	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			1	0		true	true	false
ovn_arb_baz_wep_03_corsair_soul	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			30	0		true	true	false
ovn_arb_baz_wep_04_desert_hammer	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			30	0		false	false	false
ovn_arb_baz_wep_05_saif	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			50	0		false	false	false
ovn_arb_baz_wep_06_truth_dagger	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			50	0		false	false	false
ovn_arb_baz_wep_07_dimashque_breath	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			101	0		false	false	false
ovn_arb_baz_wep_08_matyr_shard	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			101	0		false	false	false
ovn_arb_baz_wep_09_seeking_bow	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			101	0		false	false	false
ovn_arb_baz_wep_10_vengeful_sword	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_wep_11_efreet_blade	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_wep_12_weeping_blade	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_ei_01_desert_idol	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			1	0		true	true	false
ovn_arb_baz_ei_02_fate_abacus	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			30	0		true	true	false
ovn_arb_baz_ei_03_beetle_pendulum	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			30	0		true	true	false
ovn_arb_baz_ei_04_desire_astrolabe	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			50	0		false	false	false
ovn_arb_baz_ei_05_serpent_crown	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			50	0		false	false	false
ovn_arb_baz_ei_06_healing_ring	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			101	0		false	false	false
ovn_arb_baz_ei_07_djinni_ring	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			101	0		false	false	false
ovn_arb_baz_ei_08_faith_mask	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			101	0		false	false	false
ovn_arb_baz_ei_09_mullah_scripture	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_ei_10_ratkin_necklace	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_ei_11_ibn_jellaba_compass	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_ei_12_twilight_mirror_shard	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_tal_02_sun_flask	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			30	0		true	true	false
ovn_arb_baz_tal_03_beetle_star	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			50	0		true	true	false
ovn_arb_baz_tal_06_cheshnakk_ring	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			50	0		false	false	false
ovn_arb_baz_tal_07_moonstone	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			50	0		false	false	false
ovn_arb_baz_tal_08_ishmail_heart	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_tal_09_toy_horse	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_tal_10_khandu_hookah	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_tal_11_kadizar_rope	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			101	0		true	true	false
ovn_arb_baz_tal_12_golden_carafe	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_arc_01_laniph_scroll	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			30	0		true	true	false
ovn_arb_baz_arc_02_puzzle_box	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			1	0		true	true	false
ovn_arb_baz_arc_03_whirlpool_staff	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			30	0		true	true	false
ovn_arb_baz_arc_04_sandstorm_staff	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			50	0		false	false	false
ovn_arb_baz_arc_05_dune_book	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			50	0		false	false	false
ovn_arb_baz_arc_06_mortis_scrawl	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			101	0		true	true	false
ovn_arb_baz_arc_07_monkey_paw	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			101	0		true	true	false
ovn_arb_baz_arc_08_glimmering_monkey_paw	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_arc_09_bronze_monkey_paw	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_arc_10_golden_monkey_paw	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_arc_11_genie_lantern	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			200	0		true	true	false
ovn_arb_baz_arc_12_genie_lantern_alt	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			200	0		false	false	false
