land_units_to_unit_abilites_junctions_tables	0
wh_main_unit_passive_unstable_mark_ii	hous_nec
wh2_dlc09_lord_passive_my_will_be_done	Dread_King
wh_main_lord_abilities_master_of_the_black_arts	Dread_King
wh_main_lord_passive_the_hunger	Dread_King
wh_main_unit_passive_unstable	Dread_King
wh_main_lord_abilities_master_of_the_black_arts	Dread_King_2
wh_main_lord_passive_the_hunger	Dread_King_2
wh2_dlc09_lord_passive_my_will_be_done	Dread_King_2
wh_main_unit_passive_unstable	Dread_King_2
wh_main_unit_passive_unstable_mark_ii	Dread_King_2
wh2_main_unit_abilities_pestilential_breath	Dread_King_2
spawn_ushabti_dread_king	Dread_King
Dread_Aura	Dread_King
wh2_dlc09_unit_passive_unstable_mark_ii_sand	black_grail_knights_tmb
wh2_dlc09_unit_passive_unstable_sand	black_grail_knights_tmb
wh_dlc07_unit_formation_lance	black_grail_knights_tmb
wh2_dlc09_faction_passive_realm_of_souls_tier_1	black_grail_knights_tmb
wh2_dlc09_faction_passive_realm_of_souls_tier_2	black_grail_knights_tmb
wh2_dlc09_faction_passive_realm_of_souls_tier_3	black_grail_knights_tmb
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_dread_mummy
wh2_dlc09_unit_passive_unstable_sand	elo_dread_mummy
wh2_dlc09_faction_passive_realm_of_souls_tier_1	elo_dread_mummy
wh2_dlc09_faction_passive_realm_of_souls_tier_2	elo_dread_mummy
wh2_dlc09_faction_passive_realm_of_souls_tier_3	elo_dread_mummy
wh_dlc08_unit_passive_from_the_mist	ovn_shearl
wh_dlc08_unit_passive_from_the_mist	ovn_boglar
wh_dlc08_unit_passive_from_the_mist	ovn_zoat
wh_dlc08_unit_passive_from_the_mist	ovn_fimm
wh_dlc08_unit_passive_from_the_mist	ovn_fim_mon_caster_0
wh_pro04_unit_passive_guardian	ovn_fimm
wh_main_unit_passive_frenzy	ovn_death_quest
wh_dlc08_unit_passive_from_the_mist	ovn_death_quest
wh_dlc08_unit_passive_from_the_mist	ovn_fianna_fimm
wh_dlc08_unit_passive_from_the_mist	ovn_mistmor
wh_dlc08_unit_passive_from_the_mist	ovn_gharnus_demon
wh_main_unit_passive_frenzy	ovn_killing_eye
wh_dlc08_unit_passive_from_the_mist	ovn_killing_eye
wh_dlc08_unit_passive_from_the_mist	ovn_fim_cav_bog_beast_riders_0
wh_dlc08_unit_passive_from_the_mist	ovn_marsh_hounds
ground_arua_evil_sultan	Sultan_Jaffar
ground_arua_ethereal_embers	Djinn_fire
ground_arua_for_summoned_djinn	Djinn_fire
ground_arua_for_summoned_djinn_2	Djinn_fire
fire_trail_for_summoned_djinn	Djinn_fire
ovn_unit_passive_unbinding_djinn	Djinn_fire
wh_main_spell_bound_fireball	Djinn_fire
ground_arua_evil_sultan	Sultan_Jaffar_camel
ground_arua_djinn_effect	Sultan_Jaffar_camel
ground_arua_evil_sultan	Sultan_Jaffar_elephant
ground_arua_djinn_effect	Sultan_Jaffar_elephant
arb_jaffar_aura_will	Sultan_Jaffar
arb_jaffar_aura_will	Sultan_Jaffar_camel
arb_jaffar_aura_will	Sultan_Jaffar_elephant
wh_dlc08_lord_abilities_fight_or_die	aky_chief_fimir_great_weapons_0
wh_dlc08_lord_passive_rage	aky_chief_fimir_great_weapons_0
wh_main_character_abilities_foe_seeker	aky_chief_fimir_great_weapons_0
wh_dlc08_unit_passive_from_the_mist	aky_chief_fimir_great_weapons_0
ovn_mystic_mist	aky_chief_fimir_great_weapons_0
wh_dlc08_hero_passive_ruinous_flesh	aky_chief_wolf_werekin_0
wh_dlc08_lord_abilities_fight_or_die	aky_chief_wolf_werekin_0
wh_main_character_abilities_foe_seeker	aky_chief_wolf_werekin_0
wh_main_unit_passive_frenzy	aky_chief_wolf_werekin_0
wh_main_unit_passive_regeneration	aky_chief_wolf_werekin_0
wh2_main_unit_abilities_death_shriek	aky_chief_wolf_werekin_1_terrorgheist
wh_dlc08_hero_passive_ruinous_flesh	aky_chief_wolf_werekin_1_terrorgheist
wh_dlc08_lord_abilities_fight_or_die	aky_chief_wolf_werekin_1_terrorgheist
wh_main_character_abilities_foe_seeker	aky_chief_wolf_werekin_1_terrorgheist
wh_main_unit_passive_frenzy	aky_chief_wolf_werekin_1_terrorgheist
wh_main_unit_passive_regeneration	aky_chief_wolf_werekin_1_terrorgheist
wh_main_character_abilities_foe_seeker	roy_arb_cha_champion
wh_main_lord_passive_hold_the_line	roy_arb_cha_champion
wh_main_character_abilities_deadly_onslaught	roy_arb_cha_champion
wh_main_character_abilities_foe_seeker	roy_arb_cha_champion_horse
wh_main_lord_passive_hold_the_line	roy_arb_cha_champion_horse
wh_main_character_abilities_deadly_onslaught	roy_arb_cha_champion_horse
wh_main_character_abilities_foe_seeker	roy_arb_cha_champion_warhorse
wh_main_lord_passive_hold_the_line	roy_arb_cha_champion_warhorse
wh_main_character_abilities_deadly_onslaught	roy_arb_cha_champion_warhorse
wh_main_character_abilities_foe_seeker	roy_arb_cha_champion_elephant
wh_main_lord_passive_hold_the_line	roy_arb_cha_champion_elephant
wh_main_character_abilities_deadly_onslaught	roy_arb_cha_champion_elephant
wh_main_hero_abilities_slippery	roy_arb_cha_nomad
roy_unit_active_arb_strike_from_the_shadows	roy_arb_cha_nomad
wh_main_hero_abilities_slippery	roy_arb_cha_nomad_horse
roy_unit_active_arb_strike_from_the_shadows	roy_arb_cha_nomad_horse
wh_main_hero_abilities_slippery	roy_arb_cha_nomad_assassin
roy_unit_active_arb_strike_from_the_shadows	roy_arb_cha_nomad_assassin
wh2_main_character_abilities_assassins_trophy	roy_arb_cha_nomad_assassin
roy_unit_active_arb_doppelgang	roy_arb_cha_nomad_assassin
wh_main_hero_abilities_slippery	roy_arb_cha_nomad_assassin_summoned
roy_unit_active_arb_strike_from_the_shadows	roy_arb_cha_nomad_assassin_summoned
wh_main_character_abilities_foe_seeker	belakor
wh_main_character_abilities_deadly_onslaught	belakor
wh_main_character_abilities_stand_or_die	belakor
whispers_in_the_darkness	belakor
master_of_the_shadow_2	belakor
war_fury	alb_viridian_champ
wh_main_unit_passive_regeneration	alb_viridian_champ
wh2_dlc09_unit_passive_unstable_mark_ii_sand	alb_viridian_champ
wh2_dlc09_unit_passive_unstable_sand	alb_viridian_champ
war_fury_2	albion_riders_spear
war_fury	alb_cav_noble
war_fury	alb_cav_noble_spear
war_fury	albion_riders_spear
war_fury_2	alb_viridian_champ
war_fury	bl_elo_dural_durak
woad_paint	bl_elo_dural_durak
wh_main_character_abilities_arcane_conduit	bl_elo_dural_durak
elo_summon_fenbeasts	bl_elo_dural_durak
lesser_shield_of_the_old_ones	bl_elo_dural_durak
wh2_dlc11_unit_passive_unbinding_rotting_prometheans	elo_summon_fenbeasts
wh_main_unit_passive_regeneration	elo_summon_fenbeasts
wh_main_unit_passive_unstable	elo_summon_fenbeasts
wh_main_unit_passive_unstable_mark_ii	elo_summon_fenbeasts
magic_siphon	elo_summon_fenbeasts
war_fury	bl_elo_dural_durak_horse
wh_main_character_abilities_arcane_conduit	bl_elo_dural_durak_horse
woad_paint	bl_elo_dural_durak_horse
elo_summon_fenbeasts	bl_elo_dural_durak_horse
lesser_shield_of_the_old_ones	bl_elo_dural_durak_horse
war_fury	bl_elo_dural_durak_chariot
woad_paint	bl_elo_dural_durak_chariot
wh_main_character_abilities_arcane_conduit	bl_elo_dural_durak_chariot
elo_summon_fenbeasts	bl_elo_dural_durak_chariot
lesser_shield_of_the_old_ones	bl_elo_dural_durak_chariot
devestating_charge	bl_elo_dural_durak_chariot
wh_main_character_abilities_rally	bl_elo_dural_durak
wh_main_character_abilities_rally	bl_elo_dural_durak_horse
wh_main_character_abilities_rally	bl_elo_dural_durak_chariot
wh2_main_unit_passive_martial_prowess	ovn_hef_cav_ellyrian_reavers_shore
wh2_main_unit_passive_martial_prowess	ovn_hef_inf_archers_sea
wh2_main_unit_passive_martial_prowess	ovn_hef_inf_archers_fire
wh2_main_unit_passive_martial_prowess	ovn_hef_inf_archers_wind
wh2_main_unit_passive_martial_prowess	ovn_hef_inf_spearmen_falcon
wh2_main_unit_passive_martial_prowess	ovn_hef_inf_spearmen_sapphire
wh_main_lord_passive_hold_the_line	grudgebringer_cavalry
wh_main_unit_passive_frenzy	black_avangers
wh_dlc03_unit_passive_bloodgreed	urblab_rotgut_mercenary_ogres
wh_dlc05_unit_passive_guardians_of_the_wildwood	galed_elf_archers
grudge_hero_abilities_pepperpot	grudgebringer_cannon
grudge_ballistics_calibration1	grudgebringer_cannon
grudge_hero_abilities_shrapnel_shot	grudgebringer_cannon
war_fury_2	elo_albion_warriors
war_fury	elo_albion_warriors
war_fury_2	elo_youngbloods
war_fury	elo_youngbloods
war_fury_2	elo_woadraider
war_fury	elo_woadraider
wh_main_unit_passive_frenzy	elo_woadraider
woad_paint	elo_woadraider
war_fury_2	druid_neophytes
war_fury	druid_neophytes
woad_paint	druid_neophytes
druid_bound_awakening_of_the_wood	druid_neophytes
wh_dlc05_spell_bound_shield_of_thorns	druid_neophytes
war_fury_2	albion_huntresses
war_fury	albion_huntresses
woad_paint	albion_giant
wh_main_unit_passive_regeneration	elo_fenbeast
wh_main_unit_passive_unstable	elo_fenbeast
wh_main_unit_passive_unstable_mark_ii	elo_fenbeast
war_fury_2	elo_albion_warriors_spears
war_fury	elo_albion_warriors_spears
war_fury_2	elo_albion_warriors_2h
war_fury	elo_albion_warriors_2h
war_fury_2	albion_riders
war_fury	albion_riders
war_fury_2	albion_riders_javelins
war_fury	albion_riders_javelins
war_fury	albion_hearthguard
war_fury	albion_hearthguard_halberd
war_fury	albion_hearthguard_2h
war_fury_2	albion_swordmaiden
war_fury	albion_swordmaiden
woad_paint	albion_swordmaiden
devestating_charge	albion_swordmaiden
devestating_charge	albion_chariot
war_fury_2	albion_chariot
war_fury	albion_chariot
war_fury_2	albion_truthsayer_beast
war_fury	albion_truthsayer_beast
woad_paint	albion_truthsayer_beast
war_fury_2	albion_truthsayer_life
war_fury	albion_truthsayer_life
woad_paint	albion_truthsayer_life
war_fury_2	albion_truthsayer_light
war_fury	albion_truthsayer_light
woad_paint	albion_truthsayer_light
war_fury_2	albion_truthsayer_beast_horse
war_fury	albion_truthsayer_beast_horse
woad_paint	albion_truthsayer_beast_horse
war_fury_2	albion_truthsayer_life_horse
war_fury	albion_truthsayer_life_horse
woad_paint	albion_truthsayer_life_horse
war_fury_2	albion_truthsayer_light_horse
war_fury	albion_truthsayer_light_horse
woad_paint	albion_truthsayer_light_horse
war_fury_2	albion_truthsayer_truth
war_fury	albion_truthsayer_truth
woad_paint	albion_truthsayer_truth
war_fury_2	albion_truthsayer_truth_horse
war_fury	albion_truthsayer_truth_horse
woad_paint	albion_truthsayer_truth_horse
magic_siphon	elo_fenbeast
war_fury_2	albion_centaurs
war_fury	albion_centaurs
woad_paint	albion_centaurs
magic_siphon	albion_fenhulk
wh2_dlc12_unit_passive_arcane_configuration	albion_fenhulk
wh_main_unit_passive_unstable	albion_fenhulk
wh_main_unit_passive_unstable_mark_ii	albion_fenhulk
wh_main_unit_passive_regeneration	albion_fenhulk
embodiment_albion	albion_fenhulk
war_fury_2	albion_warleader
war_fury	albion_warleader
wh_main_character_abilities_foe_seeker	albion_warleader
war_fury_2	albion_warleader_horse
war_fury	albion_warleader_horse
wh_main_character_abilities_foe_seeker	albion_warleader_horse
war_fury_2	albion_warleader_chariot
war_fury	albion_warleader_chariot
wh_main_character_abilities_foe_seeker	albion_warleader_chariot
devestating_charge	albion_warleader_chariot
albion_warcry	albion_warleader_chariot
albion_warcry	albion_warleader_horse
albion_warcry	albion_warleader
war_fury_2	albion_chief
war_fury	albion_chief
wh_main_character_abilities_foe_seeker	albion_chief
wh_main_character_abilities_deadly_onslaught	albion_chief
war_fury_2	albion_chief_horse
war_fury	albion_chief_horse
wh_main_character_abilities_foe_seeker	albion_chief_horse
wh_main_character_abilities_deadly_onslaught	albion_chief_horse
war_fury_2	albion_chief_chariot
war_fury	albion_chief_chariot
wh_main_character_abilities_foe_seeker	albion_chief_chariot
wh_main_character_abilities_deadly_onslaught	albion_chief_chariot
devestating_charge	albion_chief_chariot
wh_main_character_abilities_arcane_conduit	albion_truthsayer_beast
wh_main_character_abilities_arcane_conduit	albion_truthsayer_life
wh_main_character_abilities_arcane_conduit	albion_truthsayer_light
wh_main_character_abilities_arcane_conduit	albion_truthsayer_beast_horse
wh_main_character_abilities_arcane_conduit	albion_truthsayer_life_horse
wh_main_character_abilities_arcane_conduit	albion_truthsayer_light_horse
wh_main_character_abilities_arcane_conduit	albion_truthsayer_truth
wh_main_character_abilities_arcane_conduit	albion_truthsayer_truth_horse
omen_of_doom	albion_morrigan
omen_of_war	albion_morrigan
wh_main_character_abilities_arcane_conduit	albion_morrigan
murder_crows	albion_morrigan
omen_of_doom	albion_morrigan_bird
omen_of_war	albion_morrigan_bird
wh_main_character_abilities_arcane_conduit	albion_morrigan_bird
murder_crows	albion_morrigan_bird
war_fury_2	albion_half_giants
war_fury	albion_half_giants
war_fury_2	albion_wyrd_druid
war_fury	albion_wyrd_druid
woad_paint	albion_wyrd_druid
wh_main_character_passive_evasion	albion_wyrd_druid
wh_main_character_passive_evasion	albion_morrigan_bird
wh_main_character_passive_evasion	albion_morrigan
war_fury_2	albion_wyrd_druid_horse
war_fury	albion_wyrd_druid_horse
woad_paint	albion_wyrd_druid_horse
wh_main_character_passive_evasion	albion_wyrd_druid_horse
wh_main_unit_passive_frenzy	elo_albion_barghest
elo_albion_freedom	albion_hearthguard_2h
wh_main_unit_passive_unstable	ovn_barrow_wight
wh_main_unit_passive_unstable_mark_ii	ovn_barrow_wight
war_fury	albion_shieldmaiden_ror
wh_pro04_unit_passive_guardian	albion_shieldmaiden_ror
elo_champion_of_albion	albion_bologs_giant_ror
elo_albion_bologs	albion_bologs_giant_ror
elo_hengus_blessing	albion_bologs_giant_ror
woad_paint	albion_bologs_giant_ror
wh_main_unit_passive_regeneration	elo_fly_infested_rotwood
wh_main_unit_passive_unstable	elo_fly_infested_rotwood
wh_main_unit_passive_unstable_mark_ii	elo_fly_infested_rotwood
wh_main_hero_passive_swarm_of_flies	elo_fly_infested_rotwood
magic_siphon	elo_fly_infested_rotwood
war_fury	albion_woadraider_sworn_ror
wh_main_unit_passive_frenzy	albion_woadraider_sworn_ror
woad_paint	albion_woadraider_sworn_ror
war_fury	alb_cav_noble_first_ror
devestating_charge	alb_cav_noble_first_ror
elo_albion_something_prove	alb_cav_noble_first_ror
war_fury	albion_warriors_lugh
war_fury	albion_huntresses_warden_ror
war_fury	albion_centaur_hunter_ror
woad_paint	albion_centaur_hunter_ror
wh_dlc03_unit_passive_drunken	albion_centaur_hunter_ror
war_fury_2	albion_centaur_hunter_ror
woad_paint	albion_cachtorr_stonethrower
elo_hengus_blessing	albion_cachtorr_stonethrower
war_fury	albion_highlander_ror
wh_main_unit_passive_deathblow	albion_highlander_ror
elo_albion_freedom	albion_highlander_ror
wh_main_unit_passive_unstable	elo_dread_centurion
wh_main_unit_passive_unstable_mark_ii	elo_dread_centurion
wh_main_character_abilities_heroic_killing_blow	elo_dread_centurion
wh2_dlc09_character_abilities_curse_of_djaf	elo_dread_centurion
wh2_dlc09_unit_passive_guardian	elo_dread_centurion
wh_main_unit_passive_unstable	elo_dread_centurion_horse
wh_main_unit_passive_unstable_mark_ii	elo_dread_centurion_horse
wh_main_character_abilities_heroic_killing_blow	elo_dread_centurion_horse
wh2_dlc09_character_abilities_curse_of_djaf	elo_dread_centurion_horse
wh2_dlc09_unit_passive_guardian	elo_dread_centurion_horse
wh_main_unit_passive_unstable	elo_dread_centurion_barded_horse
wh_main_unit_passive_unstable_mark_ii	elo_dread_centurion_barded_horse
wh_main_character_abilities_heroic_killing_blow	elo_dread_centurion_barded_horse
wh2_dlc09_character_abilities_curse_of_djaf	elo_dread_centurion_barded_horse
wh2_dlc09_unit_passive_guardian	elo_dread_centurion_barded_horse
wh_main_unit_passive_unstable	elo_dread_centurion_chariot
wh_main_unit_passive_unstable_mark_ii	elo_dread_centurion_chariot
wh_main_character_abilities_heroic_killing_blow	elo_dread_centurion_chariot
wh2_dlc09_character_abilities_curse_of_djaf	elo_dread_centurion_chariot
wh2_dlc09_unit_passive_guardian	elo_dread_centurion_chariot
wh_main_unit_passive_unstable	elo_hand_of_nagash
wh_main_unit_passive_unstable_mark_ii	elo_hand_of_nagash
wh_main_unit_passive_unstable_mark_ii	elo_hand_of_nagash_chariot
wh_main_unit_passive_unstable	elo_hand_of_nagash_chariot
wh_main_character_abilities_foe_seeker	elo_hand_of_nagash
wh_main_character_abilities_foe_seeker	elo_hand_of_nagash_chariot
elo_hand_terror_past	elo_hand_of_nagash_chariot
elo_hand_judge_executioner	elo_hand_of_nagash
elo_hand_judge_executioner	elo_hand_of_nagash_chariot
elo_hand_vortex	elo_hand_of_nagash
elo_hand_vortex	elo_hand_of_nagash_chariot
wh_main_character_abilities_undeath_resurgent	elo_hand_of_nagash
wh_main_character_abilities_undeath_resurgent	elo_hand_of_nagash_chariot
wh_main_character_passive_master_of_the_dead	elo_dread_larenscheld
wh_main_unit_passive_unstable	elo_dread_larenscheld
wh_main_unit_passive_unstable_mark_ii	elo_dread_larenscheld
wh_main_character_abilities_magical_animus	elo_dread_larenscheld
wh_main_unit_passive_unstable	elo_dread_larenscheld_wright
wh_main_unit_passive_unstable_mark_ii	elo_dread_larenscheld_wright
larenscheld_bombardment	elo_dread_larenscheld
wh_main_unit_passive_unstable	elo_dread_larenscheld_wright_perfect
wh_main_unit_passive_unstable_mark_ii	elo_dread_larenscheld_wright_perfect
larenscheld_ghost_on_death_upgraded	elo_dread_larenscheld
wh_main_character_abilities_arcane_conduit	elo_dread_larenscheld
wh_dlc04_unit_passive_balefire	elo_dread_larenscheld_wright_perfect
wh_dlc04_unit_passive_vigour_mortis	elo_dread_larenscheld_wright_perfect
wh_main_unit_passive_regeneration	elo_dread_larenscheld_wright_perfect
burn_troll_burn	elo_lava_trolls
burning_aura_of_ouch	elo_lava_trolls
wh_main_character_abilities_undeath_resurgent	elo_liche_general
wh_main_character_passive_master_of_the_dead	elo_liche_general
wh2_dlc09_lord_passive_the_curse	elo_liche_general
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general
wh_main_character_abilities_undeath_resurgent	elo_liche_general_barded_steed
wh_main_character_passive_master_of_the_dead	elo_liche_general_barded_steed
wh2_dlc09_lord_passive_the_curse	elo_liche_general_barded_steed
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_barded_steed
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_barded_steed
wh_main_character_abilities_undeath_resurgent	elo_liche_general_chariot
wh_main_character_passive_master_of_the_dead	elo_liche_general_chariot
wh2_dlc09_lord_passive_the_curse	elo_liche_general_chariot
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_chariot
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_chariot
wh_main_character_abilities_undeath_resurgent	elo_liche_general_warsphinx
wh_main_character_passive_master_of_the_dead	elo_liche_general_warsphinx
wh2_dlc09_lord_passive_the_curse	elo_liche_general_warsphinx
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_warsphinx
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_warsphinx
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_tomb_guardian_archers
wh2_dlc09_unit_passive_unstable_sand	elo_tomb_guardian_archers
wh2_dlc09_faction_passive_realm_of_souls_tier_1	elo_tomb_guardian_archers
wh2_dlc09_faction_passive_realm_of_souls_tier_2	elo_tomb_guardian_archers
wh2_dlc09_faction_passive_realm_of_souls_tier_3	elo_tomb_guardian_archers
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_tomb_guardian_2h_waepons_summoned
wh2_dlc09_unit_passive_unstable_sand	elo_tomb_guardian_2h_waepons_summoned
wh_dlc04_unit_passive_unbinding_grave_guard	elo_tomb_guardian_2h_waepons_summoned
