projectiles_tables	46
key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_cavalry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	is_grapple	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles	scaling_damage	vegetation_ignore_time
ovn_com_firework_rocket_upgraded	misc	artillery_default	ovn_com_firework_rocket_upgraded	shell_spin	1	fixed	200	20	65	72.0	100.0	0.0	52	26	false	false	1.0	15.0	100.0	10.0	0	0	0	ovn_com_firework_rocket		wh2_main_ability_doomrocket	1.0	true	wh2_dlc11_unit_contact_disrupted	false	-1.0	1	0.0	350.0			1.0	true	true	30	medium_magic	-1	false	false	false	true	1	false	false	true	true		0.58
ovn_com_firework_rocket_upgraded_shrapnel	misc	artillery_default	ovn_com_firework_rocket_upgraded_shrapnel	shell_spin	1	fixed	200	20	88	20.0	100.0	3.0	0	264	false	false	0.5	23.0	100.0	30.0	0	0	0	ovn_com_firework_rocket_shrapnel			0.5	true	wh2_dlc11_unit_contact_disrupted	false	-1.0	1	0.0	20.0			1.0	true	true	30	medium_magic	-1	false	false	false	true	1	false	false	true	true		2.1
ovn_arb_grand_bombard_projectile	artillery	artillery_default		none	1	low	440	10	40	90.0	20.0	0.0	200	650	true	false	0.1	24.0	275.0	8.5	0	0	50	ovn_arb_grand_bombard_projectile		wh_cannon_cannonball_normal	0.5	true	wh_main_unit_contact_morale	false	-1.0	1	0.0	350.0			0.0	false	true	45	very_high	700	false	false	true	false	1	false	false	true	true		0.0
ovn_arb_grand_bombard_projectile_ror	artillery	artillery_default		none	1	low	460	10	40	90.0	20.0	0.0	275	725	true	false	0.1	24.0	275.0	8.5	0	0	0	ovn_arb_grand_bombard_projectile		wh_cannon_cannonball_normal	0.5	true	wh_main_unit_contact_morale	false	-1.0	1	0.0	350.0			0.0	true	true	45	very_high	700	false	false	true	false	1	false	false	true	true		0.0
ovn_mtl_hotpot_projectile	artillery	artillery_default	wh_main_mtl_soup_projectile	grenade_spin	1	low	325	35	65	70.0	25.0	0.0	40	260	true	false	0.1	18.0	120.0	9.9	0	0	0	ovn_mtl_hotpot_projectile		wh2_dlc13_ability_oil_flask	1.1	true	wh_main_unit_contact_souped	false	3.0	1	0.0	340.0			1.0	false	true	45	very_high_low_entity	500	false	false	true	true	1	false	false	true	true		0.0
ovn_mtl_hotpot_ror_projectile	artillery	artillery_default	ovn_mtl_hotpot_ror_projectile	grenade_spin	1	low	325	35	65	70.0	25.0	0.0	40	260	true	false	0.1	18.0	120.0	9.9	0	0	0	ovn_mtl_hotpot_ror_projectile		wh2_dlc13_ability_oil_flask	1.1	true	wh_main_unit_contact_souped	false	3.0	1	0.0	340.0			1.0	false	true	45	very_high_low_entity	500	false	false	true	true	1	false	false	true	true		0.0
ovn_fim_javelin	javelin	small_arm_default		none	1	low	110	0	75	40.0	10.0	0.0	24	12	false	false	0.1	8.0	80.0	2.9	0	0	15	ovn_fim_javelin		wh_javelin	-1.0	false		false	-1.0	1	0.0	5.0			0.0	false	true	50	low	150	false	false	false	false	1	false	false	false	false		1.05
ovn_spell_desert_sunstrike	artillery	artillery_default		none	3	low	320	20	45	300.0	100.0	2.0	50	100	false	false	1.0	22.0	200.0	1.0	0	0	0	ovn_spell_desert_sunstrike		wh2_dlc13_luminark_bolt	1.0	true		false	1.0	1	0.0	350.0			1.0	true	true	45	very_high_magic	-1	false	false	false	true	1	false	false	true	true		0.0
ovn_spell_desert_sunstrike_upgraded	artillery	artillery_default		none	3	low	320	20	45	300.0	100.0	2.0	100	200	false	false	1.0	22.0	200.0	1.0	0	0	0	ovn_spell_desert_sunstrike		wh2_dlc13_luminark_bolt	1.0	true		false	1.0	1	0.0	350.0			1.0	true	true	45	very_high_magic	-1	false	false	false	true	1	false	false	true	true		0.0
wh_arb_carpet_arrow	arrow	small_arm_default		none	1	dual_low_fixed	175	0	88	45.0	10.0	0.0	28	8	false	false	0.1	7.0	90.0	4.0	0	0	0	wh2_dlc09_tmb_arrow		wh_bow_arrow_normal	-1.0	false		false	-1.0	1	0.0	3.0			0.0	true	true	45	medium_magic	250	false	false	false	false	1	false	false	false	false		0.933
ovn_bound_spell_fimir_gaze	artillery	artillery_default		none	1	low	180	20	45	100.0	100.0	0.0	20	5	false	false	1.0	9.0	200.0	1.0	0	0	0	wh_main_bound_spell_solheims_bolt_of_illumination		wh2_dlc13_luminark_bolt	1.0	true		false	1.0	1	0.0	350.0			0.0	true	true	45	medium_magic	-1	false	false	false	true	1	false	false	true	true		0.0
giant_boulder	artillery	artillery_default	giant_boulder_explosion	shell_spin	1	low	450	10	60	75.0	35.0	0.0	92	440	false	false	2.0	15.0	400.0	70.0	50	0	0	wh_bst_cygor_boulder		wh_catapult_rock_normal	2.5	true		false	-1.0	1	0.0	350.0			0.0	false	true	45	high	700	false	false	false	false	1	false	false	true	true		0.0
araby_nomad_ranger_arrow	arrow	small_arm_default		none	1	dual_low_fixed	170	0	88	50.0	15.0	0.0	10	15	false	false	0.1	11.0	120.0	3.6	0	0	0	wh_brt_longbow_arrow		wh_bow_arrow_normal	-1.0	false		false	-1.0	1	0.0	4.0			0.0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false		0.84
ovn_jezzail_bullet	musket	small_arm_default		none	1	low	275	0	90	110.0	10.0	0.0	11	22	false	false	0.05	18.0	100.0	1.8	0	0	0	wh_emp_rifle_bullet		wh_bullet	-1.0	false	wh2_dlc09_unit_contact_shieldbreaker	false	-1.0	1	0.0	6.0			0.0	false	true	45	medium	360	false	false	false	false	1	false	false	false	false		0.382
ovn_jezzail_bullet_ror	musket	small_arm_default		none	1	low	275	0	90	110.0	10.0	0.0	13	24	false	false	0.05	18.0	100.0	1.8	0	0	0	wh_emp_rifle_bullet		wh_bullet	-1.0	false	wh_dlc06_unit_contact_blinded	false	-1.0	1	0.0	6.0			0.0	false	true	45	medium	360	false	false	false	false	1	false	false	false	false		0.382
roy_arb_nomad_bow_arrow	arrow	small_arm_default		none	1	dual_low_fixed	170	0	88	50.0	30.0	0.0	165	85	false	false	0.1	7.0	145.0	1.7	0	0	0	wh_brt_longbow_arrow		wh_bow_arrow_normal	-1.0	false		false	-1.0	1	0.0	5.0			0.0	false	true	45	high	300	false	false	false	false	1	false	false	false	false		0.84
ovn_jezzail_bullet_nomad	musket	small_arm_default		none	1	low	275	0	90	120.0	25.0	0.0	111	333	false	false	0.05	13.0	100.0	1.8	0	0	0	wh_emp_rifle_bullet		wh_bullet	-1.0	false	wh2_dlc09_unit_contact_shieldbreaker	false	-1.0	1	0.0	6.0			0.0	false	true	45	high	360	false	false	false	false	1	false	false	false	false		0.35
wh_main_mtl_soup_projectile	artillery	artillery_default	wh_main_mtl_soup_projectile	grenade_spin	1	low	230	7	35	43.0	20.0	0.0	50	40	true	false	1.0	10.0	120.0	9.9	0	0	0	ovn_mtl_hotpot_projectile		wh2_dlc13_ability_oil_flask	1.6	true	wh_main_unit_contact_souped	false	10.0	1	0.0	300.0			1.0	false	true	45	very_low	350	false	false	true	true	1	true	false	true	true		0.0
hotpot	artillery	artillery_default	ovn_mtl_hotpot_ror_projectile	none	1	low	360	35	45	68.0	25.0	0.0	90	225	false	false	0.1	18.0	275.0	9.0	0	0	0	ovn_mtl_hotpot_ror_projectile		wh2_dlc13_ability_oil_flask	1.1	true	wh_main_unit_contact_souped	false	3.0	1	0.0	340.0			1.0	false	true	45	very_high_low_entity	500	false	false	false	true	1	true	false	true	true		0.0
javelins_anti_shield	javelin	small_arm_default		none	1	dual_low_fixed	90	0	75	40.0	10.0	0.0	17	5	false	false	0.1	8.0	70.0	2.0	0	0	15	wh_chs_javelin		wh_javelin	-1.0	false		false	-1.0	1	0.0	3.0			0.0	false	true	50	low	150	false	false	false	false	1	false	false	false	false		1.05
stonethrower_rock	artillery	artillery_default	stonethrower_explosion	axe_spin	1	low	400	35	60	70.0	10.0	0.0	40	150	false	false	0.2	20.0	300.0	90.0	0	0	0	wh_brt_trebuchet_stone		wh_catapult_rock_normal	0.5	true		false	-1.0	1	0.0	120.0			0.0	false	false	45	high	700	false	false	false	false	1	false	false	true	true		0.0
albion_hunting_bow	arrow	small_arm_default		none	1	dual_low_fixed	160	0	88	45.0	10.0	0.0	19	4	false	false	0.1	11.0	120.0	4.5	0	0	0	wh_brt_longbow_arrow		wh_bow_arrow_normal	-1.0	false		false	-1.0	1	0.0	3.0			0.0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false		0.933
albion_riders_javelins	javelin	small_arm_default		none	1	dual_low_fixed	90	0	75	46.0	10.0	0.0	17	7	false	false	0.1	8.0	55.0	2.3	0	0	0	wh_chs_javelin		wh_javelin	-1.0	false		false	-1.0	1	0.0	1.0			0.0	false	true	50	low	150	false	false	false	false	1	false	false	false	false		0.913
wings_fate	artillery	artillery_default	wh2_dlc09_casket_of_souls	none	5	dual_low_fixed	250	10	88	60.0	10.0	10.0	85	50	false	false	0.25	1.0	200.0	0.5	0	0	0	crow_projectile		wh_magic_burning_gaze	0.25	false		false	-1.0	1	1.0	50.0	truth_crow		0.0	true	true	45	medium_magic	-1	false	false	false	true	1	false	false	false	false		0.0
wings_fate_upgraded	artillery	artillery_default	wh2_dlc09_casket_of_souls	none	10	dual_low_fixed	250	10	88	60.0	10.0	10.0	100	170	false	false	0.25	1.0	200.0	0.5	0	0	0	crow_projectile		wh_magic_burning_gaze	0.25	false		false	-1.0	1	1.0	50.0	truth_crow		0.0	true	true	45	medium_magic	-1	false	false	false	true	1	false	false	false	false		0.0
albion_warden_bow	arrow	small_arm_default		none	1	dual_low_fixed	160	0	88	45.0	15.0	0.0	9	18	false	false	0.1	11.0	120.0	4.5	0	0	0	wh_dlc05_wef_swiftshiver_arrow		wh_bow_arrow_normal	-1.0	false		false	-1.0	1	0.0	3.0			0.0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false		0.933
centaur_hunter_axes	axe	small_arm_default		axe_spin	1	dual_low_fixed	70	0	60	32.0	15.0	0.0	8	20	false	false	0.12	10.0	35.0	2.0	0	0	10	wh_dlc03_bst_centigor_throwing_axe		wh_throwing_axe	-1.0	false		false	-1.0	1	0.0	3.0			0.0	false	true	50	low	140	false	false	false	false	1	false	false	false	false		1.313
giant_boulder_cachtorr	artillery	artillery_default	giant_boulder_explosion_cachtorr	shell_spin	1	low	450	10	60	75.0	35.0	0.0	92	440	false	false	2.0	12.0	400.0	70.0	50	0	0	wh_bst_cygor_boulder		wh_catapult_rock_normal	2.5	true		false	-1.0	1	0.0	350.0			0.0	false	true	45	high	700	false	false	false	false	1	false	false	true	true		0.0
boulder_shrapnel_cachtorr	artillery	artillery_default	boulder_shrapnel_explosion	shell_spin	1	fixed	10	0	10	15.0	10.0	15.0	12	36	false	false	1.0	13.0	100.0	10.0	50	0	0	wh_gen_stone_shrapnel		wh_rock_split	1.0	true		false	-1.0	1	0.0	50.0			0.0	false	true	45	high	700	false	false	true	false	1	false	false	true	true		0.0
militia_crossbow	arrow	small_arm_default		none	1	dual_low_fixed	120	0	88	45.0	10.0	0.0	20	2	false	false	0.1	13.0	90.0	3.7	0	0	0	wh_brt_longbow_arrow		wh_bow_arrow_normal	-1.0	false		false	-1.0	1	0.0	3.0			0.0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false		0.933
crossbow_light_halfling	arrow	small_arm_default		none	1	dual_low_fixed	160	0	88	45.0	25.0	0.0	18	4	false	false	0.1	11.0	120.0	3.7	0	0	0	wh_brt_longbow_arrow		wh_bow_arrow_normal	-1.0	false		false	-1.0	1	0.0	4.0			0.0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false		0.933
ovn_baby_dragon_breath	misc	artillery_explosive	ovn_baby_dragon_breath_explo	none	1	low	90	0	88	52.0	60.0	0.0	33	22	false	false	1.0	6.0	80.0	35.0	0	0	0	wh2_hef_sun_dragon_breath		wh_dragon_breath_flame	1.0	true		false	3.0	1	0.0	45.0			1.0	false	true	45	medium	140	false	true	false	true	15	true	true	true	true		0.808
elo_skull_barrage	misc	small_arm_flaming	larenscheld_skull_explo	none	1	low	300	10	120	60.0	40.0	10.0	40	100	false	false	0.5	1.0	250.0	75.0	10	0	0	elo_skull_spell		wh2_catapult_screamingskull	0.25	false		false	5.0	1	1.0	60.0			1.0	true	true	30	medium_magic	-1	false	false	true	true	1	false	true	false	true		0.7
tomb_guardian_archer	arrow	small_arm_default		none	1	dual_low_fixed	160	0	88	45.0	25.0	0.0	18	6	false	false	0.1	12.0	140.0	4.6	0	0	0	wh2_dlc09_tmb_arrow		wh_bow_arrow_normal	-1.0	false		false	-1.0	1	0.0	3.0			0.0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false		0.933
carrion_bow	arrow	small_arm_default		none	1	dual_low_fixed	115	0	88	40.0	10.0	0.0	8	1	false	false	0.1	8.0	85.0	4.1	0	0	0	wh_grn_goblin_arrow		wh_bow_arrow_normal	-1.0	false		false	-1.0	1	0.0	3.0			0.0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false		1.05
amazon_arrow	arrow	small_arm_poison		none	1	dual_low_fixed	85	0	75	45.0	9.0	0.0	4	16	false	false	0.1	11.0	120.0	3.1	4	0	0	wh_brt_longbow_arrow_pox		wh_bow_arrow_magical	-1.0	false	lzd_amazon_poison	false	-1.0	1	0.0	5.0			0.0	false	true	45	medium	300	false	false	false	true	1	false	false	false	false		0.933
grudge_wh_dwf_cannon_ball	artillery	artillery_default		none	1	low	450	10	40	100.0	30.0	0.0	300	1000	true	false	0.1	22.0	275.0	8.0	0	0	0	wh_dwf_cannon_ball		wh_cannon_cannonball_normal	0.3	true		false	-1.0	1	0.0	350.0			0.0	false	true	45	very_high_low_entity	-1	false	false	true	false	1	false	false	true	true		0.0
grudge_wh_emp_great_cannon_ball	artillery	artillery_default		none	1	low	400	10	40	150.0	20.0	0.0	250	800	true	false	0.1	22.0	350.0	9.0	0	0	0	wh_emp_cannon_ball		wh_cannon_cannonball_normal	0.3	true		false	-1.0	1	0.0	350.0			0.0	false	true	45	very_high_low_entity	-1	false	false	true	false	1	false	false	true	true		0.0
grudge_wh_emp_mortar_shell	artillery	artillery_default	grudge_wh_main_emp_mortar_explosion	axe_spin	1	fixed	350	40	56	68.0	10.0	0.0	100	30	false	false	0.16	15.0	300.0	400.0	0	0	0	wh_emp_mortar		wh_mortar_cannonball	0.2	true		false	-1.0	1	0.0	50.0			0.0	false	true	52	low	-1	false	false	false	false	1	false	false	true	true		0.0
grudge_wh_emp_great_cannon_ball_canister	artillery	artillery_canister		none	90	low	150	0	40	100.0	10.0	5.0	20	5	false	false	0.05	15.0	180.0	15.0	15	0	0	wh_emp_rifle_bullet		wh_bullet	0.3	false		false	-1.0	1	0.0	5.0			0.0	false	true	45	very_high_low_entity	-1	false	false	false	true	1	false	false	true	false		0.0
grudge_wh_emp_great_cannon_ball_canister_my	artillery	artillery_canister		none	60	low	230	0	40	150.0	10.0	4.0	25	30	false	false	0.05	22.0	180.0	15.0	10	0	0	wh_emp_rifle_bullet		wh_bullet	0.3	false		false	-1.0	1	0.0	5.0			0.0	false	true	45	very_low	-1	false	false	false	true	1	false	false	true	false		0.0
grudge_wh_emp_blasting_charge	artillery	artillery_canister	grudge_wh_main_dwf_blasting_charge_explosion	grenade_spin	9	dual_low_fixed	200	7	88	50.0	10.0	4.0	30	10	true	false	0.2	15.0	180.0	2.0	10	0	0	wh_dwf_drakegun_trollhammer			-1.0	false		false	-1.0	1	0.0	20.0			10.0	false	false	55	very_low	-1	false	false	true	false	1	false	false	false	false		0.0
grudge_wh_dlc05_wef_swiftshiver_arrow	arrow	small_arm_flaming		none	2	dual_low_fixed	140	0	88	45.0	10.0	1.6	14	4	false	false	0.1	11.0	85.0	4.2	0	0	0	wh_dlc05_wef_swiftshiver_arrow		wh_bow_arrow_magical	-1.0	false		false	-1.0	1	0.0	3.0			0.0	true	true	45	very_low	-1	false	false	false	true	1	false	false	false	false		0.933
grudge_character_abilities_volley_of_high_arrows	arrow	small_arm_default		none	3	fixed	170	5	65	100.0	10.0	7.0	0	20	false	false	1.0	20.0	150.0	0.1	0	0	0	wh_dlc05_wef_swiftshiver_arrow		wh2_main_ability_volley_of_high_arrows	0.5	false		false	20.0	1	0.0	3.0	wh_dlc05_spell_arrow_of_kurnous		0.0	false	true	25	very_high_magic	-1	false	false	false	false	1	false	false	false	false		0.42
grudge_character_abilities_volley_of_dark_arrows	arrow	small_arm_default		none	3	fixed	170	5	65	100.0	10.0	10.0	20	14	false	false	1.0	20.0	150.0	0.1	0	0	0	wh_brt_longbow_arrow_fire		wh2_main_ability_volley_of_dark_arrows	0.5	false	wh_main_unit_contact_morale	false	20.0	1	0.0	3.0	wh_dlc05_spell_arrow_of_kurnous		1.0	false	true	25	very_high_magic	-1	false	false	false	false	1	false	false	false	false		0.42
grudge_wef_arrow_of_kurnous	arrow	small_arm_default		none	3	fixed	170	5	65	100.0	10.0	8.0	40	0	false	false	1.0	20.0	150.0	0.1	0	0	0	wh_brt_longbow_arrow_pox		wh_dlc05_weapon_abilities_arrow_of_kurnous	0.5	false	wh_main_unit_contact_poison	false	20.0	1	0.0	3.0	wh_dlc05_spell_arrow_of_kurnous		0.0	false	true	25	very_high_magic	-1	false	false	false	false	1	false	false	false	false		0.42
spell_ice_magic_ice_shards	arrow	artillery_explosive	spell_ice_magic_ice_shards	shell_spin	3	low	300	10	88	60.0	20.0	8.0	100	0	false	false	1.0	1.0	250.0	1.0	0	0	0	wh2_main_spell_high_magic_soul_quench		wh2_main_spell_high_magic_soul_quench	1.0	true		false	1.0	1	0.0	85.0	wh_main_spell_fire_fireball		0.0	true	true	30	medium_magic	-1	false	false	false	true	1	false	false	true	true		0.7
spell_ice_magic_ice_shards_upgraded	arrow	artillery_explosive	spell_ice_magic_ice_shards_upgraded	shell_spin	3	low	300	10	88	60.0	20.0	8.0	110	0	false	false	1.5	1.0	250.0	1.0	0	0	0	wh2_main_spell_high_magic_soul_quench		wh2_main_spell_high_magic_soul_quench	1.5	true		false	1.0	1	0.0	100.0	wh_main_spell_fire_fireball		0.0	true	true	30	medium_magic	-1	false	false	false	true	1	false	false	true	true		0.7
spell_ice_hailstorm	fireball	artillery_explosive	spell_ice_hailstorm	shell_spin	1	low	300	25	50	75.0	30.0	0.0	300	100	false	false	2.0	1.0	300.0	1.0	0	0	0	wh_main_spell_heavens_comet_of_casandora		wh_magic_comet_of_casandora	3.5	true		false	-1.0	1	0.0	300.0			0.0	true	true	45	all	-1	false	false	false	true	1	false	false	true	true		0.56
grudge_spell_fire_fireball	fireball	artillery_explosive	grudge_spell_fire_fireball	shell_spin	1	low	100	1	88	30.0	30.0	0.0	10	0	false	false	1.0	1.0	100.0	1.0	0	0	0	wh_main_spell_fire_fireball		wh_magic_fireball	1.0	true		false	0.9	1	0.0	25.0	wh_main_spell_fire_fireball		1.0	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true		1.4
grudge_abilities_lord_of_the_storm	artillery	artillery_explosive	grudge_abilities_lord_of_the_storm	none	1	low	50	5	50	120.0	30.0	0.0	0	100	false	false	1.5	1.0	50.0	1.0	0	0	0	wh_main_lord_abilities_lord_of_the_storm			1.5	true		false	0.8	1	0.0	20.0			0.0	true	true	45	high_magic	-1	false	false	false	false	1	false	false	true	true		0.0
arb_fatandira_bow_arrow	arrow	small_arm_default		none	1	dual_low_fixed	140	0	88	60.0	100.0	0.0	100	200	false	false	0.1	8.0	150.0	1.0	0	0	110	wh2_dlc13_emp_bow_arrow		wh_crossbow_bolt_normal_LH_multi_impact	0.1	false		false	-1.0	1	0.0	5.0			0.0	false	true	45	medium	300	false	false	false	false	1	false	false	false	false		0.7
hlf_glibfoot_hyshia_bolt	arrow	small_arm_default		none	2	dual_low_fixed	180	0	88	60.0	70.0	1.65	40	140	false	false	0.1	12.0	100.0	0.5	0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal_LH	0.1	false		false	-1.0	1	0.0	5.0			0.0	false	true	45	medium	300	false	false	false	false	1	false	false	false	false		0.7
hlf_glibfoot_hyshia_spell_bolt	misc	artillery_explosive	wh2_main_character_abilities_volley_of_high_arrows	none	2	dual_low_fixed	200	0	88	90.0	100.0	3.0	285	150	false	false	1.0	9.0	200.0	0.5	0	0	75	wh2_main_character_abilities_volley_of_high_arrows		wh2_main_ability_volley_of_high_arrows	3.0	false		false	5.0	1	1.0	25.0	wh_main_magic_missile		10.0	false	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	false		0.467
hlf_crossbow_fieldwarden_arrow	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	60.0	20.0	0.0	50	180	false	false	0.1	12.0	120.0	2.0	0	0	0	wh_brt_longbow_arrow		wh_bow_arrow_normal	-1.0	false		false	-1.0	1	0.0	5.0			0.0	false	true	45	medium	300	false	false	false	false	1	false	false	false	false		0.7
wh_dwf_dwarf_tank_cannon_ball	artillery	artillery_default	wh_main_dwf_dwarftank_main_explosion	none	1	low	245	0	45	90.0	25.0	0.0	50	340	true	false	0.1	12.0	275.0	9.0	0	0	0	wh_dwf_flame_cannon_blast		wh_flame_cannon_flame	1.1	true		false	3.0	1	0.0	340.0			1.0	false	true	45	very_high_low_entity	500	false	false	true	false	1	true	false	true	true		0.0
wh_dwf_dwarf_tank_steam_shot	artillery	artillery_explosive	wh2_main_hef_sun_dragon_explosion	none	10	low	40	5	15	30.0	100.0	15.0	50	150	false	false	1.0	6.0	80.0	10.0	0	0	0	wh2_hef_sun_dragon_breath		wh_dragon_breath_flame	1.0	true	wh_main_unit_contact_morale	false	3.0	1	0.45	15.0			5.0	false	true	45	high_magic	140	false	true	false	true	1	true	true	true	true		0.0
