key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost
troll_tech_nor_nw_01		wh2_main_nor_trollz	-2	tech_dlc08_nor_nw_01	nor_mil	0	999999	999999	0		
troll_tech_nor_nw_02		wh2_main_nor_trollz	-2	tech_dlc08_nor_nw_02	nor_mil	0	999999	999999	0		
troll_tech_nor_nw_03		wh2_main_nor_trollz	-2	tech_dlc08_nor_nw_03	nor_mil	0	999999	999999	0		
troll_tech_nor_nw_04		wh2_main_nor_trollz	-2	tech_dlc08_nor_nw_04	nor_mil	0	999999	999999	0		
troll_tech_nor_nw_05		wh2_main_nor_trollz	-2	tech_dlc08_nor_nw_05	nor_mil	0	999999	999999	0		
troll_tech_nor_nw_06		wh2_main_nor_trollz	-2	tech_dlc08_nor_nw_06	nor_mil	0	999999	999999	0		
troll_tech_nor_nw_07		wh2_main_nor_trollz	-2	tech_dlc08_nor_nw_07	nor_mil	0	999999	999999	0		
troll_tech_nor_nw_08		wh2_main_nor_trollz	-2	tech_dlc08_nor_nw_08	nor_mil	0	999999	999999	0		
troll_tech_nor_nw_09		wh2_main_nor_trollz	-2	tech_dlc08_nor_nw_09	nor_mil	0	999999	999999	0		
troll_tech_nor_nw_10		wh2_main_nor_trollz	-2	tech_dlc08_nor_nw_10	nor_mil	0	999999	999999	0		
troll_tech_nor_nw_11		wh2_main_nor_trollz	-2	tech_dlc08_nor_nw_11	nor_mil	0	999999	999999	0		
troll_tech_nor_nw_20		wh2_main_nor_trollz	-2	tech_dlc08_nor_nw_20	nor_mil	0	999999	999999	0		
troll_tech_nor_nw_21		wh2_main_nor_trollz	-2	tech_dlc08_nor_nw_21	nor_mil	0	999999	999999	0		
troll_tech_nor_other_01		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_01	nor_mil	0	999999	999999	0		
troll_tech_nor_other_02		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_02	nor_mil	0	999999	999999	0		
troll_tech_nor_other_03		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_03	nor_mil	0	999999	999999	0		
troll_tech_nor_other_04		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_04	nor_mil	0	999999	999999	0		
troll_tech_nor_other_05		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_05	nor_mil	0	999999	999999	0		
troll_tech_nor_other_06		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_06	nor_mil	0	999999	999999	0		
troll_tech_nor_other_07		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_07	nor_mil	0	999999	999999	0		
troll_tech_nor_other_08		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_08	nor_mil	0	999999	999999	0		
troll_tech_nor_other_09		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_09	nor_mil	0	999999	999999	0		
troll_tech_nor_other_10		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_10	nor_mil	0	999999	999999	0		
troll_tech_nor_other_11		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_11	nor_mil	0	999999	999999	0		
troll_tech_nor_other_12		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_12	nor_mil	0	999999	999999	0		
troll_tech_nor_other_13		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_13	nor_mil	0	999999	999999	0		
troll_tech_nor_other_14		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_14	nor_mil	0	999999	999999	0		
troll_tech_nor_other_15		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_15	nor_mil	0	999999	999999	0		
troll_tech_nor_other_16		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_16	nor_mil	0	999999	999999	0		
troll_tech_nor_other_17		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_17	nor_mil	0	999999	999999	0		
troll_tech_nor_other_18		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_18	nor_mil	0	999999	999999	0		
troll_tech_nor_other_19		wh2_main_nor_trollz	-2	tech_dlc08_nor_other_19	nor_mil	0	999999	999999	0		
