diplomacy_negotiation_string_options_tables	4
key	string	option	group
demand_join_war	Troll_Dip_Demand_Join_War_01	0	diplomacy_Subcult_Troll
demand_join_war	Troll_Dip_Demand_Join_War_02	1	diplomacy_Subcult_Troll
demand_join_war	Troll_Dip_Demand_Join_War_03	2	diplomacy_Subcult_Troll
demand_payment	Troll_Dip_Demand_Payments_Neutral_01	0	diplomacy_Subcult_Troll
generic_offer_demand	Troll_Dip_Generic_Offer_Neutral_01	0	diplomacy_Subcult_Troll
generic_offer_demand	Troll_Dip_Generic_Offer_Neutral_02	1	diplomacy_Subcult_Troll
generic_offer_demand	Troll_Dip_Generic_Offer_Neutral_03	2	diplomacy_Subcult_Troll
generic_reject	Troll_Dip_Rejection_Neutral_01	0	diplomacy_Subcult_Troll
generic_reject	Troll_Dip_Rejection_Neutral_02	1	diplomacy_Subcult_Troll
generic_reject	Troll_Dip_Rejection_Neutral_03	2	diplomacy_Subcult_Troll
offer_cooperation	Troll_Dip_Offer_Cooperation_01	0	diplomacy_Subcult_Troll
offer_cooperation	Troll_Dip_Offer_Cooperation_02	1	diplomacy_Subcult_Troll
offer_cooperation	Troll_Dip_Offer_Cooperation_03	2	diplomacy_Subcult_Troll
offer_demand_peace	Troll_Dip_Offer_Peace_01	0	diplomacy_Subcult_Troll
offer_demand_peace	Troll_Dip_Offer_Peace_02	1	diplomacy_Subcult_Troll
offer_demand_peace	Troll_Dip_Offer_Peace_03	2	diplomacy_Subcult_Troll
offer_join_war	Troll_Dip_Offer_Join_War_01	0	diplomacy_Subcult_Troll
offer_join_war	Troll_Dip_Offer_Join_War_02	1	diplomacy_Subcult_Troll
offer_join_war	Troll_Dip_Offer_Join_War_03	2	diplomacy_Subcult_Troll
offer_payment	Troll_Dip_Offer_Gift_01	0	diplomacy_Subcult_Troll
offer_payment	Troll_Dip_Offer_Gift_02	1	diplomacy_Subcult_Troll
offer_payment	Troll_Dip_Offer_Gift_03	2	diplomacy_Subcult_Troll
receive	Troll_Dip_Greet_Neu_01	0	diplomacy_Subcult_Troll
receive	Troll_Dip_Greet_Neu_02	1	diplomacy_Subcult_Troll
receive	Troll_Dip_Greet_Neu_03	2	diplomacy_Subcult_Troll
reject_offer_demand_peace	Troll_Dip_Reject_Peace_01	0	diplomacy_Subcult_Troll
reject_offer_demand_peace	Troll_Dip_Reject_Peace_02	1	diplomacy_Subcult_Troll
reject_offer_demand_peace	Troll_Dip_Reject_Peace_03	2	diplomacy_Subcult_Troll
reject_subjugation	Troll_Dip_Reject_Join_Confederation_01	0	diplomacy_Subcult_Troll
reject_subjugation	Troll_Dip_Reject_Join_Confederation_02	1	diplomacy_Subcult_Troll
reject_subjugation	Troll_Dip_Reject_Join_Confederation_03	2	diplomacy_Subcult_Troll
war	Troll_Dip_War_01	0	diplomacy_Subcult_Troll
war	Troll_Dip_War_02	1	diplomacy_Subcult_Troll
war	Troll_Dip_War_03	2	diplomacy_Subcult_Troll
