technology	effect	effect_scope	value
elo_fimir_magic_3	wh_dlc08_effect_agent_recruitment_xp_dignitary_norsca	faction_to_province_own_unseen	4.0
elo_fimir_magic_4	wh_main_effect_agent_movement_range_mod	faction_to_character_own_unseen	10.0
elo_fimir_magic_4	wh_main_effect_force_army_campaign_ambush_attack_success_chance	faction_to_force_own_unseen	10.0
elo_fimir_magic_5	wh2_main_effect_unit_stat_mod_ward_save_magic_all_units	faction_to_force_own_unseen	15.0
elo_fimir_chaos_loyalist_1	wh_main_effect_religion_conversion_chaos_technologies	faction_to_faction_own	2.0
elo_fimir_chaos_loyalist_2	wh2_dlc11_effect_unit_stat_mod_ward_physical_all_units	faction_to_force_own	5.0
elo_fimir_chaos_loyalist_2	elo_demons_papa_nurgle	faction_to_force_own	10.0
elo_fimir_chaos_loyalist_3	wh_main_effect_public_order_tech	faction_to_province_own_unseen	2.0
elo_fimir_chaos_loyalist_3	wh_main_effect_force_army_battle_movement_speed	faction_to_force_own	8.0
elo_fimir_chaos_loyalist_4	wh_main_effect_force_unit_stat_melee_damage_attacking	faction_to_force_own	10.0
elo_fimir_chaos_loyalist_4	wh_main_effect_force_unit_stat_morale_attacking	faction_to_force_own	10.0
elo_fimir_chaos_loyalist_4	elo_demons_khoooorne	faction_to_force_own	1.0
elo_fimir_chaos_loyalist_5	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	10.0
elo_fimir_chaos_loyalist_5	wh_main_effect_character_stat_mod_miscast_chance	faction_to_character_own_unseen	-10.0
elo_fimir_chaos_loyalist_5	wh2_dlc12_effect_magic_cooldown_all_lores	faction_to_character_own_unseen	-15.0
elo_fimir_military_1	elo_fimir_shearl_ma	faction_to_force_own_unseen	6.0
elo_fimir_military_1	elo_fimir_shearl_md	faction_to_force_own_unseen	4.0
elo_fimir_military_2	elo_fimir_useful_shearls_wps	faction_to_force_own_unseen	15.0
elo_fimir_military_2	elo_fimir_useful_shearls_charge	faction_to_force_own_unseen	15.0
elo_fimir_military_2	elo_fimir_useful_shearls_ammo	faction_to_force_own_unseen	20.0
elo_fimir_military_2	elo_fimir_useful_shearls_mdmg	faction_to_force_own_unseen	15.0
elo_fimir_military_3	fimir_warrior_elite_up	faction_to_force_own_unseen	-10.0
elo_fimir_military_3	fimir_warrior_elite_cost	faction_to_province_own_unseen	-25.0
elo_fimir_military_4	fimir_warrior_elite_xp	faction_to_character_own_unseen	4.0
elo_fimir_military_4	fimir_warrior_elite_wps	faction_to_force_own_unseen	20.0
elo_fimir_military_4	fimir_warrior_elite_armour	faction_to_force_own_unseen	15.0
elo_fimir_military_5	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	6.0
elo_fimir_culture_eco	wh2_main_effect_slave_income_modifier	faction_to_region_own_unseen	20.0
elo_fimir_culture_eco	wh2_main_effect_slave_public_order_modifier	faction_to_province_own_unseen	-35.0
elo_fimir_culture_eco	wh_main_effect_force_all_campaign_captives	faction_to_force_own_unseen	25.0
elo_fimir_culture_eco	wh_main_effect_economy_gdp_mod_all	faction_to_region_own_unseen	50.0
elo_fimir_magic_loyalist	wh_main_effect_religion_conversion_chaos_technologies	faction_to_faction_own	6.0
elo_fimir_magic_loyalist	wh_dlc08_effect_ability_enable_rage	faction_to_force_own	1.0
elo_fimir_magic_loyalist	wh_main_effect_force_unit_stat_morale	faction_to_force_own_unseen	5.0
elo_fimir_eco_military	wh_dlc08_effect_skill_morale_increase_fimirs	faction_to_force_own	10.0
elo_fimir_eco_military	wh_dlc08_effect_tech_unit_stat_melee_defence_fimirs	faction_to_force_own	10.0
elo_fimir_eco_military	dlc08_nor_fimirs_ma	faction_to_force_own	10.0
elo_fimir_eco_military	dlc08_nor_fimirs_up	faction_to_force_own_unseen	-10.0
elo_fimir_loyalist_creatures	elo_fen_monster_rulers_matt	faction_to_force_own	15.0
elo_fimir_loyalist_creatures	elo_fen_monster_rulers_morale	faction_to_force_own	5.0
elo_fimir_loyalist_creatures	elo_fen_monster_rulers_resmis	faction_to_force_own	20.0
elo_fimir_loyalist_creatures	elo_fen_monster_rulers_cost	faction_to_province_own_unseen	-25.0
elo_fimir_military_magic	elo_fen_lord_heroes	faction_to_force_own_unseen	1.0
elo_fimir_military_magic	elo_fen_lord_heroes_ward	faction_to_force_own_unseen	20.0
elo_fimir_swamp_creatures_1	elo_low_level_swamp_dwellers_rep	faction_to_force_own_unseen	30.0
elo_fimir_swamp_creatures_1	elo_low_level_swamp_dwellers_speed	faction_to_force_own_unseen	20.0
elo_fimir_swamp_creatures_1	elo_low_level_swamp_dwellers_vsinf	faction_to_force_own_unseen	3.0
elo_fimir_swamp_creatures_2	elo_fimir_trolls_charge	faction_to_force_own_unseen	15.0
elo_fimir_swamp_creatures_2	elo_fimir_trolls_ma	faction_to_force_own_unseen	5.0
elo_fimir_swamp_creatures_2	elo_fimir_trolls_armour	faction_to_force_own_unseen	10.0
elo_fimir_swamp_creatures_3	elo_swamp_riders_speed	faction_to_force_own_unseen	20.0
elo_fimir_swamp_creatures_3	elo_swamp_riders_vsinf	faction_to_force_own_unseen	8.0
elo_fimir_swamp_creatures_3	elo_swamp_riders_charge	faction_to_force_own_unseen	10.0
elo_fimir_swamp_creatures_5	elo_fen_big_dwellers_xp	faction_to_character_own_unseen	4.0
elo_fimir_swamp_creatures_5	elo_fen_big_dwellers_up	faction_to_force_own_unseen	-20.0
elo_fimir_swamp_creatures_5	elo_fen_big_dwellers_ward	faction_to_force_own_unseen	15.0
elo_fimir_swamp_creatures_4	albion_monsters_fen_mdef	faction_to_force_own_unseen	12.0
elo_fimir_swamp_creatures_4	albion_monsters_fen_mattk	faction_to_force_own_unseen	6.0
