technologies_tables	5
key	building_level	position_index	icon_name	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	mp_available_early	mp_available_late	info_pic	unique_index	is_civil	is_engineering	is_military
araby_tech_neu_1		1	wh2_liz_tech_verse_of_scrying	0	0	0	0	false	false	"placeholder.tga"	250519909	false	false	true
araby_tech_neu_2		1	tech_dlc08_nor_master_of_beasts	0	0	0	0	false	false	"placeholder.tga"	250519910	false	false	true
araby_tech_neu_3		1	wh2_def_tech_blood_and_death	0	0	0	0	false	false	"placeholder.tga"	250519911	false	false	true
araby_tech_neu_4		1	wh_main_emp_draft_irregulars	0	0	0	0	false	false	"placeholder.tga"	250519912	false	false	true
araby_tech_neu_5		1	wh2_dlc13_emp_ordnance_canisters	0	0	0	0	false	false	"placeholder.tga"	250519913	false	false	true
araby_tech_neu_6		1	wh_main_emp_volley_fire	0	0	0	0	false	false	"placeholder.tga"	250519914	false	false	true
araby_tech_neu_eco_1		1	tech_dlc09_ancient_quarries	0	0	0	0	false	false	"placeholder.tga"	250519915	false	false	true
araby_tech_neu_eco_2		1	tech_dlc07_brt_economy_other_2	0	0	0	0	false	false	"placeholder.tga"	250519915	false	false	true
araby_tech_neu_eco_3		1	wh2_def_tech_masters_of_murder	0	0	0	0	false	false	"placeholder.tga"	250519916	false	false	true
araby_tech_neu_eco_4		1	wh2_def_tech_recruit_convicts	0	0	0	0	false	false	"placeholder.tga"	250519917	false	false	true
araby_tech_neu_eco_5		1	wh2_hef_tech_naval_empire	0	0	0	0	false	false	"placeholder.tga"	250519918	false	false	true
araby_tech_neu_eco_6		1	tech_dlc13_emp_wulfhart_2	0	0	0	0	false	false	"placeholder.tga"	250519919	false	false	true
araby_tech_neu_0		1	wh_main_emp_state_issued_infantry_armour	0	0	0	0	false	false	"placeholder.tga"	250519920	false	false	true
araby_tech_neu_eco_0		1	wh_main_emp_siege_experts	0	0	0	0	false	false	"placeholder.tga"	250519921	false	false	true
grudge_tech_1		1	tech_dlc09_ancient_battle_sites	0	0	0	0	false	false	"placeholder.tga"	250519922	false	false	true
grudge_tech_2		1	tech_dlc08_nor_one_with_beasts	0	0	0	0	false	false	"placeholder.tga"	250519923	false	false	true
grudge_tech_3		1	wh_main_dwf_ancestral_tombs	0	0	0	0	false	false	"placeholder.tga"	250519924	false	false	true
grudge_tech_4		1	wh2_dlc13_emp_ordnance_canisters	0	0	0	0	false	false	"placeholder.tga"	250519925	false	false	true
scythan_tech_neu_7		1	tech_dlc09_hero_cap_tomb_prince	0	0	0	0	false	false	"placeholder.tga"	250519926	false	false	true
scythan_tech_neu_8		1	tech_dlc09_the_ossuary_dirge	0	0	0	0	false	false	"placeholder.tga"	250519927	false	false	true
araby_tech_good_9		1	tech_dlc12_brt_decrees	0	0	0	0	false	false	"placeholder.tga"	328800076	false	false	true
araby_tech_bad_9		1	tech_dlc07_brt_economy_other_1	0	0	0	0	false	false	"placeholder.tga"	328800077	false	false	true
scimitar_tech_neu_7		1	tech_cst_command_05	0	0	0	0	false	false	"placeholder.tga"	250519926	false	false	true
scimitar_tech_neu_8		1	tech_cst_command_07	0	0	0	0	false	false	"placeholder.tga"	250519927	false	false	true
