ancillary	subculture
wh2_main_anc_follower_def_diplomat	wh_main_sc_emp_araby
wh2_main_anc_follower_def_cultist	wh_main_sc_emp_araby
wh2_main_anc_follower_def_bodyguard	wh_main_sc_emp_araby
wh2_main_anc_follower_def_beastmaster	wh_main_sc_emp_araby
wh2_main_anc_follower_def_apprentice_assassin	wh_main_sc_emp_araby
wh2_dlc15_anc_follower_mandelour	wh_main_sc_emp_araby
wh2_dlc14_anc_follower_malus_urial	wh_main_sc_emp_araby
wh2_dlc14_anc_follower_malus_nagaira	wh_main_sc_emp_araby
wh2_dlc14_anc_follower_malus_lurhan	wh_main_sc_emp_araby
wh2_dlc14_anc_follower_malus_isilvar	wh_main_sc_emp_araby
wh2_dlc14_anc_follower_malus_hauclir	wh_main_sc_emp_araby
wh2_dlc14_anc_follower_malus_engvin	wh_main_sc_emp_araby
wh2_dlc14_anc_follower_malus_edlire	wh_main_sc_emp_araby
wh2_dlc14_anc_follower_malus_balneth_bale	wh_main_sc_emp_araby
wh2_dlc14_anc_follower_malus_arleth_vann	wh_main_sc_emp_araby
wh2_dlc09_anc_follower_tmb_ushabti_bodyguard	wh_main_sc_emp_araby
wh2_dlc09_anc_follower_tmb_tombfleet_taskmaster	wh_main_sc_emp_araby
wh2_dlc09_anc_follower_tmb_skeletal_labourer	wh_main_sc_emp_araby
wh2_dlc09_anc_follower_tmb_priest_of_ptra	wh_main_sc_emp_araby
wh2_dlc09_anc_follower_tmb_legionnaire_of_asaph	wh_main_sc_emp_araby
wh2_dlc09_anc_follower_tmb_high_born_of_khemri	wh_main_sc_emp_araby
wh2_dlc09_anc_follower_tmb_cultist_of_usirian	wh_main_sc_emp_araby
wh2_dlc09_anc_follower_tmb_charnel_valley_necrotect	wh_main_sc_emp_araby
wh2_dlc09_anc_follower_tmb_acolyte_of_sokth	wh_main_sc_emp_araby
wh_main_anc_follower_undead_warp_stone_hunter	wh_main_sc_emp_araby
wh_main_anc_follower_undead_warlock	wh_main_sc_emp_araby
wh_main_anc_follower_undead_possessed_mirror	wh_main_sc_emp_araby
wh_main_anc_follower_undead_poltergeist	wh_main_sc_emp_araby
wh_main_anc_follower_undead_mortal_informer	wh_main_sc_emp_araby
wh_main_anc_follower_undead_manservant	wh_main_sc_emp_araby
wh_main_anc_follower_undead_corpse_thief	wh_main_sc_emp_araby
wh_main_anc_follower_undead_carrion	wh_main_sc_emp_araby
wh_main_anc_follower_undead_black_cat	wh_main_sc_emp_araby
wh_main_anc_follower_halfling_fieldwarden	wh_main_sc_emp_araby
wh_main_anc_follower_empire_woodsman	wh_main_sc_emp_araby
wh_main_anc_follower_empire_watchman	wh_main_sc_emp_araby
wh_main_anc_follower_empire_tradesman	wh_main_sc_emp_araby
wh_main_anc_follower_empire_thief	wh_main_sc_emp_araby
wh_main_anc_follower_empire_seaman	wh_main_sc_emp_araby
wh_main_anc_follower_empire_scribe	wh_main_sc_emp_araby
wh_main_anc_follower_empire_road_warden	wh_main_sc_emp_araby
wh_main_anc_follower_empire_rat_catcher	wh_main_sc_emp_araby
wh_main_anc_follower_empire_peasant	wh_main_sc_emp_araby
wh_main_anc_follower_empire_noble	wh_main_sc_emp_araby
wh_main_anc_follower_empire_messenger	wh_main_sc_emp_araby
wh_main_anc_follower_empire_marine	wh_main_sc_emp_araby
wh_main_anc_follower_empire_light_college_acolyte	wh_main_sc_emp_araby
wh_main_anc_follower_empire_jailer	wh_main_sc_emp_araby
wh_main_anc_follower_empire_hunter	wh_main_sc_emp_araby
wh_main_anc_follower_empire_ferryman	wh_main_sc_emp_araby
wh_main_anc_follower_empire_entertainer	wh_main_sc_emp_araby
wh_main_anc_follower_empire_coachman	wh_main_sc_emp_araby
wh_main_anc_follower_empire_charcoal_burner	wh_main_sc_emp_araby
wh_main_anc_follower_empire_camp_follower	wh_main_sc_emp_araby
wh_main_anc_follower_empire_burgher	wh_main_sc_emp_araby
wh_main_anc_follower_empire_bone_picker	wh_main_sc_emp_araby
wh_main_anc_follower_empire_barber_surgeon	wh_main_sc_emp_araby
wh_main_anc_follower_empire_apprentice_wizard	wh_main_sc_emp_araby
wh_main_anc_follower_empire_agitator	wh_main_sc_emp_araby
wh_main_anc_follower_bretonnia_squire	wh_main_sc_emp_araby
wh_main_anc_follower_bretonnia_court_jester	wh_main_sc_emp_araby
wh_main_anc_follower_all_student	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_zealot	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_valet	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_vagabond	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_tomb_robber	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_tollkeeper	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_thug	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_soldier	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_smuggler	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_servant	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_rogue	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_protagonist	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_outrider	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_outlaw	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_ogres_pit_fighter	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_militiaman	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_mercenary	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_kislevite_kossar	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_initiate	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_grave_robber	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_fisherman	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_bounty_hunter	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_bodyguard	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_boatman	wh_main_sc_emp_araby
wh_main_anc_follower_all_men_bailiff	wh_main_sc_emp_araby
wh_main_anc_follower_all_hedge_wizard	wh_main_sc_emp_araby
wh_dlc08_anc_follower_whalers	wh_main_sc_emp_araby
wh_dlc08_anc_follower_slave_worker	wh_main_sc_emp_araby
wh_dlc08_anc_follower_skaeling_trader	wh_main_sc_emp_araby
wh_dlc08_anc_follower_seer	wh_main_sc_emp_araby
wh_dlc08_anc_follower_mountain_scout	wh_main_sc_emp_araby
wh_dlc08_anc_follower_mammoth	wh_main_sc_emp_araby
wh_dlc08_anc_follower_kurgan_slave_merchant	wh_main_sc_emp_araby
wh_dlc08_anc_follower_dragonbone_raiders	wh_main_sc_emp_araby
wh_dlc08_anc_follower_cathy_slave_dancers	wh_main_sc_emp_araby
wh_dlc08_anc_follower_beserker	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_troll_slayer	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_treasure_hunter	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_teller_of_tales	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_stonemason	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_shipwright	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_sapper	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_runebearer	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_reckoner	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_prospector	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_powder_mixer	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_miner	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_jewelsmith	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_guildmaster	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_grudgekeeper	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_goldsmith	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_dwarfen_tattooist	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_dwarf_bride	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_daughter_of_valaya	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_cooper	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_choir_master	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_candle_maker	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_brewmaster	wh_main_sc_emp_araby
wh_main_anc_follower_dwarfs_archivist	wh_main_sc_emp_araby
wh_dlc03_anc_follower_beastmen_spawn_wrangler	wh_main_sc_emp_araby
wh_dlc03_anc_follower_beastmen_pox_carrier	wh_main_sc_emp_araby
wh_dlc03_anc_follower_beastmen_mannish_thrall	wh_main_sc_emp_araby
wh_dlc03_anc_follower_beastmen_flying_spy	wh_main_sc_emp_araby
wh_dlc03_anc_follower_beastmen_flayer	wh_main_sc_emp_araby
wh_dlc03_anc_follower_beastmen_chieftains_pet	wh_main_sc_emp_araby
wh_dlc03_anc_follower_beastmen_bray_shamans_familiar	wh_main_sc_emp_araby
wh_dlc01_anc_follower_chaos_slave_master	wh_main_sc_emp_araby
wh_dlc01_anc_follower_chaos_possessed	wh_main_sc_emp_araby
wh_dlc01_anc_follower_chaos_oar_slave	wh_main_sc_emp_araby
wh_dlc01_anc_follower_chaos_mutant	wh_main_sc_emp_araby
wh_dlc01_anc_follower_chaos_kurgan_chieftain	wh_main_sc_emp_araby
wh_dlc01_anc_follower_chaos_huscarl	wh_main_sc_emp_araby
wh_dlc01_anc_follower_chaos_collector	wh_main_sc_emp_araby
wh_dlc01_anc_follower_chaos_beast_tamer	wh_main_sc_emp_araby
wh_dlc01_anc_follower_chaos_barbarian	wh_main_sc_emp_araby
wh_main_anc_follower_greenskins_swindla	wh_main_sc_emp_araby
wh_main_anc_follower_greenskins_snotling_scavengers	wh_main_sc_emp_araby
wh_main_anc_follower_greenskins_serial_loota	wh_main_sc_emp_araby
wh_main_anc_follower_greenskins_pit_boss	wh_main_sc_emp_araby
wh_main_anc_follower_greenskins_idol_carva	wh_main_sc_emp_araby
wh_main_anc_follower_greenskins_gobbo_ranta	wh_main_sc_emp_araby
wh_main_anc_follower_greenskins_dung_collector	wh_main_sc_emp_araby
wh_main_anc_follower_greenskins_dog_boy_scout	wh_main_sc_emp_araby
wh_main_anc_follower_greenskins_bully	wh_main_sc_emp_araby
wh_main_anc_follower_greenskins_bat-winged_loony	wh_main_sc_emp_araby
wh_main_anc_follower_greenskins_backstabba	wh_main_sc_emp_araby
wh_dlc05_anc_follower_young_stag	wh_main_sc_emp_araby
wh_dlc05_anc_follower_vauls_anvil_smith	wh_main_sc_emp_araby
wh_dlc05_anc_follower_royal_standard_bearer	wh_main_sc_emp_araby
wh_dlc05_anc_follower_hunting_hound	wh_main_sc_emp_araby
wh_dlc05_anc_follower_hawk_companion	wh_main_sc_emp_araby
wh_dlc05_anc_follower_forest_spirit	wh_main_sc_emp_araby
wh_dlc05_anc_follower_elder_scout	wh_main_sc_emp_araby
wh_dlc05_anc_follower_dryad_spy	wh_main_sc_emp_araby
wh2_main_anc_follower_sea_cucumber	wh_main_sc_emp_araby
wh2_dlc11_anc_follower_cst_travelling_necromancer	wh_main_sc_emp_araby
wh2_dlc11_anc_follower_cst_sartosa_navigator	wh_main_sc_emp_araby
