character_skill_level_to_effects_junctions_tables	1
character_skill_key	effect_key	effect_scope	level	value
magic_ice_tempest	effect_magic_ice_reduce_wom_cost_tempest	character_to_character_own	3	-1.0
magic_ice_tempest	effect_magic_ice_reduce_wom_cost_tempest_upgraded	character_to_character_own	3	-2.0
magic_ice_tempest	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_tempest	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_tempest	effect_magic_ice_cooldown_tempest	character_to_character_own	3	-50.0
magic_ice_hailstorm	effect_magic_ice_enable_hailstorm	character_to_character_own	1	1.0
magic_ice_hailstorm	effect_magic_ice_enable_hailstorm_upgraded	character_to_character_own	2	1.0
magic_ice_hailstorm	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_hailstorm	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_hailstorm	effect_magic_ice_cooldown_hailstorm	character_to_character_own	2	-30.0
magic_ice_hailstorm	effect_magic_ice_enable_hailstorm_upgraded	character_to_character_own	3	1.0
magic_ice_hailstorm	effect_magic_ice_miscast_reduction_hailstorm_upgraded	character_to_character_own	3	-15.0
magic_ice_hailstorm	effect_magic_ice_reduce_wom_cost_hailstorm	character_to_character_own	3	-1.0
magic_ice_hailstorm	effect_magic_ice_reduce_wom_cost_hailstorm_upgraded	character_to_character_own	3	-2.0
magic_ice_hailstorm	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_hailstorm	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_hailstorm	effect_magic_ice_cooldown_hailstorm	character_to_character_own	3	-50.0
skill_all_magic_ice_winter	effect_ability_enable_ice_winter	character_to_character_own	1	1.0
skill_all_magic_ice_winter	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
skill_all_magic_ice_winter	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_volley_of_arrows	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_volley_of_dark_arrows	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_arrow_of_kurnous	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_shrapnel_shot	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_pepperpot	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_attack_main1	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_attack_main2	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_attack_side1	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_attack_side2	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_attack_side3	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_attack_starter	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_damage_main1	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_damage_main2	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_damage_side1	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_damage_side2	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_damage_side3	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_damage_starter	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_defence_main1	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_defence_main2	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_defence_side1	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_defence_side2	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_defence_side3	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_defence_starter	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_armour_main1	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_armour_main2	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_armour_side1	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_armour_side2	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_armour_side3	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_armour_starter	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_speed_main1	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_speed_main2	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_speed_side1	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_speed_side2	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_speed_side3	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_speed_starter	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_charge_main1	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_charge_main2	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_charge_side1	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_charge_side2	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_charge_side3	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_skill_charge_starter	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
grudge_volley_of_arrows	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_volley_of_dark_arrows	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_arrow_of_kurnous	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_shrapnel_shot	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_pepperpot	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_attack_main1	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_attack_main2	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_attack_side1	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_attack_side2	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_attack_side3	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_attack_starter	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_damage_main1	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_damage_main2	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_damage_side1	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_damage_side2	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_damage_side3	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_damage_starter	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_defence_main1	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_defence_main2	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_defence_side1	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_defence_side2	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_defence_side3	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_defence_starter	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_armour_main1	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_armour_main2	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_armour_side1	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_armour_side2	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_armour_side3	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_armour_starter	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_speed_main1	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_speed_main2	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_speed_side1	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_speed_side2	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_speed_side3	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_speed_starter	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_charge_main1	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_charge_main2	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_charge_side1	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_charge_side2	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_charge_side3	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_skill_charge_starter	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
grudge_volley_of_arrows	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_volley_of_dark_arrows	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_arrow_of_kurnous	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_shrapnel_shot	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_pepperpot	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_attack_main1	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_attack_main2	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_attack_main2	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	1	6.0
grudge_skill_attack_side1	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_attack_side2	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_attack_side3	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_attack_starter	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_damage_main1	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_damage_main2	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_damage_side1	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_damage_side2	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_damage_side3	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_damage_starter	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_defence_main1	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_defence_main2	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_defence_side1	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_defence_side2	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_defence_side3	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_defence_starter	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_armour_main1	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_armour_main2	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_armour_side1	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_armour_side2	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_armour_side3	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_armour_starter	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_speed_main1	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_speed_main2	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_speed_side1	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_speed_side2	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_speed_side3	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
grudge_skill_speed_starter	grudge_effect_upkeep_for_grudge	character_to_force_own	1	1.0
