id	duration	effect_type	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	heal_amount_duplicate	damage_chance	damage_amount	max_damaged_entities	heal_amount	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	recharge_time	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group
spell_ice_ice_blizzard_upgraded	30.0	negative		false	false	false	0.0	0.0	45.0	1.0	0	0.2	7	20	0	false	0.0	0.0	false	0		wh_dlc05_spell_shadow_melkoths_mystifying_miasma	wh_dlc05_spell_shadow_melkoths_mystifying_miasma	-1.0	false	true	true	0.0	
spell_ice_tempest	15.0	negative		false	true	false	0.0	0.0	0.0	1.0	0	0.18	5	15	0	false	0.0	0.0	false	0		wh2_main_spell_high_magic_tempest		-1.0	false	true	true	0.0	
spell_ice_tempest_upgraded	30.0	negative		false	true	false	0.0	0.0	0.0	1.0	0	0.18	5	15	0	false	0.0	0.0	false	0		wh2_main_spell_high_magic_tempest		-1.0	false	true	true	0.0	
lore_passive_ice_winter	15.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
lore_passive_ice_cold	15.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
wh_main_unit_passive_bear_kin	20.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0			wh_ability_positive	-1.0	false	false	false	0.0	
wh_main_unit_abilities_chekist	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0			wh_ability_positive	-1.0	false	true	false	0.0	
wh_main_unit_passive_glorious	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0			wh_ability_positive	-1.0	false	false	false	0.0	
wh_main_unit_ability_prayer	30.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	50.0	false	true	false	0.0	
wh_main_unit_ability_growl	25.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	45.0	false	true	false	0.0	
wh_main_unit_abilities_camp	20.0	positive		false	true	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_banner	wh_ability_positive_one_shot	-1.0	false	true	true	0.0	
wh_main_unit_abilities_widow_miscast	-1.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
grudge_ballistics_calibration1	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1.0	false	true	true	0.0	
grudge_ballistics_calibration2	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1.0	false	true	true	0.0	
grudge_ballistics_calibration3	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1.0	false	true	true	0.0	
grudge_explosion1	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1.0	false	true	true	0.0	
grudge_apexplosion1	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1.0	false	true	true	0.0	
grudge_explosion2	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1.0	false	true	true	0.0	
grudge_apexplosion2	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1.0	false	true	true	0.0	
grudge_explosion3	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1.0	false	true	true	0.0	
grudge_apexplosion3	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1.0	false	true	true	0.0	
grudge_weapon_abilities_hellfire_sword	35.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	10		wh_main_spell_fire_flaming_sword_of_rhuin	wh_main_spell_fire_flaming_sword_of_rhuin	-1.0	false	true	true	0.0	
grudge_item_abilities_horn_of_urgok	15.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_attack	wh_ability_positive	-1.0	false	true	true	0.0	
grudge_item_abilities_banner_of_arcane_warding	-1.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	-1.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
grudge_item_abilities_spelleater_shield	-1.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	-1.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
grudge_ability_swiftness_of_itzl	35.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1.0	0	-1	0	false	0.0	0.0	false	0			wh_ability_positive_one_shot	-1.0	false	true	true	0.0	
grudge_ability_skv_verminous_valour	14.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1.0	0	-1	0	false	0.0	0.0	false	0			wh_ability_positive_one_shot	-1.0	false	true	true	0.0	
