diplomacy_negotiation_string_options_tables	4
key	string	option	group
generic_offer_demand	Scimitar_Dip_Generic_Offer_Neutral_03	2	diplomacy_Faction_Scimitar
generic_reject	Scimitar_Dip_Rejection_Neutral_01	0	diplomacy_Faction_Scimitar
generic_reject	Scimitar_Dip_Rejection_Neutral_02	1	diplomacy_Faction_Scimitar
generic_reject	Scimitar_Dip_Rejection_Neutral_03	2	diplomacy_Faction_Scimitar
offer_cooperation	Scimitar_Dip_Offer_Cooperation_01	0	diplomacy_Faction_Scimitar
offer_cooperation	Scimitar_Dip_Offer_Cooperation_02	1	diplomacy_Faction_Scimitar
offer_cooperation	Scimitar_Dip_Offer_Cooperation_03	2	diplomacy_Faction_Scimitar
offer_demand_peace	Scimitar_Dip_Offer_Peace_01	0	diplomacy_Faction_Scimitar
offer_demand_peace	Scimitar_Dip_Offer_Peace_02	1	diplomacy_Faction_Scimitar
offer_demand_peace	Scimitar_Dip_Offer_Peace_03	2	diplomacy_Faction_Scimitar
offer_join_war	Scimitar_Dip_Offer_Join_War_01	0	diplomacy_Faction_Scimitar
offer_join_war	Scimitar_Dip_Offer_Join_War_02	1	diplomacy_Faction_Scimitar
offer_join_war	Scimitar_Dip_Offer_Join_War_03	2	diplomacy_Faction_Scimitar
offer_payment	Scimitar_Dip_Offer_Gift_01	0	diplomacy_Faction_Scimitar
offer_payment	Scimitar_Dip_Offer_Gift_02	1	diplomacy_Faction_Scimitar
offer_payment	Scimitar_Dip_Offer_Gift_03	2	diplomacy_Faction_Scimitar
receive	Scimitar_Dip_Greet_Neu_01	0	diplomacy_Faction_Scimitar
receive	Scimitar_Dip_Greet_Neu_02	1	diplomacy_Faction_Scimitar
receive	Scimitar_Dip_Greet_Neu_03	2	diplomacy_Faction_Scimitar
reject_offer_demand_peace	Scimitar_Dip_Reject_Peace_01	0	diplomacy_Faction_Scimitar
reject_offer_demand_peace	Scimitar_Dip_Reject_Peace_02	1	diplomacy_Faction_Scimitar
reject_offer_demand_peace	Scimitar_Dip_Reject_Peace_03	2	diplomacy_Faction_Scimitar
reject_subjugation	Scimitar_Dip_Reject_Join_Confederation_01	0	diplomacy_Faction_Scimitar
reject_subjugation	Scimitar_Dip_Reject_Join_Confederation_02	1	diplomacy_Faction_Scimitar
reject_subjugation	Scimitar_Dip_Reject_Join_Confederation_03	2	diplomacy_Faction_Scimitar
war	Scimitar_Dip_War_01	0	diplomacy_Faction_Scimitar
war	Scimitar_Dip_War_02	1	diplomacy_Faction_Scimitar
war	Scimitar_Dip_War_03	2	diplomacy_Faction_Scimitar
