ancillary_to_effects_tables	0
ancillary	effect	effect_scope	value
ovn_arb_baz_wep_03_corsair_soul	wh2_main_effect_force_army_campaign_attrition_all_sea_resistance	general_to_force_own	-50.0
ovn_arb_baz_wep_03_corsair_soul	ovn_araby_tech_corasir_units_ma	general_to_force_own	6.0
ovn_arb_baz_wep_03_corsair_soul	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	6.0
ovn_arb_baz_wep_04_desert_hammer	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	12.0
ovn_arb_baz_wep_04_desert_hammer	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	14.0
ovn_arb_baz_wep_04_desert_hammer	wh2_dlc10_effect_character_stat_sundering_attacks	character_to_character_own	1.0
ovn_arb_baz_wep_05_saif	wh2_main_effect_character_stat_mod_melee_damage_versus_undead	character_to_character_own	30.0
ovn_arb_baz_wep_05_saif	wh2_main_effect_force_unit_stat_melee_attack_versus_all_undead	character_to_character_own	16.0
ovn_arb_baz_wep_05_saif	wh_main_effect_force_unit_stat_morale_versus_undead	character_to_force_own	6.0
ovn_arb_baz_wep_06_truth_dagger	wh2_dlc14_effect_attrition_immunity_undead	general_to_force_own	1.0
ovn_arb_baz_wep_06_truth_dagger	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0
ovn_arb_baz_wep_07_dimashque_breath	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	14.0
ovn_arb_baz_wep_07_dimashque_breath	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	18.0
ovn_arb_baz_wep_07_dimashque_breath	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	12.0
ovn_arb_baz_wep_08_matyr_shard	ovn_arb_baz_wep_08_matyr_shard_ability	character_to_character_own	1.0
ovn_arb_baz_wep_08_matyr_shard	wh_dlc08_effect_ability_enable_frenzy	character_to_character_own	1.0
ovn_arb_baz_wep_08_matyr_shard	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10.0
ovn_arb_baz_wep_09_seeking_bow	wh_main_effect_force_unit_stat_missile_range	character_to_force_own	15.0
ovn_arb_baz_wep_09_seeking_bow	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	20.0
ovn_arb_baz_wep_09_seeking_bow	wh_main_effect_force_unit_stat_missile_damage	character_to_force_own	5.0
ovn_arb_baz_wep_10_vengeful_sword	ovn_arb_baz_wep_10_vengeful_sword_heal	character_to_character_own	1.0
ovn_arb_baz_wep_10_vengeful_sword	ovn_arb_baz_wep_10_vengeful_sword_damage_self	character_to_character_own	1.0
ovn_arb_baz_wep_11_efreet_blade	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1.0
ovn_arb_baz_wep_11_efreet_blade	summon_djinn_fighter	character_to_character_own	1.0
ovn_arb_baz_wep_11_efreet_blade	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	18.0
ovn_arb_baz_wep_12_weeping_blade	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	35.0
ovn_arb_baz_wep_12_weeping_blade	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0
ovn_arb_baz_ei_01_desert_idol	wh2_main_effect_force_unit_stat_melee_attack_in_desert_terrain	character_to_character_own	8.0
ovn_arb_baz_ei_01_desert_idol	wh_main_effect_character_stat_mod_morale	character_to_character_own	6.0
ovn_arb_baz_ei_01_desert_idol	ovn_araby_tech_nomad_units_ma	character_to_force_own	4.0
ovn_arb_baz_ei_02_fate_abacus	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	10.0
ovn_arb_baz_ei_02_fate_abacus	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	15.0
ovn_arb_baz_ei_02_fate_abacus	wh_main_effect_ability_enable_deathblow	character_to_character_own	1.0
ovn_arb_baz_ei_03_beetle_pendulum	wh_main_effect_force_unit_stat_morale_versus_undead	character_to_force_own	8.0
ovn_arb_baz_ei_03_beetle_pendulum	wh2_main_effect_character_stat_mod_melee_damage_versus_undead	character_to_character_own	15.0
ovn_arb_baz_ei_04_desire_astrolabe	wh_main_effect_force_army_battle_movement_speed	character_to_force_own	5.0
ovn_arb_baz_ei_04_desire_astrolabe	wh2_dlc12_effect_magic_cooldown_all_lores	character_to_character_own	-10.0
ovn_arb_baz_ei_05_serpent_crown	wh_main_effect_force_unit_stat_morale	general_to_force_own	8.0
ovn_arb_baz_ei_05_serpent_crown	wh_main_effect_force_army_battle_enemy_unit_morale	general_to_force_enemy_regionwide	-8.0
ovn_arb_baz_ei_06_healing_ring	ovn_arb_baz_heal	character_to_character_own	1.0
ovn_arb_baz_ei_06_healing_ring	wh_main_effect_character_stat_mod_unit_health	character_to_character_own	6.0
ovn_arb_baz_ei_06_healing_ring	wh_main_effect_force_all_campaign_replenishment_rate	character_to_character_own	10.0
ovn_arb_baz_ei_07_djinni_ring	ovn_effect_magic_desert_enable_curse_of_the_djinn	character_to_character_own	1.0
ovn_arb_baz_ei_07_djinni_ring	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	6.0
ovn_arb_baz_ei_08_faith_mask	wh_main_effect_magic_light_enable_banishment	character_to_character_own	1.0
ovn_arb_baz_ei_08_faith_mask	wh2_dlc14_effect_character_stat_enable_flaming_attacks_versus_undead	character_to_character_own	1.0
ovn_arb_baz_ei_09_mullah_scripture	wh_main_effect_force_unit_stat_morale	general_to_force_own	6.0
ovn_arb_baz_ei_09_mullah_scripture	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	15.0
ovn_arb_baz_ei_09_mullah_scripture	wh_main_effect_character_stat_mod_morale	character_to_character_own	10.0
ovn_arb_baz_ei_09_mullah_scripture	wh_main_effect_public_order_characters	character_to_province_own_factionwide	2.0
ovn_arb_baz_ei_10_ratkin_necklace	wh2_main_effect_magic_plague_enable_vermintide	character_to_character_own	1.0
ovn_arb_baz_ei_10_ratkin_necklace	wh2_main_effect_diplomacy_bonus_skaven	character_to_faction	20.0
ovn_arb_baz_ei_10_ratkin_necklace	wh2_main_effect_religion_conversion_skaven_events_bad	character_to_province_own	1.0
ovn_arb_baz_ei_11_ibn_jellaba_compass	wh_main_effect_agent_movement_range_mod	character_to_character_own	20.0
ovn_arb_baz_ei_11_ibn_jellaba_compass	ovn_arb_baz_escape	character_to_character_own	1.0
ovn_arb_baz_ei_11_ibn_jellaba_compass	wh_main_effect_force_army_campaign_attrition_all_resistance	character_to_force_own	-30.0
ovn_arb_baz_ei_12_twilight_mirror_shard	ovn_arb_baz_ei_12_twilight_mirror_shard_ability	character_to_character_own	1.0
ovn_arb_baz_ei_12_twilight_mirror_shard	wh_main_effect_religion_conversion_chaos_bad	character_to_province_own	1.0
ovn_arb_baz_ei_12_twilight_mirror_shard	wh2_dlc11_culture_diplomacy_choas	character_to_faction	20.0
ovn_arb_baz_ei_12_twilight_mirror_shard	wh_main_effect_tech_recruitment_cost_reduction_chaos_spawn	general_to_force_own	-40.0
ovn_arb_baz_tal_02_sun_flask	ovn_effect_magic_desert_enable_sunstrike	character_to_character_own	1.0
ovn_arb_baz_tal_03_beetle_star	wh_main_effect_military_force_winds_of_magic_starting_mod	general_to_force_own	12.0
ovn_arb_baz_tal_03_beetle_star	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	15.0
ovn_arb_baz_tal_06_cheshnakk_ring	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	20.0
ovn_arb_baz_tal_06_cheshnakk_ring	wh_main_effect_agent_movement_range_mod	character_to_character_own	10.0
ovn_arb_baz_tal_06_cheshnakk_ring	ovn_araby_magic_prom_mr	character_to_force_own	20.0
ovn_arb_baz_tal_07_moonstone	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	15.0
ovn_arb_baz_tal_07_moonstone	ovn_arb_baz_escape	character_to_character_own	1.0
ovn_arb_baz_tal_08_ishmail_heart	wh2_main_effect_character_stat_mod_ward_save_magic_enemy	region_to_force_enemy	-20.0
ovn_arb_baz_tal_08_ishmail_heart	wh_main_effect_military_force_winds_of_magic_starting_mod_enemy	general_to_force_enemy_regionwide	-10.0
ovn_arb_baz_tal_08_ishmail_heart	wh_main_effect_military_force_winds_of_magic_depletion_mod_items_enemy	general_to_force_enemy_regionwide	-16.0
ovn_arb_baz_tal_09_toy_horse	wh_main_effect_force_army_campaign_ambush_defence_success_chance	character_to_character_own	50.0
ovn_arb_baz_tal_09_toy_horse	wh_main_effect_force_army_campaign_ambush_attack_success_chance	character_to_character_own	50.0
ovn_arb_baz_tal_09_toy_horse	wh_main_effect_force_army_campaign_siege_attack_holdout_time	character_to_character_own	-4.0
ovn_arb_baz_tal_09_toy_horse	wh_main_effect_force_army_campaign_siege_defend_holdout_time	character_to_region_own	5.0
ovn_arb_baz_tal_10_khandu_hookah	wh_dlc03_faction_diplomacy_mod	character_to_faction	35.0
ovn_arb_baz_tal_10_khandu_hookah	smokeleaf_smokescreen	character_to_character_own	1.0
ovn_arb_baz_tal_11_kadizar_rope	wh_main_effect_unit_enable_attribute_strider	character_to_character_own	1.0
ovn_arb_baz_tal_11_kadizar_rope	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	15.0
ovn_arb_baz_tal_11_kadizar_rope	ovn_arb_baz_escape	character_to_character_own	1.0
ovn_arb_baz_tal_12_golden_carafe	wh2_main_effect_unit_stat_mod_ward_save_magic_all_units	character_to_force_own	10.0
ovn_arb_baz_tal_12_golden_carafe	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	30.0
ovn_arb_baz_arc_01_laniph_scroll	wh_main_effect_military_force_winds_of_magic_starting_mod	general_to_force_own	8.0
ovn_arb_baz_arc_01_laniph_scroll	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	10.0
ovn_arb_baz_arc_02_puzzle_box	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	6.0
ovn_arb_baz_arc_02_puzzle_box	wh_main_effect_military_force_winds_of_magic_depletion_mod_items_enemy	general_to_force_enemy_regionwide	-6.0
ovn_arb_baz_arc_03_whirlpool_staff	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	20.0
ovn_arb_baz_arc_03_whirlpool_staff	wh2_main_effect_unit_stat_mod_ward_save_magic_all_units	character_to_force_own	10.0
ovn_arb_baz_arc_04_sandstorm_staff	ovn_effect_magic_desert_enable_sandstorm	character_to_character_own	1.0
ovn_arb_baz_arc_04_sandstorm_staff	ovn_araby_tech_nomad_units_sp	character_to_force_own	5.0
ovn_arb_baz_arc_05_dune_book	wh_main_effect_magic_vampires_enable_raise_dead	character_to_character_own	1.0
ovn_arb_baz_arc_05_dune_book	wh_main_effect_religion_conversion_undeath_events_bad	character_to_province_own	1.0
ovn_arb_baz_arc_05_dune_book	wh_main_effect_character_stat_mod_ward_save_fire	character_to_character_own	-10.0
ovn_arb_baz_arc_06_mortis_scrawl	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0
ovn_arb_baz_arc_06_mortis_scrawl	wh_dlc08_effect_ability_enable_doom_and_darkness_bound	character_to_character_own	1.0
ovn_arb_baz_arc_06_mortis_scrawl	wh_main_effect_religion_conversion_undeath_events_bad	character_to_province_own	1.0
ovn_arb_baz_arc_07_monkey_paw	wh_main_effect_military_force_winds_of_magic_starting_mod	general_to_force_own	50.0
ovn_arb_baz_arc_07_monkey_paw	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	50.0
ovn_arb_baz_arc_07_monkey_paw	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	35.0
ovn_arb_baz_arc_08_glimmering_monkey_paw	wh2_dlc09_effect_ability_enable_vambraces_of_the_sun	character_to_character_own	1.0
ovn_arb_baz_arc_08_glimmering_monkey_paw	wh_main_effect_force_army_battle_charge_bonus	general_to_force_own	35.0
ovn_arb_baz_arc_08_glimmering_monkey_paw	wh_main_effect_force_unit_stat_melee_defence	general_to_force_own	-15.0
ovn_arb_baz_arc_09_bronze_monkey_paw	wh_main_effect_force_army_battle_movement_speed	general_to_force_own	-25.0
ovn_arb_baz_arc_09_bronze_monkey_paw	wh_main_effect_force_campaign_stance_begin_fatigued_3_winded	general_to_force_own	1.0
ovn_arb_baz_arc_09_bronze_monkey_paw	wh_main_effect_force_unit_stat_armour	general_to_force_own	50.0
ovn_arb_baz_arc_10_golden_monkey_paw	wh_main_effect_economy_gdp_mod_all	character_to_region_own_factionwide	50.0
ovn_arb_baz_arc_10_golden_monkey_paw	wh_main_effect_magic_metal_enable_final_transmutation	character_to_character_own	1.0
ovn_arb_baz_arc_10_golden_monkey_paw	wh_main_effect_force_all_campaign_upkeep	character_to_force_own_factionwide	75.0
ovn_arb_baz_arc_11_genie_lantern	wh2_dlc12_army_abilities_great_invocation_of_djinn	character_to_character_own	1.0
ovn_arb_baz_arc_11_genie_lantern	ovn_effect_magic_desert_enable_curse_of_the_djinn	character_to_character_own	1.0
ovn_arb_baz_arc_12_genie_lantern_alt	summon_djinn_fighter	character_to_character_own	99.0
ovn_arb_baz_arc_12_genie_lantern_alt	ovn_effect_magic_desert_enable_curse_of_the_djinn	character_to_character_own	99.0
