key	accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	animal	num_animals	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	can_brace
elo_shipwreckers	10	wh2_main_body_60	2100	inf_melee	30	inf_mel	20	65	wh_main_unit_long_text_chs_chaos_trolls	hu4c_throgg_2handed_hammer	river_troll	36	45	60	600			0	0	elo_shipwreckers_club		3	none	elo_shipwreckers	wh_main_monstrous_trolls	placeholder	false	trained	elo_shipwreckers			true	40.0	1500.0	0.0	elo_troll_fear_terror	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	aquatic_large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
elo_cha_troll_lord	10	wh2_main_body_55	2100	inf_melee	40	com	13	71	wh_dlc08_unit_long_text_nor_throgg	hu4c_throgg_2handed_hammer	wh_dlc08_monster_throgg_blood	55	45	60	6800			0	0	elo_troll_lord_club		1	none	elo_cha_troll_lord	wh_main_monstrous_trolls	placeholder	false	trained	elo_cha_troll_lord			true	40.0	1500.0	0.0	wh_encourage_fear_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	true
elo_kin	10	wh2_main_body_55	2100	inf_melee	28	inf_mel	20	65	wh_main_unit_long_text_chs_chaos_trolls	hu4b_troll_club	wh_main_monster_troll_blood	45	42	60	510			0	0	wh_main_club_troll		3	none	elo_kin	wh_main_monstrous_trolls	placeholder	false	trained	elo_kin			true	40.0	1500.0	0.0	elo_troll_fear_immune_to_psy	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
elo_forest_trolls	10	wh2_main_body_40	2100	inf_melee	32	inf_mel	20	65	wh_main_unit_long_text_chs_chaos_trolls	hu4b_troll_club	forest_troll	36	34	40	385			0	0	forest_club		3	none	elo_forest_trolls	wh_main_monstrous_trolls	placeholder	false	trained	elo_forest_trolls			true	40.0	1500.0	0.0	fear_forest_nopen	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large_bst	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
elo_bile_trolls	10	wh2_main_body_60	2100	inf_melee	18	inf_mel	20	65	wh_main_unit_long_text_chs_chaos_trolls	hu4f_dlc15_river_troll_club	bile_trolls	30	60	60	1050			0	0	bile_trolls_claws		2	none	elo_bile_trolls	wh_main_monstrous_trolls	placeholder	false	trained	elo_bile_trolls			true	40.0	1500.0	0.0	elo_troll_fear_terror_chargereflector	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	30	0	0	melee_gatecrusher_shock	false	false	false	true
elo_snow_troll	10	wh2_main_body_55	2100	inf_melee	45	inf_mel	20	65	wh_main_unit_long_text_grn_trolls	hu4c_ice_troll_club	snow_troll	42	36	60	1650			0	0	snow_troll_hammer		1	none	elo_snow_troll	wh_main_monstrous_trolls	placeholder	false	trained	elo_snow_troll			true	40.0	1500.0	0.0	elo_troll_fear	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	-15	0	0	0	15	0	melee_gatecrusher_shock	false	false	false	true
ovn_trl_inf_stone_throw_troll	10	wh2_main_body_40	2100	inf_ranged	18	inf_mis	20	65	wh_main_unit_long_text_dwf_dwarf_warriors	hu1c_norsca_dual_axe_and_throwing_axe	wh2_dlc15_monster_troll_stone_blood	30	20	40	486			0	0	bonethrower_bone	ovn_trl_throwing_bone	3	none	ovn_unit_short_text_trl_stone_throw_troll	wh_main_monstrous_trolls	placeholder	false	trained	ovn_trl_inf_stone_throw_troll			true	40.0	1500.0	0.0	elo_troll_fear	60	80	10	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	25	0	0	0	0	0	0	ranged_direct	true	false	false	true
elo_lava_trolls	10	wh2_main_body_70	2100	inf_melee	30	inf_mel	20	65	wh_dlc08_unit_long_text_nor_norscan_ice_trolls	hu4b_troll_club	elo_lava_trolls	36	22	55	650			0	0	lava_molten_club		3	none	elo_lava_trolls	wh_main_monstrous_trolls	placeholder	false	trained	elo_lava_trolls			true	40.0	1500.0	0.0	elo_troll_fear	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	80	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
elo_warpstone_trolls	10	wh2_main_body_70	2100	inf_melee	40	inf_mel	20	65	wh_dlc08_unit_long_text_nor_norscan_ice_trolls	hu4c_dlc15_stone_troll_2h_club	mountain_troll	59	24	40	625			0	0	warpstone_club		3	none	elo_warpstone_trolls	wh_main_monstrous_trolls	placeholder	false	trained	elo_warpstone_trolls			true	40.0	1500.0	0.0	elo_troll_fear_terror	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	50	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
elo_sea_troll	10	wh2_main_body_55	2100	inf_melee	30	inf_mel	20	65	wh_dlc08_unit_long_text_nor_norscan_ice_trolls	hu4f_dlc15_river_troll_club	elo_sea_troll	36	32	65	700			0	0	sea_troll_anchor		3	none	elo_sea_troll	wh_main_monstrous_trolls	placeholder	false	trained	elo_sea_troll			true	40.0	1500.0	0.0	elo_troll_fear_terror	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	aquatic_large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
elo_troll_champ	10	wh2_main_heavy_metal_140	2100	inf_melee	40	com	13	71	wh_dlc08_unit_long_text_nor_throgg	hu4b_troll_club	wh_dlc08_monster_throgg_blood	36	36	70	7000			0	0	elo_troll_1h_weapon		1	none	elo_troll_champ	wh_main_monstrous_trolls	placeholder	false	trained	elo_troll_champ			true	40.0	1500.0	0.0	wh_encourage_fear_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	large	0	0	0	0	0	0	15	0	melee_gatecrusher_highvalue	false	false	false	true
elo_troll_giant	10	wh2_main_body_60	2100	inf_melee	50	inf_mel	50	80	wh_main_unit_long_text_grn_giant	hu4_giant_club	elo_troll_giant	60	35	80	12612			0	0	wh_main_club_giant_troll		1	none	elo_troll_giant	wh_main_monster	placeholder	false	trained	elo_troll_giant			true	40.0	1500.0	0.0	elo_troll_fear_terror	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher	false	false	false	false
elo_carrion_boss	10	wh2_main_leather_15	2100	inf_melee	30	com	9	50	wh_main_unit_long_text_grn_goblin_big_boss	hu5_goblin_dual_sword	elo_carrion_boss	35	38	55	3802			0	0	goblin_hero_bone_dual		1	none	elo_carrion_boss	wh_main_grn_goblin_infantry_standard	placeholder	false	trained	elo_carrion_boss			true	40.0	1500.0	0.0	elo_carrion_boss	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	0.8	10.0	small	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	true
elo_carrion_boss_squig	10	wh2_main_leather_35	2100	cavalry	60	com	9	50	wh_main_unit_long_text_grn_goblin_big_boss	hu5_goblin_rp2_squig_sword	wh_main_grn_cha_goblin_hero_blood_dismembers	35	38	55	4350	wh_dlc06_grn_mnt_squig		0	1	carrion_squig_hero_bone		1	none	elo_carrion_boss_squig	wh_main_cavalry_chaotic	placeholder	false	trained	elo_carrion_boss_squig			true	40.0	1500.0	0.0	elo_carrion_boss_squig	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	8.0	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	false
wh2_dlc15_grn_mon_river_trolls_0	0	wh2_main_body_40	2100	inf_melee	24	inf_mel	20	65	wh2_dlc15_unit_long_text_grn_mon_river_trolls	hu4f_dlc15_river_troll_club	wh_main_monster_troll_blood	32	40	40	486			0	0	wh_dlc15_club_river_troll		3	none	wh2_dlc15_unit_short_text_grn_mon_river_trolls	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	elo_troll_fear	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	aquatic_large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
wh2_dlc15_grn_mon_river_trolls_ror_0	0	wh2_main_body_40	2100	inf_melee	24	inf_mel	20	65	wh2_dlc15_unit_long_text_grn_mon_river_trolls	hu4f_dlc15_river_troll_club	wh_main_monster_troll_blood	40	50	50	486			0	0	wh_dlc15_club_river_troll_poison		3	none	wh2_dlc15_unit_short_text_grn_mon_river_trolls_ror	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	elo_troll_fear_terror	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	aquatic_large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
wh2_dlc15_grn_mon_stone_trolls_0	10	wh2_main_body_70	2100	inf_melee	34	inf_mel	20	65	wh2_dlc15_unit_long_text_grn_mon_stone_trolls	hu4c_dlc15_stone_troll_2h_club	wh2_dlc15_monster_troll_stone_blood	36	32	40	486			0	0	wh_dlc15_club_stone_troll		3	none	wh2_dlc15_unit_short_text_grn_mon_stone_trolls	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	elo_troll_fear	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	25	0	0	25	0	melee_gatecrusher_shock	false	false	false	true
wh_dlc01_chs_mon_trolls_1	10	wh2_main_heavy_metal_110	2100	inf_melee	24	inf_mel	20	65	wh_main_unit_long_text_chs_chaos_trolls	hu4b_troll_club	wh_main_monster_troll_blood	34	32	40	486			0	0	wh_main_club_troll		3	none	wh_main_unit_short_text_chs_chaos_trolls	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	elo_troll_fear	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
wh_dlc08_nor_mon_norscan_ice_trolls_0	10	wh2_main_body_60	2100	inf_melee	34	inf_mel	20	65	wh_dlc08_unit_long_text_nor_norscan_ice_trolls	hu4c_ice_troll_club	wh_main_monster_troll_ice_blood	38	32	40	486			0	0	wh_dlc08_club_ice_troll		3	none	wh_dlc08_unit_short_text_nor_norscan_ice_trolls	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	elo_troll_fear	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	-20	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
wh_main_chs_mon_trolls	10	wh2_main_body_40	2100	inf_melee	24	inf_mel	20	65	wh_main_unit_long_text_chs_chaos_trolls	hu4b_troll_club	wh_main_monster_troll_blood	34	32	40	486			0	0	wh_main_club_troll		3	none	wh_main_unit_short_text_chs_chaos_trolls	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	elo_troll_fear	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
wh_main_grn_mon_trolls	10	wh2_main_body_40	2100	inf_melee	24	inf_mel	20	65	wh_main_unit_long_text_grn_trolls	hu4b_troll_club	wh_main_monster_troll_blood	34	32	40	486			0	0	wh_main_club_troll		3	none	wh_main_unit_short_text_grn_trolls	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	elo_troll_fear	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
wh_main_nor_mon_chaos_trolls	10	wh2_main_body_40	2100	inf_melee	24	inf_mel	20	65	wh_main_unit_long_text_chs_chaos_trolls	hu4b_troll_club	wh_main_monster_troll_blood	34	32	40	486			0	0	wh_main_club_troll		3	none	wh_main_unit_short_text_chs_chaos_trolls	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	elo_troll_fear	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
elo_sea_hag	0	wh2_main_body_50	2100	inf_melee	24	com	20	65	wh2_dlc15_unit_long_text_grn_cha_river_troll_hag	hu4f_dlc15_hag_staff_net	wh2_dlc15_monster_troll_hag_blood	32	28	55	5667			0	0	sea_hag_net_staff		1	none	elo_sea_hag	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest_fear	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	aquatic_large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	true
elo_sea_troll_summoned	10	wh2_main_body_55	2100	inf_melee	30	inf_mel	20	65	wh_dlc08_unit_long_text_nor_norscan_ice_trolls	hu4f_dlc15_river_troll_club	elo_sea_troll	36	32	65	700			0	0	sea_troll_anchor		3	none	elo_sea_troll	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest_terror	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	aquatic_large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
elo_chief_ugma	10	wh2_main_heavy_metal_120	2100	inf_melee	40	com	13	71	wh_dlc08_unit_long_text_nor_throgg	hu4f_dlc15_river_troll_club	chief_ugma	45	65	70	9000			0	0	ugma_club		1	none	elo_chief_ugma	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_fear_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	aquatic_large	0	0	0	0	0	0	15	0	melee_gatecrusher_highvalue	false	false	false	true
