key	building_level	position_index	icon_name	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	mp_available_early	mp_available_late	info_pic	unique_index	is_civil	is_engineering	is_military
elo_halfling_riders		0	wh2_hef_tech_skirmishing_saddles	0	0	0	0	false	false	"placeholder.tga"	8989016	false	false	true
elo_halfling_chicken		0	wh2_hef_tech_shredding_talons	0	0	0	0	false	false	"placeholder.tga"	8989017	false	false	true
elo_halfling_cav		0	tech_dlc08_nor_horsemasters_clinchers_2	0	0	0	0	false	false	"placeholder.tga"	8989018	false	false	true
elo_halfling_old_ones		0	wh2_liz_tech_lzd_alignment_of_geomantic_healing	0	0	0	0	false	false	"placeholder.tga"	8989019	false	false	true
elo_halfling_worship		0	wh_main_dwf_oaths_of_loyalty	0	0	0	0	false	false	"placeholder.tga"	8989020	false	false	true
elo_halfling_hyacinth		0	tech_dlc14_brt_the_ladys_favour	0	0	0	0	false	false	"placeholder.tga"	8989021	false	false	true
elo_halfling_josias		0	wh_dlc05_wood_elves_isha	0	0	0	0	false	false	"placeholder.tga"	8989022	false	false	true
elo_halfling_quinsberry		0	tech_dlc14_brt_code_of_conduct	0	0	0	0	false	false	"placeholder.tga"	8989023	false	false	true
elo_halfling_esmeralda		0	wh2_hef_tech_extravagant_murals_2	0	0	0	0	false	false	"placeholder.tga"	8989024	false	false	true
elo_halfling_security		0	wh_main_dwf_dwarven_emissaries	0	0	0	0	false	false	"placeholder.tga"	8989025	false	false	true
elo_halfling_sheriff		0	wh_main_dwf_sacred_duty	0	0	0	0	false	false	"placeholder.tga"	8989026	false	false	true
elo_halfling_thieves		0	wh2_def_tech_purge_the_weak	0	0	0	0	false	false	"placeholder.tga"	8989027	false	false	true
elo_halfling_thieves_2		0	wh2_def_tech_a_life_of_dread	0	0	0	0	false	false	"placeholder.tga"	8989028	false	false	true
elo_halfling_warden		0	wh_main_dwf_dwarf_shieldwall	0	0	0	0	false	false	"placeholder.tga"	8989029	false	false	true
elo_halfling_warden_2		0	wh_main_dwf_iron_readiness	0	0	0	0	false	false	"placeholder.tga"	8989030	false	false	true
elo_halfling_forest		0	tech_dlc16_wef_ancients_ages	0	0	0	0	false	false	"placeholder.tga"	8989031	false	false	true
elo_halfling_hunters		0	wh2_hef_tech_precise_fletching	0	0	0	0	false	false	"placeholder.tga"	8989032	false	false	true
elo_halfling_rangers		0	wh2_hef_tech_archery_prowess	0	0	0	0	false	false	"placeholder.tga"	8989033	false	false	true
elo_halfling_ranged		0	wh_main_emp_volley_fire	0	0	0	0	false	false	"placeholder.tga"	8989034	false	false	true
elo_halfling_trees		0	wh_dlc05_wood_elves_the_ancients	0	0	0	0	false	false	"placeholder.tga"	8989035	false	false	true
elo_halfling_better_trees		0	tech_dlc16_wef_ancients_wildwood	0	0	0	0	false	false	"placeholder.tga"	8989036	false	false	true
elo_halfling_cooking		0	wh_main_emp_shipwrights_guild	0	0	0	0	false	false	"placeholder.tga"	8989037	false	false	true
elo_halfling_hero_cooks		0	wh2_hef_tech_wine_monthly_festival	0	0	0	0	false	false	"placeholder.tga"	8989038	false	false	true
elo_halfling_hot_pot		0	wh_main_grn_troll_sinew	0	0	0	0	false	false	"placeholder.tga"	8989039	false	false	true
elo_halfling_cooks_unit		0	wh2_hef_tech_spices_trade_contract_with_the_east	0	0	0	0	false	false	"placeholder.tga"	8989040	false	false	true
elo_halfling_feast_carrier		0	wh_main_dwf_waterproof_packaging	0	0	0	0	false	false	"placeholder.tga"	8989041	false	false	true
elo_halfling_chuck_wagons		0	wh_main_dwf_underway_trade_caravans	0	0	0	0	false	false	"placeholder.tga"	8989042	false	false	true
elo_halfling_unlikely_allies		0	wh2_def_tech_martial_society	0	0	0	0	false	false	"placeholder.tga"	8989043	false	false	true
elo_halfling_eagles		0	wh2_hef_tech_swiftsense	0	0	0	0	false	false	"placeholder.tga"	8989044	false	false	true
elo_halfling_ogres		0	wh_main_grn_heavy_clubs	0	0	0	0	false	false	"placeholder.tga"	8989045	false	false	true
elo_halfling_ogres_2		0	wh_main_chs_dark_standards	0	0	0	0	false	false	"placeholder.tga"	8989046	false	false	true
elo_halfling_baby_dragon		0	wh2_def_tech_bewitch_dragon_eggs	0	0	0	0	false	false	"placeholder.tga"	8989047	false	false	true
elo_halfling_monsters		0	wh2_hef_tech_exotic_animals_awakening_of_the_ancient_ones	0	0	0	0	false	false	"placeholder.tga"	8989048	false	false	true
elo_halfling_rights_movement		0	tech_grn_end_4_3	0	0	0	0	false	false	"placeholder.tga"	8989049	false	false	true
elo_halfling_empire_support		0	tech_dlc14_brt_rally_the_peasants	0	0	0	0	false	false	"placeholder.tga"	8989050	false	false	true
elo_halfling_empire_elite		0	wh_main_emp_the_inner_circle	0	0	0	0	false	false	"placeholder.tga"	8989051	false	false	true
elo_halfling_empire_mages		0	wh2_hef_tech_magical_infusion	0	0	0	0	false	false	"placeholder.tga"	8989052	false	false	true
elo_halfling_empire_heroes		0	wh_main_emp_purge_dark_cults	0	0	0	0	false	false	"placeholder.tga"	8989053	false	false	true
elo_halfling_empire_equipment		0	wh_main_emp_state_issued_infantry_armour	0	0	0	0	false	false	"placeholder.tga"	8989054	false	false	true
