character_skill_nodes_tables	5
campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	key	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
	wh2_dlc09_skill_tmb_self_defense	wh2_main_skill_node_set_tmb_Dread_King		5.0	wh2_dlc09_skill_tmb_tomb_king_dread_campaign_10	10.0		0	4	true
	wh2_dlc09_skill_tmb_campaign_2	wh2_main_skill_node_set_tmb_Dread_King		5.0	wh2_dlc09_skill_tmb_tomb_king_dread_campaign_2	2.0		0	0	true
	wh2_dlc09_skill_tmb_campaign_3	wh2_main_skill_node_set_tmb_Dread_King		5.0	wh2_dlc09_skill_tmb_tomb_king_dread_campaign_3	3.0		0	0	true
	wh2_dlc09_skill_tmb_campaign_4	wh2_main_skill_node_set_tmb_Dread_King		5.0	wh2_dlc09_skill_tmb_tomb_king_dread_campaign_4	4.0		0	0	true
	wh2_dlc09_skill_tmb_campaign_5	wh2_main_skill_node_set_tmb_Dread_King		5.0	wh2_dlc09_skill_tmb_tomb_king_dread_campaign_5	5.0		0	4	true
	wh_main_skill_all_lord_campaign_lightning_strike	wh2_main_skill_node_set_tmb_Dread_King		5.0	wh2_dlc09_skill_tmb_tomb_king_dread_campaign_6	6.0		0	0	true
	wh2_dlc09_skill_tmb_campaign_7	wh2_main_skill_node_set_tmb_Dread_King		5.0	wh2_dlc09_skill_tmb_tomb_king_dread_campaign_7	7.0		0	0	true
	wh2_dlc09_skill_tmb_campaign_8	wh2_main_skill_node_set_tmb_Dread_King		5.0	wh2_dlc09_skill_tmb_tomb_king_dread_campaign_8	8.0		0	0	true
	wh2_dlc09_skill_tmb_campaign_9	wh2_main_skill_node_set_tmb_Dread_King		5.0	wh2_dlc09_skill_tmb_tomb_king_dread_campaign_9	9.0		0	0	true
	wh2_dlc09_skill_tmb_god_blessing_0	wh2_main_skill_node_set_tmb_Dread_King		1.0	wh2_dlc09_skill_tmb_tomb_king_dread_god_blessing_0	0.0		0	0	true
	wh2_dlc09_skill_tmb_god_blessing_1	wh2_main_skill_node_set_tmb_Dread_King		1.0	wh2_dlc09_skill_tmb_tomb_king_dread_god_blessing_1	1.0		0	0	true
	wh2_dlc09_skill_tmb_god_blessing_2	wh2_main_skill_node_set_tmb_Dread_King		1.0	wh2_dlc09_skill_tmb_tomb_king_dread_god_blessing_2	2.0		0	0	true
	wh2_dlc09_skill_tmb_god_blessing_3	wh2_main_skill_node_set_tmb_Dread_King		1.0	wh2_dlc09_skill_tmb_tomb_king_dread_god_blessing_3	3.0		0	0	true
	wh2_dlc09_skill_tmb_tomb_king_returned_in_madness	wh2_main_skill_node_set_tmb_Dread_King		0.0	wh2_dlc09_skill_tmb_tomb_king_dread_misc_0	6.0		0	0	true
	wh2_dlc09_skill_tmb_tomb_king_ancient_tyrant	wh2_main_skill_node_set_tmb_Dread_King		0.0	wh2_dlc09_skill_tmb_tomb_king_dread_misc_1	7.0		0	0	true
	wh2_dlc09_skill_tmb_tomb_king_embalmed_in_elixir	wh2_main_skill_node_set_tmb_Dread_King		0.0	wh2_dlc09_skill_tmb_tomb_king_dread_misc_2	8.0		0	0	true
	wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages	wh2_main_skill_node_set_tmb_Dread_King		0.0	wh2_dlc09_skill_tmb_tomb_king_dread_misc_3	9.0		0	0	true
	wh2_dlc09_skill_tmb_personal_base	wh2_main_skill_node_set_tmb_Dread_King		2.0	wh2_dlc09_skill_tmb_tomb_king_dread_personal_0	0.0		0	0	true
	wh2_dlc09_skill_tmb_personal_conqueror	wh2_main_skill_node_set_tmb_Dread_King		2.0	wh2_dlc09_skill_tmb_tomb_king_dread_personal_1	1.0		0	0	true
	wh2_dlc09_skill_tmb_personal_10	wh2_main_skill_node_set_tmb_Dread_King		2.0	wh2_dlc09_skill_tmb_tomb_king_dread_personal_10	10.0		0	4	true
	wh2_dlc11_skill_all_lord_self_blade_master	wh2_main_skill_node_set_tmb_Dread_King		2.0	wh2_dlc09_skill_tmb_tomb_king_dread_personal_2	2.0		0	0	true
	wh2_dlc11_skill_all_lord_self_hard_to_hit	wh2_main_skill_node_set_tmb_Dread_King		2.0	wh2_dlc09_skill_tmb_tomb_king_dread_personal_3	3.0		0	0	true
	wh2_dlc11_skill_all_lord_self_self_indomitable	wh2_main_skill_node_set_tmb_Dread_King		2.0	wh2_dlc09_skill_tmb_tomb_king_dread_personal_4	4.0		0	0	true
	wh2_dlc09_skill_tmb_personal_5	wh2_main_skill_node_set_tmb_Dread_King		2.0	wh2_dlc09_skill_tmb_tomb_king_dread_personal_5	5.0		0	4	true
	wh2_dlc11_skill_all_lord_self_wound-maker	wh2_main_skill_node_set_tmb_Dread_King		2.0	wh2_dlc09_skill_tmb_tomb_king_dread_personal_6	6.0		0	0	true
	wh2_dlc11_skill_all_lord_self_full_plate_armour	wh2_main_skill_node_set_tmb_Dread_King		2.0	wh2_dlc09_skill_tmb_tomb_king_dread_personal_7	7.0		0	0	true
	wh2_dlc11_skill_all_lord_self_devastating_charge	wh2_main_skill_node_set_tmb_Dread_King		2.0	wh2_dlc09_skill_tmb_tomb_king_dread_personal_8	8.0		0	0	true
	wh2_dlc09_skill_tmb_personal_9	wh2_main_skill_node_set_tmb_Dread_King		2.0	wh2_dlc09_skill_tmb_tomb_king_dread_personal_9	9.0		0	0	true
	wh_main_skill_all_magic_death_01_spirit_leech	wh2_main_skill_node_set_tmb_Dread_King		3.0	wh_dlc03_skill_node_tmb_dread_king_death_magic_01	0.0		0	0	true
	wh_main_skill_all_magic_death_03_life_leeching	wh2_main_skill_node_set_tmb_Dread_King		3.0	wh_dlc03_skill_node_tmb_dread_king_death_magic_02	1.0		0	0	true
	wh_main_skill_all_magic_death_02_aspect_of_the_dreadknight	wh2_main_skill_node_set_tmb_Dread_King		3.0	wh_dlc03_skill_node_tmb_dread_king_death_magic_03	2.0		0	0	true
	wh_main_skill_all_magic_death_04_soulblight	wh2_main_skill_node_set_tmb_Dread_King		3.0	wh_dlc03_skill_node_tmb_dread_king_death_magic_04	3.0		0	0	true
	wh_main_skill_all_magic_death_05_doom_and_darkness	wh2_main_skill_node_set_tmb_Dread_King		3.0	wh_dlc03_skill_node_tmb_dread_king_death_magic_05	4.0		0	0	true
	wh_main_skill_all_magic_all_06_evasion	wh2_main_skill_node_set_tmb_Dread_King		3.0	wh_dlc03_skill_node_tmb_dread_king_death_magic_06	5.0		0	4	true
	wh_main_skill_all_magic_all_07_earthing	wh2_main_skill_node_set_tmb_Dread_King		3.0	wh_dlc03_skill_node_tmb_dread_king_death_magic_07	8.0		0	0	true
	wh_main_skill_all_magic_all_08_power_drain	wh2_main_skill_node_set_tmb_Dread_King		3.0	wh_dlc03_skill_node_tmb_dread_king_death_magic_08	9.0		0	0	true
	wh_main_skill_all_magic_death_09_the_fate_of_bjuna	wh2_main_skill_node_set_tmb_Dread_King		3.0	wh_dlc03_skill_node_tmb_dread_king_death_magic_09	6.0		0	0	true
	wh_main_skill_all_magic_death_10_the_purple_sun_of_xereus	wh2_main_skill_node_set_tmb_Dread_King		3.0	wh_dlc03_skill_node_tmb_dread_king_death_magic_10	7.0		0	0	true
	wh_main_skill_all_magic_all_11_arcane_conduit	wh2_main_skill_node_set_tmb_Dread_King		3.0	wh_dlc03_skill_node_tmb_dread_king_death_magic_11	10.0		0	4	true
	wh_main_skill_all_magic_death_dummy_spirit_leech	wh2_main_skill_node_set_tmb_Dread_King		3.0	wh_dlc03_skill_node_tmb_dread_king_death_magic_dummy	11.0		1	0	false
	Ancient_Necromancer	wh2_main_skill_node_set_tmb_Dread_King		0.0	dread_kings_unique_skills_01	0.0		0	0	true
	Mighty_Warrior_tmb	wh2_main_skill_node_set_tmb_Dread_King		0.0	dread_kings_unique_skills_02	1.0		0	0	true
	Lord_Of_The_Undead_tmb	wh2_main_skill_node_set_tmb_Dread_King		0.0	dread_kings_unique_skills_03	2.0		0	0	true
	Dark_Lord_Of_Nagash	wh2_main_skill_node_set_tmb_Dread_King		0.0	dread_kings_unique_skills_04	3.0		0	0	true
	Dread_Aura	wh2_main_skill_node_set_tmb_Dread_King		0.0	dread_kings_unique_skills_05	4.0		0	0	true
	dread_zombie_dragon	wh2_main_skill_node_set_tmb_Dread_King		0.0	dread_kings_unique_mount_01	5.0		0	0	true
	Soulreaper	wh2_main_skill_node_set_tmb_Dread_King		1.0	dread_kings_unique_weapon_01	5.0		0	0	true
	wh2_main_skill_all_immortality_lord	wh2_main_skill_node_set_tmb_Dread_King		1.0	dread_king_immortal_01	6.0		1	0	false
	dread_king_trait	wh2_main_skill_node_set_tmb_Dread_King		0.0	dread_king_trait	7.0		1	0	false
