id	payload	ancillary
311082850	ovn_arb_crafting_followers_127	wh_main_anc_follower_empire_burgher
311082851	ovn_arb_crafting_followers_128	wh_main_anc_follower_empire_bone_picker
311082852	ovn_arb_crafting_followers_129	wh_main_anc_follower_empire_barber_surgeon
311082853	ovn_arb_crafting_followers_130	wh_main_anc_follower_empire_apprentice_wizard
311082854	ovn_arb_crafting_followers_131	wh_main_anc_follower_empire_agitator
311082855	ovn_arb_crafting_followers_132	wh_main_anc_follower_bretonnia_squire
311082856	ovn_arb_crafting_followers_133	wh_main_anc_follower_bretonnia_court_jester
311082857	ovn_arb_crafting_followers_134	wh_main_anc_follower_all_student
311082858	ovn_arb_crafting_followers_135	wh_main_anc_follower_all_men_zealot
311082859	ovn_arb_crafting_followers_136	wh_main_anc_follower_all_men_valet
311082860	ovn_arb_crafting_followers_137	wh_main_anc_follower_all_men_vagabond
311082861	ovn_arb_crafting_followers_138	wh_main_anc_follower_all_men_tomb_robber
311082862	ovn_arb_crafting_followers_139	wh_main_anc_follower_all_men_tollkeeper
311082863	ovn_arb_crafting_followers_140	wh_main_anc_follower_all_men_thug
311082864	ovn_arb_crafting_followers_141	wh_main_anc_follower_all_men_soldier
311082865	ovn_arb_crafting_followers_142	wh_main_anc_follower_all_men_smuggler
311082866	ovn_arb_crafting_followers_143	wh_main_anc_follower_all_men_servant
311082867	ovn_arb_crafting_followers_144	wh_main_anc_follower_all_men_rogue
311082868	ovn_arb_crafting_followers_145	wh_main_anc_follower_all_men_protagonist
311082869	ovn_arb_crafting_followers_146	wh_main_anc_follower_all_men_outrider
311082870	ovn_arb_crafting_followers_147	wh_main_anc_follower_all_men_outlaw
311082871	ovn_arb_crafting_followers_148	wh_main_anc_follower_all_men_ogres_pit_fighter
311082872	ovn_arb_crafting_followers_149	wh_main_anc_follower_all_men_militiaman
311082873	ovn_arb_crafting_followers_150	wh_main_anc_follower_all_men_mercenary
311082874	ovn_arb_crafting_followers_151	wh_main_anc_follower_all_men_kislevite_kossar
311082875	ovn_arb_crafting_followers_152	wh_main_anc_follower_all_men_initiate
311082876	ovn_arb_crafting_followers_153	wh_main_anc_follower_all_men_grave_robber
311082877	ovn_arb_crafting_followers_154	wh_main_anc_follower_all_men_fisherman
311082878	ovn_arb_crafting_followers_155	wh_main_anc_follower_all_men_bounty_hunter
311082879	ovn_arb_crafting_followers_156	wh_main_anc_follower_all_men_bodyguard
311082880	ovn_arb_crafting_followers_157	wh_main_anc_follower_all_men_boatman
311082881	ovn_arb_crafting_followers_158	wh_main_anc_follower_all_men_bailiff
311082882	ovn_arb_crafting_followers_159	wh_main_anc_follower_all_hedge_wizard
311082883	ovn_arb_crafting_followers_160	wh_dlc08_anc_follower_whalers
311082884	ovn_arb_crafting_followers_161	wh_dlc08_anc_follower_slave_worker
311082885	ovn_arb_crafting_followers_162	wh_dlc08_anc_follower_skaeling_trader
311082886	ovn_arb_crafting_followers_163	wh_dlc08_anc_follower_seer
311082887	ovn_arb_crafting_followers_164	wh_dlc08_anc_follower_mountain_scout
311082888	ovn_arb_crafting_followers_165	wh_dlc08_anc_follower_mammoth
311082889	ovn_arb_crafting_followers_166	wh_dlc08_anc_follower_kurgan_slave_merchant
311082890	ovn_arb_crafting_followers_167	wh_dlc08_anc_follower_dragonbone_raiders
311082891	ovn_arb_crafting_followers_168	wh_dlc08_anc_follower_cathy_slave_dancers
311082892	ovn_arb_crafting_followers_169	wh_dlc08_anc_follower_beserker
311082893	ovn_arb_crafting_followers_170	wh_main_anc_follower_dwarfs_troll_slayer
311082894	ovn_arb_crafting_followers_171	wh_main_anc_follower_dwarfs_treasure_hunter
311082895	ovn_arb_crafting_followers_172	wh_main_anc_follower_dwarfs_teller_of_tales
311082896	ovn_arb_crafting_followers_173	wh_main_anc_follower_dwarfs_stonemason
311082897	ovn_arb_crafting_followers_174	wh_main_anc_follower_dwarfs_shipwright
311082898	ovn_arb_crafting_followers_175	wh_main_anc_follower_dwarfs_sapper
311082899	ovn_arb_crafting_followers_176	wh_main_anc_follower_dwarfs_runebearer
311082900	ovn_arb_crafting_followers_177	wh_main_anc_follower_dwarfs_reckoner
311082901	ovn_arb_crafting_followers_178	wh_main_anc_follower_dwarfs_prospector
311082902	ovn_arb_crafting_followers_179	wh_main_anc_follower_dwarfs_powder_mixer
311082903	ovn_arb_crafting_followers_180	wh_main_anc_follower_dwarfs_miner
311082904	ovn_arb_crafting_followers_181	wh_main_anc_follower_dwarfs_jewelsmith
311082905	ovn_arb_crafting_followers_182	wh_main_anc_follower_dwarfs_guildmaster
311082906	ovn_arb_crafting_followers_183	wh_main_anc_follower_dwarfs_grudgekeeper
311082907	ovn_arb_crafting_followers_184	wh_main_anc_follower_dwarfs_goldsmith
311082908	ovn_arb_crafting_followers_185	wh_main_anc_follower_dwarfs_dwarfen_tattooist
311082909	ovn_arb_crafting_followers_186	wh_main_anc_follower_dwarfs_dwarf_bride
311082910	ovn_arb_crafting_followers_187	wh_main_anc_follower_dwarfs_daughter_of_valaya
311082911	ovn_arb_crafting_followers_188	wh_main_anc_follower_dwarfs_cooper
311082912	ovn_arb_crafting_followers_189	wh_main_anc_follower_dwarfs_choir_master
311082913	ovn_arb_crafting_followers_190	wh_main_anc_follower_dwarfs_candle_maker
311082914	ovn_arb_crafting_followers_191	wh_main_anc_follower_dwarfs_brewmaster
311082915	ovn_arb_crafting_followers_192	wh_main_anc_follower_dwarfs_archivist
311082916	ovn_arb_crafting_followers_193	wh_dlc03_anc_follower_beastmen_spawn_wrangler
311082917	ovn_arb_crafting_followers_194	wh_dlc03_anc_follower_beastmen_pox_carrier
311082918	ovn_arb_crafting_followers_195	wh_dlc03_anc_follower_beastmen_mannish_thrall
311082919	ovn_arb_crafting_followers_196	wh_dlc03_anc_follower_beastmen_flying_spy
311082920	ovn_arb_crafting_followers_197	wh_dlc03_anc_follower_beastmen_flayer
311082921	ovn_arb_crafting_followers_198	wh_dlc03_anc_follower_beastmen_chieftains_pet
311082922	ovn_arb_crafting_followers_199	wh_dlc03_anc_follower_beastmen_bray_shamans_familiar
311082923	ovn_arb_crafting_followers_200	wh_dlc01_anc_follower_chaos_slave_master
311082924	ovn_arb_crafting_followers_201	wh_dlc01_anc_follower_chaos_possessed
311082925	ovn_arb_crafting_followers_202	wh_dlc01_anc_follower_chaos_oar_slave
311082926	ovn_arb_crafting_followers_203	wh_dlc01_anc_follower_chaos_mutant
311082927	ovn_arb_crafting_followers_204	wh_dlc01_anc_follower_chaos_kurgan_chieftain
311082928	ovn_arb_crafting_followers_205	wh_dlc01_anc_follower_chaos_huscarl
311082930	ovn_arb_crafting_followers_207	wh_dlc01_anc_follower_chaos_collector
311082931	ovn_arb_crafting_followers_208	wh_dlc01_anc_follower_chaos_beast_tamer
311082932	ovn_arb_crafting_followers_209	wh_dlc01_anc_follower_chaos_barbarian
311082933	ovn_arb_crafting_followers_210	wh_main_anc_follower_greenskins_swindla
311082935	ovn_arb_crafting_followers_212	wh_main_anc_follower_greenskins_snotling_scavengers
311082936	ovn_arb_crafting_followers_213	wh_main_anc_follower_greenskins_serial_loota
311082937	ovn_arb_crafting_followers_214	wh_main_anc_follower_greenskins_pit_boss
311082938	ovn_arb_crafting_followers_215	wh_main_anc_follower_greenskins_idol_carva
311082939	ovn_arb_crafting_followers_216	wh_main_anc_follower_greenskins_gobbo_ranta
311082940	ovn_arb_crafting_followers_217	wh_main_anc_follower_greenskins_dung_collector
311082941	ovn_arb_crafting_followers_218	wh_main_anc_follower_greenskins_dog_boy_scout
311082942	ovn_arb_crafting_followers_219	wh_main_anc_follower_greenskins_bully
311082943	ovn_arb_crafting_followers_220	wh_main_anc_follower_greenskins_bat-winged_loony
311082944	ovn_arb_crafting_followers_221	wh_main_anc_follower_greenskins_backstabba
311082945	ovn_arb_crafting_followers_222	wh_dlc05_anc_follower_young_stag
311082946	ovn_arb_crafting_followers_223	wh_dlc05_anc_follower_vauls_anvil_smith
311082947	ovn_arb_crafting_followers_224	wh_dlc05_anc_follower_royal_standard_bearer
311082948	ovn_arb_crafting_followers_225	wh_dlc05_anc_follower_hunting_hound
311082949	ovn_arb_crafting_followers_226	wh_dlc05_anc_follower_hawk_companion
311082950	ovn_arb_crafting_followers_227	wh_dlc05_anc_follower_forest_spirit
311082951	ovn_arb_crafting_followers_228	wh_dlc05_anc_follower_elder_scout
311082952	ovn_arb_crafting_followers_229	wh_dlc05_anc_follower_dryad_spy
311082953	ovn_arb_crafting_followers_230	wh2_main_anc_follower_sea_cucumber
311082954	ovn_arb_crafting_followers_231	wh2_dlc11_anc_follower_cst_travelling_necromancer
311082955	ovn_arb_crafting_followers_232	wh2_dlc11_anc_follower_cst_sartosa_navigator
