id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	religion	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
120212	bl_elo_dural_durak	0	0		none	bl_elo_dural_durak			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1_empire_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05		0	0	0
35877853	elo_dread_larenscheld	0	0		none	elo_dread_larenscheld			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_light_ship_01	cam_heavy_ship_01		0	0	0
119190	elo_cha_troll_lord_01	0	0		none	elo_cha_troll_lord_01			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_lord_hu4c_throgg_2handed_hammer	cam_transport_ship_05	cam_transport_ship_05		0	0	0
119191	elo_cha_troll_lord_02	0	0		none	elo_cha_troll_lord_02			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_lord_hu4c_throgg_2handed_hammer	cam_transport_ship_05	cam_transport_ship_05		0	0	0
119192	elo_cha_troll_lord_03	0	0		none	elo_cha_troll_lord_03			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_lord_hu4c_throgg_2handed_hammer	cam_transport_ship_05	cam_transport_ship_05		0	0	0
119199	elo_troll_champ	0	0		none	elo_troll_champ			wh_main_campaign_grn_ship_light	wh_main_campaign_grn_ship_heavy	cam_lord_hu4c_throgg_2handed_hammer	cam_light_ship_02	cam_heavy_ship_02		0	0	0
7078	Sultan_Jaffar	0	0		none	Sultan_Jaffar			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05		0	0	0
290598903	ovn_araby_ll	0	0		none	ovn_araby_ll			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05		0	0	0
290588884	ovn_araby_ll_2	0	0		none	ovn_araby_ll_2			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05		0	0	0
137587985	ovn_art_set_com_olorin_the_grey_wizard	0	0		none	ovn_uniform_olorin_the_grey_wizard			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
137587986	ovn_art_set_com_aragand_the_layabout	0	0		none	ovn_uniform_aragand_the_layabout			wh_main_campaign_emp_ship_light	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_light_ship_01	cam_heavy_ship_01		0	0	0
137587987	ovn_art_set_com_legles_the_elf	0	0		none	ovn_uniform_legles_the_elf			wh_dlc05_campaign_wef_ship_agent	wh_dlc05_campaign_wef_ship_agent	cam_hu1d_elf_sword_and_bow	cam_transport_ship_03	cam_transport_ship_03		0	0	0
137587988	ovn_art_set_com_giblit_the_dwarf	0	0		none	ovn_uniform_giblit_the_dwarf			wh_main_campaign_dwf_ship_light	wh_main_campaign_dwf_ship_heavy	cam_hu3_dwarf_2handed_axe_ungrim	cam_light_ship_03	cam_heavy_ship_03		0	0	0
1325400312	ovn_art_set_arb_magician_life	0	0		none	ovn_uniform_arb_magician_life			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05		0	0	0
1325400313	ovn_art_set_arb_magician_desert	0	0		none	ovn_uniform_arb_magicican_desert			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05		0	0	0
1325400314	ovn_art_set_arb_magician_fire	0	0		none	ovn_uniform_arb_magicican_fire			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05		0	0	0
1325400315	ovn_art_set_arb_magician_heavens	0	0		none	ovn_uniform_arb_magician_heavens			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05		0	0	0
2101873	Dread_King	0	0		none	Dread_King			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06		0	0	0
2101874	elo_hand_of_nagash	0	0		none	elo_hand_of_nagash			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_arkhan_staff_and_sword	cam_transport_ship_06	cam_transport_ship_06		0	0	0
1326263180	aky_chief_fimir_great_weapons_0	0	0		none	aky_chief_fimir_great_weapons_0			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_beastmen_ship01	cam_beastmen_ship01		0	0	0
1531994451	aky_chief_wolf_werekin_0	0	0		none	aky_chief_wolf_werekin_0			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu8_werekin_claws	cam_transport_ship_05	cam_transport_ship_05		0	0	0
1291561021	aky_chief_wolf_werekin_1	0	0		none	aky_chief_wolf_werekin_1			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu8_werekin_claws	cam_transport_ship_05	cam_transport_ship_05		0	0	0
1517795932	aky_chief_wolf_werekin_2	0	0		none	aky_chief_wolf_werekin_2			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu8_werekin_claws	cam_transport_ship_05	cam_transport_ship_05		0	0	0
1472622525	aky_chief_fimir_great_weapons_1	0	0		none	aky_chief_fimir_great_weapons_1			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_beastmen_ship01	cam_beastmen_ship01		0	0	0
1258074036	aky_chief_fimir_great_weapons_2	0	0		none	aky_chief_fimir_great_weapons_2			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_beastmen_ship01	cam_beastmen_ship01		0	0	0
1743333239	aky_chief_fimir_great_weapons_3	0	0		none	aky_chief_fimir_great_weapons_3			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_beastmen_ship01	cam_beastmen_ship01		0	0	0
2108199737	aky_chief_fimir_great_weapons_4	0	0		none	aky_chief_fimir_great_weapons_4			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_beastmen_ship01	cam_beastmen_ship01		0	0	0
32823068	wh2_main_art_set_roy_arb_champion	0	0		none	ovn_arb_cha_champion			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_arabya_hammer	cam_light_ship_05	cam_light_ship_05		0	0	0
32823069	wh2_main_art_set_roy_arb_champion_guard	0	0		none	ovn_arb_cha_champion_guard			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_arabya_hammer	cam_light_ship_05	cam_light_ship_05		0	0	0
32823070	wh2_main_art_set_roy_arb_champion_warrior	0	0		none	ovn_arb_cha_champion_warrior			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05		0	0	0
32823071	wh2_main_art_set_roy_arb_champion_sergeant	0	0		none	ovn_arb_cha_champion_sergeant			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05		0	0	0
32823073	wh2_main_art_set_roy_arb_nomad_01	0	0		none	ovn_arb_cha_nomad_uniform_01			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05		0	0	0
32823074	wh2_main_art_set_roy_arb_nomad_02	0	0		none	ovn_arb_cha_nomad_uniform_02			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05		0	0	0
32823075	wh2_main_art_set_roy_arb_nomad_03	0	0		none	ovn_arb_cha_nomad_uniform_03			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05		0	0	0
32823076	wh2_main_art_set_roy_arb_nomad_assassin_01	0	0		none	ovn_arb_cha_nomad_assassin_uniform_01			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_arch_lector_dual_hammer	cam_light_ship_05	cam_light_ship_05		0	0	0
32823077	wh2_main_art_set_roy_arb_nomad_assassin_02	0	0		none	ovn_arb_cha_nomad_assassin_uniform_02			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_arch_lector_dual_hammer	cam_light_ship_05	cam_light_ship_05		0	0	0
32823078	wh2_main_art_set_roy_arb_nomad_assassin_03	0	0		none	ovn_arb_cha_nomad_assassin_uniform_03			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_arch_lector_dual_hammer	cam_light_ship_05	cam_light_ship_05		0	0	0
32823079	wh2_main_art_set_roy_arb_nomad_jezzail_01	0	0		none	ovn_arb_cha_nomad_jezzail_uniform_01			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hero_hu1_cst_gunnery_rifle	cam_light_ship_05	cam_light_ship_05		0	0	0
32823080	wh2_main_art_set_roy_arb_nomad_jezzail_02	0	0		none	ovn_arb_cha_nomad_jezzail_uniform_02			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hero_hu1_cst_gunnery_rifle	cam_light_ship_05	cam_light_ship_05		0	0	0
32823081	wh2_main_art_set_roy_arb_nomad_jezzail_03	0	0		none	ovn_arb_cha_nomad_jezzail_uniform_03			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hero_hu1_cst_gunnery_rifle	cam_light_ship_05	cam_light_ship_05		0	0	0
8070	belakor	0	0		none	belakor			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu6_belakor	cam_heavy_ship_04	cam_heavy_ship_04		0	0	0
8071	wh_dlc08_nor_cha_fimir_balefiend_death	0	0		none	wh_dlc08_uniform_nor_fimir_balefiend_campaign_03			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_agent_ship_03		0	0	0
8072	wh_dlc08_nor_cha_fimir_balefiend_beast	0	0		none	wh_dlc08_uniform_nor_fimir_balefiend_campaign_01			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_agent_ship_03		0	0	0
360777	elo_boglar_shaman	0	0		none	elo_boglar_shaman			wh_main_campaign_grn_ship_light	wh_main_campaign_grn_ship_heavy	cam_hu5_goblin_staff_and_sword	cam_light_ship_02	cam_heavy_ship_02		0	0	0
27332733	elo_carrion_boss	0	0		none	elo_carrion_boss			wh_main_campaign_grn_ship_light	wh_main_campaign_grn_ship_heavy	cam_hu5_goblin_spear_and_shield	cam_light_ship_02	cam_heavy_ship_02		0	0	0
190901	elo_dread_centurion	0	0		none	elo_dread_centurion			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_settra_2handed_halberd	cam_transport_ship_06	cam_transport_ship_06		0	0	0
65658901	elo_liche_general	0	0		none	elo_liche_general			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_arkhan_staff_and_sword	cam_transport_ship_06	cam_transport_ship_06		0	0	0
65658902	wh2_dlc09_art_set_tmb_tomb_king_01_tech	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_01			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06		0	0	0
65658903	wh2_dlc09_art_set_tmb_tomb_king_02_tech	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_02			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06		0	0	0
65658904	wh2_dlc09_art_set_tmb_tomb_king_03_tech	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_03			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06		0	0	0
65658905	wh2_dlc09_art_set_tmb_tomb_king_04_tech	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_04			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06		0	0	0
65658906	wh2_dlc09_art_set_tmb_tomb_king_05_tech	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_05			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06		0	0	0
65658907	wh2_dlc09_art_set_tmb_tomb_king_06_tech	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_01			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06		0	0	0
290598904	ovn_hlf_ll	0	0		none	ovn_hlf_ll			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_and_shield	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
311089016	morgan_bernhardt_art	0	0		none	wh_main_uniform_morgan_bernhardt			wh_main_campaign_emp_ship_light	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
311089020	vladimir_stormbringer_art	0	0		none	wh_main_uniform_vladimir_stormbringer			wh_main_campaign_emp_ship_light	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
7546893275	arb_vizier_fire_0	0	0		none	arb_vizier_fire_0			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05		0	0	0
7546893276	arb_vizier_life_0	0	0		none	arb_vizier_life_0			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05		0	0	0
7546893277	arb_vizier_heavens_0	0	0		none	arb_vizier_heavens_0			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05		0	0	0
7546893278	arb_vizier_fire_1	0	0		none	arb_vizier_fire_1			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05		0	0	0
7546893279	arb_vizier_life_1	0	0		none	arb_vizier_life_1			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05		0	0	0
7546893280	arb_vizier_heavens_1	0	0		none	arb_vizier_heavens_1			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05		0	0	0
7546893281	arb_vizier_desert_1	0	0		none	arb_vizier_desert_1			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05		0	0	0
7546893282	arb_vizier_desert_0	0	0		none	arb_vizier_desert_0			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05		0	0	0
2905198901	ovn_art_set_dwf_lord_01	0	0		none	ovn_uniform_dwf_lord_campaign_01			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_and_shield	cam_heavy_ship_03	cam_heavy_ship_03		0	0	0
798687835	fim_meargh_skattach	0	0		none	fim_meargh_skattach			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hero_hu7d_fimir_2handed_staff	cam_light_ship_05	cam_light_ship_05		0	0	0
3023082	wh2_main_art_set_ovn_rbt_blightstormer	0	0		none	ovn_rbt_blightstormer			wh_main_campaign_chs_ship_light	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_light_ship_04	cam_heavy_ship_04		0	0	0
290598906	ovn_stormrider	0	0		none	ovn_stormrider			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_hu1d_elf_sword	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
87497939	arb_fatandira	0	0		none	arb_fatandira			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_lord_hu1b_elf_sword_and_bow	cam_light_ship_05	cam_light_ship_05		0	0	0
889387935	arb_golden_magus	0	0		none	arb_golden_magus			ovn_campaign_arb_ship_flaming_scimitar_army	ovn_campaign_arb_ship_flaming_scimitar_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05		0	0	0
278687905	ovn_hlf_glibfoot	0	0		none	ovn_hlf_glibfoot			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_shield_and_crossbow	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
299597905	ovn_hlf_moot_general	0	0		none	ovn_hlf_moot_general			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_and_shield	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
299597906	ovn_hlf_moot_general_1	0	0		none	ovn_hlf_moot_general_1			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_and_shield	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
299598915	ovn_hlf_fieldwarden_01	0	0		none	ovn_hlf_fieldwarden			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_shield_and_crossbow	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
299598916	ovn_hlf_fieldwarden_02	0	0		none	ovn_hlf_fieldwarden_1			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_shield_and_crossbow	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
299598925	ovn_hlf_master_chef_01	0	0		none	ovn_hlf_master_chef			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_and_shield	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
299598926	ovn_hlf_master_chef_02	0	0		none	ovn_hlf_master_chef_1			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_and_shield	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
299597936	ovn_hlf_sheriff_01	0	0		none	ovn_hlf_sheriff_0			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_2handed_axe_ungrim	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
295845936	ovn_hlf_sheriff_02	0	0		none	ovn_hlf_sheriff_1			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_2handed_axe_ungrim	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
815317561	cha_walachart	0	0		none	vmp_uniform_walach			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01		0	0	0
