diplomacy_negotiation_string_options_tables	4
key	string	option	group
generic_reject	Grudgebringer_Dip_Rejection_Positive_03	2	diplomacy_Faction_Grudgebringer_&_Positive
receive	Grudgebringer_Dip_Greet_Pos_01	0	diplomacy_Faction_Grudgebringer_&_Positive
receive	Grudgebringer_Dip_Greet_Pos_02	1	diplomacy_Faction_Grudgebringer_&_Positive
receive	Grudgebringer_Dip_Greet_Pos_03	2	diplomacy_Faction_Grudgebringer_&_Positive
accept	Grudgebringer_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Grudgebringer
accept	Grudgebringer_Dip_Acceptance_Neutral_02	1	diplomacy_Faction_Grudgebringer
accept_state_gift	Grudgebringer_Dip_Accept_State_Gift_01	0	diplomacy_Faction_Grudgebringer
accept_state_gift	Grudgebringer_Dip_Accept_State_Gift_02	1	diplomacy_Faction_Grudgebringer
accept_state_gift	Grudgebringer_Dip_Accept_State_Gift_03	2	diplomacy_Faction_Grudgebringer
acknowledge_accept	Grudgebringer_Dip_Acknowledge_Accept_01	0	diplomacy_Faction_Grudgebringer
acknowledge_accept	Grudgebringer_Dip_Acknowledge_Accept_02	1	diplomacy_Faction_Grudgebringer
acknowledge_accept	Grudgebringer_Dip_Acknowledge_Accept_03	2	diplomacy_Faction_Grudgebringer
acknowledge_cancel_treaty	Grudgebringer_Dip_Acknowledge_Cancel_Treaty_01	0	diplomacy_Faction_Grudgebringer
acknowledge_cancel_treaty	Grudgebringer_Dip_Acknowledge_Cancel_Treaty_02	1	diplomacy_Faction_Grudgebringer
acknowledge_cancel_treaty	Grudgebringer_Dip_Acknowledge_Cancel_Treaty_03	2	diplomacy_Faction_Grudgebringer
acknowledge_reject	Grudgebringer_Dip_Acknowledge_Reject_01	0	diplomacy_Faction_Grudgebringer
acknowledge_reject	Grudgebringer_Dip_Acknowledge_Reject_02	1	diplomacy_Faction_Grudgebringer
acknowledge_reject	Grudgebringer_Dip_Acknowledge_Reject_03	2	diplomacy_Faction_Grudgebringer
acknowledge_war	Grudgebringer_Dip_Acknowledge_War_01	0	diplomacy_Faction_Grudgebringer
acknowledge_war	Grudgebringer_Dip_Acknowledge_War_02	1	diplomacy_Faction_Grudgebringer
acknowledge_war	Grudgebringer_Dip_Acknowledge_War_03	2	diplomacy_Faction_Grudgebringer
cancel_treaty	Grudgebringer_Dip_Cancel_Treaty_01	0	diplomacy_Faction_Grudgebringer
cancel_treaty	Grudgebringer_Dip_Cancel_Treaty_02	1	diplomacy_Faction_Grudgebringer
cancel_treaty	Grudgebringer_Dip_Cancel_Treaty_03	2	diplomacy_Faction_Grudgebringer
demand_join_war	Grudgebringer_Dip_Demand_Join_War_01	0	diplomacy_Faction_Grudgebringer
demand_join_war	Grudgebringer_Dip_Demand_Join_War_02	1	diplomacy_Faction_Grudgebringer
demand_join_war	Grudgebringer_Dip_Demand_Join_War_03	2	diplomacy_Faction_Grudgebringer
demand_payment	Grudgebringer_Dip_Demand_Payments_Neutral_01	0	diplomacy_Faction_Grudgebringer
generic_offer_demand	Grudgebringer_Dip_Generic_Offer_Neutral_01	0	diplomacy_Faction_Grudgebringer
generic_offer_demand	Grudgebringer_Dip_Generic_Offer_Neutral_02	1	diplomacy_Faction_Grudgebringer
generic_offer_demand	Grudgebringer_Dip_Generic_Offer_Neutral_03	2	diplomacy_Faction_Grudgebringer
generic_reject	Grudgebringer_Dip_Rejection_Neutral_01	0	diplomacy_Faction_Grudgebringer
generic_reject	Grudgebringer_Dip_Rejection_Neutral_02	1	diplomacy_Faction_Grudgebringer
generic_reject	Grudgebringer_Dip_Rejection_Neutral_03	2	diplomacy_Faction_Grudgebringer
offer_cooperation	Grudgebringer_Dip_Offer_Cooperation_01	0	diplomacy_Faction_Grudgebringer
offer_cooperation	Grudgebringer_Dip_Offer_Cooperation_02	1	diplomacy_Faction_Grudgebringer
offer_cooperation	Grudgebringer_Dip_Offer_Cooperation_03	2	diplomacy_Faction_Grudgebringer
offer_demand_peace	Grudgebringer_Dip_Offer_Peace_01	0	diplomacy_Faction_Grudgebringer
offer_demand_peace	Grudgebringer_Dip_Offer_Peace_02	1	diplomacy_Faction_Grudgebringer
offer_demand_peace	Grudgebringer_Dip_Offer_Peace_03	2	diplomacy_Faction_Grudgebringer
offer_join_war	Grudgebringer_Dip_Offer_Join_War_01	0	diplomacy_Faction_Grudgebringer
offer_join_war	Grudgebringer_Dip_Offer_Join_War_02	1	diplomacy_Faction_Grudgebringer
offer_join_war	Grudgebringer_Dip_Offer_Join_War_03	2	diplomacy_Faction_Grudgebringer
offer_payment	Grudgebringer_Dip_Offer_Gift_01	0	diplomacy_Faction_Grudgebringer
offer_payment	Grudgebringer_Dip_Offer_Gift_02	1	diplomacy_Faction_Grudgebringer
offer_payment	Grudgebringer_Dip_Offer_Gift_03	2	diplomacy_Faction_Grudgebringer
receive	Grudgebringer_Dip_Greet_Neu_01	0	diplomacy_Faction_Grudgebringer
receive	Grudgebringer_Dip_Greet_Neu_02	1	diplomacy_Faction_Grudgebringer
receive	Grudgebringer_Dip_Greet_Neu_03	2	diplomacy_Faction_Grudgebringer
reject_offer_demand_peace	Grudgebringer_Dip_Reject_Peace_01	0	diplomacy_Faction_Grudgebringer
reject_offer_demand_peace	Grudgebringer_Dip_Reject_Peace_02	1	diplomacy_Faction_Grudgebringer
reject_offer_demand_peace	Grudgebringer_Dip_Reject_Peace_03	2	diplomacy_Faction_Grudgebringer
reject_subjugation	Grudgebringer_Dip_Reject_Join_Confederation_01	0	diplomacy_Faction_Grudgebringer
reject_subjugation	Grudgebringer_Dip_Reject_Join_Confederation_02	1	diplomacy_Faction_Grudgebringer
reject_subjugation	Grudgebringer_Dip_Reject_Join_Confederation_03	2	diplomacy_Faction_Grudgebringer
war	Grudgebringer_Dip_War_01	0	diplomacy_Faction_Grudgebringer
war	Grudgebringer_Dip_War_02	1	diplomacy_Faction_Grudgebringer
war	Grudgebringer_Dip_War_03	2	diplomacy_Faction_Grudgebringer
