unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
albion_riders_javelins_no_garrison		-1	missile_cavalry	1	false	albion_riders_javelins	60	0	525	wh_main_shp_transport	1	1	60	0	525			130	medium		false	false	0	787878014	false		wh_main_vo_culture_Bretonnian	missile_cavalry_javelin	missile_cavalry_javelin	1	false	emp_reiksguard		false	true		100.0	400.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Mounted	0	true	false	5	false	false	
ovn_mon_harpies		-1	monstrous_infantry	1	false	wh_dlc05_bst_mon_harpies_0	60	0	600	wh_main_shp_transport	1	1	60	0	600			150	heavy		false	false	0	12387	true		wh_dlc05_vo_culture_Harpy	wh_dlc05_bst_harpies	wh_dlc05_bst_harpies	4	false	default		false	true		600.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_group_sound	0	true	false	6	false	false	
elo_sea_hag		-1	hero	2	false	elo_sea_hag	1	0	750	wh_main_shp_transport	1	1	1	0	1000			175	very_heavy		false	false	0	1281929773	true		wh_main_vo_culture_Troll	wizard_death	wizard_death	3	true	grn_river_troll_hag		true	false		700.0	0.0	true	vo_culture_None	true	wh2_dlc15_vo_actor_Troll_River_Troll_Hag	0	false	false	6	false	false	
elo_sea_troll_summoned		-1	monstrous_infantry	2	false	elo_sea_troll_summoned	12	0	1500	wh_main_shp_transport	1	1	12	0	1500			300	very_heavy		false	false	0	110787115	false		wh_main_vo_culture_Troll	monstrous_infantry	monstrous_infantry	5	true	grn_troll		false	true		1500.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false	
ovn_boglar		-1	melee_infantry	1	false	ovn_boglar	160	0	275	wh_main_shp_transport	1	1	160	0	275			60	light		false	false	0	1049341204	false		wh_main_vo_culture_Goblin	infantry_spear	infantry_spear	1	false	grn_goblin_15_degrees		false	true		275.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Goblin_Infantry	0	true	false	6	false	false	
ovn_boglar_no_garrison		-1	melee_infantry	1	false	ovn_boglar	160	0	275	wh_main_shp_transport	1	1	160	0	275			60	light		false	false	0	1049341204	false		wh_main_vo_culture_Goblin	infantry_spear	infantry_spear	1	false	grn_goblin_15_degrees		false	true		275.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Goblin_Infantry	0	true	false	6	false	false	
ovn_shearl		-1	melee_infantry	1	false	ovn_shearl	120	0	450	wh_main_shp_transport	1	1	120	0	450			112	heavy		false	false	0	230639037	false		wh_dlc08_vo_culture_Norsca	vmp_crypt_ghouls	vmp_crypt_ghouls	1	false	nor_fimir		false	true		450.0	0.0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	6	false	false	
ovn_shearl_no_garrison		-1	melee_infantry	1	false	ovn_shearl	120	0	450	wh_main_shp_transport	1	1	120	0	450			112	heavy		false	false	0	230639037	false		wh_dlc08_vo_culture_Norsca	vmp_crypt_ghouls	vmp_crypt_ghouls	1	false	nor_fimir		false	true		450.0	0.0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	6	false	false	
ovn_death_quest		-1	melee_infantry	1	false	ovn_death_quest	100	0	600	wh_main_shp_transport	1	1	100	0	600			150	heavy		false	false	0	230639038	false		wh_dlc08_vo_culture_Norsca	wh_dlc04_emp_flagelllents	wh_dlc04_emp_flagelllents	2	false	nor_fimir		false	true		600.0	0.0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	6	false	false	
ovn_killing_eye		1	melee_infantry	1	false	ovn_killing_eye	100	0	875	wh_main_shp_transport	1	1	100	0	875			219	heavy		false	false	0	230639039	false		wh_dlc08_vo_culture_Norsca	wh_dlc04_emp_flagelllents	wh_dlc04_emp_flagelllents	3	false	nor_fimir		false	true		875.0	0.0	false	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	1	false	false	
ovn_marsh_hounds		-1	war_beast	1	false	ovn_marsh_hounds	80	0	500	wh_main_shp_transport	1	1	80	0	500			125	heavy		false	false	0	7522	false		wh_main_vo_culture_Dire_Wolves_WarHound	war_beast	war_beast	1	false	vamp_dire_wolf		false	true		500.0	0.0	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false	
ovn_fimir_warriors		-1	melee_infantry	1	false	ovn_fimir_warriors	100	0	700	wh_main_shp_transport	1	1	100	0	700			175	heavy		false	false	0	57522326	true		wh_dlc08_vo_culture_Norsca	infantry_sword	infantry_sword	3	false	nor_fimir		false	true		700.0	0.0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	6	false	false	
ovn_fimir_warriors_great_weapons		-1	melee_infantry	1	false	ovn_fimir_warriors_great_weapons	100	0	750	wh_main_shp_transport	1	1	100	0	750			188	heavy		false	false	0	969219725	true		wh_dlc08_vo_culture_Norsca	infantry_axe_great	infantry_axe_great	3	false	nor_fimir		false	true		750.0	0.0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	6	false	false	
ovn_gharnus_demon		1	monstrous_infantry	2	false	ovn_gharnus_demon	16	0	1800	wh_main_shp_transport	1	1	16	0	1800			425	heavy		false	false	0	230639041	false		wh_dlc08_vo_culture_Norsca	monstrous_infantry	monstrous_infantry	5	false	nor_fimir		false	true		1800.0	0.0	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	1	false	false	
ovn_fianna_fimm		-1	monstrous_infantry	2	false	ovn_fianna_fimm	16	0	1300	wh_main_shp_transport	1	1	16	0	1300			325	heavy		false	false	0	57522326	false		wh_dlc08_vo_culture_Norsca	monstrous_infantry	monstrous_infantry	4	false	nor_fimir		false	true		1300.0	0.0	true	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	6	false	false	
ovn_fimm		-1	monstrous_infantry	2	false	ovn_fimm	16	0	1450	wh_main_shp_transport	1	1	16	0	1450			363	heavy		false	false	0	969219725	false		wh_dlc08_vo_culture_Norsca	monstrous_infantry	monstrous_infantry	5	false	nor_fimir		false	true		1450.0	0.0	true	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	6	false	false	
ovn_mistmor		-1	monstrous_infantry	2	false	ovn_mistmor	16	0	1200	wh_main_shp_transport	1	1	16	0	1200			285	very_heavy		false	false	0	1609456476	false		wh_main_vo_culture_Var_Creature	monstrous_infantry	monstrous_infantry	3	false	nor_fimir		false	true		1200.0	0.0	true	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	false	false	6	false	false	
ovn_fim_mon_javelin_0		-1	missile_infantry	1	false	ovn_fim_mon_javelin_0	90	0	500	wh_main_shp_transport	1	1	90	0	500			125	heavy		false	false	0	652151413	false		wh_dlc08_vo_culture_Norsca	wh_dlc08_nor_hunters_javelin	wh_dlc08_nor_hunters_javelin	2	false	nor_fimir		false	true		150.0	350.0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	6	false	false	
ovn_fim_mon_caster_0		-1	monstrous_infantry	2	false	ovn_fim_mon_caster_0	16	0	1050	wh_main_shp_transport	1	1	16	0	1050			265	heavy		false	false	0	652151412	false		wh_dlc08_vo_culture_Norsca	wh2_twa05_ogr_monstrous_pistol	wh2_twa05_ogr_monstrous_pistol	3	false	nor_fimir		false	true		400.0	650.0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	6	false	false	
ovn_fim_cav_bog_beast_riders_0		-1	monstrous_cavalry	2	false	ovn_fim_cav_bog_beast_riders_0	12	0	1150	wh_main_shp_transport	1	1	12	0	1150			300	very_heavy		false	false	0	10745273411	false		wh2_dlc12_vo_culture_Salamander	ovn_fim_cavalry_bog_beast	ovn_fim_cavalry_bog_beast	3	false	liz_salamander_hunting_pack		false	true		1150.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false	
ovn_finmor		-1	hero	1	false	ovn_finmor	1	0	700	wh_main_shp_transport	1	1	1	0	1000			250	heavy		false	false	0	240639030	false		wh_dlc08_vo_culture_Norsca	fim_finmor_hero	fim_finmor_hero	0	true	aky_chief_fimir_great_weapons		true	false		700.0	0.0	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	2	false	false	
aky_chief_fimir_great_weapons_0		-1	lord	1	false	aky_chief_fimir_great_weapons_0	1	0	1000	wh_main_shp_transport	1	1	1	0	1000			250	heavy		false	false	0	782508932	false		wh_dlc08_vo_culture_Norsca	wh2_main_lord_monstrous_infantry	wh2_main_lord_monstrous_infantry	0	true	aky_chief_fimir_great_weapons		true	false		1000.0	0.0	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	0	false	false	
fim_meargh_skattach		-1	lord	1	false	fim_meargh_skattach	1	0	600	wh_main_shp_transport	1	1	1	0	1000			188	heavy		false	false	0	993503427	false		wh_main_vo_culture_Troll	lord_wizard_death	lord_wizard_death	0	true	nor_fimir		true	true		600.0	0.0	true	vo_culture_None	true	wh2_dlc15_vo_actor_Troll_River_Troll_Hag	0	true	false	0	false	false	
wh_dlc08_nor_cha_fimir_balefiend_beast		-1	hero	1	false	wh_dlc08_nor_cha_fimir_balefiend_beast	1	0	550	wh_main_shp_transport	1	1	1	0	1000			188	heavy		false	false	0	1566874537	false		wh_dlc08_vo_culture_Norsca	wizard_beasts	wizard_beasts	0	true	nor_fimir		true	true		550.0	0.0	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	2	false	false	
wh_dlc08_nor_cha_fimir_balefiend_death		-1	hero	1	false	wh_dlc08_nor_cha_fimir_balefiend_death	1	0	550	wh_main_shp_transport	1	1	1	0	1000			188	heavy		false	false	0	493208727	false		wh_dlc08_vo_culture_Norsca	wizard_death	wizard_death	0	true	nor_fimir		true	true		550.0	0.0	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	2	false	false	
ovn_fimir_dirach_fire		-1	lord	1	false	ovn_fimir_dirach_fire	1	0	600	wh_main_shp_transport	1	1	1	0	1000			188	heavy		false	false	0	1566874537	false		wh_dlc08_vo_culture_Norsca	lord_wizard_fire	lord_wizard_fire	0	true	nor_fimir		true	true		600.0	0.0	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	0	false	false	
ovn_fimir_dirach_shadow		-1	lord	1	false	ovn_fimir_dirach_shadow	1	0	600	wh_main_shp_transport	1	1	1	0	1000			188	heavy		false	false	0	493208727	false		wh_dlc08_vo_culture_Norsca	lord_wizard_shadows	lord_wizard_shadows	0	true	nor_fimir		true	true		600.0	0.0	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	0	false	false	
ovn_fimir_dirach_beast		-1	lord	1	false	ovn_fimir_dirach_beast	1	0	600	wh_main_shp_transport	1	1	1	0	1000			188	heavy		false	false	0	1566874537	false		wh_dlc08_vo_culture_Norsca	lord_wizard_beasts	lord_wizard_beasts	0	true	nor_fimir		true	true		600.0	0.0	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	0	false	false	
ovn_fimir_dirach_death		-1	lord	1	false	ovn_fimir_dirach_death	1	0	600	wh_main_shp_transport	1	1	1	0	1000			188	heavy		false	false	0	493208727	false		wh_dlc08_vo_culture_Norsca	lord_wizard_death	lord_wizard_death	0	true	nor_fimir		true	true		600.0	0.0	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	0	false	false	
ovn_nuckelavee		-1	melee_cavalry	2	false	ovn_nuckelavee	60	0	1000	wh_main_shp_transport	1	1	60	0	1000			275	very_heavy		false	false	0	12037	false		wh_main_vo_culture_Wraith	cavalry	cavalry	4	false	emp_reiksguard		false	true		1000.0	0.0	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false	
ovn_daemonomaniac		-1	monster	2	false	ovn_daemonomaniac	1	0	2000	wh_main_shp_transport	1	1	1	0	2000			500	very_heavy		false	false	0	1831899144	false		wh_main_vo_culture_Var_Creature	wh2_dlc17_bst_ghorgon	wh2_dlc17_bst_ghorgon	5	true	nor_fimir		true	false		2000.0	0.0	true	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	false	true	2	false	false	
ovn_swamp_daemons		-1	melee_infantry	1	false	ovn_swamp_daemons	80	0	800	wh_main_shp_transport	1	1	80	0	800			187	heavy		false	false	0	10526	false		wh2_dlc11_vo_culture_Mourngul	infantry_sword	infantry_sword	3	false	vamp_crypt_horror		false	true		800.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false	
ovn_eye_oculus		-1	warmachine	2	false	ovn_eye_oculus	2	0	1800	wh_main_shp_transport	1	1	2	0	1200			375	heavy		false	false	0	1511823803	false		wh_dlc08_vo_culture_Norsca	magic_chariot	magic_chariot	4	true	emp_luminark		true	false		800.0	1100.0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	false	true	3	false	false	
ovn_moor_hounds_ror		1	war_beast	1	false	ovn_moor_hounds_ror	48	1	900	wh_main_shp_transport	1	1	40	0	900			175	medium		false	false	0	281363422	false		wh_main_vo_culture_Dire_Wolves_WarHound	war_beast	war_beast	3	false	vamp_dire_wolf		false	true		900.0	0.0	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	true	wh_main_vo_actor_default	0	false	false	1	false	false	
ovn_daemonomaniac_ror		1	monster	2	false	ovn_daemonomaniac_ror	1	1	2550	wh_main_shp_transport	1	1	1	0	2550			575	very_heavy		false	false	0	941131848	false		wh_main_vo_culture_Var_Creature	wh2_dlc17_bst_ghorgon	wh2_dlc17_bst_ghorgon	5	true	bst_ghorgon		true	false		2550.0	0.0	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	false	true	1	false	false	
ovn_marsh_hornets_ror		1	monstrous_cavalry	2	false	ovn_marsh_hornets_ror	12	1	1550	wh_main_shp_transport	1	1	12	0	1550			325	very_heavy		false	false	0	10745273411	false		wh2_dlc12_vo_culture_Salamander	ovn_fim_cavalry_bog_beast	ovn_fim_cavalry_bog_beast	3	false	liz_salamander_hunting_pack		false	true		1550.0	0.0	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	false	1	false	false	
ovn_swamp_daemons_summon		-1	melee_infantry	1	false	ovn_swamp_daemons_summon	80	0	800	wh_main_shp_transport	1	1	80	0	800			187	heavy		false	false	0	10526	false		wh2_dlc11_vo_culture_Mourngul	infantry_sword	infantry_sword	3	false	vamp_crypt_horror		false	true		800.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false	
