key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	immortal	provided_bodyguard_unit	provided_banner	uniqueness_score	turns_before_swap_allowed	subcategory	randomly_dropped	can_be_stolen	can_be_destroyed
anc_albion_sun_shield	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			30	0		true	true	false
anc_hunter_spear	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			35	0		true	true	false
anc_dagger_shadow	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			35	0		true	true	false
anc_albion_chainmail	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			5	0		true	true	false
anc_albion_helmet_leader	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			40	0		true	true	false
anc_albion_talisman_danu	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			35	0		true	true	false
anc_albion_talisman_belakor	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			45	0		true	true	false
anc_albion_scepter_old_ones	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			40	0		true	true	false
anc_albion_staff_of_darkness	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			40	0		true	true	false
anc_albion_ogham_shard	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			10	0		true	true	false
anc_albion_hound_statue	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			10	0		true	true	false
anc_albion_skull_trophies	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			40	0		true	true	false
elo_staff_of_dural_durak	wh_main_anc_arcane_item		false	false	false	1	0	9999			true	false	false	arcane_item	16	30	30	50	true			200	0		false	false	false
elo_amulet_old_ones	wh_main_anc_talisman		false	false	false	1	0	9999			true	false	false	talisman	16	30	30	50	true			200	0		false	false	false
dural_mount_horse	wh_main_anc_mount_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	bl_elo_dural_durak_horse		1	1		false	false	false
dural_mount_chariot	wh_main_anc_mount_chaos_chariot	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	bl_elo_dural_durak_chariot		1	1		false	false	false
