key	group	initial_unit_count	pool	faction_requirement	subculture_requirement	tech_requirement
917891033	wh2_dlc13_emp_art_helblaster_volley_gun_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519917	wh2_dlc13_emp_veh_war_wagon_1_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519918	wh2_dlc13_emp_art_helstorm_rocket_battery_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519919	wh2_dlc13_emp_cav_pistoliers_1_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519920	wh2_dlc13_emp_inf_halberdiers_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519921	wh2_dlc13_emp_inf_handgunners_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519923	wh2_dlc13_emp_inf_greatswords_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519924	wh2_dlc13_emp_cav_empire_knights_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519925	wh2_dlc13_emp_veh_steam_tank_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
220519880	wh_dlc08_nor_art_hellcannon_battery	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_warp	
220519881	wh_pro04_nor_mon_war_mammoth_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_warp	
220519882	wh_dlc08_nor_mon_frost_wyrm_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_warp	
220519883	wh_pro04_nor_inf_chaos_marauders_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_warp	
220519884	wh_pro04_nor_mon_fimir_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_warp	
220519885	wh_pro04_nor_mon_warwolves_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_warp	
220519886	wh_pro04_nor_inf_marauder_berserkers_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_warp	
220519888	wh_pro04_nor_mon_skinwolves_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_warp	
220519890	wh_dlc08_nor_mon_war_mammoth_ror_1	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_warp	
220519891	wh_dlc08_nor_art_hellcannon_battery	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_fimir	
220519892	wh_pro04_nor_mon_war_mammoth_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_fimir	
220519893	wh_dlc08_nor_mon_frost_wyrm_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_fimir	
220519894	wh_pro04_nor_inf_chaos_marauders_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_fimir	
220519895	wh_pro04_nor_mon_fimir_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_fimir	
220519896	wh_pro04_nor_mon_warwolves_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_fimir	
220519897	wh_pro04_nor_inf_marauder_berserkers_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_fimir	
220519899	wh_pro04_nor_mon_skinwolves_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_fimir	
220519901	wh_dlc08_nor_mon_war_mammoth_ror_1	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_fimir	
220519902	wh_dlc08_nor_art_hellcannon_battery	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_troll	
220519903	wh_pro04_nor_mon_war_mammoth_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_troll	
220519904	wh_dlc08_nor_mon_frost_wyrm_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_troll	
220519905	wh_pro04_nor_inf_chaos_marauders_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_troll	
220519906	wh_pro04_nor_mon_fimir_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_troll	
220519907	wh_pro04_nor_mon_warwolves_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_troll	
220519908	wh_pro04_nor_inf_marauder_berserkers_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_troll	
220519910	wh_pro04_nor_mon_skinwolves_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_troll	
220519912	wh_dlc08_nor_mon_war_mammoth_ror_1	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_troll	
29051989	halfling_warfoot	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29051990	halfling_cock	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29051991	wh_main_mtl_veh_soupcart	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29051992	sr_ogre_ror	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29051993	grudgebringer_infantry	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29051994	grudgebringer_cannon	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29051995	grudgebringer_crossbow	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29051996	helmgart_bowmen	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29051997	keelers_longbows	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29051998	dargrimm_firebeard_dwarf_warriors	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29051999	azguz_bloodfist_dwarf_warriors	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29052000	urblab_rotgut_mercenary_ogres	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29052001	treeman_knarlroot	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29052002	galed_elf_archers	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29052003	elrod_wood_elf_glade_guards	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29052004	black_avangers	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29052005	carlsson_cavalry	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29052006	carlsson_guard	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29052007	countess_guard	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29052008	vannheim_75th	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29052009	treeman_gnarl_fist	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29052010	ragnar_wolves	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29052011	ceridan	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29052012	ovn_jag_ror	1	ovn_arb_units_of_renown_pool		wh_main_sc_emp_araby	
29052013	ovn_jez_ror	1	ovn_arb_units_of_renown_pool		wh_main_sc_emp_araby	
29052014	ovn_cat_knights_ror	1	ovn_arb_units_of_renown_pool		wh_main_sc_emp_araby	
29052015	ovn_knights_ror	1	ovn_arb_units_of_renown_pool		wh_main_sc_emp_araby	
29052016	ovn_bom_ror	1	ovn_arb_units_of_renown_pool		wh_main_sc_emp_araby	
29052017	ovn_elephant_ror	1	ovn_arb_units_of_renown_pool		wh_main_sc_emp_araby	
29052018	wh_pro04_nor_mon_marauder_warwolves_ror_0	1	ovn_fimir_units_of_renown_pool		wh_main_sc_nor_fimir	
29052019	ovn_killing_eye	1	ovn_fimir_units_of_renown_pool		wh_main_sc_nor_fimir	
29052020	wh_pro04_nor_mon_fimir_ror_0	1	ovn_fimir_units_of_renown_pool		wh_main_sc_nor_fimir	
29052021	ovn_gharnus_demon	1	ovn_fimir_units_of_renown_pool		wh_main_sc_nor_fimir	
29052022	wh_pro04_chs_mon_chaos_spawn_ror_0	1	ovn_fimir_units_of_renown_pool		wh_main_sc_nor_fimir	
29052023	wh_dlc08_nor_mon_frost_wyrm_ror_0	1	ovn_fimir_units_of_renown_pool		wh_main_sc_nor_fimir	
29052024	elo_red_avalanche_ugma	1	ovn_troll_units_of_renown_pool	wh2_main_nor_trollz		
29052025	elo_shipwreckers_ugma	1	ovn_troll_units_of_renown_pool	wh2_main_nor_trollz		
29052026	elo_kin_ugma	1	ovn_troll_units_of_renown_pool	wh2_main_nor_trollz		
29052027	elo_night_trolls_ror_ugma	1	ovn_troll_units_of_renown_pool	wh2_main_nor_trollz		
29052028	ovn_arb_mon_war_elephant_ror	1	ovn_arb_units_of_renown_pool		wh_main_sc_emp_araby	
29052029	halfling_cat_ror	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
29052037	wh2_dlc15_grn_mon_river_trolls_ror_0_ugma	1	ovn_troll_units_of_renown_pool	wh2_main_nor_trollz		
7463652	cr_hef_veh_lothern_skycutter_ror	1	wh2_main_hef_units_of_renown_pool		wh2_main_sc_hef_high_elves	
