campaign_group_member_criteria_factions_tables	0
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_iron_mountains_rackdo_gorge
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_ironfrost_glacier_dagraks_end
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_ironfrost_glacier_ironfrost
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_isthmus_of_lustria_fallen_gates
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_isthmus_of_lustria_hexoatl
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_isthmus_of_lustria_skeggi
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_isthmus_of_lustria_ziggurat_of_dawn
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_jungles_of_green_mist_pillars_of_unseen_constellations
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_jungles_of_green_mists_spektazuma
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_jungles_of_green_mists_wellsprings_of_eternity
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_kingdom_of_beasts_serpent_coast
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_kingdom_of_beasts_temple_of_skulls
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_kingdom_of_beasts_the_cursed_jungle
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_land_of_assassins_lashiek
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_land_of_assassins_palace_of_the_wizard_caliph
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_land_of_assassins_sorcerers_islands
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_land_of_the_dead_khemri
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_land_of_the_dead_pyramid_of_nagash
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_land_of_the_dead_zandri
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_land_of_the_dervishes_plain_of_tuskers
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_land_of_the_dervishes_sudenburg
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_laurelorn_forest_laurelorn_forest
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_misty_hills_the_black_pit
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_misty_hills_wreckers_point
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_nagarythe_shrine_of_khaine
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_nagarythe_tor_anlec
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_nagarythe_tor_dranil
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_northern_great_jungle_chaqua
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_northern_great_jungle_temple_of_tlencan
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_northern_great_jungle_xahutec
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_northern_great_jungle_xlanhuapec
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_northern_jungle_of_pahualaxa_macu_peaks
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_northern_jungle_of_pahualaxa_port_reaver
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_northern_jungle_of_pahualaxa_shrine_of_sotek
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_northern_jungle_of_pahualaxa_swamp_town
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_obsidian_peaks_circle_of_destruction
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_obsidian_peaks_clar_karond
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_obsidian_peaks_storag_kor
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_obsidian_peaks_venom_glade
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_saphery_port_elistor
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_saphery_tor_finu
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_saphery_tower_of_hoeth
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sartosa_sartosa
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_bay_of_corsairs
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_eastern_straits_of_the_great_ocean
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_gulf_of_lustria
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_gulf_of_medes
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_sea_of_chill
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_sea_of_dreams
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_sea_of_dusk
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_sea_of_malice
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_sea_of_serpents
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_shark_straits
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_shifting_isles
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_straits_of_fear
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_sunken_lands
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_tarantula_coast
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_the_bleak_coast
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_the_dragon_spine
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_the_far_sea
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_the_forbidding_coast
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_the_galleons_graveyard
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_the_isles
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_the_vampire_coast
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_sea_volcanic_islands
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_shifting_sands_antoch
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_shifting_sands_bhagar
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_shifting_sands_ka-sabar
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_skavenblight_skavenblight
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_solland_pfeildorf
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_solland_steingart
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_southern_great_jungle_axlotl
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_southern_great_jungle_itza
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_southern_great_jungle_subatuun
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_southern_jungle_of_pahualaxa_floating_pyramid
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_southern_jungle_of_pahualaxa_monument_of_the_moon
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_southern_jungle_of_pahualaxa_pahuax
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_southern_jungle_of_pahualaxa_the_high_sentinel
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_southlands_jungle_golden_tower_of_the_gods
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_southlands_jungle_teotiqua
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_southlands_worlds_edge_mountains_karak_zorn
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_southlands_worlds_edge_mountains_lost_plateau
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_southlands_worlds_edge_mountains_mount_arachnos
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_spine_of_sotek_hualotal
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_spine_of_sotek_mine_of_the_bearded_skulls
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_spine_of_sotek_monument_of_izzatal
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_black_coast_arnheim
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_black_coast_bleak_hold_fortress
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_black_flood_cragroth_deep
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_black_flood_hag_graef
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_black_flood_shroktak_mount
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_black_flood_temple_of_khaine
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_broken_land_blacklight_tower
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_broken_land_karond_kar
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_broken_land_slavers_point
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_chill_road_ashrak
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_chill_road_ghrond
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_chill_road_the_great_arena
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_clawed_coast_hoteks_column
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_clawed_coast_the_monoliths
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_clawed_coast_the_twisted_glade
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_creeping_jungle_temple_of_kara
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_creeping_jungle_tlanxla
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_creeping_jungle_tlaxtlan
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_galleons_graveyard
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_road_of_skulls_har_ganeth
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_road_of_skulls_kauark
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_road_of_skulls_spite_reach
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_the_road_of_skulls_the_black_pillar
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_tiranoc_tor_anroc
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_tiranoc_whitepeak
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_titan_peaks_ancient_city_of_quintex
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_titan_peaks_ironspike
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_titan_peaks_ssildra_tor
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_titan_peaks_the_moon_shard
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vampire_coast_pox_marsh
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vampire_coast_the_awakening
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vampire_coast_the_blood_swamps
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_volcanic_islands_fuming_serpent
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_volcanic_islands_the_star_tower
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_aghol_wastelands_fortress_of_the_damned
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_aghol_wastelands_palace_of_princes
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_aghol_wastelands_the_palace_of_ruin
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_albion_albion
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_albion_pack_ice_bay
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_albion_troll_fjord
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_ash_river_numas
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_ash_river_quatar
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_ash_river_springs_of_eternal_life
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_ash_river_the_salt_plain
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_ashen_coast_scarpels_lair
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_ashen_coast_sulpharets
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_ashen_coast_titan_peak
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_ashen_coast_tyrant_peak
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_avelorn_evershale
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_avelorn_gaean_vale
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_avelorn_tor_saroir
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_caledor_caledors_repose
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_caledor_tor_sethai
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_caledor_vauls_anvil
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_central_spine_of_sotek_caverns_of_the_great_bat
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_central_spine_of_sotek_chiquibol
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_chrace_elisia
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_chrace_tor_achare
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_chrace_tor_gard
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_coast_of_araby_al_haikk
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_coast_of_araby_copher
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_coast_of_araby_fyrus
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_coast_of_araby_martek
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_coast_of_squalls_macu_peaks
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_coast_of_squalls_monument_of_the_sun
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_coast_of_squalls_shrine_of_sotek
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_coasts_of_the_lustrian_gulf_the_night_forest
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_cobra_pass_eye_of_the_panther
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_cobra_pass_vulture_mountain
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_copper_desert_the_dust_gate
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_copper_desert_the_forgotten_isles
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_copper_desert_the_golden_colossus
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_cothique_mistnar
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_cothique_tor_koruali
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_culchan_plains_chupayotl
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_culchan_plains_kaiax
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_culchan_plains_the_hissing_god
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_culchan_plains_the_southern_sentinels
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_culchan_plains_xlansec
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_deadwood_dargoth
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_deadwood_nagrar
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_deadwood_shagrath
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_deadwood_the_frozen_city
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_eataine_angerrial
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_eataine_shrine_of_asuryan
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_ellyrion_reavers_mark
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_ellyrion_the_arc_span
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_ellyrion_tor_elyr
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_forest_of_the_viper_chotecs_causeway
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_forest_of_the_viper_fallen_gates
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_forest_of_the_viper_mirror_pool_of_tepok
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_great_mortis_delta_black_pyramid_of_nagash
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_grey_guardians_grey_rock_point
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_grey_guardians_ssildra_tor
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_grey_guardians_sulpharets
wh2_main_emp_grudgebringers	grudgebringer_occupation_decision_region_handover_wh2_main_vor_grey_guardians_titan_peak
