building_level_armed_citizenry_junctions_tables	1
wh2_main_emp_defence_norsca_1	92112076	ovn_araby
wh2_main_special_settlement_athel_loren_emp_1	92112077	ovn_araby
wh2_main_special_settlement_athel_loren_emp_2	92112078	ovn_araby
wh2_main_special_settlement_athel_loren_emp_3	92112079	ovn_araby
wh2_main_special_settlement_athel_loren_emp_4	92112080	ovn_araby2
wh2_main_special_settlement_athel_loren_emp_5	92112081	ovn_araby2
wh2_main_special_settlement_athel_loren_emp_3	92112082	ovn_araby
wh2_main_special_settlement_athel_loren_emp_4	92112083	ovn_araby
wh2_main_special_settlement_athel_loren_emp_5	92112084	ovn_araby2
wh2_main_special_settlement_black_crag_emp_1	92112085	ovn_araby
wh2_main_special_settlement_black_crag_emp_2	92112086	ovn_araby
wh2_main_special_settlement_black_crag_emp_3	92112087	ovn_araby
wh2_main_special_settlement_black_crag_emp_4	92112088	ovn_araby2
wh2_main_special_settlement_black_crag_emp_5	92112089	ovn_araby2
wh2_main_special_settlement_black_crag_emp_4	92112090	ovn_araby
wh2_main_special_settlement_black_crag_emp_5	92112091	ovn_araby2
wh2_main_special_settlement_black_crag_emp_3	92112092	ovn_araby
wh2_main_special_settlement_black_crag_emp_4	92112093	ovn_araby
wh2_main_special_settlement_black_crag_emp_5	92112094	ovn_araby
wh2_main_special_settlement_eight_peaks_emp_1	92112095	ovn_araby
wh2_main_special_settlement_eight_peaks_emp_2	92112096	ovn_araby
wh2_main_special_settlement_eight_peaks_emp_3	92112097	ovn_araby
wh2_main_special_settlement_eight_peaks_emp_4	92112098	ovn_araby2
wh2_main_special_settlement_eight_peaks_emp_5	92112099	ovn_araby2
wh2_main_special_settlement_eight_peaks_emp_4	92112100	ovn_araby
wh2_main_special_settlement_eight_peaks_emp_5	92112101	ovn_araby2
wh2_main_special_settlement_eight_peaks_emp_3	92112102	ovn_araby
wh2_main_special_settlement_eight_peaks_emp_4	92112103	ovn_araby
wh2_main_special_settlement_eight_peaks_emp_5	92112104	ovn_araby
wh2_main_special_settlement_gaean_vale_emp_1	92112105	ovn_araby
wh2_main_special_settlement_gaean_vale_emp_2	92112106	ovn_araby
wh2_main_special_settlement_gaean_vale_emp_3	92112107	ovn_araby
wh2_main_special_settlement_gaean_vale_emp_4	92112108	ovn_araby2
wh2_main_special_settlement_gaean_vale_emp_5	92112109	ovn_araby2
wh2_main_special_settlement_gaean_vale_emp_3	92112110	ovn_araby
wh2_main_special_settlement_gaean_vale_emp_4	92112111	ovn_araby
wh2_main_special_settlement_gaean_vale_emp_5	92112112	ovn_araby2
wh2_main_special_settlement_gaean_vale_emp_4	92112113	ovn_araby
wh2_main_special_settlement_gaean_vale_emp_5	92112114	ovn_araby
wh2_main_special_settlement_hexoatl_emp_1	92112115	ovn_araby
wh2_main_special_settlement_hexoatl_emp_2	92112116	ovn_araby
wh2_main_special_settlement_hexoatl_emp_3	92112117	ovn_araby
wh2_main_special_settlement_hexoatl_emp_4	92112118	ovn_araby2
wh2_main_special_settlement_hexoatl_emp_5	92112119	ovn_araby2
wh2_main_special_settlement_hexoatl_emp_3	92112120	ovn_araby
wh2_main_special_settlement_hexoatl_emp_4	92112121	ovn_araby
wh2_main_special_settlement_hexoatl_emp_5	92112122	ovn_araby2
wh2_main_special_settlement_itza_emp_1	92112123	ovn_araby
wh2_main_special_settlement_itza_emp_2	92112124	ovn_araby
wh2_main_special_settlement_itza_emp_3	92112125	ovn_araby
wh2_main_special_settlement_itza_emp_4	92112126	ovn_araby2
wh2_main_special_settlement_itza_emp_5	92112127	ovn_araby2
wh2_main_special_settlement_itza_emp_3	92112128	ovn_araby
wh2_main_special_settlement_itza_emp_4	92112129	ovn_araby
wh2_main_special_settlement_itza_emp_5	92112130	ovn_araby2
wh2_main_special_settlement_karaz_a_karak_emp_1	92112131	ovn_araby
wh2_main_special_settlement_karaz_a_karak_emp_2	92112132	ovn_araby
wh2_main_special_settlement_karaz_a_karak_emp_3	92112133	ovn_araby
wh2_main_special_settlement_karaz_a_karak_emp_4	92112134	ovn_araby2
wh2_main_special_settlement_karaz_a_karak_emp_5	92112135	ovn_araby2
wh2_main_special_settlement_karaz_a_karak_emp_3	92112136	ovn_araby
wh2_main_special_settlement_karaz_a_karak_emp_4	92112137	ovn_araby
wh2_main_special_settlement_karaz_a_karak_emp_5	92112138	ovn_araby2
wh2_main_special_settlement_khemri_emp_1	92112139	ovn_araby
wh2_main_special_settlement_khemri_emp_2	92112140	ovn_araby
wh2_main_special_settlement_khemri_emp_3	92112141	ovn_araby
wh2_main_special_settlement_khemri_emp_4	92112142	ovn_araby2
wh2_main_special_settlement_khemri_emp_5	92112143	ovn_araby2
wh2_main_special_settlement_khemri_emp_3	92112144	ovn_araby
wh2_main_special_settlement_khemri_emp_4	92112145	ovn_araby
wh2_main_special_settlement_khemri_emp_5	92112146	ovn_araby2
wh2_main_special_settlement_khemri_emp_4	92112147	ovn_araby
wh2_main_special_settlement_khemri_emp_5	92112148	ovn_araby
wh2_main_special_settlement_lahmia_emp_1	92112149	ovn_araby
wh2_main_special_settlement_lahmia_emp_2	92112150	ovn_araby
wh2_main_special_settlement_lahmia_emp_3	92112151	ovn_araby
wh2_main_special_settlement_lahmia_emp_4	92112152	ovn_araby2
wh2_main_special_settlement_lahmia_emp_5	92112153	ovn_araby2
wh2_main_special_settlement_lahmia_emp_3	92112154	ovn_araby
wh2_main_special_settlement_lahmia_emp_4	92112155	ovn_araby
wh2_main_special_settlement_lahmia_emp_5	92112156	ovn_araby2
wh2_main_special_settlement_lothern_emp_1	92112157	ovn_araby
wh2_main_special_settlement_lothern_emp_2	92112158	ovn_araby
wh2_main_special_settlement_lothern_emp_3	92112159	ovn_araby
wh2_main_special_settlement_lothern_emp_4	92112160	ovn_araby
wh2_main_special_settlement_lothern_emp_5	92112161	ovn_araby2
wh2_main_special_settlement_naggarond_emp_1	92112162	ovn_araby
wh2_main_special_settlement_naggarond_emp_2	92112163	ovn_araby
wh2_main_special_settlement_naggarond_emp_3	92112164	ovn_araby
wh2_main_special_settlement_naggarond_emp_4	92112165	ovn_araby
wh2_main_special_settlement_naggarond_emp_5	92112166	ovn_araby2
wh2_main_special_settlement_sartosa_emp_1	92112167	ovn_araby
wh2_main_special_settlement_sartosa_emp_2	92112168	ovn_araby
wh2_main_special_settlement_sartosa_emp_3	92112169	ovn_araby
wh2_main_special_settlement_sartosa_emp_4	92112170	ovn_araby2
wh2_main_special_settlement_sartosa_emp_5	92112171	ovn_araby2
wh2_main_special_settlement_sartosa_emp_3	92112172	ovn_araby
wh2_main_special_settlement_sartosa_emp_4	92112173	ovn_araby
wh2_main_special_settlement_sartosa_emp_5	92112174	ovn_araby2
wh2_main_special_settlement_sartosa_emp_4	92112175	ovn_araby
wh2_main_special_settlement_sartosa_emp_5	92112176	ovn_araby
wh2_main_special_settlement_the_awakening_emp_1	92112177	ovn_araby
wh2_main_special_settlement_the_awakening_emp_2	92112178	ovn_araby
wh2_main_special_settlement_the_awakening_emp_3	92112179	ovn_araby
wh2_main_special_settlement_the_awakening_emp_4	92112180	ovn_araby2
wh2_main_special_settlement_the_awakening_emp_5	92112181	ovn_araby2
wh2_main_special_settlement_the_awakening_emp_3	92112182	ovn_araby
wh2_main_special_settlement_the_awakening_emp_4	92112183	ovn_araby
wh2_main_special_settlement_the_awakening_emp_5	92112184	ovn_araby2
wh2_dlc11_special_settlement_galleons_graveyard_other_1	92113086	ovn_araby
arb_golden_magus_special_galleon_graveyard_1	92113087	ovn_prometheans
arb_golden_magus_special_galleon_graveyard_1	92113088	ovn_araby
wh_main_special_settlement_miragliano_1_teb	92113098	ovn_araby
wh_main_special_settlement_miragliano_2_teb	92113099	ovn_araby
wh_main_special_settlement_miragliano_2_teb	92113100	ovn_araby
wh_main_special_settlement_miragliano_3_teb	92113101	ovn_araby
wh_main_special_settlement_miragliano_3_teb	92113102	ovn_araby2
wh_main_special_settlement_miragliano_4_teb	92113103	ovn_araby
wh_main_special_settlement_miragliano_4_teb	92113104	ovn_araby
wh_main_special_settlement_miragliano_4_teb	92113105	ovn_araby2
wh_main_special_settlement_miragliano_5_teb	92113106	ovn_araby
wh_main_special_settlement_miragliano_5_teb	92113107	ovn_araby2
wh_main_special_settlement_miragliano_5_teb	92113108	ovn_araby2
wh2_main_special_empire_fort_untainted_1	92113109	ovn_araby
wh2_main_special_empire_fort_untainted_2	92113110	ovn_araby
wh2_main_special_empire_fort_untainted_2	92113111	ovn_araby
wh2_main_special_empire_fort_untainted_3	92113112	ovn_araby
wh2_main_special_empire_fort_untainted_3	92113113	ovn_araby2
wh2_main_special_empire_fort_untainted_4	92113114	ovn_araby
wh2_main_special_empire_fort_untainted_4	92113115	ovn_araby
wh2_main_special_empire_fort_untainted_4	92113116	ovn_araby2
wh2_main_special_empire_fort_untainted_5	92113117	ovn_araby
wh2_main_special_empire_fort_untainted_5	92113118	ovn_araby2
wh2_main_special_empire_fort_untainted_5	92113119	ovn_araby2
ovn_arb_haikk	994522211551	OtF_khemri_elite_guard
ovn_arb_haikk	994522211552	OtF_khemri_elite_guard
ovn_arb_haikk	994522211553	OtF_khemri_elite_guard
ovn_arb_fyrus	994522211554	ovn_araby
ovn_arb_Sartosa	994522211555	ovn_araby2
ovn_arb_Magritta	994522211556	ovn_araby2
wh2_main_special_settlement_colony_major_other_1	92113120	ovn_araby
wh2_main_special_settlement_colony_major_other_2	92113121	ovn_araby
wh2_main_special_settlement_colony_major_other_2	92113122	ovn_araby
wh2_main_special_settlement_colony_major_other_3	92113123	ovn_araby
wh2_main_special_settlement_colony_major_other_3	92113124	ovn_araby2
wh2_main_special_settlement_colony_major_other_4	92113125	ovn_araby2
wh2_main_special_settlement_colony_major_other_4	92113126	ovn_araby
wh2_main_special_settlement_colony_major_other_4	92113127	ovn_araby
wh2_main_special_settlement_colony_major_other_5	92113128	ovn_araby2
wh2_main_special_settlement_colony_major_other_5	92113129	ovn_araby2
wh2_main_special_settlement_colony_major_other_5	92113130	ovn_araby
wh2_main_special_settlement_colony_minor_other_1	92113131	ovn_araby
wh2_main_special_settlement_colony_minor_other_2	92113132	ovn_araby
wh2_main_special_settlement_colony_minor_other_2	92113133	ovn_araby
wh2_main_special_settlement_colony_minor_other_3	92113134	ovn_araby
wh2_main_special_settlement_colony_minor_other_3	92113135	ovn_araby2
wh_main_emp_garrison_1	93111500	ovn_araby3
wh_main_emp_garrison_2	93111501	ovn_araby3
wh_main_emp_outpostnorsca_major_1	93111502	ovn_araby3
wh_main_emp_outpostnorsca_major_1_coast	93111503	ovn_araby3
wh_main_emp_outpostnorsca_major_2	93111504	ovn_araby3
wh_main_emp_outpostnorsca_major_2_coast	93111505	ovn_araby3
wh_main_emp_outpostnorsca_major_3	93111506	ovn_araby3
wh_main_emp_outpostnorsca_major_3_coast	93111507	ovn_araby3
wh_main_emp_outpostnorsca_major_4	93111508	ovn_araby3
wh_main_emp_outpostnorsca_major_4_coast	93111509	ovn_araby3
wh_main_emp_outpostnorsca_major_5	93111510	ovn_araby3
wh_main_emp_outpostnorsca_major_5_coast	93111511	ovn_araby3
wh_main_emp_outpostnorsca_minor_1	93111512	ovn_araby3
wh_main_emp_outpostnorsca_minor_1_coast	93111513	ovn_araby3
wh_main_emp_outpostnorsca_minor_2	93111514	ovn_araby3
wh_main_emp_outpostnorsca_minor_2_coast	93111515	ovn_araby3
wh_main_emp_outpostnorsca_minor_3	93111516	ovn_araby3
wh_main_emp_outpostnorsca_minor_3_coast	93111517	ovn_araby3
wh_main_emp_settlement_major_1	93111518	ovn_araby3
wh_main_emp_settlement_major_1_coast	93111519	ovn_araby3
wh_main_emp_settlement_major_2	93111520	ovn_araby3
wh_main_emp_settlement_major_2_coast	93111521	ovn_araby3
wh_main_emp_settlement_major_3	93111522	ovn_araby3
wh_main_emp_settlement_major_3_coast	93111523	ovn_araby3
wh_main_emp_settlement_major_4	93111524	ovn_araby3
wh_main_emp_settlement_major_4_coast	93111525	ovn_araby3
wh_main_emp_settlement_major_5	93111526	ovn_araby3
wh_main_emp_settlement_major_5_coast	93111527	ovn_araby3
wh_main_emp_settlement_minor_1	93111528	ovn_araby3
wh_main_emp_settlement_minor_1_coast	93111529	ovn_araby3
wh_main_emp_settlement_minor_2	93111530	ovn_araby3
wh_main_emp_settlement_minor_2_coast	93111531	ovn_araby3
wh_main_emp_settlement_minor_3	93111532	ovn_araby3
wh_main_emp_settlement_minor_3_coast	93111533	ovn_araby3
wh_main_teb_walls_1	93111534	ovn_araby3
wh_main_teb_walls_2	93111535	ovn_araby3
wh_main_teb_walls_3	93111536	ovn_araby3
wh_main_special_settlement_altdorf_1_emp	93111537	ovn_araby3
wh_main_special_settlement_altdorf_2_emp	93111538	ovn_araby3
wh_main_special_settlement_altdorf_3_emp	93111539	ovn_araby3
wh_main_special_settlement_altdorf_4_emp	93111540	ovn_araby3
wh_main_special_settlement_altdorf_5_emp	93111541	ovn_araby3
wh_main_special_settlement_castle_drakenhof_1_emp	93111542	ovn_araby3
wh_main_special_settlement_castle_drakenhof_2_emp	93111543	ovn_araby3
wh_main_special_settlement_castle_drakenhof_3_emp	93111544	ovn_araby3
wh_main_special_settlement_castle_drakenhof_4_emp	93111545	ovn_araby3
wh_main_special_settlement_castle_drakenhof_5_emp	93111546	ovn_araby3
wh_main_special_settlement_couronne_1_emp	93111547	ovn_araby3
wh_main_special_settlement_couronne_2_emp	93111548	ovn_araby3
wh_main_special_settlement_couronne_3_emp	93111549	ovn_araby3
wh_main_special_settlement_couronne_4_emp	93111550	ovn_araby3
wh_main_special_settlement_couronne_5_emp	93111551	ovn_araby3
wh_main_special_settlement_kislev_1_emp	93111552	ovn_araby3
wh_main_special_settlement_kislev_2_emp	93111553	ovn_araby3
wh_main_special_settlement_kislev_3_emp	93111554	ovn_araby3
wh_main_special_settlement_kislev_4_emp	93111555	ovn_araby3
wh_main_special_settlement_kislev_5_emp	93111556	ovn_araby3
wh_main_special_settlement_miragliano_1_emp	93111557	ovn_araby3
wh_main_special_settlement_miragliano_2_emp	93111558	ovn_araby3
wh_main_special_settlement_miragliano_3_emp	93111559	ovn_araby3
wh_main_special_settlement_miragliano_4_emp	93111560	ovn_araby3
wh_main_special_settlement_miragliano_5_emp	93111561	ovn_araby3
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_1	93111562	ovn_araby3
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_2	93111563	ovn_araby3
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_3	93111564	ovn_araby3
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_4	93111565	ovn_araby3
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_5	93111566	ovn_araby3
wh2_main_emp_defence_norsca_1	93111567	ovn_araby3
wh2_main_special_settlement_athel_loren_emp_1	93111568	ovn_araby3
wh2_main_special_settlement_athel_loren_emp_2	93111569	ovn_araby3
wh2_main_special_settlement_athel_loren_emp_3	93111570	ovn_araby3
wh2_main_special_settlement_athel_loren_emp_4	93111571	ovn_araby3
wh2_main_special_settlement_black_crag_emp_1	93111572	ovn_araby3
wh2_main_special_settlement_black_crag_emp_2	93111573	ovn_araby3
wh2_main_special_settlement_black_crag_emp_3	93111574	ovn_araby3
wh2_main_special_settlement_black_crag_emp_4	93111575	ovn_araby3
wh2_main_special_settlement_black_crag_emp_5	93111576	ovn_araby3
wh2_main_special_settlement_eight_peaks_emp_1	93111577	ovn_araby3
wh2_main_special_settlement_eight_peaks_emp_2	93111578	ovn_araby3
wh2_main_special_settlement_eight_peaks_emp_3	93111579	ovn_araby3
wh2_main_special_settlement_eight_peaks_emp_4	93111580	ovn_araby3
wh2_main_special_settlement_eight_peaks_emp_5	93111581	ovn_araby3
wh2_main_special_settlement_gaean_vale_emp_1	93111582	ovn_araby3
wh2_main_special_settlement_gaean_vale_emp_2	93111583	ovn_araby3
wh2_main_special_settlement_gaean_vale_emp_3	93111584	ovn_araby3
wh2_main_special_settlement_gaean_vale_emp_4	93111585	ovn_araby3
wh2_main_special_settlement_gaean_vale_emp_5	93111586	ovn_araby3
wh2_main_special_settlement_hexoatl_emp_1	93111587	ovn_araby3
wh2_main_special_settlement_hexoatl_emp_2	93111588	ovn_araby3
wh2_main_special_settlement_hexoatl_emp_3	93111589	ovn_araby3
wh2_main_special_settlement_hexoatl_emp_4	93111590	ovn_araby3
wh2_main_special_settlement_itza_emp_1	93111591	ovn_araby3
wh2_main_special_settlement_itza_emp_2	93111592	ovn_araby3
wh2_main_special_settlement_itza_emp_3	93111593	ovn_araby3
wh2_main_special_settlement_itza_emp_4	93111594	ovn_araby3
wh2_main_special_settlement_karaz_a_karak_emp_1	93111595	ovn_araby3
wh2_main_special_settlement_karaz_a_karak_emp_2	93111596	ovn_araby3
wh2_main_special_settlement_karaz_a_karak_emp_3	93111597	ovn_araby3
wh2_main_special_settlement_karaz_a_karak_emp_4	93111598	ovn_araby3
wh2_main_special_settlement_khemri_emp_1	93111599	ovn_araby3
wh2_main_special_settlement_khemri_emp_2	93111600	ovn_araby3
wh2_main_special_settlement_khemri_emp_3	93111601	ovn_araby3
wh2_main_special_settlement_khemri_emp_4	93111602	ovn_araby3
wh2_main_special_settlement_khemri_emp_5	93111603	ovn_araby3
wh2_main_special_settlement_lahmia_emp_1	93111604	ovn_araby3
wh2_main_special_settlement_lahmia_emp_2	93111605	ovn_araby3
wh2_main_special_settlement_lahmia_emp_3	93111606	ovn_araby3
wh2_main_special_settlement_lahmia_emp_4	93111607	ovn_araby3
wh2_main_special_settlement_lothern_emp_1	93111608	ovn_araby3
wh2_main_special_settlement_lothern_emp_2	93111609	ovn_araby3
wh2_main_special_settlement_lothern_emp_3	93111610	ovn_araby3
wh2_main_special_settlement_lothern_emp_4	93111611	ovn_araby3
wh2_main_special_settlement_naggarond_emp_1	93111612	ovn_araby3
wh2_main_special_settlement_naggarond_emp_2	93111613	ovn_araby3
wh2_main_special_settlement_naggarond_emp_3	93111614	ovn_araby3
wh2_main_special_settlement_naggarond_emp_4	93111615	ovn_araby3
wh2_main_special_settlement_sartosa_emp_1	93111616	ovn_araby3
wh2_main_special_settlement_sartosa_emp_2	93111617	ovn_araby3
wh2_main_special_settlement_sartosa_emp_3	93111618	ovn_araby3
wh2_main_special_settlement_sartosa_emp_4	93111619	ovn_araby3
wh2_main_special_settlement_sartosa_emp_5	93111620	ovn_araby3
wh2_main_special_settlement_the_awakening_emp_1	93111621	ovn_araby3
wh2_main_special_settlement_the_awakening_emp_2	93111622	ovn_araby3
wh2_main_special_settlement_the_awakening_emp_3	93111623	ovn_araby3
wh2_main_special_settlement_the_awakening_emp_4	93111624	ovn_araby3
wh2_dlc11_special_settlement_galleons_graveyard_other_1	93111625	ovn_araby3
arb_golden_magus_special_galleon_graveyard_1	93111626	ovn_araby3
wh_main_special_settlement_miragliano_1_teb	93111631	ovn_araby3
wh_main_special_settlement_miragliano_2_teb	93111632	ovn_araby3
wh_main_special_settlement_miragliano_3_teb	93111633	ovn_araby3
wh_main_special_settlement_miragliano_4_teb	93111634	ovn_araby3
wh_main_special_settlement_miragliano_5_teb	93111635	ovn_araby3
wh2_main_special_empire_fort_untainted_1	93111636	ovn_araby3
wh2_main_special_empire_fort_untainted_2	93111637	ovn_araby3
wh2_main_special_empire_fort_untainted_3	93111638	ovn_araby3
wh2_main_special_empire_fort_untainted_4	93111639	ovn_araby3
wh2_main_special_empire_fort_untainted_5	93111640	ovn_araby3
ovn_arb_fyrus	93111641	ovn_araby3
wh2_main_special_settlement_colony_major_other_1	93111642	ovn_araby3
wh2_main_special_settlement_colony_major_other_2	93111643	ovn_araby3
wh2_main_special_settlement_colony_major_other_3	93111644	ovn_araby3
