campaign_character_arts_tables	7
art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	id	religion	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
elo_cha_troll_lord_03	0	0		none	elo_cha_troll_lord_03			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_lord_hu4c_throgg_2handed_hammer	cam_transport_ship_05	cam_transport_ship_05	119192		0	0	0
elo_troll_champ	0	0		none	elo_troll_champ			wh_main_campaign_grn_ship_light	wh_main_campaign_grn_ship_heavy	cam_lord_hu4c_throgg_2handed_hammer	cam_light_ship_02	cam_heavy_ship_02	119199		0	0	0
Sultan_Jaffar	0	0		none	Sultan_Jaffar			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	7078		0	0	0
ovn_araby_ll	0	0		none	ovn_araby_ll			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05	290598903		0	0	0
ovn_araby_ll_2	0	0		none	ovn_araby_ll_2			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05	290588884		0	0	0
ovn_art_set_com_olorin_the_grey_wizard	0	0		none	ovn_uniform_olorin_the_grey_wizard			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	137587985		0	0	0
ovn_art_set_com_aragand_the_layabout	0	0		none	ovn_uniform_aragand_the_layabout			wh_main_campaign_emp_ship_light	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_light_ship_01	cam_heavy_ship_01	137587986		0	0	0
ovn_art_set_com_legles_the_elf	0	0		none	ovn_uniform_legles_the_elf			wh_dlc05_campaign_wef_ship_agent	wh_dlc05_campaign_wef_ship_agent	cam_hu1d_elf_sword_and_bow	cam_transport_ship_03	cam_transport_ship_03	137587987		0	0	0
ovn_art_set_com_giblit_the_dwarf	0	0		none	ovn_uniform_giblit_the_dwarf			wh_main_campaign_dwf_ship_light	wh_main_campaign_dwf_ship_heavy	cam_hu3_dwarf_2handed_axe_ungrim	cam_light_ship_03	cam_heavy_ship_03	137587988		0	0	0
ovn_art_set_arb_magician_life	0	0		none	ovn_uniform_arb_magician_life			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	1325400312		0	0	0
ovn_art_set_arb_magician_desert	0	0		none	ovn_uniform_arb_magicican_desert			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	1325400313		0	0	0
ovn_art_set_arb_magician_fire	0	0		none	ovn_uniform_arb_magicican_fire			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	1325400314		0	0	0
ovn_art_set_arb_magician_heavens	0	0		none	ovn_uniform_arb_magician_heavens			ovn_campaign_arb_ship_agent	ovn_campaign_arb_ship_agent	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	1325400315		0	0	0
Dread_King	0	0		none	Dread_King			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06	2101873		0	0	0
elo_hand_of_nagash	0	0		none	elo_hand_of_nagash			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_arkhan_staff_and_sword	cam_transport_ship_06	cam_transport_ship_06	2101874		0	0	0
aky_chief_fimir_great_weapons_0	0	0		none	aky_chief_fimir_great_weapons_0			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_beastmen_ship01	cam_beastmen_ship01	1326263180		0	0	0
aky_chief_wolf_werekin_0	0	0		none	aky_chief_wolf_werekin_0			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu8_werekin_claws	cam_transport_ship_05	cam_transport_ship_05	1531994451		0	0	0
aky_chief_wolf_werekin_1	0	0		none	aky_chief_wolf_werekin_1			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu8_werekin_claws	cam_transport_ship_05	cam_transport_ship_05	1291561021		0	0	0
aky_chief_wolf_werekin_2	0	0		none	aky_chief_wolf_werekin_2			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu8_werekin_claws	cam_transport_ship_05	cam_transport_ship_05	1517795932		0	0	0
aky_chief_fimir_great_weapons_1	0	0		none	aky_chief_fimir_great_weapons_1			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_beastmen_ship01	cam_beastmen_ship01	1472622525		0	0	0
aky_chief_fimir_great_weapons_2	0	0		none	aky_chief_fimir_great_weapons_2			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_beastmen_ship01	cam_beastmen_ship01	1258074036		0	0	0
aky_chief_fimir_great_weapons_3	0	0		none	aky_chief_fimir_great_weapons_3			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_beastmen_ship01	cam_beastmen_ship01	1743333239		0	0	0
aky_chief_fimir_great_weapons_4	0	0		none	aky_chief_fimir_great_weapons_4			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_beastmen_ship01	cam_beastmen_ship01	2108199737		0	0	0
wh2_main_art_set_roy_arb_champion	0	0		none	ovn_arb_cha_champion			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_arabya_hammer	cam_light_ship_05	cam_light_ship_05	32823068		0	0	0
wh2_main_art_set_roy_arb_champion_guard	0	0		none	ovn_arb_cha_champion_guard			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_arabya_hammer	cam_light_ship_05	cam_light_ship_05	32823069		0	0	0
wh2_main_art_set_roy_arb_champion_warrior	0	0		none	ovn_arb_cha_champion_warrior			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05	32823070		0	0	0
wh2_main_art_set_roy_arb_champion_sergeant	0	0		none	ovn_arb_cha_champion_sergeant			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05	32823071		0	0	0
wh2_main_art_set_roy_arb_nomad_01	0	0		none	ovn_arb_cha_nomad_uniform_01			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05	32823073		0	0	0
wh2_main_art_set_roy_arb_nomad_02	0	0		none	ovn_arb_cha_nomad_uniform_02			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05	32823074		0	0	0
wh2_main_art_set_roy_arb_nomad_03	0	0		none	ovn_arb_cha_nomad_uniform_03			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_sword_and_shield	cam_light_ship_05	cam_light_ship_05	32823075		0	0	0
wh2_main_art_set_roy_arb_nomad_assassin_01	0	0		none	ovn_arb_cha_nomad_assassin_uniform_01			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_arch_lector_dual_hammer	cam_light_ship_05	cam_light_ship_05	32823076		0	0	0
wh2_main_art_set_roy_arb_nomad_assassin_02	0	0		none	ovn_arb_cha_nomad_assassin_uniform_02			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_arch_lector_dual_hammer	cam_light_ship_05	cam_light_ship_05	32823077		0	0	0
wh2_main_art_set_roy_arb_nomad_assassin_03	0	0		none	ovn_arb_cha_nomad_assassin_uniform_03			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_arch_lector_dual_hammer	cam_light_ship_05	cam_light_ship_05	32823078		0	0	0
wh2_main_art_set_roy_arb_nomad_jezzail_01	0	0		none	ovn_arb_cha_nomad_jezzail_uniform_01			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hero_hu1_cst_gunnery_rifle	cam_light_ship_05	cam_light_ship_05	32823079		0	0	0
wh2_main_art_set_roy_arb_nomad_jezzail_02	0	0		none	ovn_arb_cha_nomad_jezzail_uniform_02			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hero_hu1_cst_gunnery_rifle	cam_light_ship_05	cam_light_ship_05	32823080		0	0	0
wh2_main_art_set_roy_arb_nomad_jezzail_03	0	0		none	ovn_arb_cha_nomad_jezzail_uniform_03			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hero_hu1_cst_gunnery_rifle	cam_light_ship_05	cam_light_ship_05	32823081		0	0	0
belakor	0	0		none	belakor			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu6_belakor	cam_heavy_ship_04	cam_heavy_ship_04	8070		0	0	0
wh_dlc08_nor_cha_fimir_balefiend_death	0	0		none	wh_dlc08_uniform_nor_fimir_balefiend_campaign_03			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_agent_ship_03	8071		0	0	0
wh_dlc08_nor_cha_fimir_balefiend_beast	0	0		none	wh_dlc08_uniform_nor_fimir_balefiend_campaign_01			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_agent_ship_03	8072		0	0	0
elo_boglar_shaman	0	0		none	elo_boglar_shaman			wh_main_campaign_grn_ship_light	wh_main_campaign_grn_ship_heavy	cam_hu5_goblin_staff_and_sword	cam_light_ship_02	cam_heavy_ship_02	360777		0	0	0
elo_carrion_boss	0	0		none	elo_carrion_boss			wh_main_campaign_grn_ship_light	wh_main_campaign_grn_ship_heavy	cam_hu5_goblin_spear_and_shield	cam_light_ship_02	cam_heavy_ship_02	27332733		0	0	0
elo_dread_centurion	0	0		none	elo_dread_centurion			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_settra_2handed_halberd	cam_transport_ship_06	cam_transport_ship_06	190901		0	0	0
elo_liche_general	0	0		none	elo_liche_general			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_arkhan_staff_and_sword	cam_transport_ship_06	cam_transport_ship_06	65658901		0	0	0
wh2_dlc09_art_set_tmb_tomb_king_01_tech	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_01			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06	65658902		0	0	0
wh2_dlc09_art_set_tmb_tomb_king_02_tech	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_02			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06	65658903		0	0	0
wh2_dlc09_art_set_tmb_tomb_king_03_tech	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_03			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06	65658904		0	0	0
wh2_dlc09_art_set_tmb_tomb_king_04_tech	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_04			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06	65658905		0	0	0
wh2_dlc09_art_set_tmb_tomb_king_05_tech	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_05			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06	65658906		0	0	0
wh2_dlc09_art_set_tmb_tomb_king_06_tech	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_01			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06	65658907		0	0	0
ovn_hlf_ll	0	0		none	ovn_hlf_ll			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	290598904		0	0	0
morgan_bernhardt_art	0	0		none	wh_main_uniform_morgan_bernhardt			wh_main_campaign_emp_ship_light	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	311089016		0	0	0
vladimir_stormbringer_art	0	0		none	wh_main_uniform_vladimir_stormbringer			wh_main_campaign_emp_ship_light	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	311089020		0	0	0
arb_vizier_fire_0	0	0		none	arb_vizier_fire_0			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	7546893275		0	0	0
arb_vizier_life_0	0	0		none	arb_vizier_life_0			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	7546893276		0	0	0
arb_vizier_heavens_0	0	0		none	arb_vizier_heavens_0			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	7546893277		0	0	0
arb_vizier_fire_1	0	0		none	arb_vizier_fire_1			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	7546893278		0	0	0
arb_vizier_life_1	0	0		none	arb_vizier_life_1			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	7546893279		0	0	0
arb_vizier_heavens_1	0	0		none	arb_vizier_heavens_1			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	7546893280		0	0	0
arb_vizier_desert_1	0	0		none	arb_vizier_desert_1			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	7546893281		0	0	0
arb_vizier_desert_0	0	0		none	arb_vizier_desert_0			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	7546893282		0	0	0
ovn_art_set_dwf_lord_01	0	0		none	ovn_uniform_dwf_lord_campaign_01			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_and_shield	cam_heavy_ship_03	cam_heavy_ship_03	2905198901		0	0	0
fim_meargh_skattach	0	0		none	fim_meargh_skattach			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hero_hu7d_fimir_2handed_staff	cam_light_ship_05	cam_light_ship_05	798687835		0	0	0
wh2_main_art_set_ovn_rbt_blightstormer	0	0		none	ovn_rbt_blightstormer			wh_main_campaign_chs_ship_light	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_light_ship_04	cam_heavy_ship_04	3023082		0	0	0
ovn_stormrider	0	0		none	ovn_stormrider			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_hu1d_elf_sword	cam_heavy_ship_01	cam_heavy_ship_01	290598906		0	0	0
arb_fatandira	0	0		none	arb_fatandira			ovn_campaign_arb_ship_army	ovn_campaign_arb_ship_army	cam_lord_hu1b_elf_sword_and_bow	cam_light_ship_05	cam_light_ship_05	87497939		0	0	0
arb_golden_magus	0	0		none	arb_golden_magus			ovn_campaign_arb_ship_flaming_scimitar_army	ovn_campaign_arb_ship_flaming_scimitar_army	cam_hu1_empire_staff_and_sword	cam_light_ship_05	cam_light_ship_05	889387935		0	0	0
ovn_hlf_glibfoot	0	0		none	ovn_hlf_glibfoot			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_shield_and_crossbow	cam_heavy_ship_01	cam_heavy_ship_01	278687905		0	0	0
ovn_hlf_moot_general	0	0		none	ovn_hlf_moot_general			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	299597905		0	0	0
ovn_hlf_moot_general_1	0	0		none	ovn_hlf_moot_general_1			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	299597906		0	0	0
ovn_hlf_fieldwarden_01	0	0		none	ovn_hlf_fieldwarden			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_shield_and_crossbow	cam_heavy_ship_01	cam_heavy_ship_01	299598915		0	0	0
ovn_hlf_fieldwarden_02	0	0		none	ovn_hlf_fieldwarden_1			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_shield_and_crossbow	cam_heavy_ship_01	cam_heavy_ship_01	299598916		0	0	0
ovn_hlf_master_chef_01	0	0		none	ovn_hlf_master_chef			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	299598925		0	0	0
ovn_hlf_master_chef_02	0	0		none	ovn_hlf_master_chef_1			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_axe_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	299598926		0	0	0
ovn_hlf_sheriff_01	0	0		none	ovn_hlf_sheriff_0			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_2handed_axe_ungrim	cam_heavy_ship_01	cam_heavy_ship_01	299597936		0	0	0
ovn_hlf_sheriff_02	0	0		none	ovn_hlf_sheriff_1			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu3_dwarf_2handed_axe_ungrim	cam_heavy_ship_01	cam_heavy_ship_01	295845936		0	0	0
