diplomacy_negotiation_string_options_tables	4
key	string	option	group
acknowledge_war	Araby_Dip_Acknowledge_War_01	0	diplomacy_Faction_Araby
acknowledge_war	Araby_Dip_Acknowledge_War_02	1	diplomacy_Faction_Araby
acknowledge_war	Araby_Dip_Acknowledge_War_03	2	diplomacy_Faction_Araby
cancel_treaty	Araby_Dip_Cancel_Treaty_01	0	diplomacy_Faction_Araby
cancel_treaty	Araby_Dip_Cancel_Treaty_02	1	diplomacy_Faction_Araby
cancel_treaty	Araby_Dip_Cancel_Treaty_03	2	diplomacy_Faction_Araby
demand_join_war	Araby_Dip_Demand_Join_War_01	0	diplomacy_Faction_Araby
demand_join_war	Araby_Dip_Demand_Join_War_02	1	diplomacy_Faction_Araby
demand_join_war	Araby_Dip_Demand_Join_War_03	2	diplomacy_Faction_Araby
demand_payment	Araby_Dip_Demand_Payments_Neutral_01	0	diplomacy_Faction_Araby
generic_offer_demand	Araby_Dip_Generic_Offer_Neutral_01	0	diplomacy_Faction_Araby
generic_offer_demand	Araby_Dip_Generic_Offer_Neutral_02	1	diplomacy_Faction_Araby
generic_offer_demand	Araby_Dip_Generic_Offer_Neutral_03	2	diplomacy_Faction_Araby
generic_reject	Araby_Dip_Rejection_Neutral_01	0	diplomacy_Faction_Araby
generic_reject	Araby_Dip_Rejection_Neutral_02	1	diplomacy_Faction_Araby
generic_reject	Araby_Dip_Rejection_Neutral_03	2	diplomacy_Faction_Araby
offer_cooperation	Araby_Dip_Offer_Cooperation_01	0	diplomacy_Faction_Araby
offer_cooperation	Araby_Dip_Offer_Cooperation_02	1	diplomacy_Faction_Araby
offer_cooperation	Araby_Dip_Offer_Cooperation_03	2	diplomacy_Faction_Araby
offer_demand_peace	Araby_Dip_Offer_Peace_01	0	diplomacy_Faction_Araby
offer_demand_peace	Araby_Dip_Offer_Peace_02	1	diplomacy_Faction_Araby
offer_demand_peace	Araby_Dip_Offer_Peace_03	2	diplomacy_Faction_Araby
offer_join_war	Araby_Dip_Offer_Join_War_01	0	diplomacy_Faction_Araby
offer_join_war	Araby_Dip_Offer_Join_War_02	1	diplomacy_Faction_Araby
offer_join_war	Araby_Dip_Offer_Join_War_03	2	diplomacy_Faction_Araby
offer_payment	Araby_Dip_Offer_Gift_01	0	diplomacy_Faction_Araby
offer_payment	Araby_Dip_Offer_Gift_02	1	diplomacy_Faction_Araby
offer_payment	Araby_Dip_Offer_Gift_03	2	diplomacy_Faction_Araby
receive	Araby_Dip_Greet_Neu_01	0	diplomacy_Faction_Araby
receive	Araby_Dip_Greet_Neu_02	1	diplomacy_Faction_Araby
receive	Araby_Dip_Greet_Neu_03	2	diplomacy_Faction_Araby
reject_offer_demand_peace	Araby_Dip_Reject_Peace_01	0	diplomacy_Faction_Araby
reject_offer_demand_peace	Araby_Dip_Reject_Peace_02	1	diplomacy_Faction_Araby
reject_offer_demand_peace	Araby_Dip_Reject_Peace_03	2	diplomacy_Faction_Araby
reject_subjugation	Araby_Dip_Reject_Join_Confederation_01	0	diplomacy_Faction_Araby
reject_subjugation	Araby_Dip_Reject_Join_Confederation_02	1	diplomacy_Faction_Araby
reject_subjugation	Araby_Dip_Reject_Join_Confederation_03	2	diplomacy_Faction_Araby
war	Araby_Dip_War_01	0	diplomacy_Faction_Araby
war	Araby_Dip_War_02	1	diplomacy_Faction_Araby
war	Araby_Dip_War_03	2	diplomacy_Faction_Araby
