land_units_tables	44
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	animal	num_animals	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	can_brace
10	wh2_main_leather_80	2100	inf_ranged	10	inf_mis	1	7	wh_main_unit_long_text_brt_peasant_bowmen	halfling_cock	hu3_dwarf_axe_shield_and_bow	wh_main_dwf_inf_dwarfs_rangers_blood_dismembers	26	38	74	68			0	0	wh_main_emp_sword	crossbow_light_halfling	5	none	halfling_cock	wh_main_infantry_ranged	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_guerrilla_stalk_immPsy	60	80	10	false	vo_sel_archers	vo_sel_ranged	vo_sel_generic_short	0.8	10.0	small	0	22	0	15	0	0	0	5	ranged_stalkers	true	false	false	true
10	wh2_main_leather_45	2100	inf_melee	35	inf_mel	20	65	wh_main_unit_long_text_grn_trolls	sr_ogre	hu2_orc_dual_swords	sr_ogre	27	24	50	372			0	0	ovn_ogre_wep		3	none	sr_ogre	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear	60	80	0	false	vo_sel_beastmen_minotaurs	vo_sel_default	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
10	wh2_main_heavy_metal_110	2100	war_machine	70	chariot	20	33	wh_main_unit_long_text_dwf_dwarf_warriors	wh_main_dwf_veh_dwarf_tank_driver	wm_steam_tank01	wh_main_vehicle_steam_tank	20	20	78	7000			0	0	wh_main_steamtank	wh_main_dwf_dwarf_tank_cannon_ball	1	none	kath_tank	wh_main_monster	placeholder	false	trained	wh_main_dwf_dwarf_tank_turret		wh_main_dwf_veh_dwarf_tank	true	40.0	1500.0	0.0	wh_fear_terror	60	80	15	false	vo_sel_steam_tank	vo_sel_artillery	vo_sel_culture	1.0	10.0	large	80	27	0	0	1	0	0	0	ranged_direct_flanker	false	false	false	false
10	wh2_main_leather_25	2100	inf_melee	4	inf_mel	20	33	wh_main_unit_long_text_dwf_miners	halfling_spear	hu3_dwarf_axe_and_shield	wh_main_dwf_inf_dwarfs_blood_dismembers	18	32	50	62			0	0	wh_main_brt_spear		7	wh_missile_block_30_wood	halfling_spear	wh_main_dwf_infantry_standard	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflectorVsL_expendable_hideForest	60	80	0	false	vo_sel_miners	vo_sel_generic	vo_sel_generic_short	0.9	10.0	small	0	0	0	15	0	0	0	0	melee	false	false	false	true
10	wh2_main_leather_20	2100	inf_melee	18	inf_mel	20	33	wh_main_unit_long_text_dwf_slayers	halfling_cook	hu3_dwarf_dual_axe_slayer	wh_main_dwf_inf_dwarfs_rangers_blood_dismembers	30	36	60	78			0	0	wh_main_dwf_slayer_axe_dual		4	wh_missile_block_20_metal	halfling_cook	wh_main_dwf_infantry_slayers	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_slayers	vo_sel_generic	vo_sel_generic_short	0.9	10.0	small	0	0	0	15	0	0	0	0	melee_highvalue	false	false	false	true
10	wh2_main_leather_20	2100	inf_melee	6	inf_mel	20	33	wh_main_unit_long_text_dwf_dwarf_warriors	halfling_thief	hu3_dwarf_axe_and_shield	wh_main_dwf_inf_dwarfs_blood_dismembers	20	42	54	64			0	0	wh_dlc07_brt_sword		8	none	halfling_thief	wh_main_dwf_infantry_standard_shield	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_expendable_guerrilla_stalk	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	0.7	10.0	small	0	0	0	15	0	0	0	5	melee_flanker	false	false	false	true
10	wh2_main_leather_50	2100	inf_melee	35	inf_mel	20	65	wh_main_unit_long_text_grn_trolls	sr_ogre_ror	hu2_orc_dual_swords	sr_ogre	35	32	63	378			0	0	ovn_ogre_wep		3	none	sr_ogre_ror	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_terror	60	80	0	false	vo_sel_beastmen_minotaurs	vo_sel_default	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
10	wh2_main_leather_30	2100	inf_melee	18	inf_mel	20	33	wh_main_unit_long_text_dwf_slayers	halfling_cook_ror	hu3_dwarf_dual_axe_slayer	wh_main_dwf_inf_slayers_blood_dismembers	39	42	84	88			0	0	wh_dlc10_dwf_slayer_axe_great		4	wh_missile_block_20_metal	halfling_cook_ror	wh_main_dwf_infantry_slayers	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_hideForest_unbreakable	60	80	0	false	vo_sel_slayers	vo_sel_generic	vo_sel_generic_short	0.9	10.0	small	0	0	0	15	0	0	0	5	melee_highvalue	false	false	false	true
10	wh2_main_leather_15	2100	artillery	5	art_fld	2	10	wh_main_unit_long_text_grn_rock_lobber	halfling_cat	hu3_dwarf_dual_axe_slayer	wh_main_grn_inf_goblin_blood_dismembers	10	14	45	55			0	0	wh_main_sword_short		5	none	halfling_cat	wh_main_artillery	placeholder	true	trained	A_blank_record		halfling_cat	true	40.0	1500.0	0.0	wh2_cantRun_hideForest	60	80	10	false	vo_sel_default	vo_sel_artillery	vo_sel_culture	1.0	10.0	small	0	22	0	0	4	0	0	0	ranged_indirect_arty	false	false	false	false
10	wh2_main_leather_20	2100	artillery	5	art_fld	2	10	wh_main_unit_long_text_grn_rock_lobber	halfling_cat_ror	hu3_dwarf_dual_axe_slayer	wh_main_grn_inf_goblin_blood_dismembers	16	28	56	68			0	0	wh_main_emp_sword		5	none	halfling_cat_ror	wh_main_artillery	placeholder	true	trained	A_blank_record		halfling_cat	true	40.0	1500.0	0.0	wh2_cantRun_hideForest	60	80	20	false	vo_sel_default	vo_sel_artillery	vo_sel_culture	1.0	10.0	small	0	30	0	0	4	0	5	0	ranged_indirect_arty	false	false	false	false
10	wh2_main_leather_25	2100	inf_melee	10	inf_mel	20	33	wh_main_unit_long_text_dwf_miners	halfling_militia	hu3_dwarf_axe_and_shield	wh_main_dwf_inf_dwarfs_blood_dismembers	22	30	50	62			0	0	wh_dlc07_brt_sword		7	wh_missile_block_30_wood	halfling_spear	wh_main_dwf_infantry_standard	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_expendable_hideForest	60	80	0	false	vo_sel_miners	vo_sel_generic	vo_sel_generic_short	0.9	10.0	small	0	0	0	15	0	0	0	0	melee_gatecrusher	false	false	false	true
10	wh2_main_leather_80	2100	inf_melee	30	inf_mel	12	50	wh_dlc04_unit_long_text_emp_arch_lector	ovn_hlf_ll	hu3_dwarf_dual_axe_slayer	wh_main_dwf_inf_dwarfs_blood_dismembers	42	58	72	3900			0	0	wh_main_emp_sword_hero_general		7	none	ovn_hlf_ll	wh_main_dwf_infantry_standard_shield	placeholder	false	elite	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_guerrilla_stalk	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_generic_short	0.8	10.0	small	0	0	0	20	0	0	15	5	mage_highvalue	false	false	false	true
10	wh2_main_chainmail_40	2100	cavalry	44	cav_shk	20	33	wh_main_unit_long_text_dwf_dwarf_warriors	ovn_mtl_cav_poultry_riders_0	hu7b_saurus_rp3_cold_one_spear_and_shield	wh_main_cavalry_rider_standard_blood	26	22	65	100	ovn_mtl_mnt_poultry		0	60	chicken_rider_spear		3	wh_missile_block_35_metal	ovn_unit_short_text_mtl_cav_poultry_riders	wh2_main_cavalry_cold_ones	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	15	0	0	0	0	melee_flanker_shock	false	false	false	false
10	wh2_main_heavy_metal_160	2100	war_machine	80	chariot	20	33	wh_main_unit_long_text_dwf_dwarf_warriors	wh_main_mtl_veh_soupcart	hu3_dwarf_axe_and_shield	wh_main_grn_inf_goblin_blood_dismembers	36	10	100	9052	wh_mtl_halftank		0	1	ovn_souptank	wh_main_mtl_soup_cannon	1	none	wh_main_unit_short_text_mtl_soupcart	wh_main_monster	placeholder	false	trained	wh_main_mtl_soupcart_officer	wh_main_mtl_soupcart	wh_main_mtl_veh_soupcart	true	40.0	1500.0	0.0	wh_fear_unbreakable	60	80	10	false	vo_sel_steam_tank	vo_sel_generic	vo_sel_generic_short	1.0	10.0	large	0	100	0	0	1	0	0	0	ranged_direct_flanker	false	false	false	false
10	wh2_main_leather_15	2100	artillery	5	art_fld	2	10	wh_main_unit_long_text_dwf_dwarf_warriors	ovn_mtl_art_hotpot	hu3_dwarf_dual_axe_slayer	wh_main_grn_inf_goblin_blood_dismembers	10	14	45	55			0	0	wh_main_sword_short		5	none	ovn_unit_short_text_mtl_hotpot	wh_main_artillery	placeholder	true	trained	A_blank_record		ovn_mtl_art_hotpot	true	40.0	1500.0	0.0	wh2_cantRun_hideForest	60	80	10	false	vo_sel_default	vo_sel_artillery	vo_sel_culture	1.0	10.0	small	0	22	0	0	4	0	0	0	ranged_indirect_arty	false	false	false	false
10	wh2_main_leather_20	2100	artillery	5	art_fld	2	10	wh_main_unit_long_text_dwf_dwarf_warriors	ovn_mtl_art_hotpot_ror	hu3_dwarf_dual_axe_slayer	wh_main_grn_inf_goblin_blood_dismembers	16	28	60	68			0	0	wh_main_emp_sword		5	none	ovn_unit_short_text_mtl_hotpot_ror	wh_main_artillery	placeholder	true	trained	A_blank_record		ovn_mtl_art_hotpot_ror	true	40.0	1500.0	0.0	wh2_cantRun_hideForest	60	80	20	false	vo_sel_default	vo_sel_artillery	vo_sel_culture	1.0	10.0	small	0	30	0	0	4	0	5	0	ranged_indirect_arty	false	false	false	false
10	wh2_main_leather_30	2100	war_beast	38	cav_shk	11	61	wh_main_unit_long_text_dwf_dwarf_warriors	ovn_mtl_cav_swine_riders_0	bo1_warboar	ovn_pig_mount_entity	22	18	55	115	ovn_mtl_mnt_swine		0	60	halfling_pig_cav		5	wh_missile_block_30_wood	ovn_unit_short_text_mtl_cav_swine_riders	wh_main_cavalry_very_chaotic	placeholder	false	trained	ovn_mtl_cav_swine_rider_officer			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	15	0	0	0	0	melee_flanker	false	false	false	false
10	wh2_main_chainmail_80	2100	inf_melee	35	inf_mel	12	33	wh_dlc04_unit_long_text_emp_arch_lector	ovn_hlf_moot_general_0	hu3_dwarf_axe_and_shield_thane	wh_main_dwf_cha_dwarf_hero_blood_dismembers	45	60	70	4884			0	0	wh_main_emp_sword_hero_general		1	wh_missile_block_35_wood	ovn_hlf_wolf_moot_general_desc	wh_main_hero	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_generic_short	0.8	10.0	small	0	0	0	15	0	0	15	5	melee_highvalue	false	false	false	true
10	wh2_main_chainmail_80	2100	inf_ranged	18	com	20	33	wh_main_unit_long_text_dwf_thane_lord	ovn_hlf_fieldwarden_0	hu3_dwarf_axe_shield_and_crossbow	wh_main_dwf_cha_dwarf_hero_blood_dismembers	36	52	60	3780			0	0	wh_main_emp_sword_hero	hlf_crossbow_fieldwarden	1	none	ovn_hlf_wolf_fieldwarden_desc	wh_main_hero	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_guerrilla_stalk	60	80	10	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	33	0	15	0	0	15	0	ranged_no_skirmish	true	false	false	true
10	wh2_main_leather_50	2100	inf_melee	16	com	20	33	wh_main_unit_long_text_dwf_slayers	ovn_hlf_master_chef_0	hu3_dwarf_dual_axe_slayer	wh_main_dwf_cha_dwarf_hero_blood_dismembers	45	36	65	3680			0	0	wh_main_emp_sword_hero		1	none	ovn_hlf_wolf_master_chef_desc	wh_main_hero	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	0.9	10.0	small	0	0	0	15	0	0	15	0	melee_mage	false	false	false	true
10	wh2_main_leather_80	2100	inf_melee	30	com	20	33	wh_main_unit_long_text_dwf_thane_lord	ovn_hlf_sheriff_0	hu3_dwarf_2handed_axe	wh_main_dwf_cha_dwarf_hero_blood_dismembers	40	50	65	4160			0	0	hlf_sheriff_bigstick		1	none	ovn_hlf_wolf_sheriff_desc	wh_main_hero	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	15	0	0	15	0	melee_highvalue	false	false	false	true
10	wh2_main_chainmail_80	2100	war_beast	60	com	11	33	wh_main_unit_long_text_dwf_dwarf_warriors	ovn_hlf_moot_general_2	rp3_cold_one	ovn_mtl_cavalry_poultry_hero_blood	60	30	70	5800	ovn_mtl_mnt_poultry_general_lord		0	1	wh_main_emp_sword_hero_general		1	wh_missile_block_35_wood	ovn_hlf_wolf_moot_general_desc	wh_main_cavalry_very_chaotic	placeholder	false	trained	ovn_halfling_moot_general_poultry_mount			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	15	0	0	15	0	melee_highvalue	false	false	false	false
10	wh2_main_body_70	2100	war_machine	50	com	20	33	wh_main_unit_long_text_dwf_dwarf_warriors	ovn_hlf_master_chef_1	hu3_dwarf_dual_axe_slayer	wh_main_infantry_standard_hero_blood	30	20	65	5600	ovn_mtl_auroch		0	2	supply_wagon_elo		1	none	ovn_hlf_wolf_master_chef_desc	wh_main_chariot	placeholder	false	trained	ovn_halfling_master_chef_wagon_off	ovn_mtl_chuckwagon	ovn_mtl_veh_chuckwagon	true	40.0	1500.0	0.0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	10.0	large	0	0	0	15	1	0	15	0	mage	false	false	false	false
10	wh2_main_leather_80	2100	war_beast	50	com	11	33	wh_main_unit_long_text_dwf_dwarf_warriors	ovn_hlf_sheriff_1	bo1_warboar	ovn_pig_mount_entity_hero	60	20	65	5700	ovn_mtl_mnt_swine_general_lord		0	1	hlf_sheriff_bigstick		1	none	ovn_hlf_wolf_sheriff_desc	wh_main_cavalry_very_chaotic	placeholder	false	trained	ovn_halfling_sheriff_pig_mount			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	15	0	0	15	0	melee_highvalue	false	false	false	false
15	wh2_main_leather_50	2100	inf_ranged	30	com	20	33	wh_dlc04_unit_long_text_emp_arch_lector	ovn_hlf_glibfoot	hu3_glibfoot_sword_and_crossbow	hlf_glibfoot_entity	50	40	75	4260			0	0	wh_main_emp_sword_hero_general	hlf_glibfoot_hyshia_weapon	7	none	ovn_hlf_wolf_glibfoot_desc	wh_main_dwf_infantry_standard_shield	placeholder	false	elite	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_guerrilla_hideForest	60	80	10	false	vo_sel_default	vo_sel_melee	vo_sel_generic_short	0.8	10.0	small	0	45	0	20	0	0	15	5	hybrid_highvalue	true	false	false	true
10	wh2_main_leather_20	2100	inf_ranged	15	com	9	50	ovn_unit_long_text_com_olorin_the_grey_wizard	ovn_com_cha_olorin_the_grey_wizard_0	hu1_empire_fireworks_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	25	30	55	3412			0	0	wh_main_emp_sword_caster	ovn_com_firework_rocket	1	none	ovn_unit_short_text_com_olorin_the_grey_wizard	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	10	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	30	0	0	0	0	15	0	mage_highvalue	true	false	false	true
10	wh2_main_leather_50	2100	inf_melee	40	com	13	71	ovn_unit_long_text_com_aragand_the_layabout	ovn_com_cha_aragand_the_layabout_0	hu1_empire_drunkard_sword	ovn_com_aragand_the_layabout	50	40	65	3680			0	0	wh_main_emp_sword_hero		1	none	ovn_unit_short_text_com_aragand_the_layabout	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	true
10	wh2_main_plate_85	2100	inf_melee	65	com	13	71	ovn_unit_long_text_com_aragand_the_layabout	ovn_com_cha_aragand_the_layabout_1	hu1_empire_2handed_sword	wh_main_infantry_standard_hero_blood	75	65	65	7000			0	0	wh_main_emp_sword_hero		1	none	ovn_unit_short_text_com_aragand_the_layabout_sober	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest_unbreakable	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	true
15	wh2_main_body_15	2100	inf_ranged	30	com	13	71	ovn_unit_long_text_com_legles_the_elf	ovn_com_cha_legles_the_elf_0	hu1d_shadow_walkers_dual_sword_bow	wh_dlc05_wef_glade_lord_blood_dismembers	65	60	75	3900			0	0	wh_dlc05_wef_sword_hero	wh_dlc05_wef_glade_lord_bow	1	none	ovn_unit_short_text_com_legles_the_elf	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh2_dlc15_encourage_hideForest_mountedFireMove_ignore_trees	60	80	10	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	elves_wef	0	30	0	0	0	20	15	0	hybrid_highvalue	true	false	false	true
10	wh_main_body_0	2100	inf_melee	50	com	20	33	ovn_unit_long_text_com_giblit_the_dwarf	ovn_com_cha_giblit_the_dwarf_0	hu3_dwarf_2handed_axe_ungrim	wh_main_dwf_cha_dwarf_hero_lgn_blood	65	50	20	5528			0	0	wh_main_dwf_ungrim_axe_great		1	none	ovn_unit_short_text_com_giblit_the_dwarf	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	25	0	0	15	0	melee_highvalue	false	false	false	true
