base_unit	mounted_unit	icon_name
arb_fatandira	arb_fatandira_roc	ui/campaign ui/mounts/mount_great_eagle.png
arb_golden_magus	arb_golden_magus_camel	ui/campaign ui/mounts/ovn_cam_arb_camel5.png
arb_golden_magus	arb_golden_magus_skiff	ui/campaign ui/mounts/mount_djinnskiff.png
ovn_hlf_master_chef_0	ovn_hlf_master_chef_1	ui/campaign ui/mounts/mount_cwagon.png
ovn_hlf_sheriff_0	ovn_hlf_sheriff_1	ui/campaign ui/mounts/mount_bpig.png
elo_boglar_shaman	elo_boglar_shaman_hound	ui/campaign ui/mounts/mount_giant_wolf.png
elo_carrion_boss	elo_carrion_boss_squig	ui/campaign ui/mounts/mount_great_cave_squig.png
vmp_cha_walach	vmp_cha_walach_nightmare	ui/campaign ui/mounts/mount_barded_nightmare.png
ovn_hlf_ll	ovn_hlf_ll_battle_ram	ui/campaign ui/mounts/mount_warhorse.png
ovn_hlf_ll	ovn_hlf_ll_swan	ui/campaign ui/mounts/mount_great_eagle.png
ovn_hlf_moot_general_0	ovn_hlf_moot_general_3	ui/campaign ui/mounts/mount_great_eagle.png
ovn_hlf_fieldwarden_0	ovn_hlf_fieldwarden_1	ui/campaign ui/mounts/mount_great_eagle.png
ovn_hlf_moot_general_0	ovn_hlf_moot_general_2	ui/campaign ui/mounts/mount_cockarel.png
