technology_effects_junction_tables	0
technology	effect	effect_scope	value
elo_halfling_quinsberry	wh_main_effect_religion_conversion_untainted_technologies	faction_to_faction_own	1.0
elo_halfling_esmeralda	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	15.0
elo_halfling_esmeralda	wh_main_effect_religion_conversion_untainted_technologies	faction_to_faction_own	1.0
elo_halfling_security	wh_main_effect_public_order_tech	faction_to_province_own_unseen	2.0
elo_halfling_sheriff	sheriff_taunt	faction_to_force_own_unseen	1.0
elo_halfling_sheriff	elo_sheriff_attk	faction_to_force_own_unseen	5.0
elo_halfling_sheriff	elo_sheriff_def	faction_to_force_own_unseen	5.0
elo_halfling_sheriff	wh_main_effect_public_order_tech	faction_to_province_own_unseen	1.0
elo_halfling_thieves	elo_hlf_thieves_mattk	faction_to_force_own_unseen	6.0
elo_halfling_thieves	wh_main_effect_public_order_tech	faction_to_province_own_unseen	1.0
elo_halfling_thieves_2	wh_main_effect_public_order_tech	faction_to_province_own_unseen	1.0
elo_halfling_thieves_2	enable_unspottable_thieves	faction_to_force_own_unseen	1.0
elo_halfling_warden	wh_main_effect_public_order_tech	faction_to_province_own_unseen	1.0
elo_halfling_warden	elo_hlf_warden_morale	faction_to_force_own_unseen	5.0
elo_halfling_warden	elo_hlf_warden_armour	faction_to_force_own_unseen	15.0
elo_halfling_warden_2	wh_main_effect_public_order_tech	faction_to_province_own_unseen	1.0
elo_halfling_warden_2	elo_hlf_warden_xp	faction_to_province_own_unseen	6.0
elo_halfling_forest	wh2_dlc10_effect_faction_all_campaign_movement_range	faction_to_force_own_unseen	5.0
elo_halfling_hunters	elo_hlf_militia_archer_range	faction_to_force_own_unseen	10.0
elo_halfling_hunters	wh2_dlc10_effect_faction_all_campaign_movement_range	faction_to_force_own_unseen	2.0
elo_halfling_rangers	elo_hlf_rangers_dmg	faction_to_force_own_unseen	15.0
elo_halfling_rangers	wh2_dlc10_effect_faction_all_campaign_movement_range	faction_to_force_own_unseen	2.0
elo_halfling_ranged	elo_hlf_archers_all_reload	faction_to_force_own_unseen	10.0
elo_halfling_ranged	wh2_dlc10_effect_faction_all_campaign_movement_range	faction_to_force_own_unseen	2.0
elo_halfling_trees	elo_hlf_trees_mdef	faction_to_force_own_unseen	6.0
elo_halfling_trees	elo_hlf_trees_mattk	faction_to_force_own_unseen	6.0
elo_halfling_trees	wh2_dlc10_effect_faction_all_campaign_movement_range	faction_to_force_own_unseen	2.0
elo_halfling_better_trees	wh2_dlc10_effect_faction_all_campaign_movement_range	faction_to_force_own_unseen	2.0
elo_halfling_better_trees	elo_hlf_trees_resist	faction_to_force_own_unseen	15.0
elo_halfling_cooking	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	5.0
elo_halfling_hero_cooks	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	2.0
elo_halfling_hero_cooks	elo_battle_cooks	faction_to_force_own_unseen	1.0
elo_halfling_cooks_unit	elo_hlf_cooks_vsL	faction_to_force_own_unseen	15.0
elo_halfling_hot_pot	elo_hlf_artillery_ammo	faction_to_force_own_unseen	10.0
elo_halfling_hot_pot	elo_hlf_artillery_dmg	faction_to_force_own_unseen	5.0
elo_halfling_hot_pot	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	2.0
elo_halfling_cooks_unit	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	2.0
elo_halfling_feast_carrier	elo_superfood	faction_to_force_own_unseen	1.0
elo_halfling_feast_carrier	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	2.0
elo_halfling_chuck_wagons	elo_hlf_supply_speed	faction_to_force_own_unseen	10.0
elo_halfling_chuck_wagons	supply_cart_loose	faction_to_force_own_unseen	1.0
elo_halfling_chuck_wagons	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	2.0
elo_halfling_unlikely_allies	elo_hlf_monster_cost	faction_to_force_own_unseen	-10.0
elo_halfling_eagles	elo_hlf_monster_cost	faction_to_force_own_unseen	-3.0
elo_halfling_eagles	elo_eagle_fatigue_res	faction_to_force_own_unseen	-50.0
elo_halfling_ogres	elo_hlf_monster_cost	faction_to_force_own_unseen	-2.0
elo_halfling_ogres	elo_hlf_ogre_morale	faction_to_force_own_unseen	5.0
elo_halfling_ogres_2	elo_hlf_ogre_dmg	faction_to_force_own_unseen	15.0
elo_halfling_ogres_2	elo_hlf_ogre_xp	faction_to_force_own_unseen	3.0
elo_halfling_ogres_2	elo_hlf_monster_cost	faction_to_force_own_unseen	-2.0
elo_halfling_baby_dragon	wh2_main_effect_diplomacy_bonus_dark_elves_technology	faction_to_faction_own_unseen	-10.0
elo_halfling_baby_dragon	wh2_main_effect_diplomacy_bonus_high_elves_technology	faction_to_faction_own_unseen	-10.0
elo_halfling_baby_dragon	wh_main_faction_diplomacy_penalty_wood_elves	faction_to_faction_own_unseen	-10.0
elo_halfling_baby_dragon	elo_hlf_monster_cost	faction_to_force_own_unseen	-2.0
elo_halfling_baby_dragon	elo_hlf_dragon_morale	faction_to_force_own_unseen	10.0
elo_halfling_baby_dragon	elo_hlf_dragon_xp	faction_to_force_own_unseen	2.0
elo_halfling_baby_dragon	elo_hlf_dragon_res	faction_to_force_own_unseen	15.0
elo_halfling_monsters	elo_hlf_monster_missile_res	faction_to_force_own_unseen	15.0
elo_halfling_monsters	elo_hlf_monster_cost	faction_to_force_own_unseen	-2.0
elo_halfling_rights_movement	wh2_main_effect_diplomacy_bonus_humans	faction_to_faction_own_unseen	10.0
elo_halfling_empire_support	wh2_main_effect_diplomacy_bonus_humans	faction_to_faction_own_unseen	2.0
elo_halfling_empire_support	elo_hlf_emp_upkeep	faction_to_force_own_unseen	-20.0
elo_halfling_empire_elite	wh2_main_effect_diplomacy_bonus_humans	faction_to_faction_own_unseen	2.0
elo_halfling_empire_elite	elo_hlf_emp_rank	faction_to_force_own_unseen	6.0
elo_halfling_empire_elite	elo_hlf_emp_morale	faction_to_force_own_unseen	5.0
elo_halfling_empire_mages	wh2_main_effect_diplomacy_bonus_humans	faction_to_faction_own_unseen	2.0
elo_halfling_empire_mages	wh_main_effect_agent_cap_increase_wizard_empire	faction_to_faction_own_unseen	2.0
elo_halfling_empire_mages	wh_main_effect_agent_recruitment_xp_wizard_empire	faction_to_province_own_unseen	4.0
elo_halfling_empire_mages	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	faction_to_force_own	5.0
elo_halfling_empire_heroes	wh2_main_effect_diplomacy_bonus_humans	faction_to_faction_own_unseen	2.0
elo_halfling_empire_heroes	wh_main_effect_agent_recruitment_xp_champion_empire	faction_to_province_own_unseen	4.0
elo_halfling_empire_heroes	wh_main_effect_agent_recruitment_xp_dignitary_empire	faction_to_province_own_unseen	4.0
elo_halfling_empire_heroes	wh_main_effect_agent_recruitment_xp_spy_empire	faction_to_province_own_unseen	4.0
elo_halfling_empire_heroes	wh_main_effect_agent_action_success_chance	faction_to_character_own_unseen	10.0
elo_halfling_empire_equipment	wh2_main_effect_diplomacy_bonus_humans	faction_to_faction_own_unseen	2.0
elo_halfling_empire_equipment	elo_hlf_emp_armour	faction_to_force_own_unseen	30.0
elo_halfling_empire_equipment	elo_hlf_emp_dmg	faction_to_force_own_unseen	20.0
elo_halfling_empire_equipment	elo_hlf_emp_ranged_dmg	faction_to_force_own_unseen	20.0
