technology_nodes_tables	3
campaign_key	faction_key	indent	key	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_37	tech_dlc08_nor_other_10	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_38	tech_dlc08_nor_other_11	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_39	tech_dlc08_nor_other_12	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_40	tech_dlc08_nor_other_13	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_41	tech_dlc08_nor_other_14	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_42	tech_dlc08_nor_other_15	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_43	tech_dlc08_nor_other_16	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_44	tech_dlc08_nor_other_17	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_45	tech_dlc08_nor_other_18	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_46	tech_dlc08_nor_other_19	nor_mil	15	999999	999999	0		
