diplomacy_negotiation_string_options_tables	4
key	string	option	group
offer_cooperation	Albion_Dip_Offer_Cooperation_01	0	diplomacy_Subcult_Albion
offer_cooperation	Albion_Dip_Offer_Cooperation_02	1	diplomacy_Subcult_Albion
offer_cooperation	Albion_Dip_Offer_Cooperation_03	2	diplomacy_Subcult_Albion
offer_demand_peace	Albion_Dip_Offer_Peace_01	0	diplomacy_Subcult_Albion
offer_demand_peace	Albion_Dip_Offer_Peace_02	1	diplomacy_Subcult_Albion
offer_demand_peace	Albion_Dip_Offer_Peace_03	2	diplomacy_Subcult_Albion
offer_join_war	Albion_Dip_Offer_Join_War_01	0	diplomacy_Subcult_Albion
offer_join_war	Albion_Dip_Offer_Join_War_02	1	diplomacy_Subcult_Albion
offer_join_war	Albion_Dip_Offer_Join_War_03	2	diplomacy_Subcult_Albion
offer_payment	Albion_Dip_Offer_Gift_01	0	diplomacy_Subcult_Albion
offer_payment	Albion_Dip_Offer_Gift_02	1	diplomacy_Subcult_Albion
offer_payment	Albion_Dip_Offer_Gift_03	2	diplomacy_Subcult_Albion
receive	Albion_Dip_Greet_Neu_01	0	diplomacy_Subcult_Albion
receive	Albion_Dip_Greet_Neu_02	1	diplomacy_Subcult_Albion
receive	Albion_Dip_Greet_Neu_03	2	diplomacy_Subcult_Albion
reject_offer_demand_peace	Albion_Dip_Reject_Peace_01	0	diplomacy_Subcult_Albion
reject_offer_demand_peace	Albion_Dip_Reject_Peace_02	1	diplomacy_Subcult_Albion
reject_offer_demand_peace	Albion_Dip_Reject_Peace_03	2	diplomacy_Subcult_Albion
reject_subjugation	Albion_Dip_Reject_Join_Confederation_01	0	diplomacy_Subcult_Albion
reject_subjugation	Albion_Dip_Reject_Join_Confederation_02	1	diplomacy_Subcult_Albion
reject_subjugation	Albion_Dip_Reject_Join_Confederation_03	2	diplomacy_Subcult_Albion
war	Albion_Dip_War_01	0	diplomacy_Subcult_Albion
war	Albion_Dip_War_02	1	diplomacy_Subcult_Albion
war	Albion_Dip_War_03	2	diplomacy_Subcult_Albion
