key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost
elo_halfling_ogres		wh2_main_emp_the_moot	18	elo_halfling_ogres	emp_civ_reworkd	7	800	0	0		
elo_halfling_ogres_2		wh2_main_emp_the_moot	18	elo_halfling_ogres_2	emp_civ_reworkd	8	1000	0	0		
elo_halfling_baby_dragon		wh2_main_emp_the_moot	19	elo_halfling_baby_dragon	emp_civ_reworkd	7	1000	0	0		
elo_halfling_monsters		wh2_main_emp_the_moot	19	elo_halfling_monsters	emp_civ_reworkd	8	1500	0	0		
elo_halfling_rights_movement		wh2_main_emp_the_moot	15	elo_halfling_rights_movement	emp_civ_reworkd	8	300	0	0		
elo_halfling_empire_support		wh2_main_emp_the_moot	13	elo_halfling_empire_support	emp_civ_reworkd	8	600	0	0		
elo_halfling_empire_elite		wh2_main_emp_the_moot	12	elo_halfling_empire_elite	emp_civ_reworkd	8	800	0	0		
elo_halfling_empire_mages		wh2_main_emp_the_moot	12	elo_halfling_empire_mages	emp_civ_reworkd	9	1000	0	0		
elo_halfling_empire_heroes		wh2_main_emp_the_moot	11	elo_halfling_empire_heroes	emp_civ_reworkd	8	1000	0	0		
elo_halfling_empire_equipment		wh2_main_emp_the_moot	11	elo_halfling_empire_equipment	emp_civ_reworkd	9	1500	0	0		
