art_set_id	agent_type	culture	subculture	faction	is_custom	is_male	agent_subtype	campaign_map_scale
wh_main_art_set_grn_night_goblin_shaman_06	wizard				false	true	grn_night_goblin_shaman	1.1
Dread_King	general	wh2_dlc09_tmb_tomb_kings			false	true	Dread_King	1.0
elo_hand_of_nagash	general	wh2_dlc09_tmb_tomb_kings			false	true	elo_hand_of_nagash	1.0
Sultan_Jaffar	general				false	true	Sultan_Jaffar	1.0
aky_chief_fimir_great_weapons_0	general				false	true	aky_chief_fimir_great_weapons	1.0
aky_chief_wolf_werekin_0	general				false	true	aky_chief_wolf_werekin	1.0
aky_chief_wolf_werekin_1	general				false	true	aky_chief_wolf_werekin	1.0
aky_chief_wolf_werekin_2	general				false	true	aky_chief_wolf_werekin	1.0
aky_chief_fimir_great_weapons_1	general				false	true	aky_chief_fimir_great_weapons	1.0
aky_chief_fimir_great_weapons_2	general				false	true	aky_chief_fimir_great_weapons	1.0
aky_chief_fimir_great_weapons_3	general				false	true	aky_chief_fimir_great_weapons	1.0
aky_chief_fimir_great_weapons_4	general				false	true	aky_chief_fimir_great_weapons	1.0
wh2_main_art_set_roy_arb_champion	champion				false	true	roy_arb_champion	1.0
wh2_main_art_set_roy_arb_champion_guard	champion				false	true	roy_arb_champion	1.0
wh2_main_art_set_roy_arb_champion_warrior	champion				false	true	roy_arb_champion	1.0
wh2_main_art_set_roy_arb_champion_sergeant	champion				false	true	roy_arb_champion	1.0
wh2_main_art_set_roy_arb_nomad_01	spy				false	true	roy_arb_nomad	1.0
wh2_main_art_set_roy_arb_nomad_02	spy				false	true	roy_arb_nomad	1.0
wh2_main_art_set_roy_arb_nomad_03	spy				false	true	roy_arb_nomad	1.0
wh2_main_art_set_roy_arb_nomad_assassin_01	spy				false	true	roy_arb_nomad	1.0
wh2_main_art_set_roy_arb_nomad_assassin_02	spy				false	true	roy_arb_nomad	1.0
wh2_main_art_set_roy_arb_nomad_assassin_03	spy				false	true	roy_arb_nomad	1.0
wh2_main_art_set_roy_arb_nomad_jezzail_01	spy				false	true	roy_arb_nomad	1.0
wh2_main_art_set_roy_arb_nomad_jezzail_02	spy				false	true	roy_arb_nomad	1.0
wh2_main_art_set_roy_arb_nomad_jezzail_03	spy				false	true	roy_arb_nomad	1.0
ovn_araby_ll	general				false	true	ovn_araby_ll	1.1
ovn_araby_ll_2	general				false	true	ovn_araby_ll	1.1
belakor	general	wh_main_chs_chaos			false	true	belakor	1.0
wh_dlc08_nor_cha_fimir_balefiend_death	dignitary				false	true	wh_dlc08_nor_cha_fimir_balefiend_death	1.0
wh_dlc08_nor_cha_fimir_balefiend_beast	dignitary				false	true	wh_dlc08_nor_cha_fimir_balefiend_beast	1.0
elo_dread_centurion	champion	wh2_dlc09_tmb_tomb_kings			false	true	elo_dread_centurion	1.0
elo_liche_general	general				false	true	elo_liche_general	1.0
wh2_dlc09_art_set_tmb_tomb_king_01	general	wh2_dlc09_tmb_tomb_kings			false	true	wh2_dlc09_tmb_tomb_king	1.0
wh2_dlc09_art_set_tmb_tomb_king_02	general	wh2_dlc09_tmb_tomb_kings			false	true	wh2_dlc09_tmb_tomb_king	1.0
wh2_dlc09_art_set_tmb_tomb_king_03	general	wh2_dlc09_tmb_tomb_kings			false	true	wh2_dlc09_tmb_tomb_king	1.0
wh2_dlc09_art_set_tmb_tomb_king_04	general	wh2_dlc09_tmb_tomb_kings			false	true	wh2_dlc09_tmb_tomb_king	1.0
wh2_dlc09_art_set_tmb_tomb_king_05	general	wh2_dlc09_tmb_tomb_kings			false	true	wh2_dlc09_tmb_tomb_king	1.0
wh2_dlc09_art_set_tmb_tomb_king_01_tech	general	wh2_dlc09_tmb_tomb_kings			false	true	wh2_dlc09_tmb_tomb_king_alkhazzar_ii	1.0
wh2_dlc09_art_set_tmb_tomb_king_02_tech	general	wh2_dlc09_tmb_tomb_kings			false	true	wh2_dlc09_tmb_tomb_king_lahmizzash	1.0
wh2_dlc09_art_set_tmb_tomb_king_03_tech	general	wh2_dlc09_tmb_tomb_kings			false	true	wh2_dlc09_tmb_tomb_king_rakhash	1.0
wh2_dlc09_art_set_tmb_tomb_king_04_tech	general	wh2_dlc09_tmb_tomb_kings			false	true	wh2_dlc09_tmb_tomb_king_setep	1.0
wh2_dlc09_art_set_tmb_tomb_king_05_tech	general	wh2_dlc09_tmb_tomb_kings			false	true	wh2_dlc09_tmb_tomb_king_thutep	1.0
wh2_dlc09_art_set_tmb_tomb_king_06_tech	general	wh2_dlc09_tmb_tomb_kings			false	true	wh2_dlc09_tmb_tomb_king_wakhaf	1.0
elo_chief_ugma	general				false	true	elo_chief_ugma	1.0
ovn_hlf_ll	general				false	true	ovn_hlf_ll	1.4
morgan_bernhardt_art	general	wh_main_emp_empire			false	true	morgan_bernhardt	1.0
vladimir_stormbringer_art	wizard	wh_main_emp_empire			false	true	vladimir_stormbringer	1.0
arb_vizier_fire_0	general				false	true	arb_vizier_fire_0	1.1
arb_vizier_life_0	general				false	true	arb_vizier_life_0	1.1
arb_vizier_heavens_0	general				false	true	arb_vizier_heavens_0	1.1
arb_vizier_desert_0	general				false	true	arb_vizier_desert_0	1.1
arb_vizier_fire_1	general				false	true	arb_vizier_fire_0	1.1
arb_vizier_life_1	general				false	true	arb_vizier_life_0	1.1
arb_vizier_heavens_1	general				false	true	arb_vizier_heavens_0	1.1
arb_vizier_desert_1	general				false	true	arb_vizier_desert_0	1.1
wh_dlc07_art_set_chs_sorcerer_shadow_01	wizard				false	true	dlc07_chs_chaos_sorcerer_shadow	1.0
wh_dlc07_art_set_chs_sorcerer_shadow_02	wizard				false	true	dlc07_chs_chaos_sorcerer_shadow	1.0
wh_dlc07_art_set_chs_sorcerer_shadow_03	wizard				false	true	dlc07_chs_chaos_sorcerer_shadow	1.0
wh_dlc07_art_set_chs_sorcerer_shadow_04	wizard				false	true	dlc07_chs_chaos_sorcerer_shadow	1.0
wh_main_art_set_chs_sorcerer_death_01	wizard				false	true	chs_chaos_sorcerer_death	1.0
wh_main_art_set_chs_sorcerer_death_02	wizard				false	true	chs_chaos_sorcerer_death	1.0
wh_main_art_set_chs_sorcerer_death_03	wizard				false	true	chs_chaos_sorcerer_death	1.0
wh_main_art_set_chs_sorcerer_death_04	wizard				false	true	chs_chaos_sorcerer_death	1.0
wh_main_art_set_chs_sorcerer_fire_01	wizard				false	true	chs_chaos_sorcerer_fire	1.0
wh_main_art_set_chs_sorcerer_fire_02	wizard				false	true	chs_chaos_sorcerer_fire	1.0
wh_main_art_set_chs_sorcerer_fire_03	wizard				false	true	chs_chaos_sorcerer_fire	1.0
wh_main_art_set_chs_sorcerer_fire_04	wizard				false	true	chs_chaos_sorcerer_fire	1.0
wh_main_art_set_chs_sorcerer_metal_01	wizard				false	true	chs_chaos_sorcerer_metal	1.0
wh_main_art_set_chs_sorcerer_metal_02	wizard				false	true	chs_chaos_sorcerer_metal	1.0
wh_main_art_set_chs_sorcerer_metal_03	wizard				false	true	chs_chaos_sorcerer_metal	1.0
wh_main_art_set_chs_sorcerer_metal_04	wizard				false	true	chs_chaos_sorcerer_metal	1.0
fim_meargh_skattach	general				false	true	fim_meargh_skattach	1.4
wh2_main_art_set_ovn_rbt_blightstormer	wizard				false	true	rbt_blightstormer	1.0
elo_boglar_shaman	wizard				false	true	elo_boglar_shaman	1.0
elo_troll_champ	champion				false	true	elo_troll_champ	0.6
cha_walachart	general	wh_main_vmp_vampire_counts			false	true	vmp_cha_walach	1.0
ovn_art_set_fim_dirach_beasts_1	general				false	true	fim_dirach_lord_beasts	1.0
ovn_art_set_fim_dirach_beasts_2	general				false	true	fim_dirach_lord_beasts	1.0
ovn_art_set_fim_dirach_beasts_3	general				false	true	fim_dirach_lord_beasts	1.0
ovn_art_set_fim_dirach_fire_1	general				false	true	fim_dirach_lord_fire	1.0
ovn_art_set_fim_dirach_fire_2	general				false	true	fim_dirach_lord_fire	1.0
ovn_art_set_fim_dirach_fire_3	general				false	true	fim_dirach_lord_fire	1.0
ovn_art_set_fim_dirach_shadow_1	general				false	true	fim_dirach_lord_shadow	1.0
ovn_art_set_fim_dirach_shadow_2	general				false	true	fim_dirach_lord_shadow	1.0
ovn_art_set_fim_dirach_shadow_3	general				false	true	fim_dirach_lord_shadow	1.0
ovn_art_set_fim_dirach_death_1	general				false	true	fim_dirach_lord_death	1.0
ovn_art_set_fim_dirach_death_2	general				false	true	fim_dirach_lord_death	1.0
ovn_art_set_fim_dirach_death_3	general				false	true	fim_dirach_lord_death	1.0
ovn_art_set_fim_finmor_1	champion				false	true	fim_finmor	1.0
ovn_art_set_fim_finmor_2	champion				false	true	fim_finmor	1.0
ovn_art_set_fim_finmor_3	champion				false	true	fim_finmor	1.0
