ancillary_included_subcultures_tables	0
wh2_dlc13_anc_enchanted_item_golden_tributes	wh_main_sc_lzd_amazon
wh2_dlc13_anc_weapon_mace_of_ulumak	wh_main_sc_lzd_amazon
wh2_dlc13_talisman_the_ogham_shard	wh_main_sc_lzd_amazon
wh2_main_anc_arcane_item_cube_of_darkness	wh_main_sc_lzd_amazon
wh2_main_anc_arcane_item_cupped_hands_of_the_old_ones	wh_main_sc_lzd_amazon
wh2_main_anc_arcane_item_diadem_of_power	wh_main_sc_lzd_amazon
wh2_main_anc_arcane_item_itxi_grubs	wh_main_sc_lzd_amazon
wh2_main_anc_arcane_item_plaque_of_dominion	wh_main_sc_lzd_amazon
wh2_main_anc_arcane_item_rod_of_the_storm	wh_main_sc_lzd_amazon
wh2_main_anc_armour_hide_of_the_cold_ones	wh_main_sc_lzd_amazon
wh2_main_anc_armour_sacred_stegadon_helm_of_itza	wh_main_sc_lzd_amazon
wh2_main_anc_armour_shield_of_the_mirrored_pool	wh_main_sc_lzd_amazon
wh2_main_anc_armour_the_maiming_shield	wh_main_sc_lzd_amazon
wh2_main_anc_enchanted_item_blood_statuette_of_spite	wh_main_sc_lzd_amazon
wh2_main_anc_enchanted_item_carnosaur_pendant	wh_main_sc_lzd_amazon
wh2_main_anc_enchanted_item_curse_charm_of_tepok	wh_main_sc_lzd_amazon
wh2_main_anc_enchanted_item_divine_plaque_of_protection	wh_main_sc_lzd_amazon
wh2_main_anc_enchanted_item_dragonfly_of_quicksilver	wh_main_sc_lzd_amazon
wh2_main_anc_enchanted_item_hand_of_gods	wh_main_sc_lzd_amazon
wh2_main_anc_enchanted_item_the_cloak_of_feathers	wh_main_sc_lzd_amazon
wh2_main_anc_enchanted_item_the_horn_of_kygor	wh_main_sc_lzd_amazon
wh2_main_anc_enchanted_item_venom_of_the_firefly_frog	wh_main_sc_lzd_amazon
wh2_main_anc_enchanted_item_war_drum_of_xahutec	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_acolyte_priest	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_architect	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_archivist	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_army_beast_hunter	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_artefact_hunter	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_astrologer	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_astronomer	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_attendant	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_cleaner	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_clerk	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_defence_expert	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_fan_waver	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_gardener	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_librarian	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_metallurgist	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_sacrificial_victim_human	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_sacrificial_victim_skv	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_temple_cleaner	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_veteran_warrior	wh_main_sc_lzd_amazon
wh2_main_anc_follower_lzd_zoat	wh_main_sc_lzd_amazon
wh2_main_anc_magic_standard_huanchis_blessed_totem	wh_main_sc_lzd_amazon
wh2_main_anc_magic_standard_skavenpelt_banner	wh_main_sc_lzd_amazon
wh2_main_anc_magic_standard_sun_standard_of_chotec	wh_main_sc_lzd_amazon
wh2_main_anc_magic_standard_sunburst_standard_of_hexoatl	wh_main_sc_lzd_amazon
wh2_main_anc_magic_standard_the_jaguar_standard	wh_main_sc_lzd_amazon
wh2_main_anc_magic_standard_totem_of_prophecy	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_kroq_gar_cold_one	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_kroq_gar_grymloq	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_kroq_gar_horned_one	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_lord_mazdamundi_zlaaq	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_saurus_old_blood_carnosaur	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_saurus_old_blood_cold_one	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_saurus_scar_veteran_carnosaur	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_saurus_scar_veteran_cold_one	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_skink_chief_ancient_stegadon	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_skink_chief_stegadon	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_skink_chief_terradon	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_skink_priest_beasts_ancient_stegadon	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_skink_priest_beasts_stegadon	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_skink_priest_beasts_terradon	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_skink_priest_heavens_ancient_stegadon	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_skink_priest_heavens_stegadon	wh_main_sc_lzd_amazon
wh2_main_anc_mount_lzd_skink_priest_heavens_terradon	wh_main_sc_lzd_amazon
wh2_main_anc_talisman_amulet_of_itzl	wh_main_sc_lzd_amazon
wh2_main_anc_talisman_aura_of_quetzl	wh_main_sc_lzd_amazon
wh2_main_anc_talisman_glyph_necklace	wh_main_sc_lzd_amazon
wh2_main_anc_weapon_blade_of_revered_tzunki	wh_main_sc_lzd_amazon
wh2_main_anc_weapon_burning_blade_of_chotec	wh_main_sc_lzd_amazon
wh2_main_anc_weapon_cobra_mace_of_mazdamundi	wh_main_sc_lzd_amazon
wh2_main_anc_weapon_dagger_of_sotek	wh_main_sc_lzd_amazon
wh2_main_anc_weapon_revered_spear_of_tlanxla	wh_main_sc_lzd_amazon
wh2_main_anc_weapon_scimitar_of_the_sun_resplendent	wh_main_sc_lzd_amazon
wh2_main_anc_weapon_stegadon_war_spear	wh_main_sc_lzd_amazon
wh2_main_anc_weapon_sword_of_the_hornet	wh_main_sc_lzd_amazon
wh2_main_anc_weapon_the_blade_of_realities	wh_main_sc_lzd_amazon
wh2_main_anc_weapon_the_piranha_blade	wh_main_sc_lzd_amazon
