character_skill	character_skill_node	level
wh_dlc08_skill_nor_lord_self_chrons_wrath	aky_chief_fimir_great_weapons_skill_b_1_02	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	aky_chief_fimir_great_weapons_skill_b_1_02	1
wh_dlc08_skill_nor_lord_self_drinker_of_blood	aky_chief_fimir_great_weapons_skill_b_1_02	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	aky_chief_fimir_great_weapons_skill_b_1_02	1
wh_dlc08_skill_nor_lord_self_spirit_wanderer	aky_chief_fimir_great_weapons_skill_b_1_02	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	aky_chief_fimir_great_weapons_skill_b_1_04	1
wh_dlc08_skill_nor_lord_self_chrons_wrath	aky_chief_fimir_great_weapons_skill_b_1_04	1
wh_dlc08_skill_nor_lord_self_drinker_of_blood	aky_chief_fimir_great_weapons_skill_b_1_04	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	aky_chief_fimir_great_weapons_skill_b_1_04	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	aky_chief_fimir_great_weapons_skill_b_1_04	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	aky_chief_fimir_great_weapons_skill_b_1_04	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	aky_chief_fimir_great_weapons_skill_b_1_05	1
wh_dlc08_skill_nor_lord_self_chrons_wrath	aky_chief_fimir_great_weapons_skill_b_1_05	1
wh_dlc08_skill_nor_lord_self_drinker_of_blood	aky_chief_fimir_great_weapons_skill_b_1_05	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	aky_chief_fimir_great_weapons_skill_b_1_05	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	aky_chief_fimir_great_weapons_skill_b_1_05	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	aky_chief_fimir_great_weapons_skill_b_1_05	1
