ancillary_included_subcultures_tables	0
wh_main_anc_mount_emp_captain_warhorse	wh_main_sc_emp_araby
wh_main_anc_mount_emp_celestial_wizard_barded_warhorse	wh_main_sc_emp_araby
wh_main_anc_mount_emp_celestial_wizard_warhorse	wh_main_sc_emp_araby
wh_main_anc_mount_emp_general_barded_warhorse	wh_main_sc_emp_araby
wh_main_anc_mount_emp_general_imperial_griffon	wh_main_sc_emp_araby
wh_main_anc_mount_emp_general_imperial_pegasus	wh_main_sc_emp_araby
wh_main_anc_mount_emp_general_warhorse	wh_main_sc_emp_araby
wh_main_anc_mount_emp_karl_franz_barded_warhorse	wh_main_sc_emp_araby
wh_main_anc_mount_emp_karl_franz_deathclaw	wh_main_sc_emp_araby
wh_main_anc_mount_emp_karl_franz_imperial_pegasus	wh_main_sc_emp_araby
wh_main_anc_mount_emp_karl_franz_warhorse	wh_main_sc_emp_araby
wh_main_anc_mount_emp_light_wizard_barded_warhorse	wh_main_sc_emp_araby
wh_main_anc_mount_emp_light_wizard_warhorse	wh_main_sc_emp_araby
wh_main_anc_mount_emp_warrior_priest_barded_warhorse	wh_main_sc_emp_araby
wh_main_anc_mount_emp_warrior_priest_warhorse	wh_main_sc_emp_araby
wh_main_anc_talisman_amulet_of_sea_gold	wh_main_sc_emp_araby
wh_main_anc_talisman_seed_of_rebirth	wh_main_sc_emp_araby
wh_main_anc_talisman_the_silver_seal	wh_main_sc_emp_araby
wh_main_anc_talisman_the_white_cloak_of_ulric	wh_main_sc_emp_araby
wh_main_anc_weapon_ghal_maraz	wh_main_sc_emp_araby
wh_main_anc_weapon_runefang	wh_main_sc_emp_araby
wh_main_anc_weapon_the_mace_of_helsturm	wh_main_sc_emp_araby
wh2_dlc09_anc_arcane_item_blue_khepra	wh_main_sc_emp_araby
wh2_dlc09_anc_arcane_item_enkhils_kanopi	wh_main_sc_emp_araby
wh2_dlc09_anc_arcane_item_neferras_scrolls_of_mighty_incantations	wh_main_sc_emp_araby
wh2_dlc09_anc_arcane_item_staff_of_nagash	wh_main_sc_emp_araby
wh2_dlc09_anc_arcane_item_the_liche_staff	wh_main_sc_emp_araby
wh2_dlc09_anc_armour_armour_of_eternity	wh_main_sc_emp_araby
wh2_dlc09_anc_armour_scorpion_armour	wh_main_sc_emp_araby
wh2_dlc09_anc_enchanted_item_brooch_of_the_great_desert	wh_main_sc_emp_araby
wh2_dlc09_anc_enchanted_item_cloak_of_the_dunes	wh_main_sc_emp_araby
wh2_dlc09_anc_enchanted_item_elixir_of_might	wh_main_sc_emp_araby
wh2_dlc09_anc_enchanted_item_golden_deathmask_of_kharnut	wh_main_sc_emp_araby
wh2_dlc09_anc_enchanted_item_hieratic_jar	wh_main_sc_emp_araby
wh2_dlc09_anc_enchanted_item_the_crown_of_nehekhara	wh_main_sc_emp_araby
wh2_dlc09_anc_enchanted_item_vambraces_of_the_sun	wh_main_sc_emp_araby
wh2_dlc09_anc_magic_standard_banner_of_the_hidden_dead	wh_main_sc_emp_araby
wh2_dlc09_anc_magic_standard_standard_of_the_undying_legion	wh_main_sc_emp_araby
wh2_dlc09_anc_talisman_amulet_of_pha_stah	wh_main_sc_emp_araby
wh2_dlc09_anc_talisman_golden_ankhra	wh_main_sc_emp_araby
wh2_dlc09_anc_talisman_golden_eye_of_rah_nutt	wh_main_sc_emp_araby
wh2_dlc09_anc_weapon_blade_of_antarhak	wh_main_sc_emp_araby
wh2_dlc09_anc_weapon_blade_of_mourning_fire	wh_main_sc_emp_araby
wh2_dlc09_anc_weapon_blade_of_setep	wh_main_sc_emp_araby
wh2_dlc09_anc_weapon_crook_and_flail_of_radiance	wh_main_sc_emp_araby
wh2_dlc09_anc_weapon_destroyer_of_eternities	wh_main_sc_emp_araby
wh2_dlc09_anc_weapon_the_blessed_blade_of_ptra	wh_main_sc_emp_araby
wh2_dlc09_anc_weapon_the_tomb_blade_of_arkhan	wh_main_sc_emp_araby
wh2_dlc09_anc_weapon_the_venom_staff	wh_main_sc_emp_araby
rattlesnake_staff	wh_main_sc_emp_araby
