key	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
spell_ice_ice_shards	true	grudge_ice_shards_large	spell_ice_ice_shards_upgraded	wh_type_magic_missile	spell_previews/high/wh2_main_spell_high_magic_soul_quench	wh_main_anc_group_uncommon	true	false	spell		false
spell_ice_ice_shards_upgraded	true	grudge_ice_shards_large		wh_type_magic_missile	spell_previews/high/wh2_main_spell_high_magic_soul_quench	wh_main_anc_group_uncommon	true	false	spell		false
spell_ice_storm_strike	true	grudge_storm_strike_large	spell_ice_storm_strike_upgraded	wh_type_breath	spell_previews/heaven/wh_main_spell_heavens_wind_blast	wh_main_anc_group_common	true	false	spell		false
spell_ice_storm_strike_upgraded	true	grudge_storm_strike_large		wh_type_breath	spell_previews/heaven/wh_main_spell_heavens_wind_blast	wh_main_anc_group_common	true	false	spell		false
spell_ice_chill_blast	true	grudge_chill_blast_large	spell_ice_chill_blast_upgraded	wh_type_wind	spell_previews/dark/wh2_main_spell_dark_magic_chillwind	wh_main_anc_group_common	true	false	spell		false
spell_ice_chill_blast_upgraded	true	grudge_chill_blast_large		wh_type_wind	spell_previews/dark/wh2_main_spell_dark_magic_chillwind	wh_main_anc_group_common	true	false	spell		false
spell_ice_ice_blizzard	true	grudge_ice_blizzard_large	spell_ice_ice_blizzard_upgraded	wh_type_direct_damage	spell_previews/high/wh2_main_spell_high_magic_arcane_unforging	wh_main_anc_group_rare	true	false	spell		false
spell_ice_ice_blizzard_upgraded	true	grudge_ice_blizzard_large		wh_type_direct_damage	spell_previews/high/wh2_main_spell_high_magic_arcane_unforging	wh_main_anc_group_rare	true	false	spell		false
spell_ice_tempest	true	grudge_tempest_large	spell_ice_tempest_upgraded	wh_type_vortex	spell_previews/high/wh2_main_spell_high_magic_tempest	wh_main_anc_group_uncommon	true	false	spell		false
spell_ice_tempest_upgraded	true	grudge_tempest_large		wh_type_vortex	spell_previews/high/wh2_main_spell_high_magic_tempest	wh_main_anc_group_uncommon	true	false	spell		false
spell_ice_hailstorm	true	grudge_hailstorm_large	spell_ice_hailstorm_upgraded	wh_type_bombardment	spell_previews/heaven/wh_main_spell_heavens_comet_of_casandora	wh_main_anc_group_rare	true	false	spell		false
spell_ice_hailstorm_upgraded	true	grudge_hailstorm_large		wh_type_bombardment	spell_previews/heaven/wh_main_spell_heavens_comet_of_casandora	wh_main_anc_group_rare	true	false	spell		false
lore_passive_ice_winter	true	grudge_lore_winter_rage_large		wh_type_area_of_hexes		wh_main_anc_group_common	true	false	lore		false
grudge_ballistics_calibration1	false	grudge_accuracy		wh_type_augment		wh_main_anc_group_uncommon	true	false	hero		false
grudge_ballistics_calibration2	false	grudge_accuracy		wh_type_augment		wh_main_anc_group_uncommon	true	false	hero		false
grudge_ballistics_calibration3	false	grudge_accuracy		wh_type_augment		wh_main_anc_group_uncommon	true	false	hero		false
grudge_explosion1	false	grudge_art_explosion		wh_type_augment		wh_main_anc_group_uncommon	true	false	hero		false
grudge_apexplosion1	false	grudge_art_explosion_ap		wh_type_augment		wh_main_anc_group_uncommon	true	false	hero		false
grudge_explosion2	false	grudge_art_explosion		wh_type_augment		wh_main_anc_group_uncommon	true	false	hero		false
grudge_apexplosion2	false	grudge_art_explosion_ap		wh_type_augment		wh_main_anc_group_uncommon	true	false	hero		false
grudge_explosion3	false	grudge_art_explosion		wh_type_augment		wh_main_anc_group_uncommon	true	false	hero		false
grudge_apexplosion3	false	grudge_art_explosion_ap		wh_type_augment		wh_main_anc_group_uncommon	true	false	hero		false
grudge_weapon_abilities_the_reikland_runefang	false	grudge_runefang_large		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	weapon		false
grudge_weapon_abilities_grudgebringer_sword	false	grudge_grudgebringer_sword_large		wh_type_breath		wh_main_anc_group_unique	true	false	weapon		false
grudge_weapon_abilities_hellfire_sword	false	grudge_hellsword_large		wh_type_explosion		wh_main_anc_group_unique	true	false	weapon		false
grudge_weapon_abilities_storm_sword	false	grudge_storm_sword_large		wh_type_bombardment		wh_main_anc_group_unique	true	false	weapon		false
grudge_item_abilities_horn_of_urgok	false	grudge_horn_of_urgok_large		wh_type_area_of_hexes		wh_main_anc_group_unique	true	false	item		false
grudge_item_abilities_banner_of_wrath	false	grudge_banner_of_wrath_large		wh_type_bombardment		wh_main_anc_group_unique	true	false	banner		false
grudge_item_abilities_banner_of_arcane_warding	false	grudge_banner_of_arcane_large		wh_type_hex		wh_main_anc_group_unique	true	false	banner		false
grudge_item_abilities_spelleater_shield	false	grudge_spelleater_shield_large		wh_type_hex		wh_main_anc_group_unique	true	false	item		false
grudge_ability_swiftness_of_itzl	true	grudge_unstoppable_charge_large		wh_type_explosion		wh_main_anc_group_uncommon	true	false	character		false
grudge_ability_skv_verminous_valour	true	grudge_vermin_valour_large		wh_type_augment		wh_main_anc_group_common	true	false	character		false
grudge_summon_wagons	false	wh2_main_banner_passive_battle_banner		wh_type_augment		wh_main_anc_group_rare	true	false	faction		false
