id	building_superchain	slot_template
926434139	ovn_cd_Walls	wh2_main_special_gaean_vale_secondary
140065661	ovn_cd_Walls	wh2_main_special_galbaraz_secondary
263780211	ovn_cd_Walls	wh2_main_special_galleons_graveyard_secondary
946182194	ovn_cd_Walls	wh2_main_special_ghrond_secondary
288312173	ovn_cd_Walls	wh2_main_special_ghrond_secondary_ritual
142248207	ovn_cd_Walls	wh2_main_special_hag_graef_secondary
22425652	ovn_cd_Walls	wh2_main_special_har_ganeth_secondary
342660412	ovn_cd_Walls	wh2_main_special_hef_vauls_anvil_secondary
301457512	ovn_cd_Walls	wh2_main_special_hef_vauls_anvil_secondary_ritual
991461567	ovn_cd_Walls	wh2_main_special_hellpit_secondary
529407267	ovn_cd_Walls	wh2_main_special_hexoatl_secondary
694481057	ovn_cd_Walls	wh2_main_special_itza_secondary
400008791	ovn_cd_Walls	wh2_main_special_karag_orrud_secondary
530045468	ovn_cd_Walls	wh2_main_special_karak_izor_secondary
562253014	ovn_cd_Walls	wh2_main_special_karak_zorn_secondary
157528135	ovn_cd_Walls	wh2_main_special_karond_kar_secondary
385366939	ovn_cd_Walls	wh2_main_special_khemri_secondary
359268385	ovn_cd_Walls	wh2_main_special_kraka_drak_secondary
955183409	ovn_cd_Walls	wh2_main_special_lahmia_secondary
889412254	ovn_cd_Walls	wh2_main_special_lothern_secondary
916893276	ovn_cd_Walls	wh2_main_special_mirror_pool_of_tepok_secondary_ritual
334110810	ovn_cd_Walls	wh2_main_special_naggarond_secondary
937000337	ovn_cd_Walls	wh2_main_special_oyxl_secondary
988929564	ovn_cd_Walls	wh2_main_special_parravon_secondary
889861830	ovn_cd_Walls	wh2_main_special_pyramid_of_nagash_secondary
263694443	ovn_cd_Walls	wh2_main_special_pyramid_of_nagash_secondary_ritual
990192475	ovn_cd_Walls	wh2_main_special_quintex_secondary
375364393	ovn_cd_Walls	wh2_main_special_salzenmund_secondary
568398036	ovn_cd_Walls	wh2_main_special_sartosa_secondary
232432533	ovn_cd_Walls	wh2_main_special_skavenblight_secondary
693021046	ovn_cd_Walls	wh2_main_special_skeggi_secondary_major
187725320	ovn_cd_Walls	wh2_main_special_star_tower_secondary
96945546	ovn_cd_Walls	wh2_main_special_the_awakening_secondary
756689030	ovn_cd_Walls	wh2_main_special_tlaxtlan_secondary
370238419	ovn_cd_Walls	wh2_main_special_tlaxtlan_secondary_ritual
678185992	ovn_cd_Walls	wh2_main_special_tor_achare_secondary
524316552	ovn_cd_Walls	wh2_main_special_tor_anlec_secondary
84067769	ovn_cd_Walls	wh2_main_special_tor_anroc_secondary
87855700	ovn_cd_Walls	wh2_main_special_tor_elyr_secondary
968086439	ovn_cd_Walls	wh2_main_special_tor_koruali_secondary
817338655	ovn_cd_Walls	wh2_main_special_tor_surpindar_secondary_ritual
927786158	ovn_cd_Walls	wh2_main_special_tor_yvresse_secondary
556548448	ovn_cd_Walls	wh2_main_special_tower_of_hoeth_secondary
265373358	ovn_cd_Walls	wh2_main_special_xlanhuapec_secondary
327181564	ovn_cd_Walls	wh2_main_vor_the_capes_citadel_of_dusk_major_secondary_ritual
167676817	ovn_cd_Walls	wh_main_dwarf_orc_major_secondary
273003298	ovn_cd_Walls	wh_main_dwarf_orc_major_secondary_beer
232951274	ovn_cd_Walls	wh_main_dwarf_orc_major_secondary_dyes
601004317	ovn_cd_Walls	wh_main_dwarf_orc_major_secondary_furs
430683091	ovn_cd_Walls	wh_main_dwarf_orc_major_secondary_gems
894684714	ovn_cd_Walls	wh_main_dwarf_orc_major_secondary_gold
883692442	ovn_cd_Walls	wh_main_dwarf_orc_major_secondary_iron
30576771	ovn_cd_Walls	wh_main_dwarf_orc_major_secondary_marble
838141364	ovn_cd_Walls	wh_main_dwarf_orc_major_secondary_pastures
739828238	ovn_cd_Walls	wh_main_dwarf_orc_major_secondary_salt
673057122	ovn_cd_Walls	wh_main_dwarf_orc_major_secondary_savage
43051472	ovn_cd_Walls	wh_main_dwarf_orc_major_secondary_timber
408672009	ovn_cd_Walls	wh_main_human_major_secondary
857545668	ovn_cd_Walls	wh_main_human_major_secondary_dyes
934682250	ovn_cd_Walls	wh_main_human_major_secondary_furs
732411853	ovn_cd_Walls	wh_main_human_major_secondary_gold
81197603	ovn_cd_Walls	wh_main_human_major_secondary_iron
695695715	ovn_cd_Walls	wh_main_human_major_secondary_marble
164628042	ovn_cd_Walls	wh_main_human_major_secondary_pastures
159772706	ovn_cd_Walls	wh_main_human_major_secondary_pottery
422944525	ovn_cd_Walls	wh_main_human_major_secondary_salt
760807146	ovn_cd_Walls	wh_main_human_major_secondary_timber
528259972	ovn_cd_Walls	wh_main_human_major_secondary_wine
629122185	ovn_cd_Walls	wh_main_special_altdorf_secondary
803255988	ovn_cd_Walls	wh_main_special_black_crag_secondary
645258817	ovn_cd_Walls	wh_main_special_bordeleux_secondary
729947833	ovn_cd_Walls	wh_main_special_carcassonne_secondary
422031281	ovn_cd_Walls	wh_main_special_castle_drakenhof_secondary
836485648	ovn_cd_Walls	wh_main_special_couronne_secondary
441673175	ovn_cd_Walls	wh_main_special_eight_peaks_secondary
721312878	ovn_cd_Walls	wh_main_special_erengrad_secondary
369779975	ovn_cd_Walls	wh_main_special_karak_azgal_secondary
754391446	ovn_cd_Walls	wh_main_special_karak_azul_secondary
626763329	ovn_cd_Walls	wh_main_special_karak_hirn_secondary
40888694	ovn_cd_Walls	wh_main_special_karak_kadrin_2_secondary
916172083	ovn_cd_Walls	wh_main_special_karak_kadrin_secondary
315009386	ovn_cd_Walls	wh_main_special_karak_norn_secondary
819091098	ovn_cd_Walls	wh_main_special_karak_ungor_secondary
320374920	ovn_cd_Walls	wh_main_special_kislev_secondary
596296699	ovn_cd_Walls	wh_main_special_magritta_secondary
82303770	ovn_cd_Walls	wh_main_special_marienburg_secondary
868546595	ovn_cd_Walls	wh_main_special_massif_orca_secondary
847525950	ovn_cd_Walls	wh_main_special_middenheim_secondary
786807851	ovn_cd_Walls	wh_main_special_miragliano_secondary
585024249	ovn_cd_Walls	wh_main_special_mount_gunbad_secondary
77990713	ovn_cd_Walls	wh_main_special_nuln_secondary
384227453	ovn_cd_Walls	wh_main_special_pfeildorf_secondary
471640734	ovn_cd_Walls	wh_main_special_praag_secondary
270295025	ovn_cd_Walls	wh_main_special_talabheim_secondary
865920975	ovn_cd_Walls	wh_main_special_zhufbar_secondary
250572057	ovn_cd_Walls	major_secondary_crater_of_the_walking_dead_rasetra
168271589	ovn_cd_Walls	major_secondary_savages_western_badlands_ekrund
583829476	ovn_cd_Walls	major_secondary_vor_ashen_coast_scarpels_lair
409613604	ovn_cd_Walls	major_secondary_vor_copper_desert_the_forgotten_isles
12232958	ovn_cd_Walls	major_secondary_vor_culchan_plains_kaiax
434199974	ovn_cd_Walls	major_secondary_vor_deadwood_the_frozen_city
63770361	ovn_cd_Walls	major_secondary_vor_land_of_assassins_palace_of_the_wizard_caliph
757641222	ovn_cd_Walls	major_secondary_vor_cobra_pass_vulture_mountain
610514911	ovn_cd_Walls	major_secondary_vor_northern_spine_of_sotek_hualotal
816295626	ovn_cd_Walls	major_secondary_vor_red_desert_drackla_spire
744057415	ovn_cd_Walls	major_secondary_vor_scorpion_coast_temple_of_tlencan
427447999	ovn_cd_Walls	major_secondary_vor_shifting_mangrove_coastline_teotiqua
556788786	ovn_cd_Walls	major_secondary_vor_southern_great_jungle_gwakmol_crater
707700529	ovn_cd_Walls	major_secondary_vor_the_jungles_of_the_gods_tor_surpindar
44675929	ovn_cd_Walls	major_secondary_vor_southern_yvresse_elessaeli
816749021	ovn_cd_Walls	major_secondary_vor_the_black_coast_bleak_hold_fortress
521304978	ovn_cd_Walls	major_secondary_vor_the_capes_citadel_of_dusk
110451160	ovn_cd_Walls	major_secondary_vor_the_forbidden_jungle_sentinels_of_xeti
139487233	ovn_cd_Walls	major_secondary_vor_the_red_rivers_cuexotl
540882434	ovn_cd_Walls	major_secondary_southlands_jungle_teotiqua
725320199	ovn_cd_Walls	major_secondary_misty_hills_the_black_pit
52178044	ovn_cd_Walls	major_secondary_fort_bergbres
176574995	ovn_cd_Walls	major_secondary_land_of_the_dervishes_sudenburg
887072912	ovn_cd_Walls	major_secondary_fort_helmgart
659761570	ovn_cd_Walls	major_secondary_averland_averheim
582002909	ovn_cd_Walls	major_secondary_bastonne_et_montfort_castle_bastonne
771734091	ovn_cd_Walls	major_secondary_deadwood_the_frozen_city
92250002	ovn_cd_Walls	major_secondary_the_black_coast_arnheim
532816976	ovn_cd_Walls	major_secondary_huahuan_desert_sentinels_of_xeti
187335914	ovn_cd_Walls	major_secondary_spine_of_sotek_hualotal
560084259	ovn_cd_Walls	major_secondary_fort_soll
878686852	ovn_cd_Walls	major_secondary_land_of_assassins_palace_of_the_wizard_caliph
736335533	ovn_cd_Walls	major_secondary_atalan_mountains_vulture_mountain
121396460	ovn_cd_Walls	major_secondary_dyes_blood_river_valley_barak_varr
94050983	ovn_cd_Walls	major_secondary_dyes_vor_land_of_the_dervishes_el-kalabad
144820806	ovn_cd_Walls	major_secondary_dyes_vor_obsidian_peaks_keshta_vault
139935223	ovn_cd_Walls	major_secondary_gold_ostland_wolfenburg
715077322	ovn_cd_Walls	major_secondary_gold_vor_culchan_plains_chupayotl
872630829	ovn_cd_Walls	major_secondary_iron_the_clawed_coast_hoteks_column
223916196	ovn_cd_Walls	major_secondary_iron_vor_southern_spine_of_sotek_mine_of_the_bearded_skulls
759128468	ovn_cd_Walls	major_secondary_iron_vor_the_clawed_coast_hoteks_column
224055020	ovn_cd_Walls	major_secondary_marble_northern_jungle_of_pahualaxa_macu_peaks
395084797	ovn_cd_Walls	major_secondary_marble_vor_coast_of_squalls_macu_peaks
9115153	ovn_cd_Walls	major_secondary_pastures_eastern_border_princes_akendorf
941789177	ovn_cd_Walls	major_secondary_pastures_lyonesse_lyonesse
754194035	ovn_cd_Walls	major_secondary_pastures_doom_glades_hag_hall
384704927	ovn_cd_Walls	major_secondary_pastures_vor_kingdom_of_beasts_temple_of_skulls
848382784	ovn_cd_Walls	major_secondary_pastures_vor_western_jungles_tlaqua
981905422	ovn_cd_Walls	major_secondary_pastures_kingdom_of_beasts_temple_of_skulls
809854484	ovn_cd_Walls	major_secondary_pastures_western_jungles_tlaqua
659190023	ovn_cd_Walls	major_secondary_pottery_ostermark_bechafen
303600784	ovn_cd_Walls	major_secondary_pottery_western_border_princes_myrmidens
547163984	ovn_cd_Walls	major_secondary_pottery_vor_sea_of_dread_tor_elasor
99217718	ovn_cd_Walls	major_secondary_salt_blackspine_mountains_red_desert
278776923	ovn_cd_Walls	major_secondary_salt_coast_of_araby_al_haikk
608562866	ovn_cd_Walls	major_secondary_salt_vor_coast_of_araby_al_haikk
460463968	ovn_cd_Walls	major_secondary_timber_hochland_hergig
763412515	ovn_cd_Walls	major_secondary_timber_forest_of_arden_castle_artois
167271148	ovn_cd_Walls	major_secondary_wine_stirland_wurtbad
207434662	ovn_cd_Walls	major_secondary_wine_vor_eataine_angerrial
278634296	ovn_cd_Walls	major_secondary_wine_vor_grey_guardians_ssildra_tor
598310240	ovn_cd_Walls	major_secondary_animals_vor_the_turtle_isles_great_turtle_isle
617808697	ovn_cd_Walls	major_secondary_gems_jungles_of_green_mists_spektazuma
768762745	ovn_cd_Walls	major_secondary_gems_vor_central_spine_of_sotek_chiquibol
918060221	ovn_cd_Walls	major_secondary_gems_vor_jungles_of_green_mist_spektazuma
166527717	ovn_cd_Walls	major_secondary_gems_vor_the_red_rivers_zlatan
82988982	ovn_cd_Walls	major_secondary_medicine_southern_jungle_of_pahualaxa_pahuax
659586315	ovn_cd_Walls	major_secondary_medicine_vor_jungle_of_pahualaxa_pahuax
863029348	ovn_cd_Walls	major_secondary_obsidian_volcanic_islands_the_star_tower
372627850	ovn_cd_Walls	major_secondary_spices_vor_the_capes_fortress_of_dawn
674653765	ovn_cd_Walls	major_secondary_spices_vor_the_dragon_isles_the_blood_hall
191096942	ovn_cd_Walls	major_secondary_northern_oblast_fort_ostrosk
192421890	ovn_cd_Walls	major_secondary_dragon_isles_dread_rock
512804123	ovn_cd_Walls	wh_dlc15_special_plain_of_bones_fortress_of_vorag_secondary
194422902	ovn_cd_Walls	major_secondary_wine_western_sylvania_castle_templehof
