campaign_group_member_criteria_subcultures_tables	0
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_HE_Princess_Faction_Saphery_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_HE_Princess_Faction_Saphery_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_HE_Princess_Faction_Saphery_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_Saurus1_Faction_Defenders_of_the_Great_Plan_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_Saurus1_Faction_Defenders_of_the_Great_Plan_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_Saurus1_Faction_Defenders_of_the_Great_Plan_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_Saurus2_Faction_Xlanhuapec_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_Saurus2_Faction_Xlanhuapec_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_Saurus2_Faction_Xlanhuapec_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_SlannPriest1_Faction_SentinelsofXeti_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_SlannPriest1_Faction_SentinelsofXeti_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_SlannPriest1_Faction_SentinelsofXeti_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_SlannPriest1_Faction_Teotiqua_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_SlannPriest1_Faction_Teotiqua_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_SlannPriest1_Faction_Teotiqua_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_SlannPriest1_Faction_Wardens_Of_The_Living_Pools_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_SlannPriest1_Faction_Wardens_Of_The_Living_Pools_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_SlannPriest1_Faction_Wardens_Of_The_Living_Pools_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_SlannPriest2_Faction_Zlatan_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_SlannPriest2_Faction_Zlatan_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_LZD_SlannPriest2_Faction_Zlatan_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_BRT_Faction_JerrodsErrantry_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_BRT_Faction_JerrodsErrantry_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_BRT_Faction_JerrodsErrantry_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_PiratesOfTheFarSea_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_PiratesOfTheFarSea_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_PiratesOfTheFarSea_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_PiratesOfTheSouthernOcean_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_PiratesOfTheSouthernOcean_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_PiratesOfTheSouthernOcean_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_PiratesofTrantio_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_PiratesofTrantio_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_PiratesofTrantio_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_ScionsofTessenick_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_ScionsofTessenick_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_EMP_Faction_ScionsofTessenick_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_Beastcatchas_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_Beastcatchas_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_Beastcatchas_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_BlackSpiderTribe_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_BlackSpiderTribe_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_BlackSpiderTribe_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_NOR_Faction_HungWarband_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_NOR_Faction_HungWarband_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_NOR_Faction_HungWarband_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_NOR_Faction_TheChurningGulfRaiders_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_NOR_Faction_TheChurningGulfRaiders_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_NOR_Faction_TheChurningGulfRaiders_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_WEF_Faction_WorldrootRangers_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_WEF_Faction_WorldrootRangers_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_WEF_Faction_WorldrootRangers_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_WEF_Faction_WrathofNature_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_WEF_Faction_WrathofNature_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_Rogue_WEF_Faction_WrathofNature_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_SKV_GreySeer_ClanSeptik_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_SKV_GreySeer_ClanSeptik_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_SKV_GreySeer_ClanSeptik_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_SKV_Warlord_Faction_ClanMordkin_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_SKV_Warlord_Faction_ClanMordkin_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_SKV_Warlord_Faction_ClanMordkin_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_SKV_Warlord_Faction_Rictus_Clan_Nest_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_SKV_Warlord_Faction_Rictus_Clan_Nest_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_SKV_Warlord_Faction_Rictus_Clan_Nest_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Alarielle_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Alarielle_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Alarielle_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Alith_Anar_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Alith_Anar_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Alith_Anar_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Archaon_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Archaon_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Archaon_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Azhag_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Azhag_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Azhag_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_BalthasarGelt_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_BalthasarGelt_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_BalthasarGelt_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Fellheart_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Fellheart_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Fellheart_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Grimgor_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Grimgor_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Grimgor_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Heinrich_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Heinrich_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Heinrich_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Hellebron_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Hellebron_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Hellebron_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_KarlFranz_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_KarlFranz_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_KarlFranz_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Kemmler_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Kemmler_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Kemmler_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_KroqGar_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_KroqGar_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_KroqGar_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_LordofChange_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_LordofChange_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_LordofChange_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Malekith_&_OtherFactionChaos	wh_main_sc_nor_warp
diplomacy_Faction_Malekith_&_OtherFactionChaos_&_Negative	wh_main_sc_nor_warp
diplomacy_Faction_Malekith_&_OtherFactionChaos_&_Positive	wh_main_sc_nor_warp
diplomacy_Faction_Mannfred_&_OtherFactionChaos	wh_main_sc_nor_warp
