building_units_allowed_tables	4
building	unit	xp	key	conditions	faction	enabled
wh2_dlc15_special_settlement_massif_orcal_norsca_5	infernal_guard_great_weapons	0	453419769	0		false
wh2_dlc15_special_settlement_massif_orcal_norsca_5	infernal_guard_deathmask_naphta	0	453419770	0		false
wh2_dlc15_special_settlement_massif_orcal_norsca_ruin	infernal_guard	0	453419771	0		false
wh2_dlc15_special_settlement_massif_orcal_norsca_ruin	infernal_guard_great_weapons	0	453419772	0		false
wh2_dlc15_special_settlement_massif_orcal_norsca_ruin	infernal_guard_deathmask_naphta	0	453419773	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_1	infernal_guard	0	453419774	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_1	infernal_guard_great_weapons	0	453419775	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_1	infernal_guard_deathmask_naphta	0	453419776	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_2	infernal_guard	0	453419777	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_2	infernal_guard_great_weapons	0	453419778	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_2	infernal_guard_deathmask_naphta	0	453419779	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_3	infernal_guard	0	453419780	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_3	infernal_guard_great_weapons	0	453419781	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_3	infernal_guard_deathmask_naphta	0	453419782	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_4	infernal_guard	0	453419783	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_4	infernal_guard_great_weapons	0	453419784	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_4	infernal_guard_deathmask_naphta	0	453419785	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_5	infernal_guard	0	453419786	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_5	infernal_guard_great_weapons	0	453419787	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_5	infernal_guard_deathmask_naphta	0	453419788	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_ruin	infernal_guard	0	453419789	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_ruin	infernal_guard_great_weapons	0	453419790	0		false
wh2_dlc15_special_settlement_tor_yvresse_norsca_ruin	infernal_guard_deathmask_naphta	0	453419791	0		false
wh2_main_special_settlement_altdorf_norsca_5	infernal_guard	0	453419792	0		false
wh2_main_special_settlement_altdorf_norsca_5	infernal_guard_great_weapons	0	453419793	0		false
wh2_main_special_settlement_altdorf_norsca_5	infernal_guard_deathmask_naphta	0	453419794	0		false
wh2_main_special_settlement_castle_drakenhof_norsca_5	infernal_guard	0	453419795	0		false
wh2_main_special_settlement_castle_drakenhof_norsca_5	infernal_guard_great_weapons	0	453419796	0		false
wh2_main_special_settlement_castle_drakenhof_norsca_5	infernal_guard_deathmask_naphta	0	453419797	0		false
wh2_main_special_settlement_couronne_norsca_5	infernal_guard	0	453419798	0		false
wh2_main_special_settlement_couronne_norsca_5	infernal_guard_great_weapons	0	453419799	0		false
wh2_main_special_settlement_couronne_norsca_5	infernal_guard_deathmask_naphta	0	453419800	0		false
wh2_main_special_settlement_gaean_vale_norsca_5	infernal_guard	0	453419801	0		false
wh2_main_special_settlement_gaean_vale_norsca_5	infernal_guard_great_weapons	0	453419802	0		false
wh2_main_special_settlement_gaean_vale_norsca_5	infernal_guard_deathmask_naphta	0	453419803	0		false
wh2_main_special_settlement_hellpit_norsca_5	infernal_guard	0	453419804	0		false
wh2_main_special_settlement_hellpit_norsca_5	infernal_guard_great_weapons	0	453419805	0		false
wh2_main_special_settlement_hellpit_norsca_5	infernal_guard_deathmask_naphta	0	453419806	0		false
wh2_main_special_settlement_hexoatl_norsca_5	infernal_guard	0	453419807	0		false
wh2_main_special_settlement_hexoatl_norsca_5	infernal_guard_great_weapons	0	453419808	0		false
wh2_main_special_settlement_hexoatl_norsca_5	infernal_guard_deathmask_naphta	0	453419809	0		false
wh2_main_special_settlement_itza_norsca_5	infernal_guard	0	453419810	0		false
wh2_main_special_settlement_itza_norsca_5	infernal_guard_great_weapons	0	453419811	0		false
wh2_main_special_settlement_itza_norsca_5	infernal_guard_deathmask_naphta	0	453419812	0		false
wh2_main_special_settlement_khemri_norsca_5	infernal_guard	0	453419813	0		false
wh2_main_special_settlement_khemri_norsca_5	infernal_guard_great_weapons	0	453419814	0		false
wh2_main_special_settlement_khemri_norsca_5	infernal_guard_deathmask_naphta	0	453419815	0		false
wh2_main_special_settlement_kislev_norsca_5	infernal_guard	0	453419816	0		false
wh2_main_special_settlement_kislev_norsca_5	infernal_guard_great_weapons	0	453419817	0		false
wh2_main_special_settlement_kislev_norsca_5	infernal_guard_deathmask_naphta	0	453419818	0		false
wh2_main_special_settlement_lahmia_norsca_5	infernal_guard	0	453419819	0		false
wh2_main_special_settlement_lahmia_norsca_5	infernal_guard_great_weapons	0	453419820	0		false
wh2_main_special_settlement_lahmia_norsca_5	infernal_guard_deathmask_naphta	0	453419821	0		false
wh2_main_special_settlement_lothern_norsca_5	infernal_guard	0	453419822	0		false
wh2_main_special_settlement_lothern_norsca_5	infernal_guard_great_weapons	0	453419823	0		false
wh2_main_special_settlement_lothern_norsca_5	infernal_guard_deathmask_naphta	0	453419824	0		false
wh2_main_special_settlement_miragliano_norsca_5	infernal_guard	0	453419825	0		false
wh2_main_special_settlement_miragliano_norsca_5	infernal_guard_great_weapons	0	453419826	0		false
wh2_main_special_settlement_miragliano_norsca_5	infernal_guard_deathmask_naphta	0	453419827	0		false
wh2_main_special_settlement_naggarond_norsca_5	infernal_guard	0	453419828	0		false
wh2_main_special_settlement_naggarond_norsca_5	infernal_guard_great_weapons	0	453419829	0		false
wh2_main_special_settlement_naggarond_norsca_5	infernal_guard_deathmask_naphta	0	453419830	0		false
wh2_main_special_settlement_sartosa_norsca_5	infernal_guard	0	453419831	0		false
wh2_main_special_settlement_sartosa_norsca_5	infernal_guard_great_weapons	0	453419832	0		false
wh2_main_special_settlement_sartosa_norsca_5	infernal_guard_deathmask_naphta	0	453419833	0		false
wh2_main_special_settlement_skavenblight_norsca_5	infernal_guard	0	453419834	0		false
wh2_main_special_settlement_skavenblight_norsca_5	infernal_guard_great_weapons	0	453419835	0		false
wh2_main_special_settlement_skavenblight_norsca_5	infernal_guard_deathmask_naphta	0	453419836	0		false
wh2_main_special_settlement_the_awakening_norsca_5	infernal_guard	0	453419837	0		false
wh2_main_special_settlement_the_awakening_norsca_5	infernal_guard_great_weapons	0	453419838	0		false
wh2_main_special_settlement_the_awakening_norsca_5	infernal_guard_deathmask_naphta	0	453419839	0		false
wh_dlc05_wef_outpost_major_norsca_1	infernal_guard	0	453419840	0		false
wh_dlc05_wef_outpost_major_norsca_1	infernal_guard_great_weapons	0	453419841	0		false
wh_dlc05_wef_outpost_major_norsca_1	infernal_guard_deathmask_naphta	0	453419842	0		false
wh_dlc05_wef_outpost_major_norsca_coast_1	infernal_guard	0	453419843	0		false
wh_dlc05_wef_outpost_major_norsca_coast_1	infernal_guard_great_weapons	0	453419844	0		false
wh_dlc05_wef_outpost_major_norsca_coast_1	infernal_guard_deathmask_naphta	0	453419845	0		false
wh_dlc05_wef_outpost_major_norsca_coast_ruin	infernal_guard	0	453419846	0		false
wh_dlc05_wef_outpost_major_norsca_coast_ruin	infernal_guard_great_weapons	0	453419847	0		false
wh_dlc05_wef_outpost_major_norsca_coast_ruin	infernal_guard_deathmask_naphta	0	453419848	0		false
wh_dlc05_wef_outpost_major_norsca_ruin	infernal_guard	0	453419849	0		false
wh_dlc05_wef_outpost_major_norsca_ruin	infernal_guard_great_weapons	0	453419850	0		false
wh_dlc05_wef_outpost_major_norsca_ruin	infernal_guard_deathmask_naphta	0	453419851	0		false
wh_dlc05_wef_outpost_minor_norsca_1	infernal_guard	0	453419852	0		false
wh_dlc05_wef_outpost_minor_norsca_1	infernal_guard_great_weapons	0	453419853	0		false
wh_dlc05_wef_outpost_minor_norsca_1	infernal_guard_deathmask_naphta	0	453419854	0		false
wh_dlc05_wef_outpost_minor_norsca_coast_1	infernal_guard	0	453419855	0		false
wh_dlc05_wef_outpost_minor_norsca_coast_1	infernal_guard_great_weapons	0	453419856	0		false
wh_dlc05_wef_outpost_minor_norsca_coast_1	infernal_guard_deathmask_naphta	0	453419857	0		false
wh_dlc05_wef_outpost_minor_norsca_coast_ruin	infernal_guard	0	453419858	0		false
wh_dlc05_wef_outpost_minor_norsca_coast_ruin	infernal_guard_great_weapons	0	453419859	0		false
wh_dlc05_wef_outpost_minor_norsca_coast_ruin	infernal_guard_deathmask_naphta	0	453419860	0		false
wh_dlc05_wef_outpost_minor_norsca_ruin	infernal_guard	0	453419861	0		false
wh_dlc05_wef_outpost_minor_norsca_ruin	infernal_guard_great_weapons	0	453419862	0		false
wh_dlc05_wef_outpost_minor_norsca_ruin	infernal_guard_deathmask_naphta	0	453419863	0		false
wh_main_special_settlement_black_crag_5_norsca	infernal_guard	0	453419864	0		false
wh_main_special_settlement_black_crag_5_norsca	infernal_guard_great_weapons	0	453419865	0		false
wh_main_special_settlement_black_crag_5_norsca	infernal_guard_deathmask_naphta	0	453419866	0		false
wh_main_special_settlement_eight_peaks_5_norsca	infernal_guard	0	453419867	0		false
wh_main_special_settlement_eight_peaks_5_norsca	infernal_guard_great_weapons	0	453419868	0		false
wh_main_special_settlement_eight_peaks_5_norsca	infernal_guard_deathmask_naphta	0	453419869	0		false
wh_main_special_settlement_karaz_a_karak_5_norsca	infernal_guard	0	453419870	0		false
wh_main_special_settlement_karaz_a_karak_5_norsca	infernal_guard_great_weapons	0	453419871	0		false
wh_main_special_settlement_karaz_a_karak_5_norsca	infernal_guard_deathmask_naphta	0	453419872	0		false
wh_main_nor_settlement_major_5	infernal_guard	0	453419873	0		false
wh_main_nor_settlement_major_5	infernal_guard_great_weapons	0	453419874	0		false
wh_main_nor_settlement_major_5	infernal_guard_deathmask_naphta	0	453419875	0		false
wh_main_nor_settlement_major_5_coast	infernal_guard	0	453419876	0		false
wh_main_nor_settlement_major_5_coast	infernal_guard_great_weapons	0	453419877	0		false
wh_main_nor_settlement_major_5_coast	infernal_guard_deathmask_naphta	0	453419878	0		false
ovn_nor_outpost_major_human_5	infernal_guard	0	453419879	0		false
ovn_nor_outpost_major_human_5	infernal_guard_great_weapons	0	453419880	0		false
ovn_nor_outpost_major_human_5	infernal_guard_deathmask_naphta	0	453419881	0		false
ovn_nor_outpost_major_human_5_coast	infernal_guard	0	453419882	0		false
ovn_nor_outpost_major_human_5_coast	infernal_guard_great_weapons	0	453419883	0		false
ovn_nor_outpost_major_human_5_coast	infernal_guard_deathmask_naphta	0	453419884	0		false
