id	building_superchain	slot_template
90167696	ovn_chorfs_resource_building_timber	wh2_main_special_axlotl_secondary
76283221	ovn_chorfs_resource_building_timber	wh2_main_special_clar_karond_secondary
86574255	ovn_chorfs_resource_building_timber	wh2_main_special_salzenmund_secondary
31855493	ovn_chorfs_resource_building_timber	wh_dlc05_elf_major_secondary_timber
55774180	ovn_chorfs_resource_building_timber	wh_dlc05_elf_minor_secondary_timber
27874064	ovn_chorfs_resource_building_timber	wh_main_dwarf_orc_major_secondary_timber
32459270	ovn_chorfs_resource_building_timber	wh_main_dwarf_orc_minor_secondary_timber
19874394	ovn_chorfs_resource_building_timber	wh_main_human_major_secondary_timber
65304292	ovn_chorfs_resource_building_timber	wh_main_human_minor_secondary_timber
33223358	ovn_chorfs_resource_building_timber	wh_main_special_vauls_anvil_secondary
25827371	ovn_chorfs_resource_building_iron	minor_secondary_iron_the_plain_of_bones_darkhold
48814396	ovn_chorfs_resource_building_timber	minor_secondary_timber_gnoblar_country_haunted_forest
36854189	ovn_chorfs_resource_building_furs	minor_secondary_furs_dragon_isles_shattered_stone_isle
36865640	ovn_chorfs_resource_building_timber	minor_secondary_timber_death_pass_karag_dron
36339371	ovn_chorfs_resource_building_timber	minor_secondary_timber_eastern_badlands_dringorackaz
11443541	ovn_chorfs_resource_building_timber	minor_secondary_timber_eastern_oblast_volksgrad
94122989	ovn_chorfs_resource_building_timber	minor_secondary_timber_middenland_weismund
58951733	ovn_chorfs_resource_building_timber	minor_secondary_timber_talabecland_kappelburg
94111548	ovn_chorfs_resource_building_timber	minor_secondary_timber_the_vaults_karak_bhufdar
70567107	ovn_chorfs_resource_building_timber	minor_secondary_timber_avelorn_tor_saroir
26621001	ovn_chorfs_resource_building_timber	minor_secondary_timber_chrace_elisia
67773689	ovn_chorfs_resource_building_timber	minor_secondary_timber_crater_of_the_walking_dead_doom_glade
30651559	ovn_chorfs_resource_building_timber	minor_secondary_timber_deadwood_nagrar
74774903	ovn_chorfs_resource_building_timber	minor_secondary_timber_northern_great_jungle_chaqua
23390596	ovn_chorfs_resource_building_timber	minor_secondary_timber_the_creeping_jungle_tlanxla
36456076	ovn_chorfs_resource_building_timber	minor_secondary_timber_titan_peaks_the_moon_shard
64760209	ovn_chorfs_resource_building_timber	minor_secondary_timber_vor_avelorn_tor_saroir
79519415	ovn_chorfs_resource_building_timber	minor_secondary_timber_vor_chrace_elisia
87906674	ovn_chorfs_resource_building_timber	minor_secondary_timber_vor_deadwood_nagrar
57746279	ovn_chorfs_resource_building_timber	minor_secondary_timber_vor_iron_peaks_the_moon_shard
47808469	ovn_chorfs_resource_building_timber	minor_secondary_timber_vor_northern_great_jungle_chaqua
86754822	ovn_chorfs_resource_building_timber	minor_secondary_timber_vor_the_creeping_jungle_tlanxla
49187402	ovn_chorfs_resource_building_timber	minor_secondary_timber_vor_the_red_rivers_nahuontl
68472167	ovn_chorfs_resource_building_timber	major_secondary_timber_hochland_hergig
82067012	ovn_chorfs_resource_building_timber	major_secondary_timber_forest_of_arden_castle_artois
88363349	ovn_chorfs_resource_building_furs	minor_secondary_furs_blood_river_valley_varenka_hills
31732174	ovn_chorfs_resource_building_furs	minor_secondary_furs_forest_of_arden_gisoreux
89865299	ovn_chorfs_resource_building_furs	minor_secondary_furs_nordland_dietershafen
10650545	ovn_chorfs_resource_building_furs	minor_secondary_furs_obsidian_peaks_venom_glade
25603991	ovn_chorfs_resource_building_furs	minor_secondary_furs_vor_naggarond_kaelra
58841571	ovn_chorfs_resource_building_furs	minor_secondary_furs_vor_shadow_wood_venom_glade
93507928	ovn_chorfs_resource_building_furs	minor_secondary_furs_vor_shifting_sands_plain_of_tuskers
53162354	ovn_chorfs_resource_building_furs	minor_secondary_furs_vor_southern_jungles_scrag_hole
97388953	ovn_chorfs_resource_building_iron	minor_norsca_iron_vanaheim_mountains_pack_ice_bay
45561010	ovn_chorfs_resource_building_iron	minor_norsca_iron_vor_albion_pack_ice_bay
71963994	ovn_chorfs_resource_building_iron	minor_secondary_iron_bastonne_et_montfort_montfort
19270626	ovn_chorfs_resource_building_iron	minor_secondary_iron_desolation_of_nagash_black_iron_mine
88098511	ovn_chorfs_resource_building_iron	minor_secondary_iron_southern_oblast_fort_jakova
30174473	ovn_chorfs_resource_building_iron	minor_secondary_iron_atalan_mountains_martek
64270408	ovn_chorfs_resource_building_iron	minor_secondary_iron_devils_backbone_mahrak
37289547	ovn_chorfs_resource_building_iron	minor_secondary_iron_saphery_tor_finu
55183291	ovn_chorfs_resource_building_iron	minor_secondary_iron_southern_jungle_of_pahualaxa_the_high_sentinel
84838334	ovn_chorfs_resource_building_iron	minor_secondary_iron_spine_of_sotek_mine_of_the_bearded_skulls
62843079	ovn_chorfs_resource_building_iron	minor_secondary_iron_titan_peaks_ironspike
68960566	ovn_chorfs_resource_building_iron	minor_secondary_iron_vor_coast_of_araby_martek
91014841	ovn_chorfs_resource_building_iron	minor_secondary_iron_vor_iron_peaks_ironspike
58872896	ovn_chorfs_resource_building_iron	minor_secondary_iron_vor_jungle_of_pahualaxa_the_high_sentinel
91705556	ovn_chorfs_resource_building_iron	minor_secondary_iron_vor_saphery_tor_finu
90632121	ovn_chorfs_resource_building_iron	major_secondary_iron_the_clawed_coast_hoteks_column
59923080	ovn_chorfs_resource_building_iron	major_secondary_iron_vor_southern_spine_of_sotek_mine_of_the_bearded_skulls
71466583	ovn_chorfs_resource_building_iron	major_secondary_iron_vor_the_clawed_coast_hoteks_column
44575674	ovn_chorfs_resource_building_iron	major_norsca_iron_goromandy_mountains_baersonlings_camp
61791049	ovn_chorfs_resource_building_iron	minor_secondary_iron_wissenland_pfeildorf
14148704	ovn_chorfs_resource_building_salt	minor_secondary_salt_blood_river_valley_dok_karaz
87005017	ovn_chorfs_resource_building_salt	minor_secondary_salt_carcassone_et_brionne_brionne
13708720	ovn_chorfs_resource_building_salt	minor_secondary_salt_eastern_border_princes_matorca
65840056	ovn_chorfs_resource_building_salt	minor_secondary_salt_southern_badlands_gronti_mingol
80404195	ovn_chorfs_resource_building_salt	minor_secondary_salt_the_wasteland_gorssel
16589297	ovn_chorfs_resource_building_salt	minor_secondary_salt_vor_land_of_the_dead_the_salt_plain
60122313	ovn_chorfs_resource_building_salt	minor_secondary_salt_vor_red_desert_rothkar_spire
36805242	ovn_chorfs_resource_building_salt	minor_secondary_salt_vor_straits_of_lothern_tower_of_lysean
91386730	ovn_chorfs_resource_building_salt	minor_secondary_salt_vor_the_broken_land_black_creek_spire
71916797	ovn_chorfs_resource_building_salt	major_secondary_salt_blackspine_mountains_red_desert
49744493	ovn_chorfs_resource_building_salt	major_secondary_salt_coast_of_araby_al_haikk
59383988	ovn_chorfs_resource_building_salt	major_secondary_salt_vor_coast_of_araby_al_haikk
41134351	ovn_chorfs_resource_building_pottery	minor_secondary_pottery_averland_grenzstadt
66380807	ovn_chorfs_resource_building_pottery	minor_secondary_pottery_land_of_assassins_lashiek
69682948	ovn_chorfs_resource_building_pottery	minor_secondary_pottery_northern_jungle_of_pahualaxa_swamp_town
49555254	ovn_chorfs_resource_building_pottery	minor_secondary_pottery_vampire_coast_pox_marsh
88878887	ovn_chorfs_resource_building_pottery	minor_secondary_pottery_vor_coast_of_araby_copher
93772508	ovn_chorfs_resource_building_pottery	minor_secondary_pottery_vor_settlers_coast_swamp_town
14524466	ovn_chorfs_resource_building_pottery	minor_secondary_pottery_vor_the_turtle_isles_mud_isle
71912139	ovn_chorfs_resource_building_pottery	minor_secondary_pottery_vor_the_vampire_coast_pox_marsh
13893312	ovn_chorfs_resource_building_pottery	major_secondary_pottery_ostermark_bechafen
96893012	ovn_chorfs_resource_building_pottery	major_secondary_pottery_western_border_princes_myrmidens
60082826	ovn_chorfs_resource_building_pottery	major_secondary_pottery_vor_sea_of_dread_tor_elasor
83625598	ovn_chorfs_resource_building_obsidian	minor_norsca_obsidian_mountains_of_hel_altar_of_spawns
76099572	ovn_chorfs_resource_building_obsidian	minor_secondary_obsidian_vor_deadwood_dargoth
85281813	ovn_chorfs_resource_building_obsidian	minor_secondary_obsidian_vor_obsidian_peaks_ice_spire
16799002	ovn_chorfs_resource_building_obsidian	minor_secondary_obsidian_vor_the_chill_road_ashrak
50739665	ovn_chorfs_resource_building_obsidian	major_secondary_obsidian_volcanic_islands_the_star_tower
28589207	ovn_chorfs_resource_building_obsidian	minor_secondary_obsidian_blackspine_mountains_plain_of_spiders
93542250	ovn_chorfs_resource_building_medicine	minor_secondary_medicine_vor_kingdom_of_beasts_the_cursed_jungle
18384170	ovn_chorfs_resource_building_medicine	minor_secondary_medicine_vor_mosquito_swamps_xahutec
83376668	ovn_chorfs_resource_building_medicine	major_secondary_medicine_southern_jungle_of_pahualaxa_pahuax
43361243	ovn_chorfs_resource_building_medicine	major_secondary_medicine_vor_jungle_of_pahualaxa_pahuax
24102506	ovn_chorfs_resource_building_medicine	minor_secondary_medicine_kingdom_of_beasts_the_cursed_jungle
32739119	ovn_chorfs_resource_building_medicine	minor_secondary_medicine_headhunters_jungle_mangrove_coast
51022716	ovn_chorfs_resource_building_medicine	minor_secondary_medicine_northern_great_jungle_xahutec
95216159	ovn_chorfs_resource_building_gold	minor_secondary_gold_great_desert_of_araby_bel_aliad
21831690	ovn_chorfs_resource_building_gold	minor_secondary_gold_headhunters_jungle_chupayotl
32306835	ovn_chorfs_resource_building_gold	minor_secondary_gold_vor_northern_yvresse_sardenath
19040276	ovn_chorfs_resource_building_gold	minor_secondary_gold_vor_shifting_mangrove_coastline_temple_avenue_of_gold
19797448	ovn_chorfs_resource_building_gold	minor_secondary_gold_vor_southern_spine_of_sotek_thrice-cursed_peak
56375059	ovn_chorfs_resource_building_gold	minor_secondary_gold_vor_the_great_desert_bel_aliad
88735908	ovn_chorfs_resource_building_gold	major_secondary_gold_ostland_wolfenburg
34536747	ovn_chorfs_resource_building_gold	major_secondary_gold_vor_culchan_plains_chupayotl
87218487	ovn_chorfs_resource_building_gems	minor_secondary_gems_vor_cobra_pass_eye_of_the_panther
33880209	ovn_chorfs_resource_building_gems	minor_secondary_gems_vor_saphery_shadow_peak
48573930	ovn_chorfs_resource_building_gems	major_secondary_gems_jungles_of_green_mists_spektazuma
56216261	ovn_chorfs_resource_building_gems	major_secondary_gems_vor_central_spine_of_sotek_chiquibol
78375658	ovn_chorfs_resource_building_gems	major_secondary_gems_vor_jungles_of_green_mist_spektazuma
61793943	ovn_chorfs_resource_building_gems	major_secondary_gems_vor_the_red_rivers_zlatan
89068567	ovn_chorfs_resource_building_gems	minor_secondary_gems_ellyrion_whitefire_tor
41864581	ovn_chorfs_resource_building_gems	minor_secondary_gems_atalan_mountains_eye_of_the_panther
73788907	ovn_chorfs_resource_building_animals	minor_secondary_animals_vor_grey_guardians_sulpharets
39122422	ovn_chorfs_resource_building_animals	minor_secondary_animals_vor_caledor_caledors_repose
79480882	ovn_chorfs_resource_building_animals	minor_secondary_animals_vor_iron_mountains_cragroth_deep
65130814	ovn_chorfs_resource_building_animals	minor_secondary_animals_vor_river_qurveza_mouth_of_qurveza
85311433	ovn_chorfs_resource_building_animals	minor_secondary_animals_vor_southlands_world_edge_mountains_mount_arachnos
99805547	ovn_chorfs_resource_building_animals	minor_secondary_animals_vor_volcanic_islands_fuming_serpent
32873804	ovn_chorfs_resource_building_animals	major_secondary_animals_vor_the_turtle_isles_great_turtle_isle
24042969	ovn_chorfs_resource_building_animals	minor_secondary_animals_volcanic_islands_fuming_serpent
54397456	ovn_chorfs_resource_building_animals	minor_secondary_animals_the_black_flood_cragroth_deep
29924721	ovn_chorfs_resource_building_animals	minor_secondary_animals_caledor_tor_sethai
48948505	ovn_chorfs_resource_building_animals	minor_secondary_animals_southlands_worlds_edge_mountains_mount_arachnos
