building	effect	effect_scope	value	value_damaged	value_ruined
ovn_elf_gate_eagle_5	wh_main_effect_province_growth_building	region_to_province_own	80.0	40.0	0.0
ovn_elf_gate_eagle_5	wh_main_effect_religion_conversion_chaos	region_to_region_own	10.0	5.0	0.0
ovn_elf_gate_griffon_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_griffon_1	wh_main_effect_province_growth_building	region_to_province_own	40.0	20.0	0.0
ovn_elf_gate_griffon_1	wh_main_effect_religion_conversion_chaos	region_to_region_own	2.0	1.0	0.0
ovn_elf_gate_griffon_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_griffon_2	wh_main_effect_province_growth_building	region_to_province_own	50.0	25.0	0.0
ovn_elf_gate_griffon_2	wh_main_effect_religion_conversion_chaos	region_to_region_own	4.0	2.0	0.0
ovn_elf_gate_griffon_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_griffon_3	wh_main_effect_province_growth_building	region_to_province_own	60.0	30.0	0.0
ovn_elf_gate_griffon_3	wh_main_effect_religion_conversion_chaos	region_to_region_own	6.0	3.0	0.0
ovn_elf_gate_griffon_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_griffon_4	wh_main_effect_province_growth_building	region_to_province_own	70.0	35.0	0.0
ovn_elf_gate_griffon_4	wh_main_effect_religion_conversion_chaos	region_to_region_own	8.0	4.0	0.0
ovn_elf_gate_griffon_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_griffon_5	wh_main_effect_province_growth_building	region_to_province_own	80.0	40.0	0.0
ovn_elf_gate_griffon_5	wh_main_effect_religion_conversion_chaos	region_to_region_own	10.0	5.0	0.0
ovn_elf_gate_phoenix_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_phoenix_1	wh_main_effect_province_growth_building	region_to_province_own	40.0	20.0	0.0
ovn_elf_gate_phoenix_1	wh_main_effect_religion_conversion_chaos	region_to_region_own	2.0	1.0	0.0
ovn_elf_gate_phoenix_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_phoenix_2	wh_main_effect_province_growth_building	region_to_province_own	50.0	25.0	0.0
ovn_elf_gate_phoenix_2	wh_main_effect_religion_conversion_chaos	region_to_region_own	4.0	2.0	0.0
ovn_elf_gate_phoenix_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_phoenix_3	wh_main_effect_province_growth_building	region_to_province_own	60.0	30.0	0.0
ovn_elf_gate_phoenix_3	wh_main_effect_religion_conversion_chaos	region_to_region_own	6.0	3.0	0.0
ovn_elf_gate_phoenix_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_phoenix_4	wh_main_effect_province_growth_building	region_to_province_own	70.0	35.0	0.0
ovn_elf_gate_phoenix_4	wh_main_effect_religion_conversion_chaos	region_to_region_own	8.0	4.0	0.0
ovn_elf_gate_phoenix_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_phoenix_5	wh_main_effect_province_growth_building	region_to_province_own	80.0	40.0	0.0
ovn_elf_gate_phoenix_5	wh_main_effect_religion_conversion_chaos	region_to_region_own	10.0	5.0	0.0
ovn_elf_gate_unicorn_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_unicorn_1	wh_main_effect_province_growth_building	region_to_province_own	40.0	20.0	0.0
ovn_elf_gate_unicorn_1	wh_main_effect_religion_conversion_chaos	region_to_region_own	2.0	1.0	0.0
ovn_elf_gate_unicorn_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_unicorn_2	wh_main_effect_province_growth_building	region_to_province_own	50.0	25.0	0.0
ovn_elf_gate_unicorn_2	wh_main_effect_religion_conversion_chaos	region_to_region_own	4.0	2.0	0.0
ovn_elf_gate_unicorn_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_unicorn_3	wh_main_effect_province_growth_building	region_to_province_own	60.0	30.0	0.0
ovn_elf_gate_unicorn_3	wh_main_effect_religion_conversion_chaos	region_to_region_own	6.0	3.0	0.0
ovn_elf_gate_unicorn_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_unicorn_4	wh_main_effect_province_growth_building	region_to_province_own	70.0	35.0	0.0
ovn_elf_gate_unicorn_4	wh_main_effect_religion_conversion_chaos	region_to_region_own	8.0	4.0	0.0
ovn_elf_gate_unicorn_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_unicorn_5	wh_main_effect_province_growth_building	region_to_province_own	80.0	40.0	0.0
ovn_elf_gate_unicorn_5	wh_main_effect_religion_conversion_chaos	region_to_region_own	10.0	5.0	0.0
ovn_emp_fort_2	wh_main_effect_tower_projectile_dwf_2	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_eagle_2	wh_main_effect_tower_projectile_dwf_2	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_griffon_2	wh_main_effect_tower_projectile_dwf_2	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_phoenix_2	wh_main_effect_tower_projectile_dwf_2	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_unicorn_2	wh_main_effect_tower_projectile_dwf_2	region_to_region_own	2.0	2.0	2.0
ovn_emp_fort_3	wh_main_effect_tower_projectile_dwf_3	region_to_region_own	3.0	3.0	3.0
ovn_elf_gate_eagle_3	wh_main_effect_tower_projectile_dwf_3	region_to_region_own	3.0	3.0	3.0
ovn_elf_gate_griffon_3	wh_main_effect_tower_projectile_dwf_3	region_to_region_own	3.0	3.0	3.0
ovn_elf_gate_phoenix_3	wh_main_effect_tower_projectile_dwf_3	region_to_region_own	3.0	3.0	3.0
ovn_elf_gate_unicorn_3	wh_main_effect_tower_projectile_dwf_3	region_to_region_own	3.0	3.0	3.0
ovn_emp_fort_4	wh_main_effect_tower_projectile_dwf_4	region_to_region_own	4.0	4.0	4.0
ovn_emp_fort_5	wh_main_effect_tower_projectile_dwf_4	region_to_region_own	4.0	4.0	4.0
ovn_elf_gate_eagle_4	wh_main_effect_tower_projectile_dwf_4	region_to_region_own	4.0	4.0	4.0
ovn_elf_gate_eagle_5	wh_main_effect_tower_projectile_dwf_4	region_to_region_own	4.0	4.0	4.0
ovn_elf_gate_griffon_4	wh_main_effect_tower_projectile_dwf_4	region_to_region_own	4.0	4.0	4.0
ovn_elf_gate_griffon_5	wh_main_effect_tower_projectile_dwf_4	region_to_region_own	4.0	4.0	4.0
ovn_elf_gate_phoenix_4	wh_main_effect_tower_projectile_dwf_4	region_to_region_own	4.0	4.0	4.0
ovn_elf_gate_phoenix_5	wh_main_effect_tower_projectile_dwf_4	region_to_region_own	4.0	4.0	4.0
ovn_elf_gate_unicorn_4	wh_main_effect_tower_projectile_dwf_4	region_to_region_own	4.0	4.0	4.0
ovn_elf_gate_unicorn_5	wh_main_effect_tower_projectile_dwf_4	region_to_region_own	4.0	4.0	4.0
wh2_main_special_lothern_port_norsca_2	wh_main_effect_economy_gdp_trade_sea	building_to_building_own	500.0	75.0	0.0
wh2_main_special_lothern_port_norsca_2	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	18.0	8.0	0.0
wh2_main_special_lothern_port_norsca_2	wh_main_effect_province_growth_building	region_to_province_own	40.0	15.0	0.0
wh2_main_special_lothern_port_norsca_3	wh_main_effect_economy_gdp_trade_sea	building_to_building_own	1000.0	75.0	0.0
wh2_main_special_lothern_port_norsca_3	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	20.0	8.0	0.0
wh2_main_special_lothern_port_norsca_3	wh_main_effect_province_growth_building	region_to_province_own	50.0	15.0	0.0
wh_dlc08_special_marienburg_port_norsca_2	wh_main_effect_economy_gdp_trade_sea	building_to_building_own	1000.0	75.0	0.0
wh_dlc08_special_marienburg_port_norsca_2	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	18.0	8.0	0.0
wh_dlc08_special_marienburg_port_norsca_2	wh_main_effect_province_growth_building	region_to_province_own	40.0	15.0	0.0
wh_dlc08_special_marienburg_port_norsca_3	wh_main_effect_economy_gdp_trade_sea	building_to_building_own	2000.0	75.0	0.0
wh_dlc08_special_marienburg_port_norsca_3	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	20.0	8.0	0.0
wh_dlc08_special_marienburg_port_norsca_3	wh_main_effect_province_growth_building	region_to_province_own	50.0	15.0	0.0
wh_dlc08_special_bordeleaux_port_norsca_3	wh_dlc07_effect_economy_gdp_trade_sea_brt	building_to_building_own	1200.0	600.0	0.0
wh_dlc08_special_bordeleaux_port_norsca_3	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own	10.0	5.0	0.0
wh_dlc08_special_bordeleaux_port_norsca_3	wh_main_effect_province_growth_building	region_to_province_own	30.0	15.0	0.0
wh_dlc08_special_bordeleaux_port_norsca_2	wh_dlc07_effect_economy_gdp_trade_sea_brt	building_to_building_own	600.0	300.0	0.0
wh_dlc08_special_bordeleaux_port_norsca_2	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own	5.0	3.0	0.0
wh_dlc08_special_bordeleaux_port_norsca_2	wh_main_effect_province_growth_building	region_to_province_own	20.0	10.0	0.0
wh2_main_special_lothern_port_norsca_3	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own	10.0	5.0	0.0
wh_dlc08_special_marienburg_port_norsca_3	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own	10.0	5.0	0.0
wh_dlc08_special_bordeleaux_port_norsca_2	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	18.0	8.0	0.0
wh_dlc08_special_bordeleaux_port_norsca_3	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	20.0	8.0	0.0
wh_dlc08_special_erengrad_port_norsca_2	wh_main_effect_economy_gdp_trade_sea	building_to_building_own	1000.0	75.0	0.0
wh_dlc08_special_erengrad_port_norsca_2	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	18.0	8.0	0.0
wh_dlc08_special_erengrad_port_norsca_2	wh_main_effect_province_growth_building	region_to_province_own	40.0	15.0	0.0
wh_dlc08_special_erengrad_port_norsca_3	wh_main_effect_economy_gdp_trade_sea	building_to_building_own	2000.0	75.0	0.0
wh_dlc08_special_erengrad_port_norsca_3	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	20.0	8.0	0.0
wh_dlc08_special_erengrad_port_norsca_3	wh_main_effect_province_growth_building	region_to_province_own	50.0	15.0	0.0
wh_dlc08_special_erengrad_port_norsca_3	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own	10.0	5.0	0.0
wh_dlc08_special_erengrad_port_norsca_2	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own	5.0	3.0	0.0
wh_dlc08_special_marienburg_port_norsca_2	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own	5.0	3.0	0.0
wh2_main_special_lothern_port_norsca_2	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own	5.0	3.0	0.0
ovn_resource_marble_2	wh_main_effect_building_construction_cost_mod	province_to_region_own	-30.0	-15.0	0.0
ovn_resource_marble_2	wh_main_effect_economy_gdp_mining	building_to_building_own	500.0	100.0	0.0
ovn_resource_marble_2	wh_main_effect_region_resource_marble_production	building_to_building_own	45.0	23.0	0.0
ovn_resource_marble_1	wh_main_effect_building_construction_cost_mod	province_to_region_own	-20.0	-10.0	0.0
ovn_resource_marble_1	wh_main_effect_economy_gdp_mining	building_to_building_own	250.0	50.0	0.0
ovn_resource_marble_1	wh_main_effect_region_resource_marble_production	building_to_building_own	20.0	10.0	0.0
ovn_resource_spices_1	wh_main_effect_economy_gdp_industry	building_to_building_own	250.0	50.0	0.0
ovn_resource_spices_1	wh_main_effect_region_resource_spices_production	building_to_building_own	20.0	10.0	0.0
ovn_resource_spices_2	wh_main_effect_economy_gdp_industry	building_to_building_own	500.0	100.0	0.0
ovn_resource_spices_2	wh_main_effect_region_resource_spices_production	building_to_building_own	45.0	23.0	0.0
ovn_resource_dyes_1	wh_main_effect_economy_gdp_industry	building_to_building_own	250.0	50.0	0.0
ovn_resource_dyes_1	wh_main_effect_region_resource_dyes_production	building_to_building_own	20.0	10.0	0.0
ovn_resource_dyes_2	wh_main_effect_economy_gdp_industry	building_to_building_own	500.0	100.0	0.0
ovn_resource_dyes_2	wh_main_effect_region_resource_dyes_production	building_to_building_own	45.0	23.0	0.0
ovn_resource_pasture_1	wh_main_effect_economy_gdp_industry	building_to_building_own	250.0	75.0	0.0
ovn_resource_pasture_1	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	4.0	2.0	0.0
ovn_resource_pasture_1	wh_main_effect_province_growth_building	region_to_province_own	20.0	15.0	0.0
ovn_resource_pasture_2	wh_main_effect_economy_gdp_industry	building_to_building_own	500.0	75.0	0.0
ovn_resource_pasture_2	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	6.0	2.0	0.0
ovn_resource_pasture_2	wh_main_effect_province_growth_building	region_to_province_own	30.0	15.0	0.0
ovn_resource_wine_2	wh_main_effect_region_resource_wine_production	building_to_building_own	36.0	18.0	0.0
ovn_resource_wine_2	wh_main_effect_public_order_base	province_to_province_own	4.0	2.0	0.0
ovn_resource_wine_1	wh_main_effect_public_order_base	province_to_province_own	3.0	2.0	0.0
ovn_resource_wine_1	wh_main_effect_region_resource_wine_production	building_to_building_own	16.0	8.0	0.0
ovn_resource_wine_1	wh_main_effect_economy_gdp_industry	building_to_building_own	250.0	75.0	0.0
ovn_resource_wine_2	wh_main_effect_economy_gdp_industry	building_to_building_own	500.0	75.0	0.0
