diplomacy_negotiation_string_options_tables	4
key	string	option	group
acknowledge_cancel_treaty	Chorf_Dip_Acknowledge_Cancel_Treaty_01	0	diplomacy_Subcult_Chorf
acknowledge_cancel_treaty	Chorf_Dip_Acknowledge_Cancel_Treaty_02	1	diplomacy_Subcult_Chorf
acknowledge_cancel_treaty	Chorf_Dip_Acknowledge_Cancel_Treaty_03	2	diplomacy_Subcult_Chorf
acknowledge_reject	Chorf_Dip_Acknowledge_Reject_01	0	diplomacy_Subcult_Chorf
acknowledge_reject	Chorf_Dip_Acknowledge_Reject_02	1	diplomacy_Subcult_Chorf
acknowledge_reject	Chorf_Dip_Acknowledge_Reject_03	2	diplomacy_Subcult_Chorf
acknowledge_war	Chorf_Dip_Acknowledge_War_01	0	diplomacy_Subcult_Chorf
acknowledge_war	Chorf_Dip_Acknowledge_War_02	1	diplomacy_Subcult_Chorf
acknowledge_war	Chorf_Dip_Acknowledge_War_03	2	diplomacy_Subcult_Chorf
cancel_treaty	Chorf_Dip_Cancel_Treaty_01	0	diplomacy_Subcult_Chorf
cancel_treaty	Chorf_Dip_Cancel_Treaty_02	1	diplomacy_Subcult_Chorf
cancel_treaty	Chorf_Dip_Cancel_Treaty_03	2	diplomacy_Subcult_Chorf
demand_join_war	Chorf_Dip_Demand_Join_War_01	0	diplomacy_Subcult_Chorf
demand_join_war	Chorf_Dip_Demand_Join_War_02	1	diplomacy_Subcult_Chorf
demand_join_war	Chorf_Dip_Demand_Join_War_03	2	diplomacy_Subcult_Chorf
demand_payment	Chorf_Dip_Demand_Payments_Neutral_01	0	diplomacy_Subcult_Chorf
generic_offer_demand	Chorf_Dip_Generic_Offer_Neutral_01	0	diplomacy_Subcult_Chorf
generic_offer_demand	Chorf_Dip_Generic_Offer_Neutral_02	1	diplomacy_Subcult_Chorf
generic_offer_demand	Chorf_Dip_Generic_Offer_Neutral_03	2	diplomacy_Subcult_Chorf
generic_reject	Chorf_Dip_Rejection_Neutral_01	0	diplomacy_Subcult_Chorf
generic_reject	Chorf_Dip_Rejection_Neutral_02	1	diplomacy_Subcult_Chorf
generic_reject	Chorf_Dip_Rejection_Neutral_03	2	diplomacy_Subcult_Chorf
offer_cooperation	Chorf_Dip_Offer_Cooperation_01	0	diplomacy_Subcult_Chorf
offer_cooperation	Chorf_Dip_Offer_Cooperation_02	1	diplomacy_Subcult_Chorf
offer_cooperation	Chorf_Dip_Offer_Cooperation_03	2	diplomacy_Subcult_Chorf
offer_demand_peace	Chorf_Dip_Offer_Peace_01	0	diplomacy_Subcult_Chorf
offer_demand_peace	Chorf_Dip_Offer_Peace_02	1	diplomacy_Subcult_Chorf
offer_demand_peace	Chorf_Dip_Offer_Peace_03	2	diplomacy_Subcult_Chorf
offer_join_war	Chorf_Dip_Offer_Join_War_01	0	diplomacy_Subcult_Chorf
offer_join_war	Chorf_Dip_Offer_Join_War_02	1	diplomacy_Subcult_Chorf
offer_join_war	Chorf_Dip_Offer_Join_War_03	2	diplomacy_Subcult_Chorf
offer_payment	Chorf_Dip_Offer_Gift_01	0	diplomacy_Subcult_Chorf
offer_payment	Chorf_Dip_Offer_Gift_02	1	diplomacy_Subcult_Chorf
offer_payment	Chorf_Dip_Offer_Gift_03	2	diplomacy_Subcult_Chorf
receive	Chorf_Dip_Greet_Neu_01	0	diplomacy_Subcult_Chorf
receive	Chorf_Dip_Greet_Neu_02	1	diplomacy_Subcult_Chorf
receive	Chorf_Dip_Greet_Neu_03	2	diplomacy_Subcult_Chorf
reject_offer_demand_peace	Chorf_Dip_Reject_Peace_01	0	diplomacy_Subcult_Chorf
reject_offer_demand_peace	Chorf_Dip_Reject_Peace_02	1	diplomacy_Subcult_Chorf
reject_offer_demand_peace	Chorf_Dip_Reject_Peace_03	2	diplomacy_Subcult_Chorf
reject_subjugation	Chorf_Dip_Reject_Join_Confederation_01	0	diplomacy_Subcult_Chorf
reject_subjugation	Chorf_Dip_Reject_Join_Confederation_02	1	diplomacy_Subcult_Chorf
reject_subjugation	Chorf_Dip_Reject_Join_Confederation_03	2	diplomacy_Subcult_Chorf
war	Chorf_Dip_War_01	0	diplomacy_Subcult_Chorf
war	Chorf_Dip_War_02	1	diplomacy_Subcult_Chorf
war	Chorf_Dip_War_03	2	diplomacy_Subcult_Chorf
