key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost
tech_chs_dawi_branch_3_1		wh2_main_ovn_chaos_dwarfs	3	tech_chs_dawi_branch_3_1	ovn_chaos_dwarfs_tech	5	1500	0	0		
tech_chs_dawi_branch_3_2		wh2_main_ovn_chaos_dwarfs	4	tech_chs_dawi_branch_3_2	ovn_chaos_dwarfs_tech	5	1500	0	0		
tech_chs_dawi_branch_3_6		wh2_main_ovn_chaos_dwarfs	8	tech_chs_dawi_branch_3_6	ovn_chaos_dwarfs_tech	5	1500	0	0		
tech_chs_dawi_branch_3_7		wh2_main_ovn_chaos_dwarfs	9	tech_chs_dawi_branch_3_7	ovn_chaos_dwarfs_tech	5	1500	0	0		
tech_chs_dawi_branch_3_8		wh2_main_ovn_chaos_dwarfs	10	tech_chs_dawi_branch_3_8	ovn_chaos_dwarfs_tech	5	1500	0	0		
tech_chs_dawi_branch_3_3		wh2_main_ovn_chaos_dwarfs	5	tech_chs_dawi_branch_3_3	ovn_chaos_dwarfs_tech	5	1500	0	0		
tech_chs_dawi_branch_3_4		wh2_main_ovn_chaos_dwarfs	6	tech_chs_dawi_branch_3_4	ovn_chaos_dwarfs_tech	5	1500	0	0		
tech_chs_dawi_branch_3_5		wh2_main_ovn_chaos_dwarfs	7	tech_chs_dawi_branch_3_5	ovn_chaos_dwarfs_tech	5	1500	0	0		
tech_chs_dawi_branch_4_1		wh2_main_ovn_chaos_dwarfs	3	tech_chs_dawi_branch_4_1	ovn_chaos_dwarfs_tech	7	2000	0	0		
tech_chs_dawi_branch_4_2		wh2_main_ovn_chaos_dwarfs	4	tech_chs_dawi_branch_4_2	ovn_chaos_dwarfs_tech	7	2000	0	0		
tech_chs_dawi_branch_4_6		wh2_main_ovn_chaos_dwarfs	8	tech_chs_dawi_branch_4_6	ovn_chaos_dwarfs_tech	7	2000	0	0		
tech_chs_dawi_branch_4_7		wh2_main_ovn_chaos_dwarfs	9	tech_chs_dawi_branch_4_7	ovn_chaos_dwarfs_tech	7	2000	0	0		
tech_chs_dawi_branch_4_8		wh2_main_ovn_chaos_dwarfs	10	tech_chs_dawi_branch_4_8	ovn_chaos_dwarfs_tech	7	2000	0	0		
tech_chs_dawi_branch_4_3		wh2_main_ovn_chaos_dwarfs	5	tech_chs_dawi_branch_4_3	ovn_chaos_dwarfs_tech	7	2000	0	0		
tech_chs_dawi_branch_4_4		wh2_main_ovn_chaos_dwarfs	6	tech_chs_dawi_branch_4_4	ovn_chaos_dwarfs_tech	7	2000	0	0		
tech_chs_dawi_branch_4_5		wh2_main_ovn_chaos_dwarfs	7	tech_chs_dawi_branch_4_5	ovn_chaos_dwarfs_tech	7	2000	0	0		
tech_chs_dawi_branch_5_1		wh2_main_ovn_chaos_dwarfs	3	tech_chs_dawi_branch_5_1	ovn_chaos_dwarfs_tech	9	2500	0	0		
tech_chs_dawi_branch_5_2		wh2_main_ovn_chaos_dwarfs	4	tech_chs_dawi_branch_5_2	ovn_chaos_dwarfs_tech	9	2500	0	0		
tech_chs_dawi_branch_5_3		wh2_main_ovn_chaos_dwarfs	5	tech_chs_dawi_branch_5_3	ovn_chaos_dwarfs_tech	9	2500	0	0		
tech_chs_dawi_branch_5_6		wh2_main_ovn_chaos_dwarfs	8	tech_chs_dawi_branch_5_6	ovn_chaos_dwarfs_tech	9	2500	0	0		
tech_chs_dawi_branch_5_4		wh2_main_ovn_chaos_dwarfs	6	tech_chs_dawi_branch_5_4	ovn_chaos_dwarfs_tech	9	2500	0	0		
tech_chs_dawi_branch_5_5		wh2_main_ovn_chaos_dwarfs	7	tech_chs_dawi_branch_5_5	ovn_chaos_dwarfs_tech	9	2500	0	0		
tech_chs_dawi_branch_5_7		wh2_main_ovn_chaos_dwarfs	9	tech_chs_dawi_branch_5_7	ovn_chaos_dwarfs_tech	9	2500	0	0		
ovn_chaos_dwarfs_tech_dummy_tech		wh2_dlc11_cst_vampire_coast_qb1	0	tech_dwf_civ_5_0	ovn_chaos_dwarfs_tech	0	999999	0	0		
