from	to
ovn_wh2_main_special_settlement_kislev_norsca_5	ovn_wh2_main_special_settlement_kislev_norsca_5
ovn_wh2_main_special_settlement_lahmia_norsca_1	ovn_wh2_main_special_settlement_lahmia_norsca_1
ovn_wh2_main_special_settlement_lahmia_norsca_2	ovn_wh2_main_special_settlement_lahmia_norsca_2
ovn_wh2_main_special_settlement_lahmia_norsca_3	ovn_wh2_main_special_settlement_lahmia_norsca_3
ovn_wh2_main_special_settlement_lothern_norsca_1	ovn_wh2_main_special_settlement_lothern_norsca_1
ovn_wh2_main_special_settlement_lothern_norsca_2	ovn_wh2_main_special_settlement_lothern_norsca_2
ovn_wh2_main_special_settlement_lothern_norsca_3	ovn_wh2_main_special_settlement_lothern_norsca_3
ovn_wh2_main_special_settlement_miragliano_norsca_1	ovn_wh2_main_special_settlement_miragliano_norsca_1
ovn_wh2_main_special_settlement_miragliano_norsca_2	ovn_wh2_main_special_settlement_miragliano_norsca_2
ovn_wh2_main_special_settlement_miragliano_norsca_3	ovn_wh2_main_special_settlement_miragliano_norsca_3
ovn_wh2_main_special_settlement_miragliano_norsca_4	ovn_wh2_main_special_settlement_miragliano_norsca_4
ovn_wh2_main_special_settlement_miragliano_norsca_5	ovn_wh2_main_special_settlement_miragliano_norsca_5
ovn_wh2_main_special_settlement_naggarond_norsca_1	ovn_wh2_main_special_settlement_naggarond_norsca_1
ovn_wh2_main_special_settlement_naggarond_norsca_2	ovn_wh2_main_special_settlement_naggarond_norsca_2
ovn_wh2_main_special_settlement_naggarond_norsca_3	ovn_wh2_main_special_settlement_naggarond_norsca_3
ovn_wh2_main_special_settlement_sartosa_norsca_1	ovn_wh2_main_special_settlement_sartosa_norsca_1
ovn_wh2_main_special_settlement_sartosa_norsca_2	ovn_wh2_main_special_settlement_sartosa_norsca_2
ovn_wh2_main_special_settlement_sartosa_norsca_3	ovn_wh2_main_special_settlement_sartosa_norsca_3
ovn_wh2_main_special_settlement_sartosa_norsca_4	ovn_wh2_main_special_settlement_sartosa_norsca_4
ovn_wh2_main_special_settlement_sartosa_norsca_5	ovn_wh2_main_special_settlement_sartosa_norsca_5
ovn_wh2_main_special_settlement_skavenblight_norsca_1	ovn_wh2_main_special_settlement_skavenblight_norsca_1
ovn_wh2_main_special_settlement_skavenblight_norsca_2	ovn_wh2_main_special_settlement_skavenblight_norsca_2
ovn_wh2_main_special_settlement_skavenblight_norsca_3	ovn_wh2_main_special_settlement_skavenblight_norsca_3
ovn_wh2_main_special_settlement_skavenblight_norsca_4	ovn_wh2_main_special_settlement_skavenblight_norsca_4
ovn_wh2_main_special_settlement_skavenblight_norsca_5	ovn_wh2_main_special_settlement_skavenblight_norsca_5
ovn_wh2_main_special_settlement_the_awakening_norsca_1	ovn_wh2_main_special_settlement_the_awakening_norsca_1
ovn_wh2_main_special_settlement_the_awakening_norsca_2	ovn_wh2_main_special_settlement_the_awakening_norsca_2
ovn_wh2_main_special_settlement_the_awakening_norsca_3	ovn_wh2_main_special_settlement_the_awakening_norsca_3
ovn_wh2_main_special_settlement_the_awakening_norsca_4	ovn_wh2_main_special_settlement_the_awakening_norsca_4
ovn_wh2_main_special_settlement_the_awakening_norsca_5	ovn_wh2_main_special_settlement_the_awakening_norsca_5
ovn_wh_main_special_settlement_black_crag_1_norsca	ovn_wh_main_special_settlement_black_crag_1_norsca
ovn_wh_main_special_settlement_black_crag_2_norsca	ovn_wh_main_special_settlement_black_crag_2_norsca
ovn_wh_main_special_settlement_black_crag_3_norsca	ovn_wh_main_special_settlement_black_crag_3_norsca
ovn_wh_main_special_settlement_black_crag_4_norsca	ovn_wh_main_special_settlement_black_crag_4_norsca
ovn_wh_main_special_settlement_black_crag_5_norsca	ovn_wh_main_special_settlement_black_crag_5_norsca
ovn_wh_main_special_settlement_eight_peaks_1_norsca	ovn_wh_main_special_settlement_eight_peaks_1_norsca
ovn_wh_main_special_settlement_eight_peaks_2_norsca	ovn_wh_main_special_settlement_eight_peaks_2_norsca
ovn_wh_main_special_settlement_eight_peaks_3_norsca	ovn_wh_main_special_settlement_eight_peaks_3_norsca
ovn_wh_main_special_settlement_eight_peaks_4_norsca	ovn_wh_main_special_settlement_eight_peaks_4_norsca
ovn_wh_main_special_settlement_eight_peaks_5_norsca	ovn_wh_main_special_settlement_eight_peaks_5_norsca
ovn_wh_main_special_settlement_karaz_a_karak_1_norsca	ovn_wh_main_special_settlement_karaz_a_karak_1_norsca
ovn_wh_main_special_settlement_karaz_a_karak_2_norsca	ovn_wh_main_special_settlement_karaz_a_karak_2_norsca
ovn_wh_main_special_settlement_karaz_a_karak_3_norsca	ovn_wh_main_special_settlement_karaz_a_karak_3_norsca
ovn_wh_main_special_settlement_karaz_a_karak_4_norsca	ovn_wh_main_special_settlement_karaz_a_karak_4_norsca
ovn_wh_main_special_settlement_karaz_a_karak_5_norsca	ovn_wh_main_special_settlement_karaz_a_karak_5_norsca
ovn_wh_main_nor_port_1	ovn_wh_main_nor_port_1
ovn_wh_main_nor_port_2	ovn_wh_main_nor_port_2
ovn_wh_main_nor_port_3	ovn_wh_main_nor_port_3
